hidden,latent,layers,nonlinearity,layertype,memorysize,k,anomaliesSeen,f1,auc,model,dataset
8,2,4,leakyrelu,ResDense,256,64,5,0.0,0.9930555555555558,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,ResDense,256,64,1,0.4,0.9513888888888893,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,ResDense,256,64,2,0.0,0.9895833333333337,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,ResDense,256,64,3,0.4,0.9687500000000003,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,ResDense,256,64,4,0.4,0.9965277777777781,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,ResDense,256,64,5,0.0,0.9895833333333337,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,ResDense,256,64,1,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,ResDense,256,64,2,0.0,0.9861111111111115,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,ResDense,256,64,3,0.0,0.9861111111111115,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,ResDense,256,64,4,0.0,0.9861111111111115,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,ResDense,256,64,5,0.4,0.9930555555555558,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,ResDense,256,64,1,0.0,0.9722222222222224,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,ResDense,256,64,2,0.0,0.9861111111111115,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,ResDense,256,64,3,0.0,0.9409722222222225,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,ResDense,256,64,4,0.0,0.8576388888888893,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,ResDense,256,64,5,0.0,0.9236111111111114,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,ResDense,256,64,1,0.0,0.9791666666666669,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,ResDense,256,64,2,0.0,0.9861111111111114,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,ResDense,256,64,3,0.0,0.9861111111111114,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,ResDense,256,64,4,0.0,0.9895833333333336,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,ResDense,256,64,5,0.8571428571428571,0.9861111111111114,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,ResDense,256,64,1,0.0,0.7743055555555558,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,ResDense,256,64,2,0.0,0.6250000000000002,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,ResDense,256,64,3,0.4,0.6250000000000002,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,ResDense,256,64,4,0.0,0.6250000000000002,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,ResDense,256,64,5,0.0,0.9895833333333336,autoencoder,breast-cancer-wisconsin
8,2,3,leakyrelu,Dense,1024,64,1,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
8,2,3,leakyrelu,Dense,1024,64,2,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
8,2,3,leakyrelu,Dense,1024,64,3,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
8,2,3,leakyrelu,Dense,1024,64,4,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
8,2,3,leakyrelu,Dense,1024,64,5,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,2,3,leakyrelu,Dense,1024,64,1,0.4,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,2,3,leakyrelu,Dense,1024,64,2,0.4,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,2,3,leakyrelu,Dense,1024,64,3,0.6666666666666666,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,2,3,leakyrelu,Dense,1024,64,4,0.6666666666666666,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,2,3,leakyrelu,Dense,1024,64,5,0.6666666666666666,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,3,leakyrelu,Dense,1024,64,1,0.4,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,3,leakyrelu,Dense,1024,64,2,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,3,leakyrelu,Dense,1024,64,3,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,3,leakyrelu,Dense,1024,64,4,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,3,leakyrelu,Dense,1024,64,5,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
8,2,4,leakyrelu,Dense,1024,64,1,0.0,0.9305555555555558,autoencoder,breast-cancer-wisconsin
8,2,4,leakyrelu,Dense,1024,64,2,0.0,0.9166666666666669,autoencoder,breast-cancer-wisconsin
8,2,4,leakyrelu,Dense,1024,64,3,0.0,0.8402777777777781,autoencoder,breast-cancer-wisconsin
8,2,4,leakyrelu,Dense,1024,64,4,0.0,0.8750000000000002,autoencoder,breast-cancer-wisconsin
8,2,4,leakyrelu,Dense,1024,64,5,0.0,0.8506944444444448,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,Dense,1024,64,1,0.0,0.9965277777777781,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,Dense,1024,64,2,0.0,0.9965277777777781,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,Dense,1024,64,3,0.0,0.9861111111111114,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,Dense,1024,64,4,0.0,0.9861111111111114,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,Dense,1024,64,5,0.0,0.9861111111111114,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,Dense,1024,64,1,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,Dense,1024,64,2,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,Dense,1024,64,3,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,Dense,1024,64,4,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,Dense,1024,64,5,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,Dense,1024,64,1,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,Dense,1024,64,2,0.5714285714285714,1.0000000000000004,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,Dense,1024,64,3,0.5714285714285714,1.0000000000000004,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,Dense,1024,64,4,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,Dense,1024,64,5,0.2857142857142857,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,Dense,1024,64,1,0.0,0.9895833333333336,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,Dense,1024,64,2,0.0,0.9861111111111114,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,Dense,1024,64,3,0.0,0.9895833333333336,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,Dense,1024,64,4,0.0,0.9895833333333336,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,Dense,1024,64,5,0.0,0.9965277777777781,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,Dense,1024,64,1,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,Dense,1024,64,2,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,Dense,1024,64,3,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,Dense,1024,64,4,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,Dense,1024,64,5,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
8,2,3,leakyrelu,ResDense,1024,64,1,0.0,0.9305555555555558,autoencoder,breast-cancer-wisconsin
8,2,3,leakyrelu,ResDense,1024,64,2,0.0,0.8923611111111114,autoencoder,breast-cancer-wisconsin
8,2,3,leakyrelu,ResDense,1024,64,3,0.0,0.9305555555555558,autoencoder,breast-cancer-wisconsin
8,2,3,leakyrelu,ResDense,1024,64,4,0.4,0.8923611111111114,autoencoder,breast-cancer-wisconsin
8,2,3,leakyrelu,ResDense,1024,64,5,0.0,0.8923611111111114,autoencoder,breast-cancer-wisconsin
16,2,3,leakyrelu,ResDense,1024,64,1,0.0,0.9965277777777781,autoencoder,breast-cancer-wisconsin
16,2,3,leakyrelu,ResDense,1024,64,2,0.0,0.9965277777777781,autoencoder,breast-cancer-wisconsin
16,2,3,leakyrelu,ResDense,1024,64,3,0.0,0.9965277777777781,autoencoder,breast-cancer-wisconsin
16,2,3,leakyrelu,ResDense,1024,64,4,0.4,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,2,3,leakyrelu,ResDense,1024,64,5,0.4,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,3,leakyrelu,ResDense,1024,64,1,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,3,leakyrelu,ResDense,1024,64,2,0.0,0.7916666666666667,autoencoder,breast-cancer-wisconsin
32,2,3,leakyrelu,ResDense,1024,64,3,0.0,0.7395833333333336,autoencoder,breast-cancer-wisconsin
32,2,3,leakyrelu,ResDense,1024,64,4,0.0,0.7395833333333336,autoencoder,breast-cancer-wisconsin
32,2,3,leakyrelu,ResDense,1024,64,5,0.0,0.7395833333333336,autoencoder,breast-cancer-wisconsin
8,2,4,leakyrelu,ResDense,1024,64,1,0.0,0.9513888888888892,autoencoder,breast-cancer-wisconsin
8,2,4,leakyrelu,ResDense,1024,64,2,0.0,0.9652777777777781,autoencoder,breast-cancer-wisconsin
8,2,4,leakyrelu,ResDense,1024,64,3,0.0,0.9513888888888892,autoencoder,breast-cancer-wisconsin
8,2,4,leakyrelu,ResDense,1024,64,4,0.0,0.9513888888888892,autoencoder,breast-cancer-wisconsin
8,2,4,leakyrelu,ResDense,1024,64,5,0.0,0.9305555555555558,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,ResDense,1024,64,1,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,ResDense,1024,64,2,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,ResDense,1024,64,3,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,ResDense,1024,64,4,0.4,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,2,4,leakyrelu,ResDense,1024,64,5,0.0,0.9965277777777781,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,ResDense,1024,64,1,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,ResDense,1024,64,2,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,ResDense,1024,64,3,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,ResDense,1024,64,4,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,4,leakyrelu,ResDense,1024,64,5,0.0,0.9791666666666671,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,ResDense,1024,64,1,0.0,0.9652777777777781,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,ResDense,1024,64,2,0.0,0.9791666666666669,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,ResDense,1024,64,3,0.0,0.9861111111111114,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,ResDense,1024,64,4,0.4,0.9861111111111114,autoencoder,breast-cancer-wisconsin
8,2,5,leakyrelu,ResDense,1024,64,5,0.4,0.9513888888888893,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,ResDense,1024,64,1,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,ResDense,1024,64,2,0.0,0.9965277777777781,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,ResDense,1024,64,3,0.0,0.9895833333333337,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,ResDense,1024,64,4,0.0,0.9791666666666671,autoencoder,breast-cancer-wisconsin
16,2,5,leakyrelu,ResDense,1024,64,5,0.0,0.9687500000000004,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,ResDense,1024,64,1,0.4,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,ResDense,1024,64,2,0.0,0.9791666666666669,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,ResDense,1024,64,3,0.0,0.9861111111111114,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,ResDense,1024,64,4,0.0,0.9930555555555558,autoencoder,breast-cancer-wisconsin
32,2,5,leakyrelu,ResDense,1024,64,5,0.0,0.9965277777777781,autoencoder,breast-cancer-wisconsin
8,2,3,leakyrelu,Dense,256,32,1,0.0,1.0,autoencoder,sonar
8,2,3,leakyrelu,Dense,256,32,2,0.0,1.0,autoencoder,sonar
8,2,3,leakyrelu,Dense,256,32,3,0.0,1.0,autoencoder,sonar
8,2,3,leakyrelu,Dense,256,32,4,0.0,1.0,autoencoder,sonar
8,2,3,leakyrelu,Dense,256,32,5,0.0,1.0,autoencoder,sonar
16,2,3,leakyrelu,Dense,256,32,1,1.0,0.8333333333333334,autoencoder,sonar
16,2,3,leakyrelu,Dense,256,32,2,1.0,0.8333333333333334,autoencoder,sonar
16,2,3,leakyrelu,Dense,256,32,3,0.0,0.8333333333333334,autoencoder,sonar
16,2,3,leakyrelu,Dense,256,32,4,0.0,0.8333333333333334,autoencoder,sonar
16,2,3,leakyrelu,Dense,256,32,5,0.0,0.8333333333333334,autoencoder,sonar
32,2,3,leakyrelu,Dense,256,32,1,0.0,1.0,autoencoder,sonar
32,2,3,leakyrelu,Dense,256,32,2,0.0,1.0,autoencoder,sonar
32,2,3,leakyrelu,Dense,256,32,3,0.0,1.0,autoencoder,sonar
32,2,3,leakyrelu,Dense,256,32,4,0.0,1.0,autoencoder,sonar
32,2,3,leakyrelu,Dense,256,32,5,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,Dense,256,32,1,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,Dense,256,32,2,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,Dense,256,32,3,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,Dense,256,32,4,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,Dense,256,32,5,1.0,1.0,autoencoder,sonar
16,2,4,leakyrelu,Dense,256,32,1,0.0,1.0,autoencoder,sonar
16,2,4,leakyrelu,Dense,256,32,2,0.0,1.0,autoencoder,sonar
16,2,4,leakyrelu,Dense,256,32,3,0.0,1.0,autoencoder,sonar
16,2,4,leakyrelu,Dense,256,32,4,0.0,1.0,autoencoder,sonar
16,2,4,leakyrelu,Dense,256,32,5,0.0,1.0,autoencoder,sonar
32,2,4,leakyrelu,Dense,256,32,1,0.0,0.8333333333333334,autoencoder,sonar
32,2,4,leakyrelu,Dense,256,32,2,1.0,0.8333333333333334,autoencoder,sonar
32,2,4,leakyrelu,Dense,256,32,3,1.0,0.875,autoencoder,sonar
32,2,4,leakyrelu,Dense,256,32,4,0.0,0.8333333333333334,autoencoder,sonar
32,2,4,leakyrelu,Dense,256,32,5,0.0,0.8333333333333334,autoencoder,sonar
8,2,5,leakyrelu,Dense,256,32,1,1.0,1.0,autoencoder,sonar
8,2,5,leakyrelu,Dense,256,32,2,1.0,1.0,autoencoder,sonar
8,2,5,leakyrelu,Dense,256,32,3,1.0,1.0,autoencoder,sonar
8,2,5,leakyrelu,Dense,256,32,4,1.0,1.0,autoencoder,sonar
8,2,5,leakyrelu,Dense,256,32,5,1.0,1.0,autoencoder,sonar
16,2,5,leakyrelu,Dense,256,32,1,0.0,1.0,autoencoder,sonar
16,2,5,leakyrelu,Dense,256,32,2,0.0,1.0,autoencoder,sonar
16,2,5,leakyrelu,Dense,256,32,3,0.0,1.0,autoencoder,sonar
16,2,5,leakyrelu,Dense,256,32,4,0.0,0.9583333333333334,autoencoder,sonar
16,2,5,leakyrelu,Dense,256,32,5,0.0,0.9166666666666666,autoencoder,sonar
32,2,5,leakyrelu,Dense,256,32,1,0.0,1.0,autoencoder,sonar
32,2,5,leakyrelu,Dense,256,32,2,0.0,1.0,autoencoder,sonar
32,2,5,leakyrelu,Dense,256,32,3,0.0,1.0,autoencoder,sonar
32,2,5,leakyrelu,Dense,256,32,4,0.0,1.0,autoencoder,sonar
32,2,5,leakyrelu,Dense,256,32,5,0.0,1.0,autoencoder,sonar
8,2,3,leakyrelu,ResDense,256,32,1,0.0,1.0,autoencoder,sonar
8,2,3,leakyrelu,ResDense,256,32,2,0.0,0.9583333333333334,autoencoder,sonar
8,2,3,leakyrelu,ResDense,256,32,3,0.0,1.0,autoencoder,sonar
8,2,3,leakyrelu,ResDense,256,32,4,0.0,0.9583333333333334,autoencoder,sonar
8,2,3,leakyrelu,ResDense,256,32,5,0.0,1.0,autoencoder,sonar
16,2,3,leakyrelu,ResDense,256,32,1,1.0,0.8333333333333334,autoencoder,sonar
16,2,3,leakyrelu,ResDense,256,32,2,1.0,0.875,autoencoder,sonar
16,2,3,leakyrelu,ResDense,256,32,3,1.0,0.875,autoencoder,sonar
16,2,3,leakyrelu,ResDense,256,32,4,0.0,0.8333333333333334,autoencoder,sonar
16,2,3,leakyrelu,ResDense,256,32,5,0.0,0.8333333333333334,autoencoder,sonar
32,2,3,leakyrelu,ResDense,256,32,1,0.0,0.8333333333333334,autoencoder,sonar
32,2,3,leakyrelu,ResDense,256,32,2,0.0,0.875,autoencoder,sonar
32,2,3,leakyrelu,ResDense,256,32,3,1.0,0.875,autoencoder,sonar
32,2,3,leakyrelu,ResDense,256,32,4,0.0,1.0,autoencoder,sonar
32,2,3,leakyrelu,ResDense,256,32,5,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,ResDense,256,32,1,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,ResDense,256,32,2,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,ResDense,256,32,3,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,ResDense,256,32,4,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,ResDense,256,32,5,0.0,1.0,autoencoder,sonar
16,2,4,leakyrelu,ResDense,256,32,1,0.0,0.9166666666666666,autoencoder,sonar
16,2,4,leakyrelu,ResDense,256,32,2,0.0,0.9166666666666666,autoencoder,sonar
16,2,4,leakyrelu,ResDense,256,32,3,0.0,0.9166666666666666,autoencoder,sonar
16,2,4,leakyrelu,ResDense,256,32,4,0.0,0.9166666666666666,autoencoder,sonar
16,2,4,leakyrelu,ResDense,256,32,5,0.0,0.9166666666666666,autoencoder,sonar
32,2,4,leakyrelu,ResDense,256,32,1,0.0,1.0,autoencoder,sonar
32,2,4,leakyrelu,ResDense,256,32,2,1.0,0.9166666666666666,autoencoder,sonar
32,2,4,leakyrelu,ResDense,256,32,3,1.0,0.9166666666666666,autoencoder,sonar
32,2,4,leakyrelu,ResDense,256,32,4,0.0,0.9583333333333334,autoencoder,sonar
32,2,4,leakyrelu,ResDense,256,32,5,0.0,1.0,autoencoder,sonar
8,2,5,leakyrelu,ResDense,256,32,1,1.0,0.9166666666666666,autoencoder,sonar
8,2,5,leakyrelu,ResDense,256,32,2,1.0,0.9166666666666666,autoencoder,sonar
8,2,5,leakyrelu,ResDense,256,32,3,0.0,0.9166666666666666,autoencoder,sonar
8,2,5,leakyrelu,ResDense,256,32,4,0.0,0.9583333333333334,autoencoder,sonar
8,2,5,leakyrelu,ResDense,256,32,5,0.0,1.0,autoencoder,sonar
16,2,5,leakyrelu,ResDense,256,32,1,0.0,0.9166666666666666,autoencoder,sonar
16,2,5,leakyrelu,ResDense,256,32,2,0.0,0.9583333333333334,autoencoder,sonar
16,2,5,leakyrelu,ResDense,256,32,3,1.0,0.9583333333333334,autoencoder,sonar
16,2,5,leakyrelu,ResDense,256,32,4,0.0,0.9583333333333334,autoencoder,sonar
16,2,5,leakyrelu,ResDense,256,32,5,0.0,1.0,autoencoder,sonar
32,2,5,leakyrelu,ResDense,256,32,1,0.0,1.0,autoencoder,sonar
32,2,5,leakyrelu,ResDense,256,32,2,0.0,1.0,autoencoder,sonar
32,2,5,leakyrelu,ResDense,256,32,3,0.0,1.0,autoencoder,sonar
32,2,5,leakyrelu,ResDense,256,32,4,0.0,1.0,autoencoder,sonar
32,2,5,leakyrelu,ResDense,256,32,5,1.0,1.0,autoencoder,sonar
8,2,3,leakyrelu,Dense,1024,32,1,1.0,0.9583333333333334,autoencoder,sonar
8,2,3,leakyrelu,Dense,1024,32,2,1.0,0.9583333333333334,autoencoder,sonar
8,2,3,leakyrelu,Dense,1024,32,3,1.0,0.9583333333333334,autoencoder,sonar
8,2,3,leakyrelu,Dense,1024,32,4,1.0,0.9583333333333334,autoencoder,sonar
8,2,3,leakyrelu,Dense,1024,32,5,1.0,0.9583333333333334,autoencoder,sonar
16,2,3,leakyrelu,Dense,1024,32,1,0.0,1.0,autoencoder,sonar
16,2,3,leakyrelu,Dense,1024,32,2,0.0,1.0,autoencoder,sonar
16,2,3,leakyrelu,Dense,1024,32,3,1.0,1.0,autoencoder,sonar
16,2,3,leakyrelu,Dense,1024,32,4,0.0,0.9583333333333334,autoencoder,sonar
16,2,3,leakyrelu,Dense,1024,32,5,0.0,0.9583333333333334,autoencoder,sonar
32,2,3,leakyrelu,Dense,1024,32,1,0.0,1.0,autoencoder,sonar
32,2,3,leakyrelu,Dense,1024,32,2,0.0,1.0,autoencoder,sonar
32,2,3,leakyrelu,Dense,1024,32,3,0.0,1.0,autoencoder,sonar
32,2,3,leakyrelu,Dense,1024,32,4,0.0,1.0,autoencoder,sonar
32,2,3,leakyrelu,Dense,1024,32,5,1.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,Dense,1024,32,1,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,Dense,1024,32,2,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,Dense,1024,32,3,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,Dense,1024,32,4,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,Dense,1024,32,5,0.0,1.0,autoencoder,sonar
16,2,4,leakyrelu,Dense,1024,32,1,0.5,0.875,autoencoder,sonar
16,2,4,leakyrelu,Dense,1024,32,2,0.5,0.875,autoencoder,sonar
16,2,4,leakyrelu,Dense,1024,32,3,0.6666666666666666,0.875,autoencoder,sonar
16,2,4,leakyrelu,Dense,1024,32,4,0.6666666666666666,0.875,autoencoder,sonar
16,2,4,leakyrelu,Dense,1024,32,5,0.6666666666666666,0.875,autoencoder,sonar
32,2,4,leakyrelu,Dense,1024,32,1,0.0,1.0,autoencoder,sonar
32,2,4,leakyrelu,Dense,1024,32,2,0.0,1.0,autoencoder,sonar
32,2,4,leakyrelu,Dense,1024,32,3,0.0,1.0,autoencoder,sonar
32,2,4,leakyrelu,Dense,1024,32,4,0.0,1.0,autoencoder,sonar
32,2,4,leakyrelu,Dense,1024,32,5,0.0,1.0,autoencoder,sonar
8,2,5,leakyrelu,Dense,1024,32,1,0.0,0.9583333333333334,autoencoder,sonar
8,2,5,leakyrelu,Dense,1024,32,2,1.0,0.9583333333333334,autoencoder,sonar
8,2,5,leakyrelu,Dense,1024,32,3,1.0,0.9583333333333334,autoencoder,sonar
8,2,5,leakyrelu,Dense,1024,32,4,1.0,0.9583333333333334,autoencoder,sonar
8,2,5,leakyrelu,Dense,1024,32,5,1.0,0.9583333333333334,autoencoder,sonar
16,2,5,leakyrelu,Dense,1024,32,1,0.0,1.0,autoencoder,sonar
16,2,5,leakyrelu,Dense,1024,32,2,0.0,1.0,autoencoder,sonar
16,2,5,leakyrelu,Dense,1024,32,3,0.0,1.0,autoencoder,sonar
16,2,5,leakyrelu,Dense,1024,32,4,0.0,1.0,autoencoder,sonar
16,2,5,leakyrelu,Dense,1024,32,5,0.0,1.0,autoencoder,sonar
32,2,5,leakyrelu,Dense,1024,32,1,0.0,1.0,autoencoder,sonar
32,2,5,leakyrelu,Dense,1024,32,2,0.0,1.0,autoencoder,sonar
32,2,5,leakyrelu,Dense,1024,32,3,0.0,1.0,autoencoder,sonar
32,2,5,leakyrelu,Dense,1024,32,4,0.0,1.0,autoencoder,sonar
32,2,5,leakyrelu,Dense,1024,32,5,0.0,1.0,autoencoder,sonar
8,2,3,leakyrelu,ResDense,1024,32,1,0.0,0.9583333333333334,autoencoder,sonar
8,2,3,leakyrelu,ResDense,1024,32,2,0.0,1.0,autoencoder,sonar
8,2,3,leakyrelu,ResDense,1024,32,3,0.6666666666666666,0.9583333333333334,autoencoder,sonar
8,2,3,leakyrelu,ResDense,1024,32,4,1.0,0.9583333333333334,autoencoder,sonar
8,2,3,leakyrelu,ResDense,1024,32,5,0.4,0.9166666666666666,autoencoder,sonar
16,2,3,leakyrelu,ResDense,1024,32,1,0.0,1.0,autoencoder,sonar
16,2,3,leakyrelu,ResDense,1024,32,2,0.0,0.9166666666666666,autoencoder,sonar
16,2,3,leakyrelu,ResDense,1024,32,3,0.0,0.9166666666666666,autoencoder,sonar
16,2,3,leakyrelu,ResDense,1024,32,4,0.0,0.9166666666666666,autoencoder,sonar
16,2,3,leakyrelu,ResDense,1024,32,5,0.0,0.9166666666666666,autoencoder,sonar
32,2,3,leakyrelu,ResDense,1024,32,1,1.0,0.875,autoencoder,sonar
32,2,3,leakyrelu,ResDense,1024,32,2,0.0,1.0,autoencoder,sonar
32,2,3,leakyrelu,ResDense,1024,32,3,0.0,1.0,autoencoder,sonar
32,2,3,leakyrelu,ResDense,1024,32,4,0.0,1.0,autoencoder,sonar
32,2,3,leakyrelu,ResDense,1024,32,5,1.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,ResDense,1024,32,1,0.0,0.7916666666666667,autoencoder,sonar
8,2,4,leakyrelu,ResDense,1024,32,2,0.0,0.7916666666666667,autoencoder,sonar
8,2,4,leakyrelu,ResDense,1024,32,3,0.0,1.0,autoencoder,sonar
8,2,4,leakyrelu,ResDense,1024,32,4,0.0,0.7500000000000001,autoencoder,sonar
8,2,4,leakyrelu,ResDense,1024,32,5,1.0,1.0,autoencoder,sonar
16,2,4,leakyrelu,ResDense,1024,32,1,0.0,1.0,autoencoder,sonar
16,2,4,leakyrelu,ResDense,1024,32,2,0.0,1.0,autoencoder,sonar
16,2,4,leakyrelu,ResDense,1024,32,3,1.0,0.9583333333333334,autoencoder,sonar
16,2,4,leakyrelu,ResDense,1024,32,4,0.0,0.9166666666666666,autoencoder,sonar
16,2,4,leakyrelu,ResDense,1024,32,5,0.0,0.9166666666666666,autoencoder,sonar
32,2,4,leakyrelu,ResDense,1024,32,1,0.0,0.9166666666666666,autoencoder,sonar
32,2,4,leakyrelu,ResDense,1024,32,2,0.0,0.9583333333333334,autoencoder,sonar
32,2,4,leakyrelu,ResDense,1024,32,3,0.0,0.9166666666666666,autoencoder,sonar
32,2,4,leakyrelu,ResDense,1024,32,4,0.0,0.875,autoencoder,sonar
32,2,4,leakyrelu,ResDense,1024,32,5,0.0,0.8333333333333334,autoencoder,sonar
8,2,5,leakyrelu,ResDense,1024,32,1,0.0,1.0,autoencoder,sonar
8,2,5,leakyrelu,ResDense,1024,32,2,0.0,1.0,autoencoder,sonar
