hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,f1,auc,rsTrn,rsTst,knnauc,knnprec,knnrecall,ar,i,model,dataset
32,8,3,relu,Dense,128,16,0.05,4,0.2631578947368421,0.9380535142264934,0.26714679700101057,0.34823139888945714,0.6171094780478613,1.0,0.06896551724137931,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,5,0.46808510638297873,0.9207179197286602,0.26714679700101057,0.34823139888945714,0.6171094780478613,1.0,0.06896551724137931,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,1,0.18181818181818182,0.9181270020727341,0.2525983890527615,0.35008790836997006,0.9774354625965705,1.0,0.4482758620689655,0.05,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,2,0.11428571428571428,0.9491237987563595,0.2525983890527615,0.35008790836997006,0.9774354625965705,1.0,0.4482758620689655,0.05,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,3,0.10526315789473684,0.9389485585076314,0.2525983890527615,0.35008790836997006,0.9774354625965705,1.0,0.4482758620689655,0.05,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,4,0.23255813953488372,0.9500659506312418,0.2525983890527615,0.35008790836997006,0.9774354625965705,1.0,0.4482758620689655,0.05,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,5,0.2413793103448276,0.9421518748822311,0.2525983890527615,0.35008790836997006,0.9774354625965705,1.0,0.4482758620689655,0.05,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,1,0.04,0.7559826644055021,0.2956373731500129,0.3789757271117406,0.7019031467872621,1.0,0.06896551724137931,0.01,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,2,0.07142857142857142,0.756359525155455,0.2956373731500129,0.3789757271117406,0.7019031467872621,1.0,0.06896551724137931,0.01,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,3,0.029850746268656716,0.7972489165253438,0.2956373731500129,0.3789757271117406,0.7019031467872621,1.0,0.06896551724137931,0.01,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,4,0.21621621621621623,0.8624458262671943,0.2956373731500129,0.3789757271117406,0.7019031467872621,1.0,0.06896551724137931,0.01,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,5,0.1686746987951807,0.8688524590163935,0.2956373731500129,0.3789757271117406,0.7019031467872621,1.0,0.06896551724137931,0.01,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,1,0.11428571428571428,0.8859996231392501,0.2667175116852574,0.35114787947581033,0.5488976823063877,NaN,0.0,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,2,0.0,0.939608064820049,0.2667175116852574,0.35114787947581033,0.5488976823063877,NaN,0.0,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,3,0.11764705882352941,0.9274543056340682,0.2667175116852574,0.35114787947581033,0.5488976823063877,NaN,0.0,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,4,0.044444444444444446,0.922743546259657,0.2667175116852574,0.35114787947581033,0.5488976823063877,NaN,0.0,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,5,0.4931506849315068,0.9465799886941775,0.2667175116852574,0.35114787947581033,0.5488976823063877,NaN,0.0,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,1,0.0,0.7702091577162238,0.21668099361600676,0.2852532390685277,0.9157716223855284,0.75,0.41379310344827586,0.05,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,2,0.32653061224489793,0.8543433201432071,0.21668099361600676,0.2852532390685277,0.9157716223855284,0.75,0.41379310344827586,0.05,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,3,0.33962264150943394,0.8632937629545883,0.21668099361600676,0.2852532390685277,0.9157716223855284,0.75,0.41379310344827586,0.05,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,4,0.42105263157894735,0.8943847748257019,0.21668099361600676,0.2852532390685277,0.9157716223855284,0.75,0.41379310344827586,0.05,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,5,0.36923076923076925,0.9154889768230638,0.21668099361600676,0.2852532390685277,0.9157716223855284,0.75,0.41379310344827586,0.05,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,1,0.22857142857142856,0.9405973242886754,0.254632721308494,0.3253883063868077,0.6140003768607498,NaN,0.0,0.01,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,2,0.42857142857142855,0.9343320143207086,0.254632721308494,0.3253883063868077,0.6140003768607498,NaN,0.0,0.01,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,3,0.4583333333333333,0.9137459958545319,0.254632721308494,0.3253883063868077,0.6140003768607498,NaN,0.0,0.01,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,4,0.4888888888888889,0.9215658564160544,0.254632721308494,0.3253883063868077,0.6140003768607498,NaN,0.0,0.01,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,5,0.5384615384615384,0.8925004710759374,0.254632721308494,0.3253883063868077,0.6140003768607498,NaN,0.0,0.01,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,1,0.3157894736842105,0.9160542679479932,0.23448121792163662,0.3018466085255347,0.5456001507442999,NaN,0.0,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,2,0.16216216216216217,0.9108724326361409,0.23448121792163662,0.3018466085255347,0.5456001507442999,NaN,0.0,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,3,0.2,0.9225080082909365,0.23448121792163662,0.3018466085255347,0.5456001507442999,NaN,0.0,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,4,0.2,0.9255700018843037,0.23448121792163662,0.3018466085255347,0.5456001507442999,NaN,0.0,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,5,0.19047619047619047,0.899943470887507,0.23448121792163662,0.3018466085255347,0.5456001507442999,NaN,0.0,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,1,0.15789473684210525,0.8341812700207273,0.22548776794054018,0.21265014966893706,0.8391746749576031,0.5714285714285714,0.27586206896551724,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,2,0.25,0.8639532692670059,0.22548776794054018,0.21265014966893706,0.8391746749576031,0.5714285714285714,0.27586206896551724,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,3,0.2222222222222222,0.8937252685132844,0.22548776794054018,0.21265014966893706,0.8391746749576031,0.5714285714285714,0.27586206896551724,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,4,0.2318840579710145,0.8876012813265498,0.22548776794054018,0.21265014966893706,0.8391746749576031,0.5714285714285714,0.27586206896551724,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,5,0.27906976744186046,0.8854343320143208,0.22548776794054018,0.21265014966893706,0.8391746749576031,0.5714285714285714,0.27586206896551724,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,1,0.32558139534883723,0.9260410778217448,0.2152893213179387,0.20274975463575245,0.6836254004145469,1.0,0.13793103448275862,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,2,0.4528301886792453,0.9325419257584322,0.2152893213179387,0.20274975463575245,0.6836254004145469,1.0,0.13793103448275862,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,3,0.3728813559322034,0.9174674957603165,0.2152893213179387,0.20274975463575245,0.6836254004145469,1.0,0.13793103448275862,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,4,0.42696629213483145,0.9309402675711325,0.2152893213179387,0.20274975463575245,0.6836254004145469,1.0,0.13793103448275862,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,5,0.3711340206185567,0.9190691539476163,0.2152893213179387,0.20274975463575245,0.6836254004145469,1.0,0.13793103448275862,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,1,0.36,0.9283022423214622,0.21273985703016493,0.195210560069778,0.613623516110797,1.0,0.034482758620689655,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,2,0.3333333333333333,0.920576596947428,0.21273985703016493,0.195210560069778,0.613623516110797,1.0,0.034482758620689655,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,3,0.34615384615384615,0.9144526097606935,0.21273985703016493,0.195210560069778,0.613623516110797,1.0,0.034482758620689655,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,4,0.42105263157894735,0.8974938760128133,0.21273985703016493,0.195210560069778,0.613623516110797,1.0,0.034482758620689655,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,5,0.5,0.883455813077068,0.21273985703016493,0.195210560069778,0.613623516110797,1.0,0.034482758620689655,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,1,0.05263157894736842,0.6538534011682683,0.23171905109644703,0.20996383399228952,0.8495383455813076,0.7333333333333333,0.3793103448275862,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,2,0.09523809523809523,0.7397776521575278,0.23171905109644703,0.20996383399228952,0.8495383455813076,0.7333333333333333,0.3793103448275862,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,3,0.0,0.7467966836254003,0.23171905109644703,0.20996383399228952,0.8495383455813076,0.7333333333333333,0.3793103448275862,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,4,0.0975609756097561,0.8107216883361599,0.23171905109644703,0.20996383399228952,0.8495383455813076,0.7333333333333333,0.3793103448275862,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,5,0.16,0.8623987186734503,0.23171905109644703,0.20996383399228952,0.8495383455813076,0.7333333333333333,0.3793103448275862,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,1,0.18181818181818182,0.8732805728283399,0.22592553382137284,0.20563339940661288,0.6446203127944224,1.0,0.06896551724137931,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,2,0.17647058823529413,0.8756830601092896,0.22592553382137284,0.20563339940661288,0.6446203127944224,1.0,0.06896551724137931,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,3,0.4090909090909091,0.9228377614471452,0.22592553382137284,0.20563339940661288,0.6446203127944224,1.0,0.06896551724137931,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,4,0.5106382978723404,0.9486527228189184,0.22592553382137284,0.20563339940661288,0.6446203127944224,1.0,0.06896551724137931,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,5,0.4782608695652174,0.9320237422272472,0.22592553382137284,0.20563339940661288,0.6446203127944224,1.0,0.06896551724137931,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,1,0.0,0.6091011871113623,0.21947933512639814,0.20469082619100046,0.5474844544940645,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,2,0.16216216216216217,0.8159035236480121,0.21947933512639814,0.20469082619100046,0.5474844544940645,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,3,0.10526315789473684,0.8617392123610328,0.21947933512639814,0.20469082619100046,0.5474844544940645,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,4,0.2857142857142857,0.918032786885246,0.21947933512639814,0.20469082619100046,0.5474844544940645,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,5,0.26666666666666666,0.9104013566986998,0.21947933512639814,0.20469082619100046,0.5474844544940645,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,1,0.043478260869565216,0.7107593744111551,0.22866104551355249,0.21668271490944196,0.7982381759939703,0.5714285714285714,0.27586206896551724,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,2,0.027777777777777776,0.7997927265875259,0.22866104551355249,0.21668271490944196,0.7982381759939703,0.5714285714285714,0.27586206896551724,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,3,0.12658227848101267,0.8580177124552478,0.22866104551355249,0.21668271490944196,0.7982381759939703,0.5714285714285714,0.27586206896551724,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,4,0.1590909090909091,0.8472771810815904,0.22866104551355249,0.21668271490944196,0.7982381759939703,0.5714285714285714,0.27586206896551724,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,5,0.18181818181818182,0.8252308272093463,0.22866104551355249,0.21668271490944196,0.7982381759939703,0.5714285714285714,0.27586206896551724,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,1,0.11764705882352941,0.7969662709628792,0.20824774002024604,0.19676930646122615,0.6632749199170906,0.8,0.13793103448275862,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,2,0.2857142857142857,0.859807801017524,0.20824774002024604,0.19676930646122615,0.6632749199170906,0.8,0.13793103448275862,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,3,0.40540540540540543,0.8869417750141322,0.20824774002024604,0.19676930646122615,0.6632749199170906,0.8,0.13793103448275862,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,4,0.43037974683544306,0.8917467495760316,0.20824774002024604,0.19676930646122615,0.6632749199170906,0.8,0.13793103448275862,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,5,0.35294117647058826,0.9086112681364236,0.20824774002024604,0.19676930646122615,0.6632749199170906,0.8,0.13793103448275862,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,1,0.05555555555555555,0.8579234972677596,0.22795812212462208,0.21249763792960832,0.6134350857358206,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,2,0.2857142857142857,0.8696061805162992,0.22795812212462208,0.21249763792960832,0.6134350857358206,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,3,0.46875,0.8842095345769738,0.22795812212462208,0.21249763792960832,0.6134350857358206,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,4,0.4411764705882353,0.8688524590163934,0.22795812212462208,0.21249763792960832,0.6134350857358206,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,32,32,0.05,5,0.4819277108433735,0.8875070661390616,0.22795812212462208,0.21249763792960832,0.6134350857358206,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,1,0.05714285714285714,0.7428867533446392,0.2163111414779769,0.20813836484776543,0.8842566421707179,0.5454545454545454,0.20689655172413793,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,2,0.16216216216216217,0.8394573205200679,0.2163111414779769,0.20813836484776543,0.8842566421707179,0.5454545454545454,0.20689655172413793,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,3,0.23255813953488372,0.864848313548144,0.2163111414779769,0.20813836484776543,0.8842566421707179,0.5454545454545454,0.20689655172413793,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,4,0.1951219512195122,0.8634821933295647,0.2163111414779769,0.20813836484776543,0.8842566421707179,0.5454545454545454,0.20689655172413793,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,5,0.22727272727272727,0.8742698322969662,0.2163111414779769,0.20813836484776543,0.8842566421707179,0.5454545454545454,0.20689655172413793,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,1,0.0,0.5906350103636707,0.2144458692028257,0.1981980151077774,0.6631335971358583,0.5,0.034482758620689655,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,2,0.0,0.5171471641228567,0.2144458692028257,0.1981980151077774,0.6631335971358583,0.5,0.034482758620689655,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,3,0.0,0.7893348407763332,0.2144458692028257,0.1981980151077774,0.6631335971358583,0.5,0.034482758620689655,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,4,0.0,0.8245713208969285,0.2144458692028257,0.1981980151077774,0.6631335971358583,0.5,0.034482758620689655,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,5,0.14285714285714285,0.8875070661390616,0.2144458692028257,0.1981980151077774,0.6631335971358583,0.5,0.034482758620689655,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,1,0.12121212121212122,0.8062935745242134,0.234141332410225,0.2239919278724644,0.6006218202374223,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,2,0.20512820512820512,0.8750235537968722,0.234141332410225,0.2239919278724644,0.6006218202374223,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,3,0.25,0.888072357263991,0.234141332410225,0.2239919278724644,0.6006218202374223,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,4,0.35555555555555557,0.889768230638779,0.234141332410225,0.2239919278724644,0.6006218202374223,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,128,32,0.05,5,0.4074074074074074,0.8928302242321462,0.234141332410225,0.2239919278724644,0.6006218202374223,NaN,0.0,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,1,0.25,0.7832108535895986,0.2148931330168619,0.26226250508355836,0.8037497644620314,0.7142857142857143,0.3448275862068966,0.05,3,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,2,0.16326530612244897,0.7590917655926135,0.2148931330168619,0.26226250508355836,0.8037497644620314,0.7142857142857143,0.3448275862068966,0.05,3,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,3,0.14545454545454545,0.8960806482004899,0.2148931330168619,0.26226250508355836,0.8037497644620314,0.7142857142857143,0.3448275862068966,0.05,3,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,4,0.23728813559322035,0.901168268324854,0.2148931330168619,0.26226250508355836,0.8037497644620314,0.7142857142857143,0.3448275862068966,0.05,3,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,5,0.22580645161290322,0.8790276992651215,0.2148931330168619,0.26226250508355836,0.8037497644620314,0.7142857142857143,0.3448275862068966,0.05,3,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,1,0.2545454545454545,0.9063501036367062,0.24489378844359172,0.32813617754883323,0.5965705671754287,NaN,0.0,0.01,3,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,2,0.37681159420289856,0.9527981910684002,0.24489378844359172,0.32813617754883323,0.5965705671754287,NaN,0.0,0.01,3,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,3,0.4307692307692308,0.9456378368192953,0.24489378844359172,0.32813617754883323,0.5965705671754287,NaN,0.0,0.01,3,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,4,0.4444444444444444,0.9540229885057471,0.24489378844359172,0.32813617754883323,0.5965705671754287,NaN,0.0,0.01,3,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,5,0.4166666666666667,0.9483700772564538,0.24489378844359172,0.32813617754883323,0.5965705671754287,NaN,0.0,0.01,3,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,1,0.391304347826087,0.9377237610702847,0.2351808321853768,0.3152144081510322,0.5836630864895421,1.0,0.034482758620689655,0.005,3,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,2,0.32653061224489793,0.9257584322592802,0.2351808321853768,0.3152144081510322,0.5836630864895421,1.0,0.034482758620689655,0.005,3,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,3,0.4126984126984127,0.9474279253815716,0.2351808321853768,0.3152144081510322,0.5836630864895421,1.0,0.034482758620689655,0.005,3,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,4,0.4411764705882353,0.9280195967589976,0.2351808321853768,0.3152144081510322,0.5836630864895421,1.0,0.034482758620689655,0.005,3,svae,cardiotocography
32,8,3,relu,Dense,32,16,0.05,5,0.5070422535211268,0.934143583945732,0.2351808321853768,0.3152144081510322,0.5836630864895421,1.0,0.034482758620689655,0.005,3,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,1,0.0625,0.5436216318070474,0.23415118869239607,0.329482760309444,0.8751648765781045,0.5263157894736842,0.3448275862068966,0.05,3,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,2,0.25,0.8353589598643301,0.23415118869239607,0.329482760309444,0.8751648765781045,0.5263157894736842,0.3448275862068966,0.05,3,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,3,0.2692307692307692,0.905407951761824,0.23415118869239607,0.329482760309444,0.8751648765781045,0.5263157894736842,0.3448275862068966,0.05,3,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,4,0.37037037037037035,0.9030525720746184,0.23415118869239607,0.329482760309444,0.8751648765781045,0.5263157894736842,0.3448275862068966,0.05,3,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,5,0.35714285714285715,0.9082815149802148,0.23415118869239607,0.329482760309444,0.8751648765781045,0.5263157894736842,0.3448275862068966,0.05,3,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,1,0.058823529411764705,0.8669681552666288,0.2401265227660684,0.3335526853489617,0.6416996419822876,0.6666666666666666,0.06896551724137931,0.01,3,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,2,0.20833333333333334,0.9272658752590919,0.2401265227660684,0.3335526853489617,0.6416996419822876,0.6666666666666666,0.06896551724137931,0.01,3,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,3,0.2545454545454545,0.9006971923874127,0.2401265227660684,0.3335526853489617,0.6416996419822876,0.6666666666666666,0.06896551724137931,0.01,3,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.05,4,0.21818181818181817,0.9054079517618241,0.2401265227660684,0.3335526853489617,0.6416996419822876,0.6666666666666666,0.06896551724137931,0.01,3,svae,cardiotocography
