hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,f1,auc,rsTrn,rsTst,knnauc,knnprec,knnrecall,ar,model,dataset
32,8,3,relu,Dense,32,32,0.05,3,0.0,0.04347826086956519,0.055543810361490434,0.09991061039931788,0.4565217391304348,NaN,0.0,0.05,svae,glass
32,8,3,relu,Dense,32,32,0.05,4,0.0,0.4347826086956522,0.055543810361490434,0.09991061039931788,0.4565217391304348,NaN,0.0,0.05,svae,glass
32,8,3,relu,Dense,32,32,0.05,5,0.0,0.3913043478260869,0.055543810361490434,0.09991061039931788,0.4565217391304348,NaN,0.0,0.05,svae,glass
32,8,3,relu,Dense,64,32,0.05,1,0.0,1.0,0.05871733892943768,0.08360231404015737,0.9565217391304348,NaN,0.0,0.05,svae,glass
32,8,3,relu,Dense,64,32,0.05,2,0.6666666666666666,0.8695652173913043,0.05871733892943768,0.08360231404015737,0.9565217391304348,NaN,0.0,0.05,svae,glass
32,8,3,relu,Dense,64,32,0.05,3,0.6666666666666666,1.0,0.05871733892943768,0.08360231404015737,0.9565217391304348,NaN,0.0,0.05,svae,glass
32,8,3,relu,Dense,64,32,0.05,4,0.0,1.0,0.05871733892943768,0.08360231404015737,0.9565217391304348,NaN,0.0,0.05,svae,glass
32,8,3,relu,Dense,64,32,0.05,5,0.5,1.0,0.05871733892943768,0.08360231404015737,0.9565217391304348,NaN,0.0,0.05,svae,glass
32,8,3,relu,Dense,128,32,0.05,1,0.0,0.34782608695652173,0.05666643713764571,0.12149893519454859,0.4565217391304348,NaN,0.0,0.05,svae,glass
32,8,3,relu,Dense,128,32,0.05,2,0.0,0.8695652173913043,0.05666643713764571,0.12149893519454859,0.4565217391304348,NaN,0.0,0.05,svae,glass
32,8,3,relu,Dense,128,32,0.05,3,0.0,0.9565217391304348,0.05666643713764571,0.12149893519454859,0.4565217391304348,NaN,0.0,0.05,svae,glass
32,8,3,relu,Dense,128,32,0.05,4,0.0,0.6956521739130435,0.05666643713764571,0.12149893519454859,0.4565217391304348,NaN,0.0,0.05,svae,glass
