hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,f1,auc,rsTrn,rsTst,knnauc,knnprec,knnrecall,ar,model,dataset
32,8,3,relu,Dense,64,16,0.05,3,0.5,1.0,0.10558859366369998,0.19141706506058448,0.9555555555555556,0.3333333333333333,0.5,0.05,svae,ionosphere
32,8,3,relu,Dense,64,16,0.05,4,0.6666666666666666,0.9666666666666666,0.10558859366369998,0.19141706506058448,0.9555555555555556,0.3333333333333333,0.5,0.05,svae,ionosphere
32,8,3,relu,Dense,64,16,0.05,5,1.0,0.9666666666666666,0.10558859366369998,0.19141706506058448,0.9555555555555556,0.3333333333333333,0.5,0.05,svae,ionosphere
32,8,3,relu,Dense,64,16,0.05,1,0.0,0.9555555555555555,0.08840967576054465,0.14692924295148102,1.0,1.0,1.0,0.01,svae,ionosphere
32,8,3,relu,Dense,64,16,0.05,2,0.0,0.9555555555555555,0.08840967576054465,0.14692924295148102,1.0,1.0,1.0,0.01,svae,ionosphere
32,8,3,relu,Dense,64,16,0.05,1,0.0,0.888888888888889,0.08968375338842972,0.18458262285829494,0.5,NaN,0.0,0.005,svae,ionosphere
32,8,3,relu,Dense,128,16,0.05,1,0.0,0.3222222222222222,0.10880164812308672,0.18282583008975478,0.711111111111111,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,128,16,0.05,2,0.5,0.9666666666666666,0.10880164812308672,0.18282583008975478,0.711111111111111,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,128,16,0.05,3,0.4,0.9444444444444444,0.10880164812308672,0.18282583008975478,0.711111111111111,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,128,16,0.05,4,0.4,0.9222222222222223,0.10880164812308672,0.18282583008975478,0.711111111111111,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,128,16,0.05,5,0.6666666666666666,0.9555555555555555,0.10880164812308672,0.18282583008975478,0.711111111111111,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,128,16,0.05,1,0.0,0.9777777777777779,0.08040116632288939,0.15340471514247522,0.9777777777777777,0.0,0.0,0.01,svae,ionosphere
32,8,3,relu,Dense,128,16,0.05,2,0.0,0.9555555555555555,0.08040116632288939,0.15340471514247522,0.9777777777777777,0.0,0.0,0.01,svae,ionosphere
32,8,3,relu,Dense,128,16,0.05,1,0.0,0.9111111111111111,0.08804034932872787,0.15702727692349985,0.4888888888888889,NaN,0.0,0.005,svae,ionosphere
32,8,3,relu,Dense,512,16,0.05,1,0.0,0.7444444444444444,0.10838514813521682,0.16524537788706326,0.7388888888888889,0.5,0.5,0.05,svae,ionosphere
32,8,3,relu,Dense,512,16,0.05,2,0.0,1.0,0.10838514813521682,0.16524537788706326,0.7388888888888889,0.5,0.5,0.05,svae,ionosphere
32,8,3,relu,Dense,512,16,0.05,3,0.0,0.9333333333333333,0.10838514813521682,0.16524537788706326,0.7388888888888889,0.5,0.5,0.05,svae,ionosphere
32,8,3,relu,Dense,512,16,0.05,4,0.0,0.9444444444444444,0.10838514813521682,0.16524537788706326,0.7388888888888889,0.5,0.5,0.05,svae,ionosphere
32,8,3,relu,Dense,512,16,0.05,5,0.0,0.9444444444444444,0.10838514813521682,0.16524537788706326,0.7388888888888889,0.5,0.5,0.05,svae,ionosphere
32,8,3,relu,Dense,512,16,0.05,1,0.0,0.9777777777777777,0.08734326500398745,0.14669604121977636,1.0,NaN,0.0,0.01,svae,ionosphere
32,8,3,relu,Dense,512,16,0.05,2,0.0,0.9555555555555555,0.08734326500398745,0.14669604121977636,1.0,NaN,0.0,0.01,svae,ionosphere
32,8,3,relu,Dense,512,16,0.05,1,0.0,0.43333333333333335,0.08014494413323006,0.1486212606390003,0.4888888888888889,NaN,0.0,0.005,svae,ionosphere
32,8,3,relu,Dense,32,32,0.05,1,0.0,0.9666666666666667,0.10451406941931601,0.16651389645011047,0.7333333333333333,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,32,32,0.05,2,0.0,0.9666666666666667,0.10451406941931601,0.16651389645011047,0.7333333333333333,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,32,32,0.05,3,0.0,0.9444444444444444,0.10451406941931601,0.16651389645011047,0.7333333333333333,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,32,32,0.05,4,0.0,0.9888888888888888,0.10451406941931601,0.16651389645011047,0.7333333333333333,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,32,32,0.05,5,0.5,0.9666666666666667,0.10451406941931601,0.16651389645011047,0.7333333333333333,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,32,32,0.05,1,0.0,0.5777777777777777,0.0862781551031123,0.1849414726791206,0.5,NaN,0.0,0.01,svae,ionosphere
32,8,3,relu,Dense,32,32,0.05,2,0.0,0.5333333333333333,0.0862781551031123,0.1849414726791206,0.5,NaN,0.0,0.01,svae,ionosphere
32,8,3,relu,Dense,32,32,0.05,1,0.0,0.8444444444444444,0.08874797524061812,0.17283912790933367,0.5,NaN,0.0,0.005,svae,ionosphere
32,8,3,relu,Dense,64,32,0.05,1,0.0,0.5277777777777778,0.09655587770589147,0.2118664468255676,0.4666666666666667,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,64,32,0.05,2,0.0,0.4222222222222222,0.09655587770589147,0.2118664468255676,0.4666666666666667,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,64,32,0.05,3,0.0,0.3777777777777778,0.09655587770589147,0.2118664468255676,0.4666666666666667,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,64,32,0.05,4,0.0,0.3388888888888889,0.09655587770589147,0.2118664468255676,0.4666666666666667,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,64,32,0.05,5,0.0,0.6888888888888889,0.09655587770589147,0.2118664468255676,0.4666666666666667,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,64,32,0.05,1,0.0,0.888888888888889,0.08384988324507603,0.13743420780698806,0.4777777777777778,0.0,0.0,0.01,svae,ionosphere
32,8,3,relu,Dense,64,32,0.05,2,0.0,0.8,0.08384988324507603,0.13743420780698806,0.4777777777777778,0.0,0.0,0.01,svae,ionosphere
32,8,3,relu,Dense,64,32,0.05,1,0.0,0.6666666666666667,0.08025253679860865,0.16145857621828766,0.5,NaN,0.0,0.005,svae,ionosphere
32,8,3,relu,Dense,128,32,0.05,1,0.0,0.6222222222222222,0.10480839855957257,0.17624612502397433,0.7277777777777777,NaN,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,128,32,0.05,2,0.0,0.911111111111111,0.10480839855957257,0.17624612502397433,0.7277777777777777,NaN,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,128,32,0.05,3,0.0,0.6388888888888888,0.10480839855957257,0.17624612502397433,0.7277777777777777,NaN,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,128,32,0.05,4,0.3333333333333333,0.9444444444444444,0.10480839855957257,0.17624612502397433,0.7277777777777777,NaN,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,128,32,0.05,5,0.3333333333333333,0.9555555555555555,0.10480839855957257,0.17624612502397433,0.7277777777777777,NaN,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,128,32,0.05,1,0.0,0.9333333333333333,0.08826947712334368,0.1456731984757689,0.4666666666666667,NaN,0.0,0.01,svae,ionosphere
32,8,3,relu,Dense,128,32,0.05,2,0.0,0.8666666666666667,0.08826947712334368,0.1456731984757689,0.4666666666666667,NaN,0.0,0.01,svae,ionosphere
32,8,3,relu,Dense,128,32,0.05,1,0.0,0.9777777777777779,0.08425149793467894,0.16830626627070566,1.0,NaN,0.0,0.005,svae,ionosphere
32,8,3,relu,Dense,512,32,0.05,1,0.0,0.6888888888888889,0.10765611215715652,0.17633202414811847,0.7166666666666667,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,512,32,0.05,2,0.0,0.4444444444444444,0.10765611215715652,0.17633202414811847,0.7166666666666667,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,512,32,0.05,3,0.0,0.638888888888889,0.10765611215715652,0.17633202414811847,0.7166666666666667,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,512,32,0.05,4,0.0,0.6555555555555556,0.10765611215715652,0.17633202414811847,0.7166666666666667,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,512,32,0.05,5,0.0,0.6833333333333333,0.10765611215715652,0.17633202414811847,0.7166666666666667,0.0,0.0,0.05,svae,ionosphere
32,8,3,relu,Dense,512,32,0.05,1,0.0,0.5,0.08460728221961009,0.15281400484630503,0.4777777777777778,NaN,0.0,0.01,svae,ionosphere
32,8,3,relu,Dense,512,32,0.05,2,0.0,0.4444444444444444,0.08460728221961009,0.15281400484630503,0.4777777777777778,NaN,0.0,0.01,svae,ionosphere
32,8,3,relu,Dense,512,32,0.05,1,0.0,0.4444444444444444,0.09147687426697515,0.18089476607826216,0.5,NaN,0.0,0.005,svae,ionosphere
32,8,3,relu,Dense,32,16,0.05,1,0.13157894736842105,0.6614183307731696,0.37810292363474834,0.3829784526086605,0.9142025089605736,0.7222222222222222,0.23214285714285715,0.05,svae,musk-2
32,8,3,relu,Dense,32,16,0.05,2,0.11363636363636363,0.7381192396313364,0.37810292363474834,0.3829784526086605,0.9142025089605736,0.7222222222222222,0.23214285714285715,0.05,svae,musk-2
32,8,3,relu,Dense,32,16,0.05,3,0.045714285714285714,0.6649065540194572,0.37810292363474834,0.3829784526086605,0.9142025089605736,0.7222222222222222,0.23214285714285715,0.05,svae,musk-2
32,8,3,relu,Dense,32,16,0.05,4,0.04716981132075472,0.5675483230926779,0.37810292363474834,0.3829784526086605,0.9142025089605736,0.7222222222222222,0.23214285714285715,0.05,svae,musk-2
32,8,3,relu,Dense,32,16,0.05,5,0.0449438202247191,0.5576676907322069,0.37810292363474834,0.3829784526086605,0.9142025089605736,0.7222222222222222,0.23214285714285715,0.05,svae,musk-2
32,8,3,relu,Dense,32,16,0.05,1,0.0,0.7667807103290973,0.33518501907818016,0.3366557040586185,0.953038449006191,1.0,0.2727272727272727,0.01,svae,musk-2
32,8,3,relu,Dense,32,16,0.05,2,0.11428571428571428,0.7594900619094168,0.33518501907818016,0.3366557040586185,0.953038449006191,1.0,0.2727272727272727,0.01,svae,musk-2
32,8,3,relu,Dense,32,16,0.05,3,0.11764705882352941,0.8069403714565004,0.33518501907818016,0.3366557040586185,0.953038449006191,1.0,0.2727272727272727,0.01,svae,musk-2
32,8,3,relu,Dense,32,16,0.05,4,0.08163265306122448,0.8140273704789833,0.33518501907818016,0.3366557040586185,0.953038449006191,1.0,0.2727272727272727,0.01,svae,musk-2
32,8,3,relu,Dense,32,16,0.05,5,0.17777777777777778,0.8342293906810035,0.33518501907818016,0.3366557040586185,0.953038449006191,1.0,0.2727272727272727,0.01,svae,musk-2
32,8,3,relu,Dense,32,16,0.05,1,0.0,0.6330645161290323,0.3956542197714741,0.3994910811530924,0.4977598566308244,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,32,16,0.05,2,0.0,0.6424731182795698,0.3956542197714741,0.3994910811530924,0.4977598566308244,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,32,16,0.05,3,0.0,0.6241786140979689,0.3956542197714741,0.3994910811530924,0.4977598566308244,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,32,16,0.05,4,0.039603960396039604,0.6677120669056152,0.3956542197714741,0.3994910811530924,0.4977598566308244,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,32,16,0.05,5,0.0,0.6986260454002389,0.3956542197714741,0.3994910811530924,0.4977598566308244,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,1,0.06666666666666667,0.8079077060931898,0.33297461516403276,0.3336546008429837,0.9399961597542242,0.6666666666666666,0.21428571428571427,0.05,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,2,0.125,0.7952268945212494,0.33297461516403276,0.3336546008429837,0.9399961597542242,0.6666666666666666,0.21428571428571427,0.05,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,3,0.15151515151515152,0.7814180107526881,0.33297461516403276,0.3336546008429837,0.9399961597542242,0.6666666666666666,0.21428571428571427,0.05,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,4,0.09230769230769231,0.7854742703533026,0.33297461516403276,0.3336546008429837,0.9399961597542242,0.6666666666666666,0.21428571428571427,0.05,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,5,0.273972602739726,0.7875864055299538,0.33297461516403276,0.3336546008429837,0.9399961597542242,0.6666666666666666,0.21428571428571427,0.05,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,1,0.0,0.8735744542196155,0.3450909456486221,0.3475239593258713,0.8163082437275985,1.0,0.2727272727272727,0.01,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,2,0.13793103448275862,0.8820055392636037,0.3450909456486221,0.3475239593258713,0.8163082437275985,1.0,0.2727272727272727,0.01,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,3,0.21428571428571427,0.9053437601824699,0.3450909456486221,0.3475239593258713,0.8163082437275985,1.0,0.2727272727272727,0.01,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,4,0.22857142857142856,0.903022157054415,0.3450909456486221,0.3475239593258713,0.8163082437275985,1.0,0.2727272727272727,0.01,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,5,0.3125,0.8937764744216358,0.3450909456486221,0.3475239593258713,0.8163082437275985,1.0,0.2727272727272727,0.01,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,1,0.0,0.8385603345280764,0.3640079446620775,0.3646406421039502,0.5809438470728794,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,2,0.2222222222222222,0.8438620071684588,0.3640079446620775,0.3646406421039502,0.5809438470728794,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,3,0.11764705882352941,0.8163082437275986,0.3640079446620775,0.3646406421039502,0.5809438470728794,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,4,0.0,0.8264635603345282,0.3640079446620775,0.3646406421039502,0.5809438470728794,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,64,16,0.05,5,0.028985507246376812,0.7652329749103943,0.3640079446620775,0.3646406421039502,0.5809438470728794,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,1,0.0,0.48420698924731187,0.4028231334742055,0.40700590664087655,0.8059075780849974,0.5357142857142857,0.26785714285714285,0.05,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,2,0.12121212121212122,0.6748111879160266,0.4028231334742055,0.40700590664087655,0.8059075780849974,0.5357142857142857,0.26785714285714285,0.05,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,3,0.0967741935483871,0.748191884280594,0.4028231334742055,0.40700590664087655,0.8059075780849974,0.5357142857142857,0.26785714285714285,0.05,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,4,0.14285714285714285,0.8594070020481311,0.4028231334742055,0.40700590664087655,0.8059075780849974,0.5357142857142857,0.26785714285714285,0.05,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,5,0.16216216216216217,0.8602950588837687,0.4028231334742055,0.40700590664087655,0.8059075780849974,0.5357142857142857,0.26785714285714285,0.05,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,1,0.0,0.802297165200391,0.3302868556677555,0.3277889532339406,0.8163082437275985,0.6666666666666666,0.18181818181818182,0.01,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,2,0.10526315789473684,0.8102802215705441,0.3302868556677555,0.3277889532339406,0.8163082437275985,0.6666666666666666,0.18181818181818182,0.01,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,3,0.10526315789473684,0.8153307266210492,0.3302868556677555,0.3277889532339406,0.8163082437275985,0.6666666666666666,0.18181818181818182,0.01,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,4,0.07142857142857142,0.8451449983708049,0.3302868556677555,0.3277889532339406,0.8163082437275985,0.6666666666666666,0.18181818181818182,0.01,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,5,0.11428571428571428,0.8329260345389379,0.3302868556677555,0.3277889532339406,0.8163082437275985,0.6666666666666666,0.18181818181818182,0.01,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,1,0.2857142857142857,0.6881720430107527,0.35372340375557687,0.3581597647982075,0.5829599761051374,1.0,0.16666666666666666,0.005,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,2,0.4444444444444444,0.9157706093189963,0.35372340375557687,0.3581597647982075,0.5829599761051374,1.0,0.16666666666666666,0.005,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,3,0.4444444444444444,0.9078554360812425,0.35372340375557687,0.3581597647982075,0.5829599761051374,1.0,0.16666666666666666,0.005,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,4,0.25,0.9100955794504182,0.35372340375557687,0.3581597647982075,0.5829599761051374,1.0,0.16666666666666666,0.005,svae,musk-2
32,8,3,relu,Dense,128,16,0.05,5,0.15384615384615385,0.8763440860215054,0.35372340375557687,0.3581597647982075,0.5829599761051374,1.0,0.16666666666666666,0.005,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,1,0.0,0.4593253968253968,0.34882385178780695,0.3510733717866072,0.9241871479774706,0.7894736842105263,0.26785714285714285,0.05,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,2,0.11764705882352941,0.7252624167946748,0.34882385178780695,0.3510733717866072,0.9241871479774706,0.7894736842105263,0.26785714285714285,0.05,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,3,0.16901408450704225,0.7699292754736303,0.34882385178780695,0.3510733717866072,0.9241871479774706,0.7894736842105263,0.26785714285714285,0.05,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,4,0.1111111111111111,0.7842261904761905,0.34882385178780695,0.3510733717866072,0.9241871479774706,0.7894736842105263,0.26785714285714285,0.05,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,5,0.0821917808219178,0.832373271889401,0.34882385178780695,0.3510733717866072,0.9241871479774706,0.7894736842105263,0.26785714285714285,0.05,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,1,0.0,0.4861111111111111,0.4951921945643513,0.5006427855242885,0.5355979146301727,0.3333333333333333,0.09090909090909091,0.01,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,2,0.0,0.9021260997067448,0.4951921945643513,0.5006427855242885,0.5355979146301727,0.3333333333333333,0.09090909090909091,0.01,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,3,0.19047619047619047,0.9044884327142393,0.4951921945643513,0.5006427855242885,0.5355979146301727,0.3333333333333333,0.09090909090909091,0.01,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,4,0.06896551724137931,0.8938172043010753,0.4951921945643513,0.5006427855242885,0.5355979146301727,0.3333333333333333,0.09090909090909091,0.01,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,5,0.15789473684210525,0.9033887259693711,0.4951921945643513,0.5006427855242885,0.5355979146301727,0.3333333333333333,0.09090909090909091,0.01,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,1,0.2857142857142857,0.6524790919952209,0.3304051605578623,0.33049198054772233,0.6650238948626045,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,2,0.4444444444444444,0.7171445639187575,0.3304051605578623,0.33049198054772233,0.6650238948626045,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,3,0.4,0.7105734767025089,0.3304051605578623,0.33049198054772233,0.6650238948626045,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,4,0.09523809523809523,0.6877240143369177,0.3304051605578623,0.33049198054772233,0.6650238948626045,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,512,16,0.05,5,0.0,0.7538829151732378,0.3304051605578623,0.33049198054772233,0.6650238948626045,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,1,0.09523809523809523,0.7706893241167434,0.3342107824225755,0.3355836394990308,0.9348118279569894,0.5714285714285714,0.07142857142857142,0.05,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,2,0.09375,0.7820340501792113,0.3342107824225755,0.3355836394990308,0.9348118279569894,0.5714285714285714,0.07142857142857142,0.05,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,3,0.047619047619047616,0.7903865847414234,0.3342107824225755,0.3355836394990308,0.9348118279569894,0.5714285714285714,0.07142857142857142,0.05,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,4,0.11214953271028037,0.7883544546850999,0.3342107824225755,0.3355836394990308,0.9348118279569894,0.5714285714285714,0.07142857142857142,0.05,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,5,0.1391304347826087,0.7777617767537122,0.3342107824225755,0.3355836394990308,0.9348118279569894,0.5714285714285714,0.07142857142857142,0.05,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,1,0.0,0.29863147605083085,0.3924734616006684,0.3950495680212984,0.8136200716845877,0.0,0.0,0.01,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,2,0.0,0.7119582926034539,0.3924734616006684,0.3950495680212984,0.8136200716845877,0.0,0.0,0.01,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,3,0.11320754716981132,0.782991202346041,0.3924734616006684,0.3950495680212984,0.8136200716845877,0.0,0.0,0.01,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,4,0.09090909090909091,0.8008308895405669,0.3924734616006684,0.3950495680212984,0.8136200716845877,0.0,0.0,0.01,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,5,0.07476635514018691,0.8094656239817531,0.3924734616006684,0.3950495680212984,0.8136200716845877,0.0,0.0,0.01,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,1,0.0,0.6247013142174433,0.33498352339753185,0.3364303699552284,0.5829599761051374,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,2,0.0,0.6163381123058542,0.33498352339753185,0.3364303699552284,0.5829599761051374,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,3,0.0,0.6302270011947431,0.33498352339753185,0.3364303699552284,0.5829599761051374,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,4,0.1276595744680851,0.7641875746714457,0.33498352339753185,0.3364303699552284,0.5829599761051374,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,32,32,0.05,5,0.043478260869565216,0.7365591397849462,0.33498352339753185,0.3364303699552284,0.5829599761051374,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,1,0.020618556701030927,0.4271313364055299,0.3223197523254018,0.3218279604205666,0.9775825652841783,0.5833333333333334,0.125,0.05,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,2,0.04,0.6409610215053764,0.3223197523254018,0.3218279604205666,0.9775825652841783,0.5833333333333334,0.125,0.05,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,3,0.09803921568627451,0.7610007040450588,0.3223197523254018,0.3218279604205666,0.9775825652841783,0.5833333333333334,0.125,0.05,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,4,0.10256410256410256,0.7116615463389657,0.3223197523254018,0.3218279604205666,0.9775825652841783,0.5833333333333334,0.125,0.05,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,5,0.14285714285714285,0.7749135944700462,0.3223197523254018,0.3218279604205666,0.9775825652841783,0.5833333333333334,0.125,0.05,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,1,0.14285714285714285,0.945503421309873,0.3438203097769861,0.34605307073633523,0.6780710329097427,0.5,0.09090909090909091,0.01,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,2,0.2857142857142857,0.9203323558162267,0.3438203097769861,0.34605307073633523,0.6780710329097427,0.5,0.09090909090909091,0.01,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,3,0.14814814814814814,0.9064027370478983,0.3438203097769861,0.34605307073633523,0.6780710329097427,0.5,0.09090909090909091,0.01,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,4,0.1875,0.9250570218312154,0.3438203097769861,0.34605307073633523,0.6780710329097427,0.5,0.09090909090909091,0.01,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,5,0.05714285714285714,0.919762137504073,0.3438203097769861,0.34605307073633523,0.6780710329097427,0.5,0.09090909090909091,0.01,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,1,0.0,0.2661290322580645,0.30817417925754376,0.30946650968339046,0.5818399044205497,1.0,0.16666666666666666,0.005,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,2,0.0,0.245221027479092,0.30817417925754376,0.30946650968339046,0.5818399044205497,1.0,0.16666666666666666,0.005,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,3,0.0,0.5557048984468339,0.30817417925754376,0.30946650968339046,0.5818399044205497,1.0,0.16666666666666666,0.005,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,4,0.0,0.633363201911589,0.30817417925754376,0.30946650968339046,0.5818399044205497,1.0,0.16666666666666666,0.005,svae,musk-2
32,8,3,relu,Dense,64,32,0.05,5,0.0,0.6103643966547193,0.30817417925754376,0.30946650968339046,0.5818399044205497,1.0,0.16666666666666666,0.005,svae,musk-2
32,8,3,relu,Dense,128,32,0.05,1,0.0,0.8757040450588838,0.38339133815193605,0.3866185067744823,0.8924891193036354,0.9230769230769231,0.21428571428571427,0.05,svae,musk-2
32,8,3,relu,Dense,128,32,0.05,2,0.08823529411764706,0.8553187403993855,0.38339133815193605,0.3866185067744823,0.8924891193036354,0.9230769230769231,0.21428571428571427,0.05,svae,musk-2
32,8,3,relu,Dense,128,32,0.05,3,0.18421052631578946,0.8587589605734767,0.38339133815193605,0.3866185067744823,0.8924891193036354,0.9230769230769231,0.21428571428571427,0.05,svae,musk-2
32,8,3,relu,Dense,128,32,0.05,4,0.17721518987341772,0.8661674347158218,0.38339133815193605,0.3866185067744823,0.8924891193036354,0.9230769230769231,0.21428571428571427,0.05,svae,musk-2
32,8,3,relu,Dense,128,32,0.05,5,0.10101010101010101,0.8587749615975422,0.38339133815193605,0.3866185067744823,0.8924891193036354,0.9230769230769231,0.21428571428571427,0.05,svae,musk-2
32,8,3,relu,Dense,128,32,0.05,1,0.07692307692307693,0.9051401107852721,0.3387299282248431,0.33833710325403016,0.6782746823069404,1.0,0.18181818181818182,0.01,svae,musk-2
32,8,3,relu,Dense,128,32,0.05,2,0.18181818181818182,0.8160638644509612,0.3387299282248431,0.33833710325403016,0.6782746823069404,1.0,0.18181818181818182,0.01,svae,musk-2
32,8,3,relu,Dense,128,32,0.05,3,0.17142857142857143,0.852842945584881,0.3387299282248431,0.33833710325403016,0.6782746823069404,1.0,0.18181818181818182,0.01,svae,musk-2
32,8,3,relu,Dense,128,32,0.05,4,0.10256410256410256,0.8444118605408928,0.3387299282248431,0.33833710325403016,0.6782746823069404,1.0,0.18181818181818182,0.01,svae,musk-2
32,8,3,relu,Dense,128,32,0.05,5,0.045454545454545456,0.8660801564027371,0.3387299282248431,0.33833710325403016,0.6782746823069404,1.0,0.18181818181818182,0.01,svae,musk-2
32,8,3,relu,Dense,128,32,0.05,1,0.25,0.7682198327359617,0.39281982967793627,0.39490777007788447,0.6639784946236559,NaN,0.0,0.005,svae,musk-2
32,8,3,relu,Dense,128,32,0.05,2,0.15384615384615385,0.8881421744324971,0.39281982967793627,0.39490777007788447,0.6639784946236559,NaN,0.0,0.005,svae,musk-2
