hidden,latent,layers,nonlinearity,layertype,memorysize,k,anomaliesSeen,f1,auc,rsTrn,rsTst,model,dataset
32,2,3,relu,Dense,1024,64,1,0.0,0.5394736842105263,0.35728434279207055,0.67905136408711,svae,breast-cancer-wisconsin
32,2,3,relu,Dense,1024,64,2,0.0,0.5921052631578947,0.35728434279207055,0.67905136408711,svae,breast-cancer-wisconsin
32,2,3,relu,Dense,1024,64,3,0.0,0.631578947368421,0.35728434279207055,0.67905136408711,svae,breast-cancer-wisconsin
32,2,3,relu,Dense,1024,64,4,0.0,0.6779095626389919,0.35728434279207055,0.67905136408711,svae,breast-cancer-wisconsin
32,2,3,relu,Dense,1024,64,5,0.0,0.760378057820608,0.35728434279207055,0.67905136408711,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,1,0.0,0.5131578947368421,0.21311721717723478,0.45851592763224247,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,2,0.0,0.5719051148999259,0.21311721717723478,0.45851592763224247,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,3,0.0,0.5959970348406226,0.21311721717723478,0.45851592763224247,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,4,0.0,0.7031134173461825,0.21311721717723478,0.45851592763224247,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,5,0.05128205128205128,0.7286879169755374,0.21311721717723478,0.45851592763224247,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1024,64,1,0.0,0.5177909562638993,0.15544731313274632,0.3432144068061221,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1024,64,2,0.05128205128205128,0.7031134173461824,0.15544731313274632,0.3432144068061221,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1024,64,3,0.0,0.6868050407709414,0.15544731313274632,0.3432144068061221,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1024,64,4,0.05128205128205128,0.6612305411415863,0.15544731313274632,0.3432144068061221,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1024,64,5,0.05128205128205128,0.9043736100815418,0.15544731313274632,0.3432144068061221,svae,breast-cancer-wisconsin
32,2,3,relu,Dense,1024,64,1,0.0,0.5131578947368421,0.35997132248282154,0.7075428715112564,svae,breast-cancer-wisconsin
32,2,3,relu,Dense,1024,64,2,0.0,0.6782802075611565,0.35997132248282154,0.7075428715112564,svae,breast-cancer-wisconsin
32,2,3,relu,Dense,1024,64,3,0.05128205128205128,0.6717939214232765,0.35997132248282154,0.7075428715112564,svae,breast-cancer-wisconsin
32,2,3,relu,Dense,1024,64,4,0.1,0.6816160118606375,0.35997132248282154,0.7075428715112564,svae,breast-cancer-wisconsin
32,2,3,relu,Dense,1024,64,5,0.0,0.7550037064492217,0.35997132248282154,0.7075428715112564,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,1,0.0,0.5250185322461082,0.2227119514398349,0.43971259677376917,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,2,0.0,0.5657894736842105,0.2227119514398349,0.43971259677376917,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,3,0.0,0.4855448480355819,0.2227119514398349,0.43971259677376917,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,4,0.0,0.5370644922164566,0.2227119514398349,0.43971259677376917,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,5,0.0,0.6056338028169014,0.2227119514398349,0.43971259677376917,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1024,64,1,0.0,0.47887323943661975,0.13371524240104626,0.3075632304329507,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1024,64,2,0.05128205128205128,0.7212750185322461,0.13371524240104626,0.3075632304329507,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1024,64,3,0.0,0.7468495181616012,0.13371524240104626,0.3075632304329507,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1024,64,4,0.1,0.8295033358042995,0.13371524240104626,0.3075632304329507,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1024,64,5,0.1,0.9069681245366938,0.13371524240104626,0.3075632304329507,svae,breast-cancer-wisconsin
32,2,3,relu,Dense,1024,64,1,0.0,0.5581912527798368,0.35806634437477075,0.6880921833403582,svae,breast-cancer-wisconsin
32,2,3,relu,Dense,1024,64,2,0.0,0.5921052631578947,0.35806634437477075,0.6880921833403582,svae,breast-cancer-wisconsin
32,2,3,relu,Dense,1024,64,3,0.0,0.5967383246849518,0.35806634437477075,0.6880921833403582,svae,breast-cancer-wisconsin
32,2,3,relu,Dense,1024,64,4,0.05128205128205128,0.6276871756856932,0.35806634437477075,0.6880921833403582,svae,breast-cancer-wisconsin
32,2,3,relu,Dense,1024,64,5,0.0,0.7381393624907339,0.35806634437477075,0.6880921833403582,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,1,0.0,0.49295774647887325,0.20701436169992915,0.4541272711473646,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,2,0.0,0.6578947368421053,0.20701436169992915,0.4541272711473646,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,3,0.05128205128205128,0.6519644180874723,0.20701436169992915,0.4541272711473646,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,4,0.0,0.6690140845070423,0.20701436169992915,0.4541272711473646,svae,breast-cancer-wisconsin
32,4,3,relu,Dense,1024,64,5,0.0,0.8908450704225352,0.20701436169992915,0.4541272711473646,svae,breast-cancer-wisconsin
