hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,f1,rsTrn,rsTst,knnauc,knnprec,knnrecall,ar,i,model,auc,dataset,mpwmutualinf,varOfDists,knn5auc,knn9auc,knn15auc,knnsqrtauc,knn5a3auc,knn5a5auc,knn5a9auc,knn5asqrtauc,pxauc,px2auc,px3auc,px4auc,px5auc,pxvitaauc,aranks,total,acount,Column1,Column2
32,8,3,relu,Dense,128,16,0.1,1,0,0.113063194,0.259935274,0.921052632,1,0.131578947,0.05,1,svae,0.723128243,breast-cancer-wisconsin,0.769613947,829.9620182,0.902149741,0.909191994,0.914381023,0.913639733,0.927353595,0.924759081,0.924388436,0.922535211,0.69199407,0.775389177,0.283543365,0.086730912,0.275759822,0.888806523,[109],109,38,0.888806523,Vita
32,8,3,relu,Dense,128,16,0.1,2,0.051282051,0.113063194,0.259935274,0.921052632,1,0.131578947,0.05,1,svae,0.856560415,breast-cancer-wisconsin,0.769613947,829.9620182,0.902149741,0.909191994,0.914381023,0.913639733,0.927353595,0.924759081,0.924388436,0.922535211,0.69199407,0.775389177,0.283543365,0.086730912,0.275759822,0.888806523,"[102, 102]",109,38,0.888806523,Vita
32,8,3,relu,Dense,128,16,0.1,3,0.227272727,0.113063194,0.259935274,0.921052632,1,0.131578947,0.05,1,svae,0.876575241,breast-cancer-wisconsin,0.769613947,829.9620182,0.902149741,0.909191994,0.914381023,0.913639733,0.927353595,0.924759081,0.924388436,0.922535211,0.69199407,0.775389177,0.283543365,0.086730912,0.275759822,0.888806523,"[90, 107, 107]",109,38,0.888806523,Vita
32,8,3,relu,Dense,128,16,0.1,4,0.304347826,0.113063194,0.259935274,0.921052632,1,0.131578947,0.05,1,svae,0.93902891,breast-cancer-wisconsin,0.769613947,829.9620182,0.902149741,0.909191994,0.914381023,0.913639733,0.927353595,0.924759081,0.924388436,0.922535211,0.69199407,0.775389177,0.283543365,0.086730912,0.275759822,0.888806523,"[90, 98, 97, 98]",109,38,0.888806523,Vita
32,8,3,relu,Dense,128,16,0.1,5,0.452830189,0.113063194,0.259935274,0.921052632,1,0.131578947,0.05,1,svae,0.890659748,breast-cancer-wisconsin,0.769613947,829.9620182,0.902149741,0.909191994,0.914381023,0.913639733,0.927353595,0.924759081,0.924388436,0.922535211,0.69199407,0.775389177,0.283543365,0.086730912,0.275759822,0.888806523,"[93, 91, 91, 89, 100]",109,38,0.888806523,Vita
32,8,3,relu,Dense,128,16,0.1,1,0.1,0.101226084,0.380759566,0.828947368,1,0.289473684,0.01,1,svae,0.872498147,breast-cancer-wisconsin,0.786860026,85.76019202,0.915492958,0.917716827,0.922535211,0.922535211,0.90659748,0.915492958,0.917716827,0.922535211,0.772794663,0.969236471,0.240919199,0.04966642,0.229799852,0.939955523,[107],109,38,0.969236471,Chybny
32,8,3,relu,Dense,128,16,0.1,2,0.382978723,0.101226084,0.380759566,0.828947368,1,0.289473684,0.01,1,svae,0.933283914,breast-cancer-wisconsin,0.786860026,85.76019202,0.915492958,0.917716827,0.922535211,0.922535211,0.90659748,0.915492958,0.917716827,0.922535211,0.772794663,0.969236471,0.240919199,0.04966642,0.229799852,0.939955523,"[88, 102]",109,38,0.969236471,Chybny
32,8,3,relu,Dense,128,16,0.1,3,0.509803922,0.101226084,0.380759566,0.828947368,1,0.289473684,0.01,1,svae,0.956634544,breast-cancer-wisconsin,0.786860026,85.76019202,0.915492958,0.917716827,0.922535211,0.922535211,0.90659748,0.915492958,0.917716827,0.922535211,0.772794663,0.969236471,0.240919199,0.04966642,0.229799852,0.939955523,"[82, 101, 109]",109,38,0.969236471,Chybny
32,8,3,relu,Dense,128,16,0.1,1,0,0.092095288,0.64429008,0.578947368,NaN,0,0.005,1,svae,0.605633803,breast-cancer-wisconsin,0.814361686,NaN,0.922905856,0.922535211,0.923276501,0.922905856,0.921052632,0.922905856,0.922535211,0.922905856,0.778354337,0.981838399,0.211267606,0.030763529,0.210526316,0.963306153,[101],109,38,0.981838399,Chybny
32,8,3,relu,Dense,1024,16,0.1,1,0.416666667,0.106878867,0.288114763,0.946256486,1,0.210526316,0.05,1,svae,0.828947368,breast-cancer-wisconsin,0.776319355,63.35246695,0.884358784,0.899925871,0.90659748,0.90659748,0.916604893,0.920311342,0.920681987,0.921423277,0.654929577,0.866938473,0.309117865,0.080059303,0.310600445,0.902149741,[105],109,38,0.902149741,Vita
32,8,3,relu,Dense,1024,16,0.1,2,0.48,0.106878867,0.288114763,0.946256486,1,0.210526316,0.05,1,svae,0.823943662,breast-cancer-wisconsin,0.776319355,63.35246695,0.884358784,0.899925871,0.90659748,0.90659748,0.916604893,0.920311342,0.920681987,0.921423277,0.654929577,0.866938473,0.309117865,0.080059303,0.310600445,0.902149741,"[108, 103]",109,38,0.902149741,Vita
32,8,3,relu,Dense,1024,16,0.1,3,0.416666667,0.106878867,0.288114763,0.946256486,1,0.210526316,0.05,1,svae,0.888065234,breast-cancer-wisconsin,0.776319355,63.35246695,0.884358784,0.899925871,0.90659748,0.90659748,0.916604893,0.920311342,0.920681987,0.921423277,0.654929577,0.866938473,0.309117865,0.080059303,0.310600445,0.902149741,"[108, 94, 77]",109,38,0.902149741,Vita
32,8,3,relu,Dense,1024,16,0.1,4,0.416666667,0.106878867,0.288114763,0.946256486,1,0.210526316,0.05,1,svae,0.932542624,breast-cancer-wisconsin,0.776319355,63.35246695,0.884358784,0.899925871,0.90659748,0.90659748,0.916604893,0.920311342,0.920681987,0.921423277,0.654929577,0.866938473,0.309117865,0.080059303,0.310600445,0.902149741,"[89, 102, 107, 84]",109,38,0.902149741,Vita
32,8,3,relu,Dense,1024,16,0.1,5,0.509803922,0.106878867,0.288114763,0.946256486,1,0.210526316,0.05,1,svae,0.971460341,breast-cancer-wisconsin,0.776319355,63.35246695,0.884358784,0.899925871,0.90659748,0.90659748,0.916604893,0.920311342,0.920681987,0.921423277,0.654929577,0.866938473,0.309117865,0.080059303,0.310600445,0.902149741,"[88, 85, 100, 84, 88]",109,38,0.902149741,Vita
32,8,3,relu,Dense,1024,16,0.1,1,0.051282051,0.105117075,0.431721466,0.789473684,1,0.157894737,0.01,1,svae,0.532616753,breast-cancer-wisconsin,0.797385456,133.4408167,0.925129726,0.923647146,0.922535211,0.921793921,0.925129726,0.925129726,0.923647146,0.921793921,0.776871757,0.925871016,0.249444033,0.041512231,0.248702743,0.949221646,[109],109,38,0.949221646,Vita
32,8,3,relu,Dense,1024,16,0.1,2,0.311111111,0.105117075,0.431721466,0.789473684,1,0.157894737,0.01,1,svae,0.710526316,breast-cancer-wisconsin,0.797385456,133.4408167,0.925129726,0.923647146,0.922535211,0.921793921,0.925129726,0.925129726,0.923647146,0.921793921,0.776871757,0.925871016,0.249444033,0.041512231,0.248702743,0.949221646,"[98, 105]",109,38,0.949221646,Vita
32,8,3,relu,Dense,1024,16,0.1,3,0.382978723,0.105117075,0.431721466,0.789473684,1,0.157894737,0.01,1,svae,0.789473684,breast-cancer-wisconsin,0.797385456,133.4408167,0.925129726,0.923647146,0.922535211,0.921793921,0.925129726,0.925129726,0.923647146,0.921793921,0.776871757,0.925871016,0.249444033,0.041512231,0.248702743,0.949221646,"[108, 101, 109]",109,38,0.949221646,Vita
32,8,3,relu,Dense,1024,16,0.1,1,0.347826087,0.095284409,0.415007944,0.776315789,NaN,0,0.005,1,svae,0.776315789,breast-cancer-wisconsin,0.800285104,NaN,0.927353595,0.924017791,0.924388436,0.923647146,0.92698295,0.927353595,0.924017791,0.923647146,0.802816901,0.946256486,0.23869533,0.044848036,0.241289844,0.941808747,[97],109,38,0.946256486,Chybny
32,8,3,relu,Dense,128,16,0.1,1,0.1,0.117312571,0.273355059,0.924759081,0.9,0.236842105,0.05,2,svae,0.632876205,breast-cancer-wisconsin,0.765279686,105.147633,0.914010378,0.918087472,0.920681987,0.921793921,0.92920682,0.92772424,0.928094885,0.92846553,0.777613047,0.76426983,0.226464047,0.067828021,0.231653076,0.906968125,[109],109,38,0.906968125,Vita
32,8,3,relu,Dense,128,16,0.1,2,0.347826087,0.117312571,0.273355059,0.924759081,0.9,0.236842105,0.05,2,svae,0.719792439,breast-cancer-wisconsin,0.765279686,105.147633,0.914010378,0.918087472,0.920681987,0.921793921,0.92920682,0.92772424,0.928094885,0.92846553,0.777613047,0.76426983,0.226464047,0.067828021,0.231653076,0.906968125,"[109, 106]",109,38,0.906968125,Vita
32,8,3,relu,Dense,128,16,0.1,3,0.347826087,0.117312571,0.273355059,0.924759081,0.9,0.236842105,0.05,2,svae,0.721460341,breast-cancer-wisconsin,0.765279686,105.147633,0.914010378,0.918087472,0.920681987,0.921793921,0.92920682,0.92772424,0.928094885,0.92846553,0.777613047,0.76426983,0.226464047,0.067828021,0.231653076,0.906968125,"[95, 109, 103]",109,38,0.906968125,Vita
32,8,3,relu,Dense,128,16,0.1,4,0.347826087,0.117312571,0.273355059,0.924759081,0.9,0.236842105,0.05,2,svae,0.755003706,breast-cancer-wisconsin,0.765279686,105.147633,0.914010378,0.918087472,0.920681987,0.921793921,0.92920682,0.92772424,0.928094885,0.92846553,0.777613047,0.76426983,0.226464047,0.067828021,0.231653076,0.906968125,"[101, 107, 101, 105]",109,38,0.906968125,Vita
32,8,3,relu,Dense,128,16,0.1,5,0.311111111,0.117312571,0.273355059,0.924759081,0.9,0.236842105,0.05,2,svae,0.780948851,breast-cancer-wisconsin,0.765279686,105.147633,0.914010378,0.918087472,0.920681987,0.921793921,0.92920682,0.92772424,0.928094885,0.92846553,0.777613047,0.76426983,0.226464047,0.067828021,0.231653076,0.906968125,"[97, 107, 97, 108, 105]",109,38,0.906968125,Vita
32,8,3,relu,Dense,128,16,0.1,1,0.19047619,0.101078428,0.493360972,0.724981468,1,0.078947368,0.01,2,svae,0.692364715,breast-cancer-wisconsin,0.814345621,99.09841644,0.939214233,0.934766494,0.932913269,0.932542624,0.943291327,0.939214233,0.934766494,0.932542624,0.709414381,0.952186805,0.207561156,0.033728688,0.21608599,0.945144552,[109],109,38,0.952186805,Chybny
32,8,3,relu,Dense,128,16,0.1,2,0.272727273,0.101078428,0.493360972,0.724981468,1,0.078947368,0.01,2,svae,0.608042995,breast-cancer-wisconsin,0.814345621,99.09841644,0.939214233,0.934766494,0.932913269,0.932542624,0.943291327,0.939214233,0.934766494,0.932542624,0.709414381,0.952186805,0.207561156,0.033728688,0.21608599,0.945144552,"[107, 109]",109,38,0.952186805,Chybny
32,8,3,relu,Dense,128,16,0.1,3,0.347826087,0.101078428,0.493360972,0.724981468,1,0.078947368,0.01,2,svae,0.807635285,breast-cancer-wisconsin,0.814345621,99.09841644,0.939214233,0.934766494,0.932913269,0.932542624,0.943291327,0.939214233,0.934766494,0.932542624,0.709414381,0.952186805,0.207561156,0.033728688,0.21608599,0.945144552,"[95, 109, 95]",109,38,0.952186805,Chybny
32,8,3,relu,Dense,128,16,0.1,1,0.272727273,0.108367102,0.456690062,0.671052632,NaN,0,0.005,2,svae,0.870644922,breast-cancer-wisconsin,0.820406068,NaN,0.936990363,0.935137139,0.934766494,0.933283914,0.940326168,0.936990363,0.935137139,0.933283914,0.806893996,0.95107487,0.223128243,0.042994811,0.228687917,0.946627131,[109],109,38,0.95107487,Chybny
32,8,3,relu,Dense,1024,16,0.1,1,0,0.1154635,0.23050776,0.915863603,0.909090909,0.263157895,0.05,2,svae,0.592105263,breast-cancer-wisconsin,0.755884394,1030.517841,0.920311342,0.921423277,0.922905856,0.923276501,0.940696812,0.935878428,0.934025204,0.932171979,0.749814678,0.788361749,0.225722758,0.071163825,0.232394366,0.900667161,[109],109,38,0.900667161,Vita
32,8,3,relu,Dense,1024,16,0.1,2,0.1,0.1154635,0.23050776,0.915863603,0.909090909,0.263157895,0.05,2,svae,0.677168273,breast-cancer-wisconsin,0.755884394,1030.517841,0.920311342,0.921423277,0.922905856,0.923276501,0.940696812,0.935878428,0.934025204,0.932171979,0.749814678,0.788361749,0.225722758,0.071163825,0.232394366,0.900667161,"[109, 109]",109,38,0.900667161,Vita
32,8,3,relu,Dense,1024,16,0.1,3,0.19047619,0.1154635,0.23050776,0.915863603,0.909090909,0.263157895,0.05,2,svae,0.755374351,breast-cancer-wisconsin,0.755884394,1030.517841,0.920311342,0.921423277,0.922905856,0.923276501,0.940696812,0.935878428,0.934025204,0.932171979,0.749814678,0.788361749,0.225722758,0.071163825,0.232394366,0.900667161,"[108, 108, 108]",109,38,0.900667161,Vita
32,8,3,relu,Dense,1024,16,0.1,4,0.23255814,0.1154635,0.23050776,0.915863603,0.909090909,0.263157895,0.05,2,svae,0.813194959,breast-cancer-wisconsin,0.755884394,1030.517841,0.920311342,0.921423277,0.922905856,0.923276501,0.940696812,0.935878428,0.934025204,0.932171979,0.749814678,0.788361749,0.225722758,0.071163825,0.232394366,0.900667161,"[109, 107, 107, 98]",109,38,0.900667161,Vita
32,8,3,relu,Dense,1024,16,0.1,5,0.272727273,0.1154635,0.23050776,0.915863603,0.909090909,0.263157895,0.05,2,svae,0.845255745,breast-cancer-wisconsin,0.755884394,1030.517841,0.920311342,0.921423277,0.922905856,0.923276501,0.940696812,0.935878428,0.934025204,0.932171979,0.749814678,0.788361749,0.225722758,0.071163825,0.232394366,0.900667161,"[108, 105, 107, 94, 95]",109,38,0.900667161,Vita
32,8,3,relu,Dense,1024,16,0.1,1,0.051282051,0.115112333,0.351377975,0.917716827,1,0.5,0.01,2,svae,0.618421053,breast-cancer-wisconsin,0.806797386,216.0006426,0.932913269,0.932913269,0.932171979,0.9306894,0.935137139,0.932913269,0.932913269,0.9306894,0.748702743,0.946997776,0.247961453,0.034469978,0.243513714,0.940326168,[0],109,38,0.946997776,Chybny
32,8,3,relu,Dense,1024,16,0.1,2,0.19047619,0.115112333,0.351377975,0.917716827,1,0.5,0.01,2,svae,0.710526316,breast-cancer-wisconsin,0.806797386,216.0006426,0.932913269,0.932913269,0.932171979,0.9306894,0.935137139,0.932913269,0.932913269,0.9306894,0.748702743,0.946997776,0.247961453,0.034469978,0.243513714,0.940326168,"[0, 99]",109,38,0.946997776,Chybny
32,8,3,relu,Dense,1024,16,0.1,3,0.347826087,0.115112333,0.351377975,0.917716827,1,0.5,0.01,2,svae,0.80726464,breast-cancer-wisconsin,0.806797386,216.0006426,0.932913269,0.932913269,0.932171979,0.9306894,0.935137139,0.932913269,0.932913269,0.9306894,0.748702743,0.946997776,0.247961453,0.034469978,0.243513714,0.940326168,"[97, 104, 101]",109,38,0.946997776,Chybny
32,8,3,relu,Dense,1024,16,0.1,1,0.051282051,0.10646021,0.478721048,0.657894737,NaN,0,0.005,2,svae,0.657894737,breast-cancer-wisconsin,0.817932902,NaN,0.937361008,0.934025204,0.932542624,0.932542624,0.941438102,0.937361008,0.934025204,0.932542624,0.799851742,0.963306153,0.217197924,0.028910304,0.213491475,0.955522609,[107],109,38,0.963306153,Chybny
32,8,3,relu,Dense,128,16,0.1,1,0.23255814,0.106747466,0.242941722,0.968865827,0.875,0.184210526,0.05,3,svae,0.765381764,breast-cancer-wisconsin,0.773500281,25.30120993,0.918458117,0.925129726,0.928094885,0.9306894,0.942920682,0.942920682,0.941067457,0.939955523,0.717568569,0.841734618,0.26278725,0.07227576,0.258710156,0.874351371,[109],109,38,0.874351371,Vita
32,8,3,relu,Dense,128,16,0.1,2,0.382978723,0.106747466,0.242941722,0.968865827,0.875,0.184210526,0.05,3,svae,0.969977761,breast-cancer-wisconsin,0.773500281,25.30120993,0.918458117,0.925129726,0.928094885,0.9306894,0.942920682,0.942920682,0.941067457,0.939955523,0.717568569,0.841734618,0.26278725,0.07227576,0.258710156,0.874351371,"[96, 103]",109,38,0.874351371,Vita
32,8,3,relu,Dense,128,16,0.1,3,0.347826087,0.106747466,0.242941722,0.968865827,0.875,0.184210526,0.05,3,svae,0.92994811,breast-cancer-wisconsin,0.773500281,25.30120993,0.918458117,0.925129726,0.928094885,0.9306894,0.942920682,0.942920682,0.941067457,0.939955523,0.717568569,0.841734618,0.26278725,0.07227576,0.258710156,0.874351371,"[108, 92, 99]",109,38,0.874351371,Vita
32,8,3,relu,Dense,128,16,0.1,4,0.48,0.106747466,0.242941722,0.968865827,0.875,0.184210526,0.05,3,svae,0.954781319,breast-cancer-wisconsin,0.773500281,25.30120993,0.918458117,0.925129726,0.928094885,0.9306894,0.942920682,0.942920682,0.941067457,0.939955523,0.717568569,0.841734618,0.26278725,0.07227576,0.258710156,0.874351371,"[93, 94, 94, 84]",109,38,0.874351371,Vita
32,8,3,relu,Dense,128,16,0.1,5,0.448979592,0.106747466,0.242941722,0.968865827,0.875,0.184210526,0.05,3,svae,0.921979244,breast-cancer-wisconsin,0.773500281,25.30120993,0.918458117,0.925129726,0.928094885,0.9306894,0.942920682,0.942920682,0.941067457,0.939955523,0.717568569,0.841734618,0.26278725,0.07227576,0.258710156,0.874351371,"[106, 106, 92, 94, 68]",109,38,0.874351371,Vita
32,8,3,relu,Dense,128,16,0.1,1,0.566037736,0.10026364,0.289649007,0.892512973,1,0.368421053,0.01,3,svae,0.845811712,breast-cancer-wisconsin,0.796622065,23.59927228,0.951445515,0.947368421,0.943291327,0.943291327,0.95255745,0.951445515,0.947368421,0.943291327,0.806152706,0.894736842,0.183839881,0.038176427,0.186063751,0.948851001,[109],109,38,0.948851001,Vita
32,8,3,relu,Dense,128,16,0.1,2,0.666666667,0.10026364,0.289649007,0.892512973,1,0.368421053,0.01,3,svae,0.899740549,breast-cancer-wisconsin,0.796622065,23.59927228,0.951445515,0.947368421,0.943291327,0.943291327,0.95255745,0.951445515,0.947368421,0.943291327,0.806152706,0.894736842,0.183839881,0.038176427,0.186063751,0.948851001,"[109, 95]",109,38,0.948851001,Vita
32,8,3,relu,Dense,128,16,0.1,3,0.793650794,0.10026364,0.289649007,0.892512973,1,0.368421053,0.01,3,svae,0.968495182,breast-cancer-wisconsin,0.796622065,23.59927228,0.951445515,0.947368421,0.943291327,0.943291327,0.95255745,0.951445515,0.947368421,0.943291327,0.806152706,0.894736842,0.183839881,0.038176427,0.186063751,0.948851001,"[100, 95, 85]",109,38,0.948851001,Vita
32,8,3,relu,Dense,128,16,0.1,1,0.382978723,0.104016841,0.547938684,0.652705708,NaN,0,0.005,3,svae,0.867679763,breast-cancer-wisconsin,0.789559453,NaN,0.952186805,0.949221646,0.944773907,0.944773907,0.955893254,0.952186805,0.949221646,0.944773907,0.863973314,0.979985174,0.107857672,0.022238695,0.115641216,0.963676798,[99],109,38,0.979985174,Chybny
32,8,3,relu,Dense,1024,16,0.1,1,0,0.105117909,0.257818161,0.944773907,1,0.263157895,0.05,3,svae,0.544848036,breast-cancer-wisconsin,0.775775495,384.0086407,0.932913269,0.934025204,0.935137139,0.935507784,0.948480356,0.949221646,0.946256486,0.943291327,0.739807265,0.919940697,0.255374351,0.050407709,0.252038547,0.924759081,[109],109,38,0.924759081,Vita
32,8,3,relu,Dense,1024,16,0.1,2,0,0.105117909,0.257818161,0.944773907,1,0.263157895,0.05,3,svae,0.523535953,breast-cancer-wisconsin,0.775775495,384.0086407,0.932913269,0.934025204,0.935137139,0.935507784,0.948480356,0.949221646,0.946256486,0.943291327,0.739807265,0.919940697,0.255374351,0.050407709,0.252038547,0.924759081,"[108, 108]",109,38,0.924759081,Vita
32,8,3,relu,Dense,1024,16,0.1,3,0,0.105117909,0.257818161,0.944773907,1,0.263157895,0.05,3,svae,0.573387695,breast-cancer-wisconsin,0.775775495,384.0086407,0.932913269,0.934025204,0.935137139,0.935507784,0.948480356,0.949221646,0.946256486,0.943291327,0.739807265,0.919940697,0.255374351,0.050407709,0.252038547,0.924759081,"[109, 104, 109]",109,38,0.924759081,Vita
32,8,3,relu,Dense,1024,16,0.1,4,0.097560976,0.105117909,0.257818161,0.944773907,1,0.263157895,0.05,3,svae,0.680133432,breast-cancer-wisconsin,0.775775495,384.0086407,0.932913269,0.934025204,0.935137139,0.935507784,0.948480356,0.949221646,0.946256486,0.943291327,0.739807265,0.919940697,0.255374351,0.050407709,0.252038547,0.924759081,"[105, 102, 109, 105]",109,38,0.924759081,Vita
32,8,3,relu,Dense,1024,16,0.1,5,0.19047619,0.105117909,0.257818161,0.944773907,1,0.263157895,0.05,3,svae,0.741660489,breast-cancer-wisconsin,0.775775495,384.0086407,0.932913269,0.934025204,0.935137139,0.935507784,0.948480356,0.949221646,0.946256486,0.943291327,0.739807265,0.919940697,0.255374351,0.050407709,0.252038547,0.924759081,"[97, 97, 100, 97, 96]",109,38,0.924759081,Vita
32,8,3,relu,Dense,1024,16,0.1,1,0,0.106252238,0.548933378,0.742772424,1,0.131578947,0.01,3,svae,0.644736842,breast-cancer-wisconsin,0.791344763,7.340607968,0.948480356,0.946997776,0.942179392,0.942550037,0.949221646,0.948480356,0.946997776,0.942550037,0.849518162,0.973313566,0.132690882,0.02335063,0.129355078,0.965530022,[105],109,38,0.973313566,Chybny
32,8,3,relu,Dense,1024,16,0.1,2,0,0.106252238,0.548933378,0.742772424,1,0.131578947,0.01,3,svae,0.601742031,breast-cancer-wisconsin,0.791344763,7.340607968,0.948480356,0.946997776,0.942179392,0.942550037,0.949221646,0.948480356,0.946997776,0.942550037,0.849518162,0.973313566,0.132690882,0.02335063,0.129355078,0.965530022,"[108, 108]",109,38,0.973313566,Chybny
32,8,3,relu,Dense,1024,16,0.1,3,0.048780488,0.106252238,0.548933378,0.742772424,1,0.131578947,0.01,3,svae,0.581541883,breast-cancer-wisconsin,0.791344763,7.340607968,0.948480356,0.946997776,0.942179392,0.942550037,0.949221646,0.948480356,0.946997776,0.942550037,0.849518162,0.973313566,0.132690882,0.02335063,0.129355078,0.965530022,"[109, 109, 0]",109,38,0.973313566,Chybny
32,8,3,relu,Dense,1024,16,0.1,1,0.051282051,0.10277443,0.637781448,0.565789474,NaN,0,0.005,3,svae,0.546330615,breast-cancer-wisconsin,0.807560326,NaN,0.95329874,0.949962936,0.945144552,0.945144552,0.95404003,0.95329874,0.949962936,0.945144552,0.885100074,0.972201631,0.091178651,0.018902891,0.081912528,0.970348406,[108],109,38,0.972201631,Chybny
32,8,3,relu,Dense,128,16,0.1,1,0.051282051,0.1141398,0.212648323,0.890289103,1,0.131578947,0.05,4,svae,0.835433655,breast-cancer-wisconsin,0.763106966,83.94913846,0.928836175,0.928094885,0.928094885,0.928094885,0.943661972,0.946627131,0.940696812,0.936619718,0.776501112,0.671237954,0.208673091,0.074499629,0.205337287,0.898813936,[109],109,38,0.898813936,Vita
32,8,3,relu,Dense,128,16,0.1,2,0.051282051,0.1141398,0.212648323,0.890289103,1,0.131578947,0.05,4,svae,0.847294292,breast-cancer-wisconsin,0.763106966,83.94913846,0.928836175,0.928094885,0.928094885,0.928094885,0.943661972,0.946627131,0.940696812,0.936619718,0.776501112,0.671237954,0.208673091,0.074499629,0.205337287,0.898813936,"[95, 109]",109,38,0.898813936,Vita
32,8,3,relu,Dense,128,16,0.1,3,0.146341463,0.1141398,0.212648323,0.890289103,1,0.131578947,0.05,4,svae,0.907709414,breast-cancer-wisconsin,0.763106966,83.94913846,0.928836175,0.928094885,0.928094885,0.928094885,0.943661972,0.946627131,0.940696812,0.936619718,0.776501112,0.671237954,0.208673091,0.074499629,0.205337287,0.898813936,"[97, 109, 109]",109,38,0.898813936,Vita
32,8,3,relu,Dense,128,16,0.1,4,0.097560976,0.1141398,0.212648323,0.890289103,1,0.131578947,0.05,4,svae,0.941623425,breast-cancer-wisconsin,0.763106966,83.94913846,0.928836175,0.928094885,0.928094885,0.928094885,0.943661972,0.946627131,0.940696812,0.936619718,0.776501112,0.671237954,0.208673091,0.074499629,0.205337287,0.898813936,"[106, 108, 109, 92]",109,38,0.898813936,Vita
32,8,3,relu,Dense,128,16,0.1,5,0.347826087,0.1141398,0.212648323,0.890289103,1,0.131578947,0.05,4,svae,0.967568569,breast-cancer-wisconsin,0.763106966,83.94913846,0.928836175,0.928094885,0.928094885,0.928094885,0.943661972,0.946627131,0.940696812,0.936619718,0.776501112,0.671237954,0.208673091,0.074499629,0.205337287,0.898813936,"[94, 89, 95, 89, 89]",109,38,0.898813936,Vita
32,8,3,relu,Dense,128,16,0.1,1,0.23255814,0.098542193,0.319827162,0.907894737,1,0.421052632,0.01,4,svae,0.930874722,breast-cancer-wisconsin,0.792509783,34.58458859,0.945515196,0.941808747,0.939955523,0.939214233,0.942920682,0.945515196,0.941808747,0.939214233,0.76426983,0.943661972,0.234988881,0.032616753,0.23647146,0.949592291,[109],109,38,0.949592291,Vita
32,8,3,relu,Dense,128,16,0.1,2,0.311111111,0.098542193,0.319827162,0.907894737,1,0.421052632,0.01,4,svae,0.934025204,breast-cancer-wisconsin,0.792509783,34.58458859,0.945515196,0.941808747,0.939955523,0.939214233,0.942920682,0.945515196,0.941808747,0.939214233,0.76426983,0.943661972,0.234988881,0.032616753,0.23647146,0.949592291,"[104, 107]",109,38,0.949592291,Vita
32,8,3,relu,Dense,128,16,0.1,3,0.618181818,0.098542193,0.319827162,0.907894737,1,0.421052632,0.01,4,svae,0.983691623,breast-cancer-wisconsin,0.792509783,34.58458859,0.945515196,0.941808747,0.939955523,0.939214233,0.942920682,0.945515196,0.941808747,0.939214233,0.76426983,0.943661972,0.234988881,0.032616753,0.23647146,0.949592291,"[87, 87, 74]",109,38,0.949592291,Vita
32,8,3,relu,Dense,128,16,0.1,1,0.642857143,0.120137457,0.420004415,0.842105263,NaN,0,0.005,4,svae,0.914751668,breast-cancer-wisconsin,0.799671247,NaN,0.951445515,0.947368421,0.943661972,0.942920682,0.95329874,0.951445515,0.947368421,0.942920682,0.822090437,0.944403262,0.189399555,0.035211268,0.186063751,0.954410675,[100],109,38,0.954410675,Vita
32,8,3,relu,Dense,1024,16,0.1,1,0.051282051,0.120608589,0.223583809,0.947368421,1,0.236842105,0.05,4,svae,0.618421053,breast-cancer-wisconsin,0.761893059,344.8671659,0.918828762,0.922905856,0.926612305,0.927353595,0.934395849,0.938472943,0.939214233,0.938472943,0.701260193,0.796886583,0.303558191,0.09414381,0.304299481,0.829503336,[109],109,38,0.829503336,Vita
32,8,3,relu,Dense,1024,16,0.1,2,0.146341463,0.120608589,0.223583809,0.947368421,1,0.236842105,0.05,4,svae,0.776315789,breast-cancer-wisconsin,0.761893059,344.8671659,0.918828762,0.922905856,0.926612305,0.927353595,0.934395849,0.938472943,0.939214233,0.938472943,0.701260193,0.796886583,0.303558191,0.09414381,0.304299481,0.829503336,"[105, 105]",109,38,0.829503336,Vita
32,8,3,relu,Dense,1024,16,0.1,3,0.19047619,0.120608589,0.223583809,0.947368421,1,0.236842105,0.05,4,svae,0.75,breast-cancer-wisconsin,0.761893059,344.8671659,0.918828762,0.922905856,0.926612305,0.927353595,0.934395849,0.938472943,0.939214233,0.938472943,0.701260193,0.796886583,0.303558191,0.09414381,0.304299481,0.829503336,"[107, 106, 104]",109,38,0.829503336,Vita
32,8,3,relu,Dense,1024,16,0.1,4,0.146341463,0.120608589,0.223583809,0.947368421,1,0.236842105,0.05,4,svae,0.83506301,breast-cancer-wisconsin,0.761893059,344.8671659,0.918828762,0.922905856,0.926612305,0.927353595,0.934395849,0.938472943,0.939214233,0.938472943,0.701260193,0.796886583,0.303558191,0.09414381,0.304299481,0.829503336,"[108, 97, 99, 107]",109,38,0.829503336,Vita
32,8,3,relu,Dense,1024,16,0.1,5,0.23255814,0.120608589,0.223583809,0.947368421,1,0.236842105,0.05,4,svae,0.836916234,breast-cancer-wisconsin,0.761893059,344.8671659,0.918828762,0.922905856,0.926612305,0.927353595,0.934395849,0.938472943,0.939214233,0.938472943,0.701260193,0.796886583,0.303558191,0.09414381,0.304299481,0.829503336,"[105, 95, 104, 93, 108]",109,38,0.829503336,Vita
