hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,auc,auc2,ar,i,model,dataset
32,8,3,relu,Dense,1024,16,0.1,3,0.6363636363636364,0.5909090909090909,0.05,28,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,4,0.5909090909090909,0.6363636363636364,0.05,28,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,1,0.5206611570247933,0.5909090909090909,0.01,28,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,1,0.7066115702479339,0.5743801652892562,0.005,28,svae,sonar
32,8,3,relu,Dense,128,16,0.1,1,0.7933884297520661,0.7561983471074379,0.05,29,svae,sonar
32,8,3,relu,Dense,128,16,0.1,2,0.8181818181818183,0.8078512396694215,0.05,29,svae,sonar
32,8,3,relu,Dense,128,16,0.1,3,0.7644628099173555,0.8553719008264464,0.05,29,svae,sonar
32,8,3,relu,Dense,128,16,0.1,4,0.6880165289256197,0.7644628099173554,0.05,29,svae,sonar
32,8,3,relu,Dense,128,16,0.1,1,0.47107438016528924,0.45041322314049587,0.01,29,svae,sonar
32,8,3,relu,Dense,128,16,0.1,1,0.634297520661157,0.7024793388429752,0.005,29,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,1,0.615702479338843,0.6219008264462811,0.05,29,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,2,0.7727272727272727,0.6198347107438017,0.05,29,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,3,0.8140495867768595,0.6735537190082643,0.05,29,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,4,0.640495867768595,0.743801652892562,0.05,29,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,1,0.5454545454545454,0.5454545454545454,0.01,29,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,1,0.40909090909090906,0.4793388429752066,0.005,29,svae,sonar
32,8,3,relu,Dense,128,16,0.1,1,0.6446280991735538,0.597107438016529,0.05,30,svae,sonar
32,8,3,relu,Dense,128,16,0.1,2,0.8099173553719008,0.8099173553719008,0.05,30,svae,sonar
32,8,3,relu,Dense,128,16,0.1,3,0.7541322314049586,0.8016528925619835,0.05,30,svae,sonar
32,8,3,relu,Dense,128,16,0.1,4,0.8057851239669422,0.8553719008264464,0.05,30,svae,sonar
32,8,3,relu,Dense,128,16,0.1,1,0.6487603305785125,0.6198347107438017,0.01,30,svae,sonar
32,8,3,relu,Dense,128,16,0.1,1,0.6590909090909092,0.7128099173553718,0.005,30,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,1,0.5681818181818182,0.6673553719008265,0.05,30,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,2,0.5909090909090908,0.6363636363636365,0.05,30,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,3,0.743801652892562,0.7520661157024793,0.05,30,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,4,0.8429752066115703,0.8016528925619835,0.05,30,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,1,0.7272727272727273,0.6074380165289256,0.01,30,svae,sonar
32,8,3,relu,Dense,1024,16,0.1,1,0.5495867768595041,0.5723140495867769,0.005,30,svae,sonar
32,8,3,relu,Dense,128,16,0.1,1,0.8397272446298872,0.8803783915049562,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,2,0.9226011104488155,0.9347087003554319,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,3,0.9154717751727487,0.9309253372188002,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,4,0.9291757732300152,0.9421940194714882,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,5,0.9090585469236372,0.9347293970903152,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,6,0.9131289047839812,0.9554275117557455,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,7,0.9636703313685234,0.9671170276177232,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,8,0.9690459633088284,0.9727713755877871,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,9,0.9614047287899861,0.9664381747135572,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,10,0.9721311565887367,0.9641311786652538,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,1,0.8440790780846414,0.8873076583438196,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,2,0.8477189438594166,0.8896091352628209,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,3,0.8845812084685521,0.8862728215996644,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,4,0.9634136918559728,0.965388160363821,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,5,0.9692970836920768,0.9676385853367773,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,6,0.9707044616641278,0.975942115371879,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,7,0.9718400225180476,0.9749045190630725,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,8,0.975909000596066,0.9758786453849041,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,9,0.974573371304943,0.9755585358853789,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,10,0.9780531823299556,0.9744795461068062,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,1,0.7424857054551074,0.7388154844691702,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,2,0.8410283793628717,0.8402543214782436,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,3,0.8893607744442237,0.8939250943771111,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,4,0.8960140848179792,0.9149060644192771,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,5,0.9527121001390821,0.914930900501137,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,6,0.9530432478972117,0.9173151643596706,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,7,0.9596344680663178,0.9273806764244874,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,8,0.9527921275139635,0.9247839260878205,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,9,0.9514758151753979,0.9270633264896129,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,10,0.95279626686094,0.9263058259928915,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,1,0.8140081020818156,0.8010298695277833,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,2,0.8734353268428373,0.8509076208137405,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,3,0.9016297988829282,0.8687854604057664,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,4,0.9098615802371017,0.8972393315230589,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,5,0.9487452259531536,0.9320319226438837,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,6,0.9525934388590855,0.9392012716073912,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,7,0.9617234585071859,0.9380726096650992,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,8,0.9566375808552443,0.943782148928185,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,9,0.9454406472834845,0.9398497693003951,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,10,0.9565230589222246,0.9375427732520917,0.05,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,1,0.7117151798132327,0.8467793120957238,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,2,0.7349493343930061,0.8876719208777623,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,3,0.8041316201955979,0.9363285648056162,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,4,0.8539390025829525,0.9389087577543767,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,5,0.9076083956994946,0.9386245225953154,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,6,0.9459290902267258,0.9429763560500695,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,7,0.9346176347219463,0.9553364461222598,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,8,0.938102964876261,0.946828708302978,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,9,0.9478939002582952,0.9528335209837295,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,10,0.9510908559065722,0.9470867275978541,0.01,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,1,0.5310147471134954,0.5935961542707022,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,2,0.731455725544738,0.8464357462966643,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,3,0.7970381592599951,0.8554471046647681,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,4,0.8110581274698103,0.896455615162152,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,5,0.9217456454069807,0.8996401527694992,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,6,0.9253758527054772,0.9072455129478775,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,7,0.9246914806720091,0.9191668322405457,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,8,0.9328142592224651,0.9137139324900104,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,9,0.9272965097026293,0.9308011568095017,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,10,0.946378899264852,0.9179001920656997,0.005,1,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,1,0.8954235379826478,0.7950498929288915,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,2,0.905758107600945,0.7992844448859748,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,3,0.9594619952756254,0.8167925028147559,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,4,0.9563574850431595,0.8290725655120649,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,5,0.9651287612866195,0.9420270658100979,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,6,0.9669983663377265,0.9412737046603529,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,7,0.9687838046669759,0.938817692120891,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,8,0.9730307746649888,0.9558497251473608,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,9,0.9704864560566926,0.9575758328366117,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,10,0.9764526348323289,0.9654116166633553,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,1,0.8311712144292116,0.7924503830275735,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,2,0.8741969666865356,0.92099090447491,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,3,0.8882238338079784,0.9266480120096254,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,4,0.8874994480870697,0.9540974015939245,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,5,0.8871724396759167,0.9384617082809015,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,6,0.9355807227851733,0.9606389495993113,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,7,0.939397200697618,0.9561146433538645,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,8,0.9459966995606773,0.9580766938207829,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,9,0.9527562531734993,0.9581098085965958,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,10,0.9544147515287988,0.9600566814579332,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,1,0.7753300439322693,0.784869858931055,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,2,0.9318553105062146,0.9485948296796698,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,3,0.9210474755502572,0.9694681767004437,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,4,0.9432826677263395,0.9749196966686535,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,5,0.9534130295604566,0.9707458551338941,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,6,0.9600553016756078,0.9716730688566573,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,7,0.9576213656533545,0.9725078371636091,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,8,0.9620283904011303,0.9727382608119743,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,9,0.9620490871360134,0.9662243084530984,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,10,0.9630784047508666,0.9697082588250878,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,1,0.8060467580634479,0.7668071285074066,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,2,0.8787530079254696,0.8692849416076119,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,3,0.9023514250391859,0.9007591562355124,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,4,0.9208474071130539,0.9004142106541272,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,5,0.9250888579817647,0.911562851844493,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,6,0.9343775525973023,0.9158746716118066,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,7,0.946657615294611,0.9263527385919597,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,8,0.9466783120294942,0.9189722829326445,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,9,0.9471902112722697,0.9441615890677086,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,10,0.9444430646621189,0.9490749939289578,0.05,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,1,0.694289908823984,0.6343576837318144,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,2,0.7166561803209925,0.6856096982140097,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,3,0.783771552199925,0.7229769631542929,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,4,0.762775404552178,0.708256065523103,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,5,0.8786039914343113,0.8796305494845132,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,6,0.9046487626112106,0.9024659469722057,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,7,0.8953103958319535,0.9210419564209551,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,8,0.8880058282005431,0.9343320197805594,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,9,0.9127839592025963,0.9445796631123474,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,10,0.9117932754928583,0.949956674834978,0.01,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,1,0.8013913724970749,0.8044862242532618,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,2,0.871133849923836,0.8530200675541427,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,3,0.8963590303993642,0.8750248360818597,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,4,0.9293937788374506,0.9043976422279622,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,5,0.9320898735015564,0.9178615581605846,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,6,0.9338835905247588,0.9144231406053382,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,7,0.9534599421595249,0.933715257081043,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,8,0.946547232708568,0.9398152747422566,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,9,0.9452778329690709,0.9420656997152129,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,10,0.9525327284367617,0.9450736251848907,0.005,2,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,1,0.6022473894518401,0.7206368523301765,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,2,0.8618341170496943,0.9206749343223614,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,3,0.9562029494226991,0.9702160187208867,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,4,0.9499884098284656,0.9847189107446409,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,5,0.9799793584564098,0.9861525045808773,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,6,0.9821676932247169,0.9871128330794533,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,7,0.9813729386052058,0.990211824182617,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,8,0.9824077753493609,0.9905954036691171,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,9,0.9832577212618937,0.9877061394794358,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,10,0.9832080490981742,0.9883615360840674,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,1,0.9295828090160496,0.712308486213215,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,2,0.9390467359869307,0.9743912400379717,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,3,0.9752853389849218,0.9694930127823035,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,4,0.9709886968231891,0.9667224098726185,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,5,0.9631584321257478,0.9471805527959909,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,6,0.9674371371172484,0.926922588692408,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,7,0.9719628231450206,0.9559821842506127,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,8,0.9735826875952049,0.957154999227322,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,9,0.9777592886946155,0.9698765922688037,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,10,0.9753460494072455,0.9689010861646465,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,1,0.9495579177428968,0.9438566571737642,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,2,0.9516551868777182,0.9364389473916594,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,3,0.9563602446078107,0.9475903481466763,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,4,0.955020475969711,0.9514564982228404,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,5,0.9551543148552883,0.9463513036183412,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,6,0.9598372960681724,0.9496324259884761,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,7,0.9602926242356006,0.94323299556262,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,8,0.9746837538909862,0.9631901671192352,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,9,0.9712453363357397,0.957701393028236,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,10,0.9705085325739011,0.9588438527937833,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,1,0.8462260193831821,0.8336051504514647,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,2,0.8595892112060403,0.8576892509437712,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,3,0.8706840408857099,0.8783059584519947,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,4,0.8810820804909817,0.8750234562995343,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,5,0.9012931319954963,0.8820106739960702,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,6,0.9153531138927523,0.8924432081594807,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,7,0.9440387884407355,0.9063624522595316,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,8,0.9361657504912025,0.950656224474027,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,9,0.9381802326864913,0.9629169702187783,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,10,0.9547403801576264,0.9575123628496369,0.05,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,1,0.8450118109367066,0.83261032739475,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,2,0.8595243614367398,0.8589062189548977,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,3,0.8732821710047023,0.9012655363489857,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,4,0.8791807404463872,0.8910717045278937,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,5,0.8820755237653708,0.9059374793032653,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,6,0.8962734838951807,0.9195973243261144,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,7,0.8885908559065722,0.916746694041548,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,8,0.9028633242819613,0.9104548866370842,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,9,0.8943528268980286,0.9203962182926021,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,10,0.946141576704859,0.9532571141576704,0.01,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,1,0.7676294787734288,0.7421490385676756,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,2,0.8353284985760646,0.7349852087334703,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,3,0.862929664216173,0.7610465372982759,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,4,0.8636719871073141,0.8608268759520498,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,5,0.8651538733249442,0.8797878446696249,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,6,0.8623860299799103,0.8829972183588317,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,7,0.8841396781243791,0.8938643839547873,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,8,0.9146080314369606,0.9004735412941255,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,9,0.9169784974722388,0.9086584100492308,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,10,0.914123727840696,0.9182299600415039,0.005,3,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,1,0.8373553988122834,0.813631421506943,0.05,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,2,0.9433930503123826,0.9695785592864871,0.05,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,3,0.9578393712607899,0.9656599774819526,0.05,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,4,0.9819855619577456,0.973855884495662,0.05,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,5,0.9783263792304127,0.9827058083316775,0.05,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,6,0.9826616552972602,0.9798137845773451,0.05,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,7,0.9861663024041327,0.9791846038368988,0.05,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,8,0.9827968739651634,0.9850541978497471,0.05,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,9,0.9849134600525421,0.9832052895335232,0.05,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,10,0.9834812459986313,0.9813260260061372,0.05,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,1,0.846976620968276,0.9435669028854008,0.01,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,2,0.9576103273947502,0.884067929443451,0.01,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,3,0.969530266905093,0.9597269134821292,0.01,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,4,0.9611094553723205,0.9619069695564828,0.01,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,5,0.9678565909442126,0.9561739739938628,0.01,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,6,0.971115636797139,0.9347087003554317,0.01,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,7,0.9666616994502948,0.9653398679824271,0.01,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,8,0.9656213435768373,0.9656185840121863,0.01,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,9,0.9737620592975252,0.9519766761595692,0.01,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,10,0.971097699626907,0.9615896196216084,0.01,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,1,0.6888342495087976,0.7711686204384396,0.005,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,2,0.9411798794622162,0.9350784820186767,0.005,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,3,0.9437573128463252,0.947921495904806,0.005,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,4,0.9314041216857629,0.9432053999161093,0.005,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,5,0.9509239022451819,0.9583485109389143,0.005,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,6,0.9619207673797382,0.9687313729386052,0.005,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,7,0.9720704461664127,0.9694129854074223,0.005,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,8,0.9674536945051548,0.9704450625869263,0.005,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,9,0.961435084001148,0.9743332891802989,0.005,4,svae,statlog-satimage
32,8,3,relu,Dense,128,16,0.1,10,0.965541316201956,0.9714357462966643,0.005,4,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,1,0.7751341148420425,0.8027601165640109,0.05,4,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,2,0.8068677285471444,0.8011388723315009,0.05,4,svae,statlog-satimage
32,8,3,relu,Dense,1024,16,0.1,3,0.8019363865156632,0.8516485639225556,0.05,4,svae,statlog-satimage
