hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,auc,auc2,ar,i,model,dataset
32,8,3,relu,Dense,128,16,0.1,6,0.9410212926323724,0.9029583568871302,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.9294328245713209,0.9047484454494064,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,8,0.9428113811946486,0.9296212549462974,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,9,0.9405502166949312,0.9368758243828905,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,10,0.9328245713208969,0.9151592236668551,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,1,0.5163934426229508,0.5224232146221971,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,2,0.7246090069719239,0.5907292255511587,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,3,0.8623987186734503,0.7455247785943094,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,4,0.8584887883926888,0.8202845298662145,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,5,0.8633879781420766,0.8715375918598078,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,6,0.9108724326361409,0.8985773506689279,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.8801582815149802,0.8990013190126247,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,8,0.8966459393254193,0.9145468249481816,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,9,0.8953269267005841,0.899943470887507,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,10,0.9153005464480874,0.918503862822687,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,1,0.7925381571509328,0.8044092707744489,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,2,0.7866026003391747,0.7156585641605427,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,3,0.8539664593932542,0.819719238741285,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,4,0.8597606934237798,0.8000753721499906,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,5,0.7846240814019219,0.8172696438665913,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,6,0.8229696627096288,0.8013001695873374,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.8246655360844167,0.8226870171471641,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,1,0.7614942528735631,0.6702468437912191,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,2,0.7887224420576597,0.8142547578669682,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,3,0.7825984548709252,0.8203316374599585,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,4,0.7843885434332014,0.7995571886188053,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,5,0.8194837007725646,0.8224514791784435,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,6,0.8199076691162616,0.8298473713962691,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,7,0.799415865837573,0.818824194460147,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,8,0.8485019785189373,0.8271622385528546,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,9,0.8454870925193141,0.8108159035236479,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,10,0.862351611079706,0.877991332202751,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,1,0.6249293386093838,0.6534294328245712,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,2,0.6228094968908988,0.6556434897305446,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,3,0.7541454682494818,0.7562653099679668,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,4,0.8015357075560581,0.7902769926512153,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,5,0.789287733182589,0.8441680798944791,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,6,0.8066704352741663,0.847559826644055,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,7,0.8138307895232711,0.869559072922555,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,8,0.8694648577350669,0.8569813453928774,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,9,0.855615225174298,0.8680516299227435,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,10,0.8807235726399095,0.8807235726399095,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,1,0.7713397399660825,0.771057094403618,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,2,0.770680233653665,0.8043150555869607,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,3,0.7882984737139627,0.7847182965894102,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,4,0.7828339928396457,0.7605992085924251,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,5,0.7997456189937817,0.7913133597135859,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,6,0.8603730921424533,0.8291878650838516,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,7,0.8235349538345581,0.8648483135481438,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,1,0.5708498209911438,0.4859619370642548,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,2,0.8566986998304127,0.7845298662144338,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,3,0.8771433955153571,0.8617863199547766,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,4,0.8666855097041644,0.8925946862634258,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,5,0.8976351987940456,0.9064443188241944,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,6,0.8904748445449407,0.8934426229508197,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.8762012436404748,0.9138873186357641,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,8,0.8862822687017147,0.8913698888260788,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,9,0.8863764838892029,0.8988128886376484,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,10,0.8700772564537403,0.8979649519502544,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,1,0.7355850763143018,0.8231580930846053,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,2,0.720840399472395,0.8723855285472017,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,3,0.8774260410778217,0.9055963821368004,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,4,0.8562276238929716,0.9188336159788958,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,5,0.8697475032975317,0.9339551535707556,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,6,0.8649896363293762,0.9381006218202373,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.8716789146410402,0.9364989636329377,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,8,0.8470887507066138,0.9135104578858112,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,9,0.8638119464857736,0.9237799133220275,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,10,0.8714433766723196,0.9254757866968155,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,1,0.7873563218390804,0.8190126248351233,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,2,0.8191068400226117,0.8402581496137178,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,3,0.8743169398907104,0.8379027699265121,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,4,0.8557565479555305,0.8347936687394008,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,5,0.855144149236857,0.8393631053325795,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,6,0.8587714339551535,0.8427548520821556,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.8530714151121161,0.8452044469568495,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,1,0.5490861126813642,0.5472018089315998,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,2,0.7761447145279821,0.7305445637836819,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,3,0.8102506123987188,0.8124175617109479,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,4,0.8412474090823441,0.8350292067081213,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,5,0.8135481439608064,0.8532127378933485,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,6,0.8460052760504992,0.8532127378933484,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,7,0.8280572828339927,0.882136800452233,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,8,0.8379027699265121,0.8724326361409458,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,9,0.8776144714527983,0.8534953834558132,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,10,0.8734218956095723,0.9131335971358583,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,1,0.5729225551158847,0.4934049368758244,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,2,0.7711513095911061,0.7302619182212172,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,3,0.7535330695308083,0.7593744111550782,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,4,0.8138307895232711,0.7958356887130205,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,5,0.775343885434332,0.7809025814961371,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,6,0.7940456001507442,0.7917844356510269,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,7,0.8097795364612775,0.800263802524967,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,8,0.787167891464104,0.7944224609006971,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,9,0.7982381759939703,0.7927265875259091,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,10,0.8202374222724702,0.7932918786508385,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,1,0.7719050310910118,0.7582909364989636,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,2,0.7125965705671755,0.7841058978707367,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,3,0.785472018089316,0.8358771433955152,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,4,0.8037026568682871,0.8291878650838513,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,5,0.8499152063312606,0.8414358394573205,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,6,0.8490672696438666,0.8306010928961749,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,7,0.8264085170529488,0.8327209346146598,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,1,0.4526097606934238,0.48337101940832866,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,2,0.5847936687394008,0.6332673827020916,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,3,0.7165065008479368,0.7852835877143396,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,4,0.6778311663840211,0.7515545505935556,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,5,0.9058319201055212,0.933295647258338,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,6,0.8891558319201056,0.93159977388355,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.9173732805728283,0.9541172036932355,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,8,0.9116261541360468,0.9478047861315244,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,9,0.9366873940079141,0.9523271151309591,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,10,0.9460146975692482,0.9426229508196721,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,1,0.8908988128886377,0.8530243075183719,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,2,0.8907574901074053,0.8894384774825702,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,3,0.8920293951384963,0.9109666478236291,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,4,0.9091765592613528,0.9115319389485584,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,5,0.9055021669493122,0.9067269643866591,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,6,0.904654230261918,0.9016393442622951,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.8860938383267383,0.8979649519502544,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,8,0.9038062935745241,0.8925004710759374,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,9,0.893631053325796,0.8917467495760316,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,10,0.8898153382325231,0.8942905596382136,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,1,0.9124269832296966,0.9210476728848691,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,2,0.905879027699265,0.9055492745430563,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,3,0.9284906726964388,0.914735255323158,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,4,0.9226493310721688,0.9415865837573018,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,5,0.8945732052006784,0.9157716223855286,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,6,0.8745524778594309,0.8994252873563219,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.8921707179197287,0.9190691539476163,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,1,0.4970793291878651,0.5213868475598267,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,2,0.5125306199359336,0.5066892783116638,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,3,0.5432447710570945,0.5251554550593557,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,4,0.7964480874316939,0.7683248539664594,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,5,0.8315903523648012,0.8212266817410966,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,6,0.885528547201809,0.8921236103259845,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,7,0.9178443565102694,0.898247597512719,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,8,0.9030996796683625,0.8859054079517618,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,9,0.8916525343885434,0.8969285848878839,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,10,0.8965988317316751,0.8985302430751837,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,1,0.6133408705483323,0.6762766157904654,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,2,0.7459016393442622,0.8248539664593934,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,3,0.6842849067269644,0.8539664593932542,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,4,0.8091671377426042,0.8815715093273035,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,5,0.8248539664593931,0.9136046730732994,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,6,0.875023553796872,0.8770491803278688,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,7,0.8550028264556245,0.9040889391369887,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,8,0.9044657998869416,0.8934426229508197,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,9,0.8873186357640852,0.8810062182023741,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,10,0.8904748445449406,0.9170435274166195,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,1,0.7311098549086114,0.7853778029018278,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,2,0.7726116449971735,0.8126530996796684,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,3,0.8126530996796684,0.8163745995854532,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,4,0.8597135858300358,0.8631995477671002,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,5,0.8696061805162992,0.8873186357640852,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,6,0.8539664593932541,0.9157716223855286,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,7,0.921047672884869,0.9309402675711325,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,1,0.7387412850951572,0.7657810439042774,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,2,0.7520727341247408,0.822215941209723,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,3,0.8509986809873752,0.8458639532692669,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,4,0.8257961183342756,0.8700772564537403,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,5,0.8310721688336159,0.8662144337667232,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,6,0.8725739589221783,0.8469474279253817,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.9016393442622952,0.8850574712643677,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,8,0.881288863764839,0.8859054079517619,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,9,0.8964575089504427,0.8888260787638969,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,10,0.8966459393254193,0.8951384963256077,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,1,0.49764462031279444,0.5124364047484454,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,2,0.6348219332956473,0.5535142264933108,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,3,0.6755228942905597,0.6990766911626154,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,4,0.8258432259280196,0.8025249670246843,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,5,0.817552289429056,0.8243357829282081,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,6,0.8659788957980027,0.9067269643866591,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.8452515545505936,0.888543433201432,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,8,0.8615978895798003,0.8654607122668174,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,9,0.8843979649519502,0.856792915017901,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,10,0.8633879781420765,0.856416054267948,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,1,0.5762200866779725,0.5269455436216318,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,2,0.8354060674580742,0.8491614848313547,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,3,0.877143395515357,0.8680045223289993,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,4,0.8650838515168645,0.8341812700207273,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,5,0.8741285095157338,0.8694177501413229,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,6,0.8439325419257584,0.8520821556434897,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.8591482947051063,0.8503862822687016,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,1,0.49641982287544756,0.5158752590917656,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,2,0.49943470887507063,0.5032504239683436,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,3,0.7315809308460525,0.7147164122856604,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,4,0.7291313359713586,0.7266817410966648,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,5,0.7776050499340494,0.7949877520256264,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,6,0.7766157904654231,0.7862728471829659,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,7,0.8021481062747314,0.7898059167137742,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,8,0.8009233088373846,0.8392688901450913,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,9,0.8258432259280195,0.8299415865837573,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,10,0.8303184473337102,0.7995100810250612,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,1,0.7115130959110609,0.5905407951761824,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,2,0.6933295647258337,0.6097606934237799,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,3,0.7324288675334465,0.6700584134162427,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,4,0.7397776521575279,0.7163180704729601,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,5,0.7607405313736574,0.689184096476352,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,6,0.7198040324100246,0.7362916902204636,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,7,0.7560297719992463,0.7333710194083286,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,8,0.8591482947051065,0.7866026003391746,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,9,0.8105332579611833,0.8061051441492368,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,10,0.8196250235537967,0.7776050499340494,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,1,0.529583568871302,0.5495571886188053,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,2,0.7009609949123798,0.700207273412474,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,3,0.6918692293197665,0.782551347277181,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,4,0.7389297154701338,0.7593744111550782,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,5,0.8049745618993782,0.8236291690220464,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,6,0.7995100810250612,0.8320614283022422,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,7,0.8051629922743546,0.8671094780478614,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,1,0.6926700584134162,0.7451479178443564,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,2,0.8585358959864331,0.821744865272282,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,3,0.8730921424533635,0.8760128132654983,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,4,0.8526474467684191,0.8908045977011494,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,5,0.8818541548897683,0.8765781043904277,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,6,0.8761541360467308,0.8841624269832297,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.8916525343885434,0.8894855850763144,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,8,0.8809120030148859,0.8850574712643677,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,9,0.8724797437346901,0.8896740154512908,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,10,0.8863764838892029,0.8944789900131902,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,1,0.48954211418880733,0.47098172225362733,0.01,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,2,0.8797814207650273,0.8599491237987564,0.01,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,3,0.8750706613906161,0.8544375353306954,0.01,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,4,0.9134633502920672,0.8824194460146976,0.01,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,5,0.9137931034482758,0.8897211230450348,0.01,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,6,0.90456001507443,0.8708309779536461,0.01,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.9173732805728283,0.8656491426417938,0.01,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,8,0.8697946108912755,0.8622573958922177,0.01,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,9,0.9191633691351047,0.8976823063877897,0.01,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,10,0.9002732240437159,0.8933484077633316,0.01,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,1,0.8637648388920294,0.8498680987375165,0.005,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,2,0.8596193706425477,0.8806764650461654,0.005,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,3,0.8605615225174299,0.8602788769549652,0.005,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,4,0.9069153947616355,0.8418127002072734,0.005,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,5,0.8820425852647448,0.8643772376107028,0.005,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,6,0.8597135858300358,0.8946674203881666,0.005,8,svae,cardiotocography
32,8,3,relu,Dense,128,16,0.1,7,0.8773318258903335,0.8864706990766911,0.005,8,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,1,0.7051064631618617,0.7366685509704164,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,2,0.6979461089127568,0.7628603730921425,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,3,0.7328999434708875,0.7654041831543246,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,4,0.7435933672508008,0.7931034482758621,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,1024,16,0.1,5,0.7199924627850008,0.7959299039005088,0.05,8,svae,cardiotocography
