hidden,latent,layers,nonlinearity,layertype,β,method,anomaliesSeen,auc,ar,i,model,dataset
32,3,3,relu,Dense,0.1,lklh,5,0.5883188812995527,0.005,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.8134153627541216,0.05,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.814933229989181,0.05,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.8144810993234187,0.05,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.8109932341875374,0.05,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.8189539634097112,0.05,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.683072550824331,0.01,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.6592226582053642,0.01,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.6747242810315038,0.01,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.6706228099920877,0.01,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.6890309870981285,0.01,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.7111207996253774,0.005,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.70918309677211,0.005,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.7048555603998126,0.005,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.712493339146442,0.005,5,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.7147055499039222,0.005,5,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.6507129131747647,0.05,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.6468375074682298,0.05,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.6595456086809088,0.05,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.6567197920198937,0.05,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.6617578194383891,0.05,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.2644479968996754,0.01,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.28254937105394884,0.01,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.3394209497973486,0.01,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.3650955126031423,0.01,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.36826042726347913,0.01,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.6732225613202214,0.005,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.69012901871498,0.005,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.6821036993976973,0.005,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.696749503463644,0.005,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.7165948101858579,0.005,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.8343264060456328,0.05,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.8399457443201086,0.05,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.8250577273975036,0.05,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.8354405851862617,0.05,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.8325824734776922,0.05,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.37835262962424704,0.01,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.388154176557025,0.01,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.398537034345783,0.01,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.40393030728737744,0.01,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.40646546852040244,0.01,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.8163703596053545,0.005,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.8231523195917906,0.005,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.8276413312018602,0.005,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.8346977990925091,0.005,6,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.8257520709199244,0.005,6,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.24705711379160006,0.05,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.25295095997028855,0.05,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.2519821085436548,0.05,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.2892021508501671,0.05,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.3526134767233444,0.05,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.582828723215295,0.01,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.6002357538471474,0.01,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.6833793537760984,0.01,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.769041967414297,0.01,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.7958307093607195,0.01,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.2709715965056758,0.005,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.2923509179867267,0.005,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.3199308885982335,0.005,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.3638683007960729,0.005,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.44392772368357314,0.005,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.353146345007993,0.05,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.3530333123415524,0.05,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.3400022606533288,0.05,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.35458347462416634,0.05,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.35581068643123576,0.05,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.6070177138335835,0.01,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.6054675515509697,0.01,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.5947940383342215,0.01,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.5842174102601366,0.01,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.5936960067173699,0.01,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.717579809136269,0.005,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.7221495583652248,0.005,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.7156421062830014,0.005,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.7176605467551551,0.005,7,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.7244425067415912,0.005,7,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.7698009010318269,0.05,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.8037429960115616,0.05,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.7855447367146248,0.05,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.8062943047683637,0.05,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.8193253564565873,0.05,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.7577387007702369,0.01,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.8088294660013886,0.01,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.8170647031277752,0.01,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.8412213986985095,0.01,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.8409791858418512,0.01,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.7024657268807828,0.005,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.7322256132022155,0.005,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.7477595310759096,0.005,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.7756140095916292,0.005,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.8050347979137399,0.005,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.776243763018941,0.05,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.766070823039287,0.05,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.7773256471120153,0.05,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.7779715480631044,0.05,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.7757593373056242,0.05,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.8584508065688127,0.01,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.8514750762970499,0.01,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.8403332848907621,0.01,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.8303702627202117,0.01,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.8371683702304252,0.01,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.4453810008235237,0.005,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.4411503495938898,0.005,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.4424905940673997,0.005,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.4400523179770382,0.005,8,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.43977781007282535,0.005,8,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.8738716917760662,0.05,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.861648016276704,0.05,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.8726121849214423,0.05,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.8629398181788822,0.05,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.8638117844628527,0.05,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.7673626249414652,0.01,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.7917130907975262,0.01,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.8118006103763987,0.01,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.8110578242826462,0.01,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.8126079865652602,0.01,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.7151738280934619,0.005,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.7161911220914272,0.005,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.7394435563306366,0.005,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.7484700221221077,0.005,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.7590950927675242,0.005,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.922992459106396,0.05,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.9184227098774402,0.05,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.9236706551050395,0.05,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.9218298373944355,0.05,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.9197306593033958,0.05,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.8235398601624441,0.01,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.8185825703628349,0.01,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.8170647031277753,0.01,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.8520725346768072,0.01,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.8493597506822329,0.01,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.7604676322885885,0.005,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.7667974616092623,0.005,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.7618240242858757,0.005,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.7726267176928417,0.005,9,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.7580455037220042,0.005,9,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.8389123027983659,0.05,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.8327278011916872,0.05,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.8371360751828707,0.05,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.8351660772820487,0.05,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.8383794345137173,0.05,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.6266531027466938,0.01,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.6550888921183937,0.01,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.6637278173392109,0.01,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.6844127952978412,0.01,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.6922927869011287,0.01,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.7323870884399877,0.005,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,2,0.7371667554780474,0.005,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,3,0.8059229117214874,0.005,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,4,0.8432075441231087,0.005,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,5,0.86009785399409,0.005,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.8712396454003778,0.05,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.8601140015178672,0.05,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.857498102665956,0.05,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.8616157212291494,0.05,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.8561901532400007,0.05,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.8040820940108835,0.01,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.7754686818776342,0.01,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.7982205428797493,0.01,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.7863682604272635,0.01,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.7878376850909914,0.01,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,1,0.6944565550872773,0.005,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,2,0.7213421821763633,0.005,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,3,0.7250561126451258,0.005,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,4,0.723796605790502,0.005,10,svae,page-blocks
32,3,3,relu,Dense,0.1,wass,5,0.7319511052980026,0.005,10,svae,page-blocks
32,3,3,relu,Dense,0.1,lklh,1,0.7602368941456135,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,2,0.7662121869332522,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,3,0.7733606795337257,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,4,0.7770083575544163,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,5,0.7813450983472741,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,6,0.7843429910276684,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,7,0.7829144879076743,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,8,0.7855879148465277,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,9,0.7864272564884609,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,10,0.8092764755506525,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,1,0.4477183227511963,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,2,0.5343916608888994,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,3,0.6191771207251638,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,4,0.6601076201633257,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,5,0.6388943915242717,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,6,0.648114341727319,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,7,0.7259502576941073,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,8,0.7296064742869439,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,9,0.7262525231480691,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,10,0.7333181915987281,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,1,0.3887372817967888,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,2,0.4007100676596457,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,3,0.4941297316497546,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,4,0.542740676733074,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,5,0.6414312013087924,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,6,0.6423559286721836,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,7,0.6673782143454843,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,8,0.7118547827958018,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,9,0.7590218553292644,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,10,0.7561776569474947,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,1,0.456596730068411,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,2,0.46159691791699825,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,3,0.45706378996478686,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,4,0.4593555427287228,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,5,0.45777334531010394,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,6,0.45972867833149467,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,7,0.452061040544556,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,8,0.4476448910307423,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,9,0.4441850615972594,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,10,0.4449245019450867,0.05,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,1,0.6329882611710139,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,2,0.637049206083562,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,3,0.6399121893240525,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,4,0.6343595558576313,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,5,0.6343040551386834,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,6,0.6337849099522181,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,7,0.6353722305141245,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,8,0.6364984681801571,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,9,0.635729996687034,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,10,0.6301210086444504,0.01,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,1,0.4368709206971574,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,2,0.44238427673170777,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,3,0.4487480745519812,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,4,0.44965572477108096,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,5,0.45350576695162725,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,6,0.4595920611771617,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,7,0.4605321579704155,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,8,0.46132112203668857,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,9,0.4641977669926124,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,wass,10,0.4662000621608052,0.005,1,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,1,0.5494408942958923,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,2,0.5799884900047475,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,3,0.6619818367493314,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,4,0.706401196766272,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,5,0.7194182500025615,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,6,0.7227508547110718,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,7,0.7492895907974685,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,8,0.7637915017299146,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,9,0.7620539022982421,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,10,0.782288610569386,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,1,0.45736947084760704,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,2,0.5030132621102569,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,3,0.5223710590220261,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,4,0.5372776982741838,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,5,0.5495544573054316,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,6,0.5402935219560844,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,7,0.557960681582983,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,8,0.5784148311582744,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,9,0.6322556516809034,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,10,0.7074890108576484,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,1,0.6129414014870778,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,2,0.6197543282022208,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,3,0.6178322956121985,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,4,0.6375777436993876,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,5,0.6928334056265775,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,6,0.7186694172253739,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,7,0.7286749160658358,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,8,0.7278603362831254,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,9,0.7282940957481326,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,10,0.7515992745629105,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,1,0.6446698817236987,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,2,0.6554233594841337,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,3,0.6560850988254341,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,4,0.6605456489144059,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,5,0.6614268295598538,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,6,0.6681885248421219,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,7,0.6704521003179764,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,8,0.6755316968875198,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,9,0.6782572091164627,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,10,0.6860392637701553,0.05,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,1,0.30657060203764486,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,2,0.31122583157154127,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,3,0.3050814750554153,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,4,0.3018803643579506,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,5,0.3006764256853912,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,6,0.30253954212760725,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,7,0.2934066853604473,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,8,0.2923402176994354,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,9,0.2928064237385968,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,10,0.2933469153554266,0.01,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,1,0.7309641072581279,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,2,0.734358189686088,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,3,0.7346852169992725,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,4,0.7329817718561831,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,5,0.7342514575342652,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,6,0.7300265720365178,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,7,0.723241822609456,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,8,0.7196590377370735,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,9,0.7193209102800993,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,wass,10,0.7209304311295849,0.005,2,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,1,0.5883673908514322,0.05,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,2,0.5931566759680179,0.05,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,3,0.6013904210882239,0.05,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,4,0.627123115964056,0.05,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,5,0.6320917110957037,0.05,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,6,0.6269753986659334,0.05,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,7,0.6212835864735357,0.05,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,8,0.6203417819658525,0.05,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,9,0.6208600732951034,0.05,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,10,0.6128722390526966,0.05,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,1,0.3160663481210018,0.01,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,2,0.422620043785798,0.01,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,3,0.4986884753184034,0.01,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,4,0.49339114515914195,0.01,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,5,0.5942683980614025,0.01,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,6,0.6250371427888344,0.01,3,svae,pendigits
32,3,3,relu,Dense,0.1,lklh,7,0.6155456659915501,0.01,3,svae,pendigits
