hidden,latent,layers,nonlinearity,layertype,β,method,anomaliesSeen,auc,ar,i,model,dataset
32,3,3,relu,Dense,0.1,wass,2,0.6859504132231404,0.05,6,svae,sonar
32,3,3,relu,Dense,0.1,wass,3,0.71900826446281,0.05,6,svae,sonar
32,3,3,relu,Dense,0.1,wass,4,0.6983471074380165,0.05,6,svae,sonar
32,3,3,relu,Dense,0.1,wass,5,0.6694214876033058,0.05,6,svae,sonar
32,3,3,relu,Dense,0.1,wass,1,0.896694214876033,0.01,6,svae,sonar
32,3,3,relu,Dense,0.1,wass,1,0.8677685950413222,0.005,6,svae,sonar
32,3,3,relu,Dense,0.1,lklh,1,0.5495867768595042,0.05,7,svae,sonar
32,3,3,relu,Dense,0.1,lklh,2,0.5785123966942148,0.05,7,svae,sonar
32,3,3,relu,Dense,0.1,lklh,3,0.6363636363636364,0.05,7,svae,sonar
32,3,3,relu,Dense,0.1,lklh,4,0.6611570247933884,0.05,7,svae,sonar
32,3,3,relu,Dense,0.1,lklh,5,0.8347107438016529,0.05,7,svae,sonar
32,3,3,relu,Dense,0.1,lklh,1,0.7603305785123967,0.01,7,svae,sonar
32,3,3,relu,Dense,0.1,lklh,1,0.8636363636363636,0.005,7,svae,sonar
32,3,3,relu,Dense,0.1,wass,1,0.8636363636363638,0.05,7,svae,sonar
32,3,3,relu,Dense,0.1,wass,2,0.9008264462809917,0.05,7,svae,sonar
32,3,3,relu,Dense,0.1,wass,3,0.8842975206611571,0.05,7,svae,sonar
32,3,3,relu,Dense,0.1,wass,4,0.8760330578512396,0.05,7,svae,sonar
32,3,3,relu,Dense,0.1,wass,5,0.884297520661157,0.05,7,svae,sonar
32,3,3,relu,Dense,0.1,wass,1,0.756198347107438,0.01,7,svae,sonar
32,3,3,relu,Dense,0.1,wass,1,0.8099173553719008,0.005,7,svae,sonar
32,3,3,relu,Dense,0.1,lklh,1,0.6033057851239669,0.05,8,svae,sonar
32,3,3,relu,Dense,0.1,lklh,2,0.6074380165289256,0.05,8,svae,sonar
32,3,3,relu,Dense,0.1,lklh,3,0.6528925619834711,0.05,8,svae,sonar
32,3,3,relu,Dense,0.1,lklh,4,0.640495867768595,0.05,8,svae,sonar
32,3,3,relu,Dense,0.1,lklh,5,0.6859504132231404,0.05,8,svae,sonar
32,3,3,relu,Dense,0.1,lklh,1,0.6528925619834711,0.01,8,svae,sonar
32,3,3,relu,Dense,0.1,lklh,1,0.6859504132231405,0.005,8,svae,sonar
32,3,3,relu,Dense,0.1,wass,1,0.5371900826446281,0.05,8,svae,sonar
32,3,3,relu,Dense,0.1,wass,2,0.5578512396694215,0.05,8,svae,sonar
32,3,3,relu,Dense,0.1,wass,3,0.5826446280991734,0.05,8,svae,sonar
32,3,3,relu,Dense,0.1,wass,4,0.5991735537190083,0.05,8,svae,sonar
32,3,3,relu,Dense,0.1,wass,5,0.5826446280991735,0.05,8,svae,sonar
32,3,3,relu,Dense,0.1,wass,1,0.8553719008264463,0.01,8,svae,sonar
32,3,3,relu,Dense,0.1,wass,1,0.5661157024793388,0.005,8,svae,sonar
32,3,3,relu,Dense,0.1,lklh,1,0.8057851239669421,0.05,9,svae,sonar
32,3,3,relu,Dense,0.1,lklh,2,0.7644628099173553,0.05,9,svae,sonar
32,3,3,relu,Dense,0.1,lklh,3,0.8181818181818181,0.05,9,svae,sonar
32,3,3,relu,Dense,0.1,lklh,4,0.8099173553719008,0.05,9,svae,sonar
32,3,3,relu,Dense,0.1,lklh,5,0.8099173553719008,0.05,9,svae,sonar
32,3,3,relu,Dense,0.1,lklh,1,0.7851239669421487,0.01,9,svae,sonar
32,3,3,relu,Dense,0.1,lklh,1,0.8181818181818181,0.005,9,svae,sonar
32,3,3,relu,Dense,0.1,wass,1,0.5082644628099173,0.05,9,svae,sonar
32,3,3,relu,Dense,0.1,wass,2,0.5165289256198347,0.05,9,svae,sonar
32,3,3,relu,Dense,0.1,wass,3,0.5330578512396694,0.05,9,svae,sonar
32,3,3,relu,Dense,0.1,wass,4,0.5537190082644627,0.05,9,svae,sonar
32,3,3,relu,Dense,0.1,wass,5,0.5495867768595041,0.05,9,svae,sonar
32,3,3,relu,Dense,0.1,wass,1,0.6983471074380165,0.01,9,svae,sonar
32,3,3,relu,Dense,0.1,wass,1,0.71900826446281,0.005,9,svae,sonar
32,3,3,relu,Dense,0.1,lklh,1,0.7148760330578512,0.05,10,svae,sonar
32,3,3,relu,Dense,0.1,lklh,2,0.7561983471074379,0.05,10,svae,sonar
32,3,3,relu,Dense,0.1,lklh,3,0.8016528925619835,0.05,10,svae,sonar
32,3,3,relu,Dense,0.1,lklh,4,0.7892561983471075,0.05,10,svae,sonar
32,3,3,relu,Dense,0.1,lklh,5,0.8016528925619835,0.05,10,svae,sonar
32,3,3,relu,Dense,0.1,lklh,1,0.6983471074380165,0.01,10,svae,sonar
32,3,3,relu,Dense,0.1,lklh,1,0.6900826446280992,0.005,10,svae,sonar
32,3,3,relu,Dense,0.1,wass,1,0.6239669421487604,0.05,10,svae,sonar
32,3,3,relu,Dense,0.1,wass,2,0.6942148760330578,0.05,10,svae,sonar
32,3,3,relu,Dense,0.1,wass,3,0.640495867768595,0.05,10,svae,sonar
32,3,3,relu,Dense,0.1,wass,4,0.6818181818181819,0.05,10,svae,sonar
32,3,3,relu,Dense,0.1,wass,5,0.7148760330578512,0.05,10,svae,sonar
32,3,3,relu,Dense,0.1,wass,1,0.6859504132231404,0.01,10,svae,sonar
32,3,3,relu,Dense,0.1,wass,1,0.6239669421487604,0.005,10,svae,sonar
32,3,3,relu,Dense,0.1,lklh,1,0.9710659646334195,0.05,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9684140230037308,0.05,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9714412654259664,0.05,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9719407466278119,0.05,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9752880985495729,0.05,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.945283352098373,0.01,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9535841225688237,0.01,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9583664481091463,0.01,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9646913702894231,0.01,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9709997350817936,0.01,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9531260348367442,0.005,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9510204870079696,0.005,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9573647261408039,0.005,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9575882508775416,0.005,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9668300328940106,0.005,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.8176645252444975,0.05,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.8225875885820253,0.05,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.8322874583305737,0.05,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.8303530035101663,0.05,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.839649976819657,0.05,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9259636399761573,0.01,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9282513190719032,0.01,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.9282071660374859,0.01,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9345790008168311,0.01,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9335938362363954,0.01,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.945073625184891,0.005,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9471874517076186,0.005,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.9490032452480297,0.005,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9547265823343709,0.005,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9523285206525818,0.005,1,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9653536658056825,0.05,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9676109896902665,0.05,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9689107446409253,0.05,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9721145992008301,0.05,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9728514029626686,0.05,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9566362010729188,0.01,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9527617723028015,0.01,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9645920259619842,0.01,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9657262070335785,0.01,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9727161842947656,0.01,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9433075038081994,0.005,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9462657571141577,0.005,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9467817957039097,0.005,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9449687617281498,0.005,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.950556880146588,0.005,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.874724043534892,0.05,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.8772876790957458,0.05,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.893202088438528,0.05,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.8978712718281564,0.05,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9033186524493896,0.05,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9542629754729893,0.01,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9575772126189372,0.01,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.9562415833278142,0.01,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9570087423008146,0.01,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9610818597258096,0.01,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.46293076804203365,0.005,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.4675778749144535,0.005,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.46677208203633797,0.005,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.460579618959313,0.005,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.46262169680111265,0.005,2,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9737317040863633,0.05,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9722746539505928,0.05,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9762235909662891,0.05,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9796316533103737,0.05,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9758676071262998,0.05,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9720373313905999,0.01,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.978135969269488,0.01,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9709417842241208,0.01,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9719379870631608,0.01,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9754978254630549,0.01,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9725064573812835,0.005,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9777910236881029,0.005,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9816378568117095,0.005,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9808210256749895,0.005,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.981590944212641,0.005,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9541608715808994,0.05,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9548314457911119,0.05,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.953799368611608,0.05,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9605796189593131,0.05,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9644899220698943,0.05,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9667279290019207,0.01,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9713805550036426,0.01,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.9730500916175464,0.01,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9752743007263174,0.01,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9734364306686977,0.01,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9712425767710886,0.005,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9684112634390798,0.005,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.9728707199152262,0.005,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9738006932026403,0.005,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.978853456078769,0.005,3,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.7908112016248317,0.05,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.8496589178091265,0.05,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9010475307415502,0.05,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9314110205973906,0.05,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9371536746362894,0.05,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9487824800759433,0.01,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9546575932180938,0.01,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9669624919972626,0.01,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.96659822946332,0.01,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9717641344901429,0.01,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9460532706360244,0.005,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9551487957259862,0.005,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9657648409386935,0.005,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9713032871934124,0.005,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9738641631896152,0.005,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9279091330551693,0.05,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9290074397862994,0.05,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.9248322184692142,0.05,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.926322383380798,0.05,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9310357198048437,0.05,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9606679250281476,0.01,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9612529527341767,0.01,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.9601077334039783,0.01,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9597158752235249,0.01,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9632729540587677,0.01,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9136339051151291,0.005,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9195062586926287,0.005,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.919925712519593,0.005,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9227183919464865,0.005,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9243079011855089,0.005,4,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9171854648210698,0.05,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9521519085149127,0.05,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9703374395655342,0.05,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9727713755877874,0.05,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9784698765922687,0.05,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.938919796012981,0.01,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9468314678676292,0.01,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9459898006490496,0.01,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9540173742190432,0.01,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9569783870896528,0.01,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.968993531580458,0.005,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9722167030929201,0.005,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9733288076473056,0.005,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9715433693180564,0.005,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9730749276994062,0.005,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9708231229441242,0.05,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9664409342782082,0.05,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.9708727951078439,0.05,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.966432655584255,0.05,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9732680972249819,0.05,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.957604808265448,0.01,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.958796940194715,0.01,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.9599062851844493,0.01,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9649756054484845,0.01,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9650694306466212,0.01,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9117380841998367,0.005,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9185321323707973,0.005,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.919409673929841,0.005,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9301443804225445,0.005,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9320760756783011,0.005,5,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9658641852661324,0.05,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.966945934609356,0.05,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9701332317813542,0.05,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9743305296156479,0.05,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9762318696602426,0.05,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.7971471620637128,0.01,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.8840127381504294,0.01,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9372999315627967,0.01,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9626410137536702,0.01,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9692280945757998,0.01,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9481146654303816,0.005,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9528307614190785,0.005,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9571549992273218,0.005,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9641891295229265,0.005,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9667555246484315,0.005,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.8941734551957082,0.05,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9056477250149018,0.05,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.9037739806168178,0.05,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9042265492195951,0.05,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9122099697551713,0.05,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9623512594653068,0.01,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9603698920458309,0.01,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.9649176545908118,0.01,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9670425193721439,0.01,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9670314811135395,0.01,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9539566637967194,0.005,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9566941519305914,0.005,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.9586782789147182,0.005,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9600497825463056,0.005,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9594895909221361,0.005,6,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9529245866172152,0.05,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9473116321169173,0.05,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9565120206636202,0.05,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9641863699582754,0.05,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9526679471046647,0.05,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9655413162019559,0.01,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9643988564364085,0.01,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9676082301256154,0.01,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9704285051990199,0.01,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9707237786166855,0.01,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.8992317372011391,0.005,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9111447777998543,0.005,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9331274698103628,0.005,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9551791509371482,0.005,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9576130869594013,0.005,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.8765039627348389,0.05,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.8709710356094224,0.05,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.8785791553524516,0.05,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.8888088615140075,0.05,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.893166214098064,0.05,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9442733514360774,0.01,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9451426143011679,0.01,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.9497869616089366,0.01,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9531287944013953,0.01,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9514951321279556,0.01,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.8888585336777269,0.005,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.8933262688478265,0.005,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.8963673090933175,0.005,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.8968281563900479,0.005,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9068150208623087,0.005,7,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9755778528379363,0.05,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9708865929310992,0.05,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9782822261959954,0.05,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9828023930944655,0.05,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.981825507207983,0.05,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.9649314524140672,0.01,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.9704036691171601,0.01,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.9658917809126433,0.01,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.9658586661368302,0.01,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9637558778727069,0.01,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,1,0.8552028831931474,0.005,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,2,0.8743790979535069,0.005,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,3,0.8876801995717156,0.005,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,4,0.90326898028567,0.005,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,lklh,5,0.9067460317460319,0.005,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9300064021899905,0.05,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,2,0.9316786983685453,0.05,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,3,0.9361602313619004,0.05,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,4,0.9353047663200654,0.05,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,5,0.9403823652780536,0.05,8,svae,statlog-satimage
32,3,3,relu,Dense,0.1,wass,1,0.9599973508179349,0.01,8,svae,statlog-satimage
