hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,aucpxv,aucf2,aucf3,ar,i,κ,anom_sel,model,dataset
32,8,3,relu,Dense,256,0,0.5,7,0.9123208180635202,0.8795224547370291,0.9036396517628735,0.05,1,5.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,7,0.9123208180635202,0.8726736660188736,0.8970256737787281,0.05,1,10.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,7,0.9123208180635202,0.8654918729870317,0.8799510910587487,0.05,1,50.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,8,0.9123208180635202,0.8205627602129861,0.902605630676016,0.05,1,0.5,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,8,0.9123208180635202,0.8337232614613252,0.9024331515186703,0.05,1,1.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,8,0.9123208180635202,0.8809501039998087,0.9012744672784838,0.05,1,3.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,8,0.9123208180635202,0.8825954868523066,0.8994233048372718,0.05,1,5.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,8,0.9123208180635202,0.8741260771408763,0.8950182554672477,0.05,1,10.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,8,0.9123208180635202,0.8680551523452043,0.8816109894838946,0.05,1,50.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,9,0.9123208180635202,0.7979628674574524,0.9039555789322686,0.05,1,0.5,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,9,0.9123208180635202,0.8104582139356328,0.9035107193234718,0.05,1,1.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,9,0.9123208180635202,0.8673455969998873,0.901475977581125,0.05,1,3.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,9,0.9123208180635202,0.8760011475840964,0.8992627796809306,0.05,1,5.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,9,0.9123208180635202,0.8699481537899307,0.8941157283914354,0.05,1,10.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,9,0.9123208180635202,0.8642008408785851,0.87932692143489,0.05,1,50.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,10,0.9123208180635202,0.7916648166427018,0.9014939085826312,0.05,1,0.5,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,10,0.9123208180635202,0.8032969134769407,0.9013052061382087,0.05,1,1.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,10,0.9123208180635202,0.8558612174637708,0.8999535501675269,0.05,1,3.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,10,0.9123208180635202,0.8735642390936817,0.8982979210284538,0.05,1,5.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,10,0.9123208180635202,0.872308215131033,0.8942438069736226,0.05,1,10.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,10,0.9123208180635202,0.867032231402136,0.8805795299686805,0.05,1,50.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,1,0.91092476151768,0.6897509810819396,0.7126164234312082,0.05,2,0.5,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,1,0.91092476151768,0.6914168565075873,0.7151421330719392,0.05,2,1.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,1,0.91092476151768,0.7023701368562343,0.7225664215527223,0.05,2,3.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,1,0.91092476151768,0.7116592494936627,0.7266324896085576,0.05,2,5.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,1,0.91092476151768,0.7211831728651008,0.7300897574703967,0.05,2,10.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,1,0.91092476151768,0.7239676012418499,0.7274137689598995,0.05,2,50.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,2,0.91092476151768,0.733548733046665,0.7503722817455574,0.05,2,0.5,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,2,0.91092476151768,0.7307122193798264,0.7498693598461691,0.05,2,1.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,2,0.91092476151768,0.7248854977475248,0.7477825328137327,0.05,2,3.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,2,0.91092476151768,0.7248095044554269,0.745706805925086,0.05,2,5.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,2,0.91092476151768,0.7280814853017019,0.7426517048113146,0.05,2,10.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,2,0.91092476151768,0.7319477507693254,0.7376028471014963,0.05,2,50.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,3,0.91092476151768,0.7714301083715578,0.7471891020495989,0.05,2,0.5,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,3,0.91092476151768,0.7667595094077988,0.7489249937668423,0.05,2,1.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,3,0.91092476151768,0.7545613052402925,0.754109614773779,0.05,2,3.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,3,0.91092476151768,0.7509793742251246,0.7569691825854112,0.05,2,5.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,3,0.91092476151768,0.7496157642534385,0.7599559751220162,0.05,2,10.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,3,0.91092476151768,0.7499018064203231,0.7581244513967397,0.05,2,50.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,4,0.91092476151768,0.7678934317887625,0.735921602245986,0.05,2,0.5,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,4,0.91092476151768,0.7638674950220126,0.7373577900809115,0.05,2,1.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,4,0.91092476151768,0.7509588816519747,0.7411062232529229,0.05,2,3.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,4,0.91092476151768,0.7459151470854438,0.7428617536861017,0.05,2,5.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,4,0.91092476151768,0.742703790101404,0.7446155764048512,0.05,2,10.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,4,0.91092476151768,0.7396153885562641,0.7428130838248705,0.05,2,50.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,5,0.91092476151768,0.770950240616963,0.8091876744003361,0.05,2,0.5,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,5,0.91092476151768,0.7702876474184481,0.8091261966808863,0.05,2,1.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,5,0.91092476151768,0.779598106486241,0.808076806164166,0.05,2,3.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,5,0.91092476151768,0.7850183920844019,0.8064476465987451,0.05,2,5.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,5,0.91092476151768,0.7836803978291533,0.8021390830939686,0.05,2,10.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,5,0.91092476151768,0.7775300643125254,0.7859832507368788,0.05,2,50.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,6,0.91092476151768,0.7612376148011024,0.8217086365949541,0.05,2,0.5,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,6,0.91092476151768,0.7693902434859232,0.8216838747357311,0.05,2,1.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,6,0.91092476151768,0.785854318297477,0.8207045005106066,0.05,2,3.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,6,0.91092476151768,0.786233430900751,0.8189037156450548,0.05,2,5.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,6,0.91092476151768,0.784938983363446,0.8137728876426369,0.05,2,10.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,6,0.91092476151768,0.7817797116694958,0.7940231702693749,0.05,2,50.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,7,0.91092476151768,0.7765353206575384,0.8427075470731482,0.05,2,0.5,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,7,0.91092476151768,0.7840338947159899,0.8425914224919652,0.05,2,1.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,7,0.91092476151768,0.8047527400278016,0.8415241009737389,0.05,2,3.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,7,0.91092476151768,0.8086753600715874,0.8400802284238822,0.05,2,5.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,7,0.91092476151768,0.8093012374098754,0.8363420415384457,0.05,2,10.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,7,0.91092476151768,0.8062743135841852,0.818956654792359,0.05,2,50.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,8,0.91092476151768,0.738162123577047,0.844795227962799,0.05,2,0.5,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,8,0.91092476151768,0.7508939885036665,0.844167642910082,0.05,2,1.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,8,0.91092476151768,0.7812477586248117,0.8419100444347295,0.05,2,3.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,8,0.91092476151768,0.7901603202306098,0.8394731359443148,0.05,2,5.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,8,0.91092476151768,0.7965207026220247,0.8338325551847918,0.05,2,10.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,8,0.91092476151768,0.798438465925974,0.8132144650243007,0.05,2,50.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,9,0.91092476151768,0.7646829286619374,0.8124588013893965,0.05,2,0.5,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,9,0.91092476151768,0.7775266488836671,0.8126406729761022,0.05,2,1.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,9,0.91092476151768,0.797849304447913,0.8123264535211363,0.05,2,3.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,9,0.91092476151768,0.7990447045483267,0.8112147314277517,0.05,2,5.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,9,0.91092476151768,0.7978458890190547,0.8077856408539938,0.05,2,10.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,9,0.91092476151768,0.7913480356160921,0.7960152191509926,0.05,2,50.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,10,0.91092476151768,0.7660542233485547,0.8017411856319738,0.05,2,0.5,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,10,0.91092476151768,0.7770604428445058,0.8018436484977236,0.05,2,1.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,10,0.91092476151768,0.8017557012046218,0.8016891003418845,0.05,2,3.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,10,0.91092476151768,0.8039236446724433,0.801227163588796,0.05,2,5.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,10,0.91092476151768,0.8015857836189201,0.7997508444647852,0.05,2,10.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,10,0.91092476151768,0.7923461946999375,0.7937627438189276,0.05,2,50.0,rnd,svae,pendigits
32,8,3,relu,Dense,256,0,0.5,1,0.913,0.6725,0.579,0.05,1,0.5,rnd,svae,pima-indians
32,8,3,relu,Dense,256,0,0.5,1,0.913,0.6735,0.5805,0.05,1,1.0,rnd,svae,pima-indians
32,8,3,relu,Dense,256,0,0.5,1,0.913,0.6795,0.5899999999999999,0.05,1,3.0,rnd,svae,pima-indians
32,8,3,relu,Dense,256,0,0.5,1,0.913,0.68,0.599,0.05,1,5.0,rnd,svae,pima-indians
32,8,3,relu,Dense,256,0,0.5,1,0.913,0.6759999999999999,0.613,0.05,1,10.0,rnd,svae,pima-indians
32,8,3,relu,Dense,256,0,0.5,1,0.913,0.6675,0.647,0.05,1,50.0,rnd,svae,pima-indians
32,8,3,relu,Dense,256,0,0.5,2,0.913,0.774,0.7414999999999999,0.05,1,0.5,rnd,svae,pima-indians
32,8,3,relu,Dense,256,0,0.5,2,0.913,0.782,0.7409999999999999,0.05,1,1.0,rnd,svae,pima-indians
32,8,3,relu,Dense,256,0,0.5,2,0.913,0.7815000000000001,0.7430000000000001,0.05,1,3.0,rnd,svae,pima-indians
32,8,3,relu,Dense,256,0,0.5,2,0.913,0.7805,0.7494999999999999,0.05,1,5.0,rnd,svae,pima-indians
32,8,3,relu,Dense,256,0,0.5,2,0.913,0.782,0.75,0.05,1,10.0,rnd,svae,pima-indians
32,8,3,relu,Dense,256,0,0.5,2,0.913,0.778,0.7685,0.05,1,50.0,rnd,svae,pima-indians
32,8,3,relu,Dense,256,0,0.5,3,0.913,0.8714999999999999,0.8225,0.05,1,0.5,rnd,svae,pima-indians
