hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,f1,auc,rsTrn,rsTst,knnauc,knnprec,knnrecall,ar,i,model,dataset,mpwmutualinf,varOfDists,knn5auc,knn9auc,knn15auc,knnsqrtauc,knn5a3auc,knn5a5auc,knn5a9auc,knn5asqrtauc
32,8,3,relu,Dense,1024,16,0.1,9,0.48,0.9021497405485545,0.10456902848387413,0.28472972050641243,0.9308747220163084,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7948536217849137,717.66877845867,0.9195700518902892,0.9184581171237954,0.921423276501112,0.9206819866567828,0.9258710155670867,0.9258710155670867,0.9236471460340994,0.9243884358784284
32,8,3,relu,Dense,1024,16,0.1,10,0.30434782608695654,0.8947368421052632,0.10456902848387413,0.28472972050641243,0.9308747220163084,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7948536217849137,717.66877845867,0.9195700518902892,0.9184581171237954,0.921423276501112,0.9206819866567828,0.9258710155670867,0.9258710155670867,0.9236471460340994,0.9243884358784284
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.5252038547071904,0.10002475030406978,0.42802145552450827,0.808932542624166,1.0,0.21052631578947367,0.01,1,svae,breast-cancer-wisconsin,0.8047857781149732,137.98587904220136,0.9318013343217197,0.9277242401779097,0.9255003706449223,0.924017790956264,0.9321719792438843,0.9318013343217197,0.9277242401779097,0.924017790956264
32,8,3,relu,Dense,1024,16,0.1,2,0.04878048780487805,0.5715344699777614,0.10002475030406978,0.42802145552450827,0.808932542624166,1.0,0.21052631578947367,0.01,1,svae,breast-cancer-wisconsin,0.8047857781149732,137.98587904220136,0.9318013343217197,0.9277242401779097,0.9255003706449223,0.924017790956264,0.9321719792438843,0.9318013343217197,0.9277242401779097,0.924017790956264
32,8,3,relu,Dense,1024,16,0.1,3,0.0,0.7381393624907339,0.10002475030406978,0.42802145552450827,0.808932542624166,1.0,0.21052631578947367,0.01,1,svae,breast-cancer-wisconsin,0.8047857781149732,137.98587904220136,0.9318013343217197,0.9277242401779097,0.9255003706449223,0.924017790956264,0.9321719792438843,0.9318013343217197,0.9277242401779097,0.924017790956264
32,8,3,relu,Dense,1024,16,0.1,1,0.05128205128205128,0.6634544106745738,0.08922009673560945,0.4991731294789322,0.5526315789473684,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.8018723222763947,NaN,0.9325426241660489,0.9280948851000742,0.9255003706449222,0.9255003706449223,0.933283914010378,0.9325426241660489,0.9280948851000742,0.9255003706449223
32,8,3,relu,Dense,128,16,0.1,1,0.34782608695652173,0.8385841363973313,0.11416229793532334,0.23876156077045826,0.8923276501111935,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7799073271394812,500.92391841935165,0.9010378057820608,0.9084507042253521,0.913639733135656,0.9151223128243144,0.9373610081541883,0.9332839140103781,0.9306893995552261,0.9310600444773907
32,8,3,relu,Dense,128,16,0.1,2,0.30434782608695654,0.9014084507042253,0.11416229793532334,0.23876156077045826,0.8923276501111935,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7799073271394812,500.92391841935165,0.9010378057820608,0.9084507042253521,0.913639733135656,0.9151223128243144,0.9373610081541883,0.9332839140103781,0.9306893995552261,0.9310600444773907
32,8,3,relu,Dense,128,16,0.1,3,0.2608695652173913,0.9212379540400297,0.11416229793532334,0.23876156077045826,0.8923276501111935,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7799073271394812,500.92391841935165,0.9010378057820608,0.9084507042253521,0.913639733135656,0.9151223128243144,0.9373610081541883,0.9332839140103781,0.9306893995552261,0.9310600444773907
32,8,3,relu,Dense,128,16,0.1,4,0.3404255319148936,0.9091919940696813,0.11416229793532334,0.23876156077045826,0.8923276501111935,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7799073271394812,500.92391841935165,0.9010378057820608,0.9084507042253521,0.913639733135656,0.9151223128243144,0.9373610081541883,0.9332839140103781,0.9306893995552261,0.9310600444773907
32,8,3,relu,Dense,128,16,0.1,5,0.40816326530612246,0.9288361749444033,0.11416229793532334,0.23876156077045826,0.8923276501111935,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7799073271394812,500.92391841935165,0.9010378057820608,0.9084507042253521,0.913639733135656,0.9151223128243144,0.9373610081541883,0.9332839140103781,0.9306893995552261,0.9310600444773907
32,8,3,relu,Dense,128,16,0.1,6,0.6181818181818182,0.9649740548554484,0.11416229793532334,0.23876156077045826,0.8923276501111935,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7799073271394812,500.92391841935165,0.9010378057820608,0.9084507042253521,0.913639733135656,0.9151223128243144,0.9373610081541883,0.9332839140103781,0.9306893995552261,0.9310600444773907
32,8,3,relu,Dense,128,16,0.1,7,0.6101694915254238,0.9590437361008155,0.11416229793532334,0.23876156077045826,0.8923276501111935,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7799073271394812,500.92391841935165,0.9010378057820608,0.9084507042253521,0.913639733135656,0.9151223128243144,0.9373610081541883,0.9332839140103781,0.9306893995552261,0.9310600444773907
32,8,3,relu,Dense,128,16,0.1,8,0.631578947368421,0.9703484062268346,0.11416229793532334,0.23876156077045826,0.8923276501111935,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7799073271394812,500.92391841935165,0.9010378057820608,0.9084507042253521,0.913639733135656,0.9151223128243144,0.9373610081541883,0.9332839140103781,0.9306893995552261,0.9310600444773907
32,8,3,relu,Dense,128,16,0.1,9,0.5357142857142857,0.9699777613046701,0.11416229793532334,0.23876156077045826,0.8923276501111935,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7799073271394812,500.92391841935165,0.9010378057820608,0.9084507042253521,0.913639733135656,0.9151223128243144,0.9373610081541883,0.9332839140103781,0.9306893995552261,0.9310600444773907
32,8,3,relu,Dense,128,16,0.1,10,0.576271186440678,0.9655300222386953,0.11416229793532334,0.23876156077045826,0.8923276501111935,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7799073271394812,500.92391841935165,0.9010378057820608,0.9084507042253521,0.913639733135656,0.9151223128243144,0.9373610081541883,0.9332839140103781,0.9306893995552261,0.9310600444773907
32,8,3,relu,Dense,128,16,0.1,1,0.4166666666666667,0.8574870274277242,0.10540020047005665,0.5392694792734847,0.8159747961452929,1.0,0.21052631578947367,0.01,1,svae,breast-cancer-wisconsin,0.8095735097538199,39.376542301949186,0.9306893995552261,0.9280948851000741,0.9269829503335805,0.927353595255745,0.9329132690882135,0.9306893995552261,0.9280948851000741,0.927353595255745
32,8,3,relu,Dense,128,16,0.1,2,0.3111111111111111,0.8869532987398072,0.10540020047005665,0.5392694792734847,0.8159747961452929,1.0,0.21052631578947367,0.01,1,svae,breast-cancer-wisconsin,0.8095735097538199,39.376542301949186,0.9306893995552261,0.9280948851000741,0.9269829503335805,0.927353595255745,0.9329132690882135,0.9306893995552261,0.9280948851000741,0.927353595255745
32,8,3,relu,Dense,128,16,0.1,3,0.6071428571428571,0.9232765011119348,0.10540020047005665,0.5392694792734847,0.8159747961452929,1.0,0.21052631578947367,0.01,1,svae,breast-cancer-wisconsin,0.8095735097538199,39.376542301949186,0.9306893995552261,0.9280948851000741,0.9269829503335805,0.927353595255745,0.9329132690882135,0.9306893995552261,0.9280948851000741,0.927353595255745
32,8,3,relu,Dense,128,16,0.1,1,0.5185185185185185,0.7813194959229058,0.10887947299794866,0.5255844484489256,0.5878428465530022,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.800675284589463,NaN,0.935137138621201,0.9318013343217197,0.9318013343217199,0.9325426241660489,0.939214232765011,0.935137138621201,0.9318013343217197,0.9325426241660489
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.5915492957746479,0.1103806180042504,0.23026053333565863,0.9358784284655302,0.9,0.23684210526315788,0.05,1,svae,breast-cancer-wisconsin,0.775072920956312,200.21978503852665,0.9073387694588584,0.912898443291327,0.9166048925129726,0.9166048925129726,0.9292068198665677,0.927353595255745,0.9262416604892513,0.929206819866568
32,8,3,relu,Dense,1024,16,0.1,2,0.14634146341463414,0.6588213491475167,0.1103806180042504,0.23026053333565863,0.9358784284655302,0.9,0.23684210526315788,0.05,1,svae,breast-cancer-wisconsin,0.775072920956312,200.21978503852665,0.9073387694588584,0.912898443291327,0.9166048925129726,0.9166048925129726,0.9292068198665677,0.927353595255745,0.9262416604892513,0.929206819866568
32,8,3,relu,Dense,1024,16,0.1,3,0.14634146341463414,0.6849518161601186,0.1103806180042504,0.23026053333565863,0.9358784284655302,0.9,0.23684210526315788,0.05,1,svae,breast-cancer-wisconsin,0.775072920956312,200.21978503852665,0.9073387694588584,0.912898443291327,0.9166048925129726,0.9166048925129726,0.9292068198665677,0.927353595255745,0.9262416604892513,0.929206819866568
32,8,3,relu,Dense,1024,16,0.1,4,0.26666666666666666,0.7090437361008154,0.1103806180042504,0.23026053333565863,0.9358784284655302,0.9,0.23684210526315788,0.05,1,svae,breast-cancer-wisconsin,0.775072920956312,200.21978503852665,0.9073387694588584,0.912898443291327,0.9166048925129726,0.9166048925129726,0.9292068198665677,0.927353595255745,0.9262416604892513,0.929206819866568
32,8,3,relu,Dense,1024,16,0.1,5,0.19047619047619047,0.7729799851742031,0.1103806180042504,0.23026053333565863,0.9358784284655302,0.9,0.23684210526315788,0.05,1,svae,breast-cancer-wisconsin,0.775072920956312,200.21978503852665,0.9073387694588584,0.912898443291327,0.9166048925129726,0.9166048925129726,0.9292068198665677,0.927353595255745,0.9262416604892513,0.929206819866568
32,8,3,relu,Dense,1024,16,0.1,6,0.19047619047619047,0.8165307635285397,0.1103806180042504,0.23026053333565863,0.9358784284655302,0.9,0.23684210526315788,0.05,1,svae,breast-cancer-wisconsin,0.775072920956312,200.21978503852665,0.9073387694588584,0.912898443291327,0.9166048925129726,0.9166048925129726,0.9292068198665677,0.927353595255745,0.9262416604892513,0.929206819866568
32,8,3,relu,Dense,1024,16,0.1,7,0.2727272727272727,0.8600815418828761,0.1103806180042504,0.23026053333565863,0.9358784284655302,0.9,0.23684210526315788,0.05,1,svae,breast-cancer-wisconsin,0.775072920956312,200.21978503852665,0.9073387694588584,0.912898443291327,0.9166048925129726,0.9166048925129726,0.9292068198665677,0.927353595255745,0.9262416604892513,0.929206819866568
32,8,3,relu,Dense,1024,16,0.1,8,0.30434782608695654,0.8346923647146034,0.1103806180042504,0.23026053333565863,0.9358784284655302,0.9,0.23684210526315788,0.05,1,svae,breast-cancer-wisconsin,0.775072920956312,200.21978503852665,0.9073387694588584,0.912898443291327,0.9166048925129726,0.9166048925129726,0.9292068198665677,0.927353595255745,0.9262416604892513,0.929206819866568
32,8,3,relu,Dense,1024,16,0.1,9,0.26666666666666666,0.8799110452186806,0.1103806180042504,0.23026053333565863,0.9358784284655302,0.9,0.23684210526315788,0.05,1,svae,breast-cancer-wisconsin,0.775072920956312,200.21978503852665,0.9073387694588584,0.912898443291327,0.9166048925129726,0.9166048925129726,0.9292068198665677,0.927353595255745,0.9262416604892513,0.929206819866568
32,8,3,relu,Dense,1024,16,0.1,10,0.3333333333333333,0.9080800593031875,0.1103806180042504,0.23026053333565863,0.9358784284655302,0.9,0.23684210526315788,0.05,1,svae,breast-cancer-wisconsin,0.775072920956312,200.21978503852665,0.9073387694588584,0.912898443291327,0.9166048925129726,0.9166048925129726,0.9292068198665677,0.927353595255745,0.9262416604892513,0.929206819866568
32,8,3,relu,Dense,1024,16,0.1,1,0.05128205128205128,0.519644180874722,0.1084829052156668,0.46926710503992153,0.6578947368421053,1.0,0.21052631578947367,0.01,1,svae,breast-cancer-wisconsin,0.7892582521026471,110.67176539999662,0.9329132690882136,0.9295774647887325,0.9284655300222386,0.9303187546330616,0.9355077835433654,0.9329132690882136,0.9295774647887325,0.9303187546330616
32,8,3,relu,Dense,1024,16,0.1,2,0.0,0.5789473684210527,0.1084829052156668,0.46926710503992153,0.6578947368421053,1.0,0.21052631578947367,0.01,1,svae,breast-cancer-wisconsin,0.7892582521026471,110.67176539999662,0.9329132690882136,0.9295774647887325,0.9284655300222386,0.9303187546330616,0.9355077835433654,0.9329132690882136,0.9295774647887325,0.9303187546330616
32,8,3,relu,Dense,1024,16,0.1,3,0.0,0.5789473684210527,0.1084829052156668,0.46926710503992153,0.6578947368421053,1.0,0.21052631578947367,0.01,1,svae,breast-cancer-wisconsin,0.7892582521026471,110.67176539999662,0.9329132690882136,0.9295774647887325,0.9284655300222386,0.9303187546330616,0.9355077835433654,0.9329132690882136,0.9295774647887325,0.9303187546330616
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.5322461082283173,0.09695094687084908,0.561342159131233,0.5,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.8026751003971471,NaN,0.9347664936990363,0.9310600444773907,0.9303187546330616,0.9310600444773907,0.9369903632320238,0.9347664936990363,0.9310600444773907,0.9310600444773907
32,8,3,relu,Dense,128,16,0.1,1,0.0,0.7049666419570053,0.09669313888113402,0.294398348469446,0.9332839140103781,1.0,0.2631578947368421,0.05,1,svae,breast-cancer-wisconsin,0.754744051555596,136.13952352538485,0.8977020014825796,0.9028910303928837,0.9054855448480357,0.9062268346923648,0.9147516679021497,0.9158636026686434,0.9158636026686434,0.9151223128243144
32,8,3,relu,Dense,128,16,0.1,2,0.14634146341463414,0.751297257227576,0.09669313888113402,0.294398348469446,0.9332839140103781,1.0,0.2631578947368421,0.05,1,svae,breast-cancer-wisconsin,0.754744051555596,136.13952352538485,0.8977020014825796,0.9028910303928837,0.9054855448480357,0.9062268346923648,0.9147516679021497,0.9158636026686434,0.9158636026686434,0.9151223128243144
32,8,3,relu,Dense,128,16,0.1,3,0.23255813953488372,0.960711638250556,0.09669313888113402,0.294398348469446,0.9332839140103781,1.0,0.2631578947368421,0.05,1,svae,breast-cancer-wisconsin,0.754744051555596,136.13952352538485,0.8977020014825796,0.9028910303928837,0.9054855448480357,0.9062268346923648,0.9147516679021497,0.9158636026686434,0.9158636026686434,0.9151223128243144
32,8,3,relu,Dense,128,16,0.1,4,0.3404255319148936,0.9321719792438844,0.09669313888113402,0.294398348469446,0.9332839140103781,1.0,0.2631578947368421,0.05,1,svae,breast-cancer-wisconsin,0.754744051555596,136.13952352538485,0.8977020014825796,0.9028910303928837,0.9054855448480357,0.9062268346923648,0.9147516679021497,0.9158636026686434,0.9158636026686434,0.9151223128243144
32,8,3,relu,Dense,128,16,0.1,5,0.48,0.9625648628613788,0.09669313888113402,0.294398348469446,0.9332839140103781,1.0,0.2631578947368421,0.05,1,svae,breast-cancer-wisconsin,0.754744051555596,136.13952352538485,0.8977020014825796,0.9028910303928837,0.9054855448480357,0.9062268346923648,0.9147516679021497,0.9158636026686434,0.9158636026686434,0.9151223128243144
32,8,3,relu,Dense,128,16,0.1,6,0.6666666666666666,0.9531134173461825,0.09669313888113402,0.294398348469446,0.9332839140103781,1.0,0.2631578947368421,0.05,1,svae,breast-cancer-wisconsin,0.754744051555596,136.13952352538485,0.8977020014825796,0.9028910303928837,0.9054855448480357,0.9062268346923648,0.9147516679021497,0.9158636026686434,0.9158636026686434,0.9151223128243144
32,8,3,relu,Dense,128,16,0.1,7,0.711864406779661,0.9822090437361007,0.09669313888113402,0.294398348469446,0.9332839140103781,1.0,0.2631578947368421,0.05,1,svae,breast-cancer-wisconsin,0.754744051555596,136.13952352538485,0.8977020014825796,0.9028910303928837,0.9054855448480357,0.9062268346923648,0.9147516679021497,0.9158636026686434,0.9158636026686434,0.9151223128243144
32,8,3,relu,Dense,128,16,0.1,8,0.7333333333333333,0.9859154929577465,0.09669313888113402,0.294398348469446,0.9332839140103781,1.0,0.2631578947368421,0.05,1,svae,breast-cancer-wisconsin,0.754744051555596,136.13952352538485,0.8977020014825796,0.9028910303928837,0.9054855448480357,0.9062268346923648,0.9147516679021497,0.9158636026686434,0.9158636026686434,0.9151223128243144
32,8,3,relu,Dense,128,16,0.1,9,0.7333333333333333,0.9955522609340253,0.09669313888113402,0.294398348469446,0.9332839140103781,1.0,0.2631578947368421,0.05,1,svae,breast-cancer-wisconsin,0.754744051555596,136.13952352538485,0.8977020014825796,0.9028910303928837,0.9054855448480357,0.9062268346923648,0.9147516679021497,0.9158636026686434,0.9158636026686434,0.9151223128243144
32,8,3,relu,Dense,128,16,0.1,10,0.711864406779661,0.9807264640474426,0.09669313888113402,0.294398348469446,0.9332839140103781,1.0,0.2631578947368421,0.05,1,svae,breast-cancer-wisconsin,0.754744051555596,136.13952352538485,0.8977020014825796,0.9028910303928837,0.9054855448480357,0.9062268346923648,0.9147516679021497,0.9158636026686434,0.9158636026686434,0.9151223128243144
32,8,3,relu,Dense,128,16,0.1,1,0.1,0.8587842846553002,0.10064323367766442,0.463168608479622,0.890659747961453,1.0,0.23684210526315788,0.01,1,svae,breast-cancer-wisconsin,0.793295789327825,81.76511281513474,0.916234247590808,0.9173461823573017,0.9169755374351372,0.9169755374351372,0.9140103780578206,0.916234247590808,0.9173461823573017,0.9169755374351372
32,8,3,relu,Dense,128,16,0.1,2,0.4166666666666667,0.9040029651593774,0.10064323367766442,0.463168608479622,0.890659747961453,1.0,0.23684210526315788,0.01,1,svae,breast-cancer-wisconsin,0.793295789327825,81.76511281513474,0.916234247590808,0.9173461823573017,0.9169755374351372,0.9169755374351372,0.9140103780578206,0.916234247590808,0.9173461823573017,0.9169755374351372
32,8,3,relu,Dense,128,16,0.1,3,0.5384615384615384,0.9273535952557449,0.10064323367766442,0.463168608479622,0.890659747961453,1.0,0.23684210526315788,0.01,1,svae,breast-cancer-wisconsin,0.793295789327825,81.76511281513474,0.916234247590808,0.9173461823573017,0.9169755374351372,0.9169755374351372,0.9140103780578206,0.916234247590808,0.9173461823573017,0.9169755374351372
32,8,3,relu,Dense,128,16,0.1,1,0.34782608695652173,0.8611934766493698,0.09729103588792058,0.6933610168224276,0.6252779836916235,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.7905398493569276,NaN,0.9232765011119348,0.9210526315789473,0.9195700518902892,0.9188287620459601,0.9240177909562639,0.9232765011119348,0.9210526315789473,0.9188287620459601
32,8,3,relu,Dense,1024,16,0.1,1,0.23255813953488372,0.6842105263157895,0.10612902315974998,0.3062786560691683,0.9486656782802074,0.8333333333333334,0.2631578947368421,0.05,1,svae,breast-cancer-wisconsin,0.7703995651601895,447.9894694700598,0.8939955522609341,0.8977020014825797,0.9043736100815418,0.9043736100815418,0.9080800593031875,0.9125277983691623,0.9158636026686434,0.9169755374351372
