hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,f1,auc,rsTrn,rsTst,knnauc,knnprec,knnrecall,ar,i,model,dataset,mpwmutualinf,varOfDists,knn5auc,knn9auc,knn15auc,knnsqrtauc,knn5a3auc,knn5a5auc,knn5a9auc,knn5asqrtauc
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.5263157894736842,0.09707424870103873,0.6522709404752048,0.6447368421052632,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.7951319660762819,NaN,0.899184581171238,0.8995552260934025,0.899184581171238,0.899184581171238,0.9051148999258709,0.899184581171238,0.8995552260934025,0.899184581171238
32,8,3,relu,Dense,128,16,0.1,1,0.4166666666666667,0.9210526315789473,0.11548029310818725,0.26036948071713456,0.9458858413639734,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7741831442494786,192.61207257800774,0.9329132690882134,0.9355077835433654,0.9373610081541882,0.9377316530763529,0.9436619718309859,0.9462564862861379,0.9440326167531504,0.9440326167531504
32,8,3,relu,Dense,128,16,0.1,2,0.34782608695652173,0.9329132690882136,0.11548029310818725,0.26036948071713456,0.9458858413639734,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7741831442494786,192.61207257800774,0.9329132690882134,0.9355077835433654,0.9373610081541882,0.9377316530763529,0.9436619718309859,0.9462564862861379,0.9440326167531504,0.9440326167531504
32,8,3,relu,Dense,128,16,0.1,3,0.4166666666666667,0.9399555226093403,0.11548029310818725,0.26036948071713456,0.9458858413639734,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7741831442494786,192.61207257800774,0.9329132690882134,0.9355077835433654,0.9373610081541882,0.9377316530763529,0.9436619718309859,0.9462564862861379,0.9440326167531504,0.9440326167531504
32,8,3,relu,Dense,128,16,0.1,4,0.4166666666666667,0.9621942179392141,0.11548029310818725,0.26036948071713456,0.9458858413639734,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7741831442494786,192.61207257800774,0.9329132690882134,0.9355077835433654,0.9373610081541882,0.9377316530763529,0.9436619718309859,0.9462564862861379,0.9440326167531504,0.9440326167531504
32,8,3,relu,Dense,128,16,0.1,5,0.5384615384615384,0.91234247590808,0.11548029310818725,0.26036948071713456,0.9458858413639734,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7741831442494786,192.61207257800774,0.9329132690882134,0.9355077835433654,0.9373610081541882,0.9377316530763529,0.9436619718309859,0.9462564862861379,0.9440326167531504,0.9440326167531504
32,8,3,relu,Dense,128,16,0.1,6,0.4166666666666667,0.9644180874722015,0.11548029310818725,0.26036948071713456,0.9458858413639734,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7741831442494786,192.61207257800774,0.9329132690882134,0.9355077835433654,0.9373610081541882,0.9377316530763529,0.9436619718309859,0.9462564862861379,0.9440326167531504,0.9440326167531504
32,8,3,relu,Dense,128,16,0.1,7,0.5925925925925926,0.9662713120830244,0.11548029310818725,0.26036948071713456,0.9458858413639734,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7741831442494786,192.61207257800774,0.9329132690882134,0.9355077835433654,0.9373610081541882,0.9377316530763529,0.9436619718309859,0.9462564862861379,0.9440326167531504,0.9440326167531504
32,8,3,relu,Dense,128,16,0.1,8,0.5384615384615384,0.9833209785025945,0.11548029310818725,0.26036948071713456,0.9458858413639734,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7741831442494786,192.61207257800774,0.9329132690882134,0.9355077835433654,0.9373610081541882,0.9377316530763529,0.9436619718309859,0.9462564862861379,0.9440326167531504,0.9440326167531504
32,8,3,relu,Dense,128,16,0.1,9,0.5555555555555556,0.9903632320237212,0.11548029310818725,0.26036948071713456,0.9458858413639734,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7741831442494786,192.61207257800774,0.9329132690882134,0.9355077835433654,0.9373610081541882,0.9377316530763529,0.9436619718309859,0.9462564862861379,0.9440326167531504,0.9440326167531504
32,8,3,relu,Dense,128,16,0.1,10,0.7,0.9951816160118606,0.11548029310818725,0.26036948071713456,0.9458858413639734,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7741831442494786,192.61207257800774,0.9329132690882134,0.9355077835433654,0.9373610081541882,0.9377316530763529,0.9436619718309859,0.9462564862861379,0.9440326167531504,0.9440326167531504
32,8,3,relu,Dense,128,16,0.1,1,0.5098039215686274,0.9195700518902892,0.10925825171002575,0.4237767285967078,0.792624166048925,1.0,0.2631578947368421,0.01,1,svae,breast-cancer-wisconsin,0.8026905459792365,197.69760552927715,0.9473684210526315,0.9440326167531504,0.9455151964418087,0.9447739065974796,0.9429206819866567,0.9473684210526315,0.9440326167531504,0.9447739065974796
32,8,3,relu,Dense,128,16,0.1,2,0.5384615384615384,0.9944403261675314,0.10925825171002575,0.4237767285967078,0.792624166048925,1.0,0.2631578947368421,0.01,1,svae,breast-cancer-wisconsin,0.8026905459792365,197.69760552927715,0.9473684210526315,0.9440326167531504,0.9455151964418087,0.9447739065974796,0.9429206819866567,0.9473684210526315,0.9440326167531504,0.9447739065974796
32,8,3,relu,Dense,128,16,0.1,3,0.6896551724137931,0.9746108228317273,0.10925825171002575,0.4237767285967078,0.792624166048925,1.0,0.2631578947368421,0.01,1,svae,breast-cancer-wisconsin,0.8026905459792365,197.69760552927715,0.9473684210526315,0.9440326167531504,0.9455151964418087,0.9447739065974796,0.9429206819866567,0.9473684210526315,0.9440326167531504,0.9447739065974796
32,8,3,relu,Dense,128,16,0.1,1,0.14634146341463414,0.714047442550037,0.10134743790903909,0.5240535728974056,0.5394736842105263,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.7924033214483994,NaN,0.9481097108969607,0.9458858413639732,0.9462564862861378,0.9455151964418087,0.946997776130467,0.9481097108969607,0.9458858413639732,0.9455151964418087
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.5048183839881393,0.11156084480473356,0.3014452172247196,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7530272506846514,348.49873424589845,0.9329132690882134,0.9373610081541882,0.938472942920682,0.938472942920682,0.9403261675315049,0.9429206819866567,0.9432913269088212,0.9425500370644921
32,8,3,relu,Dense,1024,16,0.1,2,0.05128205128205128,0.5822831727205338,0.11156084480473356,0.3014452172247196,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7530272506846514,348.49873424589845,0.9329132690882134,0.9373610081541882,0.938472942920682,0.938472942920682,0.9403261675315049,0.9429206819866567,0.9432913269088212,0.9425500370644921
32,8,3,relu,Dense,1024,16,0.1,3,0.13953488372093023,0.5663454410674573,0.11156084480473356,0.3014452172247196,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7530272506846514,348.49873424589845,0.9329132690882134,0.9373610081541882,0.938472942920682,0.938472942920682,0.9403261675315049,0.9429206819866567,0.9432913269088212,0.9425500370644921
32,8,3,relu,Dense,1024,16,0.1,4,0.0,0.5155670867309118,0.11156084480473356,0.3014452172247196,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7530272506846514,348.49873424589845,0.9329132690882134,0.9373610081541882,0.938472942920682,0.938472942920682,0.9403261675315049,0.9429206819866567,0.9432913269088212,0.9425500370644921
32,8,3,relu,Dense,1024,16,0.1,5,0.2727272727272727,0.668272794662713,0.11156084480473356,0.3014452172247196,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7530272506846514,348.49873424589845,0.9329132690882134,0.9373610081541882,0.938472942920682,0.938472942920682,0.9403261675315049,0.9429206819866567,0.9432913269088212,0.9425500370644921
32,8,3,relu,Dense,1024,16,0.1,6,0.1,0.7351742031134172,0.11156084480473356,0.3014452172247196,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7530272506846514,348.49873424589845,0.9329132690882134,0.9373610081541882,0.938472942920682,0.938472942920682,0.9403261675315049,0.9429206819866567,0.9432913269088212,0.9425500370644921
32,8,3,relu,Dense,1024,16,0.1,7,0.18604651162790697,0.7220163083765752,0.11156084480473356,0.3014452172247196,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7530272506846514,348.49873424589845,0.9329132690882134,0.9373610081541882,0.938472942920682,0.938472942920682,0.9403261675315049,0.9429206819866567,0.9432913269088212,0.9425500370644921
32,8,3,relu,Dense,1024,16,0.1,8,0.19047619047619047,0.7338769458858413,0.11156084480473356,0.3014452172247196,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7530272506846514,348.49873424589845,0.9329132690882134,0.9373610081541882,0.938472942920682,0.938472942920682,0.9403261675315049,0.9429206819866567,0.9432913269088212,0.9425500370644921
32,8,3,relu,Dense,1024,16,0.1,9,0.14634146341463414,0.7833580429948109,0.11156084480473356,0.3014452172247196,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7530272506846514,348.49873424589845,0.9329132690882134,0.9373610081541882,0.938472942920682,0.938472942920682,0.9403261675315049,0.9429206819866567,0.9432913269088212,0.9425500370644921
32,8,3,relu,Dense,1024,16,0.1,10,0.5098039215686274,0.8306152705707932,0.11156084480473356,0.3014452172247196,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7530272506846514,348.49873424589845,0.9329132690882134,0.9373610081541882,0.938472942920682,0.938472942920682,0.9403261675315049,0.9429206819866567,0.9432913269088212,0.9425500370644921
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.6130467012601928,0.11334698066183803,0.5610795418362656,0.7194217939214232,1.0,0.10526315789473684,0.01,1,svae,breast-cancer-wisconsin,0.7886265431753665,102.16967612473509,0.946997776130467,0.9455151964418087,0.9455151964418087,0.9444032616753151,0.9458858413639732,0.946997776130467,0.9455151964418087,0.9444032616753151
32,8,3,relu,Dense,1024,16,0.1,2,0.14634146341463414,0.5804299481097108,0.11334698066183803,0.5610795418362656,0.7194217939214232,1.0,0.10526315789473684,0.01,1,svae,breast-cancer-wisconsin,0.7886265431753665,102.16967612473509,0.946997776130467,0.9455151964418087,0.9455151964418087,0.9444032616753151,0.9458858413639732,0.946997776130467,0.9455151964418087,0.9444032616753151
32,8,3,relu,Dense,1024,16,0.1,3,0.05128205128205128,0.6249073387694589,0.11334698066183803,0.5610795418362656,0.7194217939214232,1.0,0.10526315789473684,0.01,1,svae,breast-cancer-wisconsin,0.7886265431753665,102.16967612473509,0.946997776130467,0.9455151964418087,0.9455151964418087,0.9444032616753151,0.9458858413639732,0.946997776130467,0.9455151964418087,0.9444032616753151
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.49295774647887325,0.10369608876241793,0.653047095619747,0.49295774647887325,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.7963822768010774,NaN,0.946997776130467,0.944403261675315,0.9444032616753151,0.944403261675315,0.9455151964418087,0.946997776130467,0.944403261675315,0.944403261675315
32,8,3,relu,Dense,128,16,0.1,1,0.14634146341463414,0.9438472942920682,0.11274481367865878,0.29773748340201756,0.9722016308376574,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7801407676136113,214.86707395718543,0.9184581171237953,0.9195700518902891,0.9214232765011119,0.9214232765011119,0.9273535952557449,0.9299481097108969,0.9295774647887324,0.9288361749444032
32,8,3,relu,Dense,128,16,0.1,2,0.23255813953488372,0.9677538917716827,0.11274481367865878,0.29773748340201756,0.9722016308376574,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7801407676136113,214.86707395718543,0.9184581171237953,0.9195700518902891,0.9214232765011119,0.9214232765011119,0.9273535952557449,0.9299481097108969,0.9295774647887324,0.9288361749444032
32,8,3,relu,Dense,128,16,0.1,3,0.3111111111111111,0.9684951816160119,0.11274481367865878,0.29773748340201756,0.9722016308376574,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7801407676136113,214.86707395718543,0.9184581171237953,0.9195700518902891,0.9214232765011119,0.9214232765011119,0.9273535952557449,0.9299481097108969,0.9295774647887324,0.9288361749444032
32,8,3,relu,Dense,128,16,0.1,4,0.4489795918367347,0.9836916234247591,0.11274481367865878,0.29773748340201756,0.9722016308376574,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7801407676136113,214.86707395718543,0.9184581171237953,0.9195700518902891,0.9214232765011119,0.9214232765011119,0.9273535952557449,0.9299481097108969,0.9295774647887324,0.9288361749444032
32,8,3,relu,Dense,128,16,0.1,5,0.5660377358490566,0.983506300963677,0.11274481367865878,0.29773748340201756,0.9722016308376574,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7801407676136113,214.86707395718543,0.9184581171237953,0.9195700518902891,0.9214232765011119,0.9214232765011119,0.9273535952557449,0.9299481097108969,0.9295774647887324,0.9288361749444032
32,8,3,relu,Dense,128,16,0.1,6,0.631578947368421,0.9762787249814677,0.11274481367865878,0.29773748340201756,0.9722016308376574,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7801407676136113,214.86707395718543,0.9184581171237953,0.9195700518902891,0.9214232765011119,0.9214232765011119,0.9273535952557449,0.9299481097108969,0.9295774647887324,0.9288361749444032
32,8,3,relu,Dense,128,16,0.1,7,0.6779661016949152,0.9925871015567087,0.11274481367865878,0.29773748340201756,0.9722016308376574,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7801407676136113,214.86707395718543,0.9184581171237953,0.9195700518902891,0.9214232765011119,0.9214232765011119,0.9273535952557449,0.9299481097108969,0.9295774647887324,0.9288361749444032
32,8,3,relu,Dense,128,16,0.1,8,0.6551724137931034,0.9955522609340252,0.11274481367865878,0.29773748340201756,0.9722016308376574,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7801407676136113,214.86707395718543,0.9184581171237953,0.9195700518902891,0.9214232765011119,0.9214232765011119,0.9273535952557449,0.9299481097108969,0.9295774647887324,0.9288361749444032
32,8,3,relu,Dense,128,16,0.1,9,0.631578947368421,0.9948109710896961,0.11274481367865878,0.29773748340201756,0.9722016308376574,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7801407676136113,214.86707395718543,0.9184581171237953,0.9195700518902891,0.9214232765011119,0.9214232765011119,0.9273535952557449,0.9299481097108969,0.9295774647887324,0.9288361749444032
32,8,3,relu,Dense,128,16,0.1,10,0.6557377049180327,0.9899925871015567,0.11274481367865878,0.29773748340201756,0.9722016308376574,1.0,0.13157894736842105,0.05,1,svae,breast-cancer-wisconsin,0.7801407676136113,214.86707395718543,0.9184581171237953,0.9195700518902891,0.9214232765011119,0.9214232765011119,0.9273535952557449,0.9299481097108969,0.9295774647887324,0.9288361749444032
32,8,3,relu,Dense,128,16,0.1,1,0.0,0.5489251297257227,0.10871046667802417,0.6096953699496871,0.6123054114158637,NaN,0.0,0.01,1,svae,breast-cancer-wisconsin,0.8125425070550106,46.444607924358806,0.9343958487768718,0.9321719792438843,0.9303187546330615,0.9303187546330615,0.9351371386212008,0.9343958487768718,0.9321719792438843,0.9303187546330615
32,8,3,relu,Dense,128,16,0.1,2,0.0,0.5796886582653819,0.10871046667802417,0.6096953699496871,0.6123054114158637,NaN,0.0,0.01,1,svae,breast-cancer-wisconsin,0.8125425070550106,46.444607924358806,0.9343958487768718,0.9321719792438843,0.9303187546330615,0.9303187546330615,0.9351371386212008,0.9343958487768718,0.9321719792438843,0.9303187546330615
32,8,3,relu,Dense,128,16,0.1,3,0.0,0.6371386212008895,0.10871046667802417,0.6096953699496871,0.6123054114158637,NaN,0.0,0.01,1,svae,breast-cancer-wisconsin,0.8125425070550106,46.444607924358806,0.9343958487768718,0.9321719792438843,0.9303187546330615,0.9303187546330615,0.9351371386212008,0.9343958487768718,0.9321719792438843,0.9303187546330615
32,8,3,relu,Dense,128,16,0.1,1,0.19047619047619047,0.812083024462565,0.09359595694848828,0.46842123773050814,0.6760563380281691,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.8020839205329491,NaN,0.9329132690882135,0.9314306893995552,0.9295774647887323,0.9299481097108969,0.9329132690882135,0.9329132690882135,0.9314306893995552,0.9299481097108969
32,8,3,relu,Dense,1024,16,0.1,1,0.14634146341463414,0.631578947368421,0.10889759173546548,0.2521688868261478,0.9859154929577466,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7661938212585394,442.3837582444962,0.9040029651593774,0.9117865085248332,0.9166048925129726,0.9169755374351372,0.9173461823573017,0.921423276501112,0.9236471460340994,0.9255003706449222
32,8,3,relu,Dense,1024,16,0.1,2,0.1,0.7842846553002224,0.10889759173546548,0.2521688868261478,0.9859154929577466,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7661938212585394,442.3837582444962,0.9040029651593774,0.9117865085248332,0.9166048925129726,0.9169755374351372,0.9173461823573017,0.921423276501112,0.9236471460340994,0.9255003706449222
32,8,3,relu,Dense,1024,16,0.1,3,0.1,0.75,0.10889759173546548,0.2521688868261478,0.9859154929577466,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7661938212585394,442.3837582444962,0.9040029651593774,0.9117865085248332,0.9166048925129726,0.9169755374351372,0.9173461823573017,0.921423276501112,0.9236471460340994,0.9255003706449222
32,8,3,relu,Dense,1024,16,0.1,4,0.19047619047619047,0.8289473684210527,0.10889759173546548,0.2521688868261478,0.9859154929577466,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7661938212585394,442.3837582444962,0.9040029651593774,0.9117865085248332,0.9166048925129726,0.9169755374351372,0.9173461823573017,0.921423276501112,0.9236471460340994,0.9255003706449222
32,8,3,relu,Dense,1024,16,0.1,5,0.3111111111111111,0.8076352853965901,0.10889759173546548,0.2521688868261478,0.9859154929577466,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7661938212585394,442.3837582444962,0.9040029651593774,0.9117865085248332,0.9166048925129726,0.9169755374351372,0.9173461823573017,0.921423276501112,0.9236471460340994,0.9255003706449222
32,8,3,relu,Dense,1024,16,0.1,6,0.2727272727272727,0.8977020014825797,0.10889759173546548,0.2521688868261478,0.9859154929577466,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7661938212585394,442.3837582444962,0.9040029651593774,0.9117865085248332,0.9166048925129726,0.9169755374351372,0.9173461823573017,0.921423276501112,0.9236471460340994,0.9255003706449222
32,8,3,relu,Dense,1024,16,0.1,7,0.375,0.9062268346923648,0.10889759173546548,0.2521688868261478,0.9859154929577466,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7661938212585394,442.3837582444962,0.9040029651593774,0.9117865085248332,0.9166048925129726,0.9169755374351372,0.9173461823573017,0.921423276501112,0.9236471460340994,0.9255003706449222
32,8,3,relu,Dense,1024,16,0.1,8,0.4166666666666667,0.9132690882134915,0.10889759173546548,0.2521688868261478,0.9859154929577466,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7661938212585394,442.3837582444962,0.9040029651593774,0.9117865085248332,0.9166048925129726,0.9169755374351372,0.9173461823573017,0.921423276501112,0.9236471460340994,0.9255003706449222
32,8,3,relu,Dense,1024,16,0.1,9,0.3829787234042553,0.9505189028910304,0.10889759173546548,0.2521688868261478,0.9859154929577466,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7661938212585394,442.3837582444962,0.9040029651593774,0.9117865085248332,0.9166048925129726,0.9169755374351372,0.9173461823573017,0.921423276501112,0.9236471460340994,0.9255003706449222
32,8,3,relu,Dense,1024,16,0.1,10,0.4166666666666667,0.9659006671608598,0.10889759173546548,0.2521688868261478,0.9859154929577466,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7661938212585394,442.3837582444962,0.9040029651593774,0.9117865085248332,0.9166048925129726,0.9169755374351372,0.9173461823573017,0.921423276501112,0.9236471460340994,0.9255003706449222
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.6578947368421053,0.1003512762553682,0.3419958639645259,0.7857672349888807,1.0,0.23684210526315788,0.01,1,svae,breast-cancer-wisconsin,0.7975843736585514,151.40573533691156,0.9314306893995552,0.930689399555226,0.9295774647887323,0.9292068198665677,0.9292068198665677,0.9314306893995552,0.930689399555226,0.9292068198665677
32,8,3,relu,Dense,1024,16,0.1,2,0.05128205128205128,0.795774647887324,0.1003512762553682,0.3419958639645259,0.7857672349888807,1.0,0.23684210526315788,0.01,1,svae,breast-cancer-wisconsin,0.7975843736585514,151.40573533691156,0.9314306893995552,0.930689399555226,0.9295774647887323,0.9292068198665677,0.9292068198665677,0.9314306893995552,0.930689399555226,0.9292068198665677
32,8,3,relu,Dense,1024,16,0.1,3,0.3111111111111111,0.8233876945885842,0.1003512762553682,0.3419958639645259,0.7857672349888807,1.0,0.23684210526315788,0.01,1,svae,breast-cancer-wisconsin,0.7975843736585514,151.40573533691156,0.9314306893995552,0.930689399555226,0.9295774647887323,0.9292068198665677,0.9292068198665677,0.9314306893995552,0.930689399555226,0.9292068198665677
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.5,0.08933914966712828,0.5738074622763252,0.5921052631578947,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.8024176218406834,NaN,0.9340252038547071,0.9321719792438843,0.9303187546330615,0.9303187546330615,0.9340252038547071,0.9340252038547071,0.9321719792438843,0.9303187546330615
32,8,3,relu,Dense,128,16,0.1,1,0.34782608695652173,0.8350630096367679,0.11787084161851641,0.2534862289876942,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7815734978402588,303.2439932095423,0.9199406968124537,0.9262416604892514,0.9295774647887325,0.9303187546330616,0.9358784284655299,0.9366197183098592,0.9392142327650111,0.9388435878428466
32,8,3,relu,Dense,128,16,0.1,2,0.34782608695652173,0.9166048925129725,0.11787084161851641,0.2534862289876942,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7815734978402588,303.2439932095423,0.9199406968124537,0.9262416604892514,0.9295774647887325,0.9303187546330616,0.9358784284655299,0.9366197183098592,0.9392142327650111,0.9388435878428466
32,8,3,relu,Dense,128,16,0.1,3,0.4166666666666667,0.9655300222386952,0.11787084161851641,0.2534862289876942,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7815734978402588,303.2439932095423,0.9199406968124537,0.9262416604892514,0.9295774647887325,0.9303187546330616,0.9358784284655299,0.9366197183098592,0.9392142327650111,0.9388435878428466
32,8,3,relu,Dense,128,16,0.1,4,0.5283018867924528,0.9888806523350631,0.11787084161851641,0.2534862289876942,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7815734978402588,303.2439932095423,0.9199406968124537,0.9262416604892514,0.9295774647887325,0.9303187546330616,0.9358784284655299,0.9366197183098592,0.9392142327650111,0.9388435878428466
32,8,3,relu,Dense,128,16,0.1,5,0.5283018867924528,0.9786879169755375,0.11787084161851641,0.2534862289876942,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7815734978402588,303.2439932095423,0.9199406968124537,0.9262416604892514,0.9295774647887325,0.9303187546330616,0.9358784284655299,0.9366197183098592,0.9392142327650111,0.9388435878428466
32,8,3,relu,Dense,128,16,0.1,6,0.7,0.9657153446997777,0.11787084161851641,0.2534862289876942,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7815734978402588,303.2439932095423,0.9199406968124537,0.9262416604892514,0.9295774647887325,0.9303187546330616,0.9358784284655299,0.9366197183098592,0.9392142327650111,0.9388435878428466
32,8,3,relu,Dense,128,16,0.1,7,0.7741935483870968,0.9944403261675315,0.11787084161851641,0.2534862289876942,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7815734978402588,303.2439932095423,0.9199406968124537,0.9262416604892514,0.9295774647887325,0.9303187546330616,0.9358784284655299,0.9366197183098592,0.9392142327650111,0.9388435878428466
32,8,3,relu,Dense,128,16,0.1,8,0.7619047619047619,0.9907338769458859,0.11787084161851641,0.2534862289876942,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7815734978402588,303.2439932095423,0.9199406968124537,0.9262416604892514,0.9295774647887325,0.9303187546330616,0.9358784284655299,0.9366197183098592,0.9392142327650111,0.9388435878428466
32,8,3,relu,Dense,128,16,0.1,9,0.6885245901639344,0.9966641957005189,0.11787084161851641,0.2534862289876942,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7815734978402588,303.2439932095423,0.9199406968124537,0.9262416604892514,0.9295774647887325,0.9303187546330616,0.9358784284655299,0.9366197183098592,0.9392142327650111,0.9388435878428466
32,8,3,relu,Dense,128,16,0.1,10,0.6779661016949152,0.9936990363232023,0.11787084161851641,0.2534862289876942,0.9329132690882136,1.0,0.15789473684210525,0.05,1,svae,breast-cancer-wisconsin,0.7815734978402588,303.2439932095423,0.9199406968124537,0.9262416604892514,0.9295774647887325,0.9303187546330616,0.9358784284655299,0.9366197183098592,0.9392142327650111,0.9388435878428466
32,8,3,relu,Dense,128,16,0.1,1,0.14634146341463414,0.9195700518902892,0.10782402605144978,0.38062705657369644,0.881578947368421,1.0,0.2894736842105263,0.01,1,svae,breast-cancer-wisconsin,0.8008057868479891,145.83586196411858,0.9406968124536694,0.9403261675315049,0.9399555226093403,0.9399555226093403,0.9418087472201631,0.9406968124536694,0.9403261675315049,0.9399555226093403
32,8,3,relu,Dense,128,16,0.1,2,0.4166666666666667,0.986842105263158,0.10782402605144978,0.38062705657369644,0.881578947368421,1.0,0.2894736842105263,0.01,1,svae,breast-cancer-wisconsin,0.8008057868479891,145.83586196411858,0.9406968124536694,0.9403261675315049,0.9399555226093403,0.9399555226093403,0.9418087472201631,0.9406968124536694,0.9403261675315049,0.9399555226093403
32,8,3,relu,Dense,128,16,0.1,3,0.4166666666666667,0.9985174203113417,0.10782402605144978,0.38062705657369644,0.881578947368421,1.0,0.2894736842105263,0.01,1,svae,breast-cancer-wisconsin,0.8008057868479891,145.83586196411858,0.9406968124536694,0.9403261675315049,0.9399555226093403,0.9399555226093403,0.9418087472201631,0.9406968124536694,0.9403261675315049,0.9399555226093403
32,8,3,relu,Dense,128,16,0.1,1,0.5925925925925926,0.9629355077835433,0.1028932692270502,0.4261784829319516,0.7457375833951075,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.819857377386172,NaN,0.9455151964418088,0.943661971830986,0.9414381022979985,0.9414381022979985,0.9473684210526315,0.9455151964418088,0.943661971830986,0.9414381022979985
32,8,3,relu,Dense,1024,16,0.1,1,0.05128205128205128,0.618421052631579,0.11266101166412783,0.2622608082318178,0.931245366938473,1.0,0.23684210526315788,0.05,1,svae,breast-cancer-wisconsin,0.7733784950095223,379.92355732710377,0.9232765011119348,0.9303187546330616,0.9336545589325427,0.9340252038547072,0.9414381022979985,0.9414381022979985,0.9421793921423277,0.941067457375834
32,8,3,relu,Dense,1024,16,0.1,2,0.34782608695652173,0.7368421052631579,0.11266101166412783,0.2622608082318178,0.931245366938473,1.0,0.23684210526315788,0.05,1,svae,breast-cancer-wisconsin,0.7733784950095223,379.92355732710377,0.9232765011119348,0.9303187546330616,0.9336545589325427,0.9340252038547072,0.9414381022979985,0.9414381022979985,0.9421793921423277,0.941067457375834
