hidden,latent,layers,nonlinearity,layertype,memorysize,k,anomaliesSeen,f1,auc,model,dataset
16,4,4,leakyrelu,ResDense,1024,64,5,0.0,0.6388888888888891,autoencoder,breast-cancer-wisconsin
32,4,4,leakyrelu,ResDense,1024,64,1,0.0,0.9548611111111115,autoencoder,breast-cancer-wisconsin
32,4,4,leakyrelu,ResDense,1024,64,2,0.0,0.9756944444444449,autoencoder,breast-cancer-wisconsin
32,4,4,leakyrelu,ResDense,1024,64,3,0.0,0.9756944444444449,autoencoder,breast-cancer-wisconsin
32,4,4,leakyrelu,ResDense,1024,64,4,0.0,0.9756944444444449,autoencoder,breast-cancer-wisconsin
32,4,4,leakyrelu,ResDense,1024,64,5,0.0,0.9756944444444449,autoencoder,breast-cancer-wisconsin
8,16,4,leakyrelu,ResDense,1024,64,1,0.4,0.8611111111111115,autoencoder,breast-cancer-wisconsin
8,16,4,leakyrelu,ResDense,1024,64,2,0.3333333333333333,0.854166666666667,autoencoder,breast-cancer-wisconsin
8,16,4,leakyrelu,ResDense,1024,64,3,0.5,0.8750000000000003,autoencoder,breast-cancer-wisconsin
8,16,4,leakyrelu,ResDense,1024,64,4,0.36363636363636365,0.854166666666667,autoencoder,breast-cancer-wisconsin
8,16,4,leakyrelu,ResDense,1024,64,5,0.36363636363636365,0.854166666666667,autoencoder,breast-cancer-wisconsin
16,16,4,leakyrelu,ResDense,1024,64,1,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,16,4,leakyrelu,ResDense,1024,64,2,0.0,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,16,4,leakyrelu,ResDense,1024,64,3,0.4,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,16,4,leakyrelu,ResDense,1024,64,4,0.4,1.0000000000000004,autoencoder,breast-cancer-wisconsin
16,16,4,leakyrelu,ResDense,1024,64,5,0.4,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,16,4,leakyrelu,ResDense,1024,64,1,0.8571428571428571,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,16,4,leakyrelu,ResDense,1024,64,2,0.8571428571428571,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,16,4,leakyrelu,ResDense,1024,64,3,0.8571428571428571,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,16,4,leakyrelu,ResDense,1024,64,4,0.8571428571428571,1.0000000000000004,autoencoder,breast-cancer-wisconsin
32,16,4,leakyrelu,ResDense,1024,64,5,0.4,1.0000000000000004,autoencoder,breast-cancer-wisconsin
8,4,5,leakyrelu,ResDense,1024,64,1,0.0,0.760416666666667,autoencoder,breast-cancer-wisconsin
8,4,5,leakyrelu,ResDense,1024,64,2,0.0,0.7361111111111114,autoencoder,breast-cancer-wisconsin
8,4,5,leakyrelu,ResDense,1024,64,3,0.0,0.7326388888888891,autoencoder,breast-cancer-wisconsin
8,4,5,leakyrelu,ResDense,1024,64,4,0.0,0.7326388888888891,autoencoder,breast-cancer-wisconsin
8,4,5,leakyrelu,ResDense,1024,64,5,0.0,0.7187500000000002,autoencoder,breast-cancer-wisconsin
16,4,5,leakyrelu,ResDense,1024,64,1,0.0,0.9652777777777781,autoencoder,breast-cancer-wisconsin
16,4,5,leakyrelu,ResDense,1024,64,2,0.3333333333333333,0.9756944444444449,autoencoder,breast-cancer-wisconsin
16,4,5,leakyrelu,ResDense,1024,64,3,0.3333333333333333,0.9722222222222225,autoencoder,breast-cancer-wisconsin
16,4,5,leakyrelu,ResDense,1024,64,4,0.3333333333333333,0.9791666666666669,autoencoder,breast-cancer-wisconsin
16,4,5,leakyrelu,ResDense,1024,64,5,0.3333333333333333,0.9722222222222225,autoencoder,breast-cancer-wisconsin
32,4,5,leakyrelu,ResDense,1024,64,1,0.0,0.65625,autoencoder,breast-cancer-wisconsin
32,4,5,leakyrelu,ResDense,1024,64,2,0.0,0.6076388888888891,autoencoder,breast-cancer-wisconsin
32,4,5,leakyrelu,ResDense,1024,64,3,0.0,0.611111111111111,autoencoder,breast-cancer-wisconsin
32,4,5,leakyrelu,ResDense,1024,64,4,0.0,0.628472222222222,autoencoder,breast-cancer-wisconsin
32,4,5,leakyrelu,ResDense,1024,64,5,0.0,0.5729166666666667,autoencoder,breast-cancer-wisconsin
8,16,5,leakyrelu,ResDense,1024,64,1,0.8888888888888888,0.9965277777777781,autoencoder,breast-cancer-wisconsin
8,16,5,leakyrelu,ResDense,1024,64,2,0.8888888888888888,0.9895833333333337,autoencoder,breast-cancer-wisconsin
8,16,5,leakyrelu,ResDense,1024,64,3,0.8,0.9895833333333337,autoencoder,breast-cancer-wisconsin
8,16,5,leakyrelu,ResDense,1024,64,4,0.8,0.9861111111111115,autoencoder,breast-cancer-wisconsin
8,16,5,leakyrelu,ResDense,1024,64,5,0.8,0.9895833333333337,autoencoder,breast-cancer-wisconsin
16,16,5,leakyrelu,ResDense,1024,64,1,0.0,0.9965277777777781,autoencoder,breast-cancer-wisconsin
16,16,5,leakyrelu,ResDense,1024,64,2,0.0,0.9965277777777781,autoencoder,breast-cancer-wisconsin
16,16,5,leakyrelu,ResDense,1024,64,3,0.4,0.9826388888888893,autoencoder,breast-cancer-wisconsin
16,16,5,leakyrelu,ResDense,1024,64,4,0.4,0.9826388888888893,autoencoder,breast-cancer-wisconsin
16,16,5,leakyrelu,ResDense,1024,64,5,0.4,0.9826388888888893,autoencoder,breast-cancer-wisconsin
32,16,5,leakyrelu,ResDense,1024,64,1,0.4,0.9583333333333336,autoencoder,breast-cancer-wisconsin
32,16,5,leakyrelu,ResDense,1024,64,2,0.4,0.9861111111111115,autoencoder,breast-cancer-wisconsin
32,16,5,leakyrelu,ResDense,1024,64,3,0.6666666666666666,0.9930555555555558,autoencoder,breast-cancer-wisconsin
32,16,5,leakyrelu,ResDense,1024,64,4,0.6666666666666666,0.9895833333333337,autoencoder,breast-cancer-wisconsin
32,16,5,leakyrelu,ResDense,1024,64,5,0.4,0.9826388888888893,autoencoder,breast-cancer-wisconsin
8,4,3,leakyrelu,Dense,1024,64,1,0.0,0.7361111111111114,ffMem,breast-cancer-wisconsin
8,4,3,leakyrelu,Dense,1024,64,2,0.5,0.8750000000000003,ffMem,breast-cancer-wisconsin
8,4,3,leakyrelu,Dense,1024,64,3,0.25,0.8263888888888892,ffMem,breast-cancer-wisconsin
8,4,3,leakyrelu,Dense,1024,64,4,0.0,0.8958333333333337,ffMem,breast-cancer-wisconsin
8,4,3,leakyrelu,Dense,1024,64,5,0.0,0.8333333333333336,ffMem,breast-cancer-wisconsin
16,4,3,leakyrelu,Dense,1024,64,1,0.2857142857142857,0.6145833333333333,ffMem,breast-cancer-wisconsin
16,4,3,leakyrelu,Dense,1024,64,2,0.0,0.7430555555555558,ffMem,breast-cancer-wisconsin
16,4,3,leakyrelu,Dense,1024,64,3,0.0,0.6388888888888887,ffMem,breast-cancer-wisconsin
16,4,3,leakyrelu,Dense,1024,64,4,0.0,0.7395833333333335,ffMem,breast-cancer-wisconsin
16,4,3,leakyrelu,Dense,1024,64,5,0.0,0.7048611111111112,ffMem,breast-cancer-wisconsin
32,4,3,leakyrelu,Dense,1024,64,1,0.4,0.9756944444444449,ffMem,breast-cancer-wisconsin
32,4,3,leakyrelu,Dense,1024,64,2,0.6666666666666666,1.0000000000000004,ffMem,breast-cancer-wisconsin
32,4,3,leakyrelu,Dense,1024,64,3,0.6666666666666666,1.0000000000000004,ffMem,breast-cancer-wisconsin
32,4,3,leakyrelu,Dense,1024,64,4,0.8571428571428571,1.0000000000000004,ffMem,breast-cancer-wisconsin
32,4,3,leakyrelu,Dense,1024,64,5,0.8571428571428571,1.0000000000000004,ffMem,breast-cancer-wisconsin
8,16,3,leakyrelu,Dense,1024,64,1,0.6666666666666666,0.7569444444444446,ffMem,breast-cancer-wisconsin
8,16,3,leakyrelu,Dense,1024,64,2,0.36363636363636365,0.7708333333333337,ffMem,breast-cancer-wisconsin
8,16,3,leakyrelu,Dense,1024,64,3,0.5,0.7673611111111115,ffMem,breast-cancer-wisconsin
8,16,3,leakyrelu,Dense,1024,64,4,0.42857142857142855,0.746527777777778,ffMem,breast-cancer-wisconsin
8,16,3,leakyrelu,Dense,1024,64,5,0.47058823529411764,0.715277777777778,ffMem,breast-cancer-wisconsin
16,16,3,leakyrelu,Dense,1024,64,1,0.0,0.7986111111111114,ffMem,breast-cancer-wisconsin
16,16,3,leakyrelu,Dense,1024,64,2,0.3333333333333333,0.854166666666667,ffMem,breast-cancer-wisconsin
16,16,3,leakyrelu,Dense,1024,64,3,0.3333333333333333,0.9930555555555558,ffMem,breast-cancer-wisconsin
16,16,3,leakyrelu,Dense,1024,64,4,0.5714285714285714,1.0000000000000004,ffMem,breast-cancer-wisconsin
16,16,3,leakyrelu,Dense,1024,64,5,0.8888888888888888,0.9513888888888893,ffMem,breast-cancer-wisconsin
32,16,3,leakyrelu,Dense,1024,64,1,0.8571428571428571,1.0,ffMem,breast-cancer-wisconsin
32,16,3,leakyrelu,Dense,1024,64,2,0.7272727272727273,0.9791666666666666,ffMem,breast-cancer-wisconsin
32,16,3,leakyrelu,Dense,1024,64,3,0.7272727272727273,0.9756944444444444,ffMem,breast-cancer-wisconsin
32,16,3,leakyrelu,Dense,1024,64,4,0.6153846153846154,0.9930555555555556,ffMem,breast-cancer-wisconsin
32,16,3,leakyrelu,Dense,1024,64,5,0.6153846153846154,0.9930555555555556,ffMem,breast-cancer-wisconsin
8,4,4,leakyrelu,Dense,1024,64,1,0.5,0.791666666666667,ffMem,breast-cancer-wisconsin
8,4,4,leakyrelu,Dense,1024,64,2,0.36363636363636365,0.822916666666667,ffMem,breast-cancer-wisconsin
8,4,4,leakyrelu,Dense,1024,64,3,0.4,0.8819444444444449,ffMem,breast-cancer-wisconsin
8,4,4,leakyrelu,Dense,1024,64,4,0.46153846153846156,0.8298611111111115,ffMem,breast-cancer-wisconsin
8,4,4,leakyrelu,Dense,1024,64,5,0.375,0.7986111111111114,ffMem,breast-cancer-wisconsin
16,4,4,leakyrelu,Dense,1024,64,1,0.4,0.8888888888888893,ffMem,breast-cancer-wisconsin
16,4,4,leakyrelu,Dense,1024,64,2,0.2857142857142857,0.9062500000000004,ffMem,breast-cancer-wisconsin
16,4,4,leakyrelu,Dense,1024,64,3,0.6,0.8680555555555558,ffMem,breast-cancer-wisconsin
16,4,4,leakyrelu,Dense,1024,64,4,0.6666666666666666,0.8298611111111114,ffMem,breast-cancer-wisconsin
16,4,4,leakyrelu,Dense,1024,64,5,0.6666666666666666,0.8020833333333336,ffMem,breast-cancer-wisconsin
32,4,4,leakyrelu,Dense,1024,64,1,0.3333333333333333,0.6215277777777778,ffMem,breast-cancer-wisconsin
32,4,4,leakyrelu,Dense,1024,64,2,0.5714285714285714,0.6458333333333333,ffMem,breast-cancer-wisconsin
32,4,4,leakyrelu,Dense,1024,64,3,0.5,0.6319444444444446,ffMem,breast-cancer-wisconsin
32,4,4,leakyrelu,Dense,1024,64,4,0.0,0.6249999999999998,ffMem,breast-cancer-wisconsin
32,4,4,leakyrelu,Dense,1024,64,5,0.17391304347826086,0.6319444444444446,ffMem,breast-cancer-wisconsin
8,16,4,leakyrelu,Dense,1024,64,1,0.3333333333333333,0.6041666666666666,ffMem,breast-cancer-wisconsin
8,16,4,leakyrelu,Dense,1024,64,2,0.5714285714285714,0.6944444444444446,ffMem,breast-cancer-wisconsin
8,16,4,leakyrelu,Dense,1024,64,3,0.36363636363636365,0.6631944444444448,ffMem,breast-cancer-wisconsin
8,16,4,leakyrelu,Dense,1024,64,4,0.3333333333333333,0.7013888888888888,ffMem,breast-cancer-wisconsin
8,16,4,leakyrelu,Dense,1024,64,5,0.3076923076923077,0.65625,ffMem,breast-cancer-wisconsin
16,16,4,leakyrelu,Dense,1024,64,1,0.8888888888888888,0.7604166666666665,ffMem,breast-cancer-wisconsin
16,16,4,leakyrelu,Dense,1024,64,2,0.6666666666666666,0.829861111111111,ffMem,breast-cancer-wisconsin
16,16,4,leakyrelu,Dense,1024,64,3,0.36363636363636365,0.8055555555555556,ffMem,breast-cancer-wisconsin
16,16,4,leakyrelu,Dense,1024,64,4,0.36363636363636365,0.6527777777777778,ffMem,breast-cancer-wisconsin
16,16,4,leakyrelu,Dense,1024,64,5,0.25806451612903225,0.7187500000000003,ffMem,breast-cancer-wisconsin
32,16,4,leakyrelu,Dense,1024,64,1,0.3333333333333333,0.7499999999999999,ffMem,breast-cancer-wisconsin
32,16,4,leakyrelu,Dense,1024,64,2,0.2857142857142857,0.6354166666666667,ffMem,breast-cancer-wisconsin
32,16,4,leakyrelu,Dense,1024,64,3,0.6,0.6041666666666666,ffMem,breast-cancer-wisconsin
32,16,4,leakyrelu,Dense,1024,64,4,0.6666666666666666,0.6111111111111109,ffMem,breast-cancer-wisconsin
32,16,4,leakyrelu,Dense,1024,64,5,0.5714285714285714,0.6319444444444446,ffMem,breast-cancer-wisconsin
8,4,5,leakyrelu,Dense,1024,64,1,0.34782608695652173,0.7465277777777779,ffMem,breast-cancer-wisconsin
8,4,5,leakyrelu,Dense,1024,64,2,0.2962962962962963,0.7048611111111112,ffMem,breast-cancer-wisconsin
8,4,5,leakyrelu,Dense,1024,64,3,0.2222222222222222,0.6840277777777778,ffMem,breast-cancer-wisconsin
8,4,5,leakyrelu,Dense,1024,64,4,0.2,0.701388888888889,ffMem,breast-cancer-wisconsin
8,4,5,leakyrelu,Dense,1024,64,5,0.1951219512195122,0.7152777777777781,ffMem,breast-cancer-wisconsin
16,4,5,leakyrelu,Dense,1024,64,1,0.4,0.8506944444444448,ffMem,breast-cancer-wisconsin
16,4,5,leakyrelu,Dense,1024,64,2,0.3157894736842105,0.6979166666666669,ffMem,breast-cancer-wisconsin
16,4,5,leakyrelu,Dense,1024,64,3,0.35294117647058826,0.8506944444444448,ffMem,breast-cancer-wisconsin
16,4,5,leakyrelu,Dense,1024,64,4,0.22857142857142856,0.7083333333333335,ffMem,breast-cancer-wisconsin
16,4,5,leakyrelu,Dense,1024,64,5,0.18604651162790697,0.7569444444444446,ffMem,breast-cancer-wisconsin
32,4,5,leakyrelu,Dense,1024,64,1,0.0,0.9583333333333337,ffMem,breast-cancer-wisconsin
32,4,5,leakyrelu,Dense,1024,64,2,0.25,0.9409722222222225,ffMem,breast-cancer-wisconsin
32,4,5,leakyrelu,Dense,1024,64,3,0.4,0.9340277777777781,ffMem,breast-cancer-wisconsin
32,4,5,leakyrelu,Dense,1024,64,4,0.36363636363636365,0.9375000000000004,ffMem,breast-cancer-wisconsin
32,4,5,leakyrelu,Dense,1024,64,5,0.38095238095238093,0.916666666666667,ffMem,breast-cancer-wisconsin
8,16,5,leakyrelu,Dense,1024,64,1,0.6666666666666666,0.8368055555555558,ffMem,breast-cancer-wisconsin
8,16,5,leakyrelu,Dense,1024,64,2,0.6,0.8333333333333335,ffMem,breast-cancer-wisconsin
8,16,5,leakyrelu,Dense,1024,64,3,0.6,0.9375000000000003,ffMem,breast-cancer-wisconsin
8,16,5,leakyrelu,Dense,1024,64,4,0.7272727272727273,0.9062500000000003,ffMem,breast-cancer-wisconsin
8,16,5,leakyrelu,Dense,1024,64,5,0.6153846153846154,0.9652777777777781,ffMem,breast-cancer-wisconsin
16,16,5,leakyrelu,Dense,1024,64,1,0.0,0.6041666666666667,ffMem,breast-cancer-wisconsin
16,16,5,leakyrelu,Dense,1024,64,2,0.0,0.6458333333333333,ffMem,breast-cancer-wisconsin
16,16,5,leakyrelu,Dense,1024,64,3,0.2857142857142857,0.6388888888888891,ffMem,breast-cancer-wisconsin
16,16,5,leakyrelu,Dense,1024,64,4,0.34782608695652173,0.7395833333333335,ffMem,breast-cancer-wisconsin
16,16,5,leakyrelu,Dense,1024,64,5,0.3076923076923077,0.6944444444444446,ffMem,breast-cancer-wisconsin
32,16,5,leakyrelu,Dense,1024,64,1,0.6666666666666666,0.8506944444444448,ffMem,breast-cancer-wisconsin
32,16,5,leakyrelu,Dense,1024,64,2,0.42857142857142855,0.8645833333333337,ffMem,breast-cancer-wisconsin
32,16,5,leakyrelu,Dense,1024,64,3,0.2857142857142857,0.746527777777778,ffMem,breast-cancer-wisconsin
32,16,5,leakyrelu,Dense,1024,64,4,0.1951219512195122,0.729166666666667,ffMem,breast-cancer-wisconsin
32,16,5,leakyrelu,Dense,1024,64,5,0.18181818181818182,0.5972222222222223,ffMem,breast-cancer-wisconsin
8,4,3,leakyrelu,ResDense,1024,64,1,0.4,0.9930555555555558,ffMem,breast-cancer-wisconsin
8,4,3,leakyrelu,ResDense,1024,64,2,0.3333333333333333,0.9930555555555558,ffMem,breast-cancer-wisconsin
8,4,3,leakyrelu,ResDense,1024,64,3,0.3333333333333333,0.9861111111111115,ffMem,breast-cancer-wisconsin
8,4,3,leakyrelu,ResDense,1024,64,4,0.5,0.9930555555555558,ffMem,breast-cancer-wisconsin
8,4,3,leakyrelu,ResDense,1024,64,5,0.2857142857142857,0.9965277777777781,ffMem,breast-cancer-wisconsin
16,4,3,leakyrelu,ResDense,1024,64,1,0.4,0.8472222222222225,ffMem,breast-cancer-wisconsin
16,4,3,leakyrelu,ResDense,1024,64,2,0.0,1.0000000000000004,ffMem,breast-cancer-wisconsin
16,4,3,leakyrelu,ResDense,1024,64,3,0.6666666666666666,1.0000000000000004,ffMem,breast-cancer-wisconsin
16,4,3,leakyrelu,ResDense,1024,64,4,0.8571428571428571,1.0000000000000004,ffMem,breast-cancer-wisconsin
16,4,3,leakyrelu,ResDense,1024,64,5,0.8571428571428571,1.0000000000000004,ffMem,breast-cancer-wisconsin
32,4,3,leakyrelu,ResDense,1024,64,1,0.3333333333333333,0.7395833333333336,ffMem,breast-cancer-wisconsin
32,4,3,leakyrelu,ResDense,1024,64,2,0.7272727272727273,0.6354166666666671,ffMem,breast-cancer-wisconsin
32,4,3,leakyrelu,ResDense,1024,64,3,0.7272727272727273,0.7881944444444448,ffMem,breast-cancer-wisconsin
32,4,3,leakyrelu,ResDense,1024,64,4,0.7272727272727273,0.9236111111111115,ffMem,breast-cancer-wisconsin
32,4,3,leakyrelu,ResDense,1024,64,5,0.7272727272727273,0.961805555555556,ffMem,breast-cancer-wisconsin
8,16,3,leakyrelu,ResDense,1024,64,1,0.2857142857142857,0.854166666666667,ffMem,breast-cancer-wisconsin
8,16,3,leakyrelu,ResDense,1024,64,2,0.3333333333333333,0.8333333333333336,ffMem,breast-cancer-wisconsin
8,16,3,leakyrelu,ResDense,1024,64,3,0.5714285714285714,0.8715277777777781,ffMem,breast-cancer-wisconsin
8,16,3,leakyrelu,ResDense,1024,64,4,0.5714285714285714,0.9444444444444448,ffMem,breast-cancer-wisconsin
8,16,3,leakyrelu,ResDense,1024,64,5,0.5,0.9097222222222225,ffMem,breast-cancer-wisconsin
16,16,3,leakyrelu,ResDense,1024,64,1,0.4,1.0000000000000004,ffMem,breast-cancer-wisconsin
16,16,3,leakyrelu,ResDense,1024,64,2,0.8571428571428571,1.0000000000000004,ffMem,breast-cancer-wisconsin
16,16,3,leakyrelu,ResDense,1024,64,3,1.0,1.0000000000000004,ffMem,breast-cancer-wisconsin
16,16,3,leakyrelu,ResDense,1024,64,4,0.8571428571428571,0.9965277777777781,ffMem,breast-cancer-wisconsin
16,16,3,leakyrelu,ResDense,1024,64,5,0.6,0.9687500000000004,ffMem,breast-cancer-wisconsin
32,16,3,leakyrelu,ResDense,1024,64,1,1.0,1.0000000000000004,ffMem,breast-cancer-wisconsin
32,16,3,leakyrelu,ResDense,1024,64,2,0.8888888888888888,1.0000000000000004,ffMem,breast-cancer-wisconsin
32,16,3,leakyrelu,ResDense,1024,64,3,0.8,1.0000000000000004,ffMem,breast-cancer-wisconsin
32,16,3,leakyrelu,ResDense,1024,64,4,0.8,0.9965277777777781,ffMem,breast-cancer-wisconsin
32,16,3,leakyrelu,ResDense,1024,64,5,0.8,0.9895833333333336,ffMem,breast-cancer-wisconsin
8,4,4,leakyrelu,ResDense,1024,64,1,0.2857142857142857,0.7986111111111114,ffMem,breast-cancer-wisconsin
8,4,4,leakyrelu,ResDense,1024,64,2,0.0,0.8472222222222225,ffMem,breast-cancer-wisconsin
8,4,4,leakyrelu,ResDense,1024,64,3,0.5,0.8993055555555558,ffMem,breast-cancer-wisconsin
8,4,4,leakyrelu,ResDense,1024,64,4,0.5,0.9270833333333337,ffMem,breast-cancer-wisconsin
8,4,4,leakyrelu,ResDense,1024,64,5,0.4444444444444444,0.9409722222222225,ffMem,breast-cancer-wisconsin
16,4,4,leakyrelu,ResDense,1024,64,1,0.3333333333333333,1.0000000000000004,ffMem,breast-cancer-wisconsin
16,4,4,leakyrelu,ResDense,1024,64,2,0.0,1.0000000000000004,ffMem,breast-cancer-wisconsin
16,4,4,leakyrelu,ResDense,1024,64,3,0.3333333333333333,0.9965277777777781,ffMem,breast-cancer-wisconsin
16,4,4,leakyrelu,ResDense,1024,64,4,0.3333333333333333,0.9756944444444449,ffMem,breast-cancer-wisconsin
16,4,4,leakyrelu,ResDense,1024,64,5,0.3333333333333333,0.9965277777777781,ffMem,breast-cancer-wisconsin
32,4,4,leakyrelu,ResDense,1024,64,1,0.0,0.8576388888888893,ffMem,breast-cancer-wisconsin
32,4,4,leakyrelu,ResDense,1024,64,2,0.0,0.9305555555555559,ffMem,breast-cancer-wisconsin
32,4,4,leakyrelu,ResDense,1024,64,3,0.6666666666666666,0.9166666666666671,ffMem,breast-cancer-wisconsin
32,4,4,leakyrelu,ResDense,1024,64,4,0.6666666666666666,0.9166666666666671,ffMem,breast-cancer-wisconsin
32,4,4,leakyrelu,ResDense,1024,64,5,0.6666666666666666,0.9097222222222225,ffMem,breast-cancer-wisconsin
8,16,4,leakyrelu,ResDense,1024,64,1,0.6666666666666666,0.822916666666667,ffMem,breast-cancer-wisconsin
8,16,4,leakyrelu,ResDense,1024,64,2,0.5714285714285714,0.8888888888888893,ffMem,breast-cancer-wisconsin
8,16,4,leakyrelu,ResDense,1024,64,3,0.3333333333333333,0.840277777777778,ffMem,breast-cancer-wisconsin
8,16,4,leakyrelu,ResDense,1024,64,4,0.3333333333333333,0.8993055555555558,ffMem,breast-cancer-wisconsin
8,16,4,leakyrelu,ResDense,1024,64,5,0.3333333333333333,0.9027777777777781,ffMem,breast-cancer-wisconsin
16,16,4,leakyrelu,ResDense,1024,64,1,0.8571428571428571,0.9548611111111114,ffMem,breast-cancer-wisconsin
16,16,4,leakyrelu,ResDense,1024,64,2,1.0,1.0000000000000004,ffMem,breast-cancer-wisconsin
16,16,4,leakyrelu,ResDense,1024,64,3,1.0,1.0000000000000004,ffMem,breast-cancer-wisconsin
16,16,4,leakyrelu,ResDense,1024,64,4,1.0,1.0000000000000004,ffMem,breast-cancer-wisconsin
16,16,4,leakyrelu,ResDense,1024,64,5,1.0,1.0000000000000004,ffMem,breast-cancer-wisconsin
32,16,4,leakyrelu,ResDense,1024,64,1,0.75,0.7569444444444443,ffMem,breast-cancer-wisconsin
32,16,4,leakyrelu,ResDense,1024,64,2,0.5,0.8229166666666666,ffMem,breast-cancer-wisconsin
32,16,4,leakyrelu,ResDense,1024,64,3,0.6153846153846154,0.7013888888888888,ffMem,breast-cancer-wisconsin
32,16,4,leakyrelu,ResDense,1024,64,4,0.6153846153846154,0.7708333333333333,ffMem,breast-cancer-wisconsin
32,16,4,leakyrelu,ResDense,1024,64,5,0.5333333333333333,0.7083333333333333,ffMem,breast-cancer-wisconsin
8,4,5,leakyrelu,ResDense,1024,64,1,0.0,0.6805555555555558,ffMem,breast-cancer-wisconsin
8,4,5,leakyrelu,ResDense,1024,64,2,0.0,0.7847222222222225,ffMem,breast-cancer-wisconsin
8,4,5,leakyrelu,ResDense,1024,64,3,0.4,0.8298611111111114,ffMem,breast-cancer-wisconsin
8,4,5,leakyrelu,ResDense,1024,64,4,0.4,0.8784722222222225,ffMem,breast-cancer-wisconsin
8,4,5,leakyrelu,ResDense,1024,64,5,0.4,0.965277777777778,ffMem,breast-cancer-wisconsin
16,4,5,leakyrelu,ResDense,1024,64,1,0.4,0.8541666666666666,ffMem,breast-cancer-wisconsin
16,4,5,leakyrelu,ResDense,1024,64,2,0.4,0.7152777777777777,ffMem,breast-cancer-wisconsin
16,4,5,leakyrelu,ResDense,1024,64,3,0.3157894736842105,0.7430555555555554,ffMem,breast-cancer-wisconsin
16,4,5,leakyrelu,ResDense,1024,64,4,0.3333333333333333,0.6909722222222221,ffMem,breast-cancer-wisconsin
16,4,5,leakyrelu,ResDense,1024,64,5,0.3,0.7499999999999998,ffMem,breast-cancer-wisconsin
32,4,5,leakyrelu,ResDense,1024,64,1,0.0,0.8576388888888891,ffMem,breast-cancer-wisconsin
32,4,5,leakyrelu,ResDense,1024,64,2,0.8571428571428571,0.9930555555555558,ffMem,breast-cancer-wisconsin
32,4,5,leakyrelu,ResDense,1024,64,3,1.0,0.9722222222222224,ffMem,breast-cancer-wisconsin
32,4,5,leakyrelu,ResDense,1024,64,4,0.2857142857142857,0.9583333333333337,ffMem,breast-cancer-wisconsin
32,4,5,leakyrelu,ResDense,1024,64,5,0.8,0.9444444444444449,ffMem,breast-cancer-wisconsin
8,16,5,leakyrelu,ResDense,1024,64,1,0.0,0.6458333333333331,ffMem,breast-cancer-wisconsin
8,16,5,leakyrelu,ResDense,1024,64,2,0.0,0.7013888888888891,ffMem,breast-cancer-wisconsin
8,16,5,leakyrelu,ResDense,1024,64,3,0.75,0.7361111111111114,ffMem,breast-cancer-wisconsin
8,16,5,leakyrelu,ResDense,1024,64,4,0.8888888888888888,0.8194444444444446,ffMem,breast-cancer-wisconsin
8,16,5,leakyrelu,ResDense,1024,64,5,0.8,0.8472222222222225,ffMem,breast-cancer-wisconsin
16,16,5,leakyrelu,ResDense,1024,64,1,0.4,0.6250000000000001,ffMem,breast-cancer-wisconsin
16,16,5,leakyrelu,ResDense,1024,64,2,0.6666666666666666,0.965277777777778,ffMem,breast-cancer-wisconsin
16,16,5,leakyrelu,ResDense,1024,64,3,0.6666666666666666,0.9756944444444448,ffMem,breast-cancer-wisconsin
16,16,5,leakyrelu,ResDense,1024,64,4,1.0,0.9895833333333337,ffMem,breast-cancer-wisconsin
16,16,5,leakyrelu,ResDense,1024,64,5,0.8888888888888888,0.9895833333333337,ffMem,breast-cancer-wisconsin
32,16,5,leakyrelu,ResDense,1024,64,1,0.0,0.5694444444444444,ffMem,breast-cancer-wisconsin
32,16,5,leakyrelu,ResDense,1024,64,2,0.4,0.7013888888888891,ffMem,breast-cancer-wisconsin
32,16,5,leakyrelu,ResDense,1024,64,3,0.6666666666666666,0.7430555555555558,ffMem,breast-cancer-wisconsin
32,16,5,leakyrelu,ResDense,1024,64,4,0.75,0.7986111111111113,ffMem,breast-cancer-wisconsin
32,16,5,leakyrelu,ResDense,1024,64,5,0.7272727272727273,0.7812500000000003,ffMem,breast-cancer-wisconsin
8,2,3,leakyrelu,Dense,-1,-1,1,0.0,1.0,ff,breast-cancer-wisconsin
8,2,3,leakyrelu,Dense,-1,-1,2,0.0,1.0,ff,breast-cancer-wisconsin
8,2,3,leakyrelu,Dense,-1,-1,3,0.0,1.0,ff,breast-cancer-wisconsin
8,2,3,leakyrelu,Dense,-1,-1,4,0.0,1.0,ff,breast-cancer-wisconsin
8,2,3,leakyrelu,Dense,-1,-1,5,0.0,1.0,ff,breast-cancer-wisconsin
16,2,3,leakyrelu,Dense,-1,-1,1,0.0,1.0,ff,breast-cancer-wisconsin
16,2,3,leakyrelu,Dense,-1,-1,2,0.0,1.0,ff,breast-cancer-wisconsin
16,2,3,leakyrelu,Dense,-1,-1,3,0.0,1.0,ff,breast-cancer-wisconsin
16,2,3,leakyrelu,Dense,-1,-1,4,0.0,1.0,ff,breast-cancer-wisconsin
