hidden,latent,layers,nonlinearity,layertype,β,anomaliesSeen,auc,aucpxv,ar,i,α,model,dataset
32,8,3,relu,Dense,0.01,1,0.8717948717948718,0.9743589743589745,0.05,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,2,0.8974358974358975,0.9743589743589745,0.05,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,3,0.8974358974358975,0.9743589743589745,0.05,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.846153846153846,0.8974358974358974,0.05,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,2,0.846153846153846,0.8974358974358974,0.05,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,3,0.846153846153846,0.8974358974358974,0.05,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.8974358974358975,0.9487179487179488,0.01,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.717948717948718,1.0,0.01,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.7948717948717948,0.9743589743589745,0.01,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.7948717948717948,1.0,0.005,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.7435897435897436,0.9743589743589745,0.005,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.7948717948717948,0.9743589743589745,0.005,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.8205128205128205,0.7692307692307693,0.05,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,2,0.8461538461538461,0.7692307692307693,0.05,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,3,0.8717948717948717,0.7692307692307693,0.05,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.8461538461538461,0.8205128205128205,0.05,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,2,0.8717948717948717,0.8205128205128205,0.05,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,3,0.8974358974358975,0.8205128205128205,0.05,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.846153846153846,0.9230769230769231,0.05,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,2,0.8717948717948717,0.9230769230769231,0.05,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,3,0.8717948717948717,0.9230769230769231,0.05,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.8461538461538461,1.0,0.01,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.641025641025641,1.0,0.01,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.8205128205128205,0.9743589743589745,0.01,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.9230769230769231,0.9743589743589745,0.005,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.8205128205128205,0.9743589743589745,0.005,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.6666666666666667,0.9743589743589745,0.005,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.8461538461538461,0.9487179487179488,0.05,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,2,0.8717948717948718,0.9487179487179488,0.05,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,3,0.8974358974358974,0.9487179487179488,0.05,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.8974358974358975,0.9487179487179488,0.05,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,2,0.8974358974358975,0.9487179487179488,0.05,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,3,0.8717948717948717,0.9487179487179488,0.05,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.9487179487179488,1.0,0.05,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,2,1.0,1.0,0.05,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,3,1.0,1.0,0.05,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,1.0,1.0,0.01,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.7692307692307693,1.0,0.01,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.9487179487179488,1.0,0.01,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,1.0,0.8717948717948718,0.005,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.8974358974358975,1.0,0.005,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,1.0,0.9743589743589745,0.005,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9487179487179488,0.9487179487179488,0.05,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,2,0.9487179487179488,0.9487179487179488,0.05,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,3,0.9487179487179488,0.9487179487179488,0.05,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9487179487179488,1.0,0.05,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,2,0.9487179487179488,1.0,0.05,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,3,1.0,1.0,0.05,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9230769230769231,0.8974358974358975,0.05,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,2,0.9487179487179488,0.8974358974358975,0.05,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,3,0.9743589743589745,0.8974358974358975,0.05,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.846153846153846,0.9743589743589745,0.01,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.8974358974358975,1.0,0.01,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.8974358974358975,1.0,0.01,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,1.0,1.0,0.005,2,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9743589743589745,0.9743589743589745,0.005,2,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9230769230769231,1.0,0.005,2,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.7435897435897436,0.9487179487179487,0.05,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,2,0.7692307692307692,0.9487179487179487,0.05,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,3,0.7948717948717948,0.9487179487179487,0.05,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.8461538461538461,0.8461538461538461,0.05,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,2,0.8461538461538461,0.8461538461538461,0.05,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,3,0.8717948717948717,0.8461538461538461,0.05,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.9230769230769231,0.9487179487179487,0.05,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,2,0.9487179487179488,0.9487179487179487,0.05,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,3,1.0,0.9487179487179487,0.05,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.8205128205128205,0.9487179487179487,0.01,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.9230769230769231,1.0,0.01,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.8205128205128205,0.9487179487179487,0.01,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.8205128205128205,0.9487179487179487,0.005,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.8717948717948717,0.9743589743589745,0.005,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,1.0,0.923076923076923,0.005,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.846153846153846,0.8717948717948718,0.05,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,2,0.846153846153846,0.8717948717948718,0.05,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,3,0.846153846153846,0.8717948717948718,0.05,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.8974358974358975,0.8717948717948718,0.05,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,2,0.8974358974358975,0.8717948717948718,0.05,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,3,0.8974358974358975,0.8717948717948718,0.05,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.8205128205128205,0.7692307692307693,0.05,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,2,0.8461538461538461,0.7692307692307693,0.05,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,3,0.8974358974358974,0.7692307692307693,0.05,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.9487179487179488,0.9743589743589745,0.01,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.7948717948717948,0.8717948717948718,0.01,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.7692307692307693,1.0,0.01,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.8974358974358975,1.0,0.005,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,1.0,1.0,0.005,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.8461538461538461,0.9743589743589745,0.005,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.9487179487179488,0.9743589743589745,0.05,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,2,0.9487179487179488,0.9743589743589745,0.05,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,3,0.9487179487179488,0.9743589743589745,0.05,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.846153846153846,0.8205128205128205,0.05,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,2,0.9487179487179488,0.8205128205128205,0.05,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,3,1.0,0.8205128205128205,0.05,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.9230769230769231,1.0,0.05,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,2,0.9743589743589745,1.0,0.05,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,3,1.0,1.0,0.05,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.9743589743589745,1.0,0.01,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.9230769230769231,0.8974358974358974,0.01,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,1.0,1.0,0.01,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.7692307692307692,0.9487179487179487,0.005,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.9487179487179487,0.923076923076923,0.005,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.8974358974358975,0.923076923076923,0.005,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9743589743589745,0.923076923076923,0.05,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,2,1.0,0.923076923076923,0.05,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,3,1.0,0.923076923076923,0.05,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9230769230769231,1.0,0.05,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,2,0.9487179487179488,1.0,0.05,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,3,0.9487179487179488,1.0,0.05,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,1.0,0.9743589743589745,0.05,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,2,1.0,0.9743589743589745,0.05,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,3,1.0,0.9743589743589745,0.05,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,1.0,1.0,0.01,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9743589743589745,1.0,0.01,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,1.0,1.0,0.01,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.846153846153846,1.0,0.005,3,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,1.0,1.0,0.005,3,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.923076923076923,0.923076923076923,0.005,3,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.9743589743589745,0.8974358974358974,0.05,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,2,0.9743589743589745,0.8974358974358974,0.05,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,3,0.9743589743589745,0.8974358974358974,0.05,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,1.0,0.8205128205128205,0.05,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,2,1.0,0.8205128205128205,0.05,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,3,1.0,0.8205128205128205,0.05,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,1.0,0.8974358974358975,0.05,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,2,1.0,0.8974358974358975,0.05,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,3,1.0,0.8974358974358975,0.05,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.923076923076923,0.8717948717948718,0.01,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.9487179487179487,0.923076923076923,0.01,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,1.0,0.9487179487179487,0.01,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.8717948717948718,0.9743589743589745,0.005,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.8974358974358974,0.9487179487179487,0.005,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.9743589743589745,0.8461538461538461,0.005,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.923076923076923,0.9487179487179488,0.05,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,2,0.923076923076923,0.9487179487179488,0.05,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,3,0.923076923076923,0.9487179487179488,0.05,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.8974358974358974,0.923076923076923,0.05,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,2,0.8974358974358974,0.923076923076923,0.05,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,3,0.8974358974358974,0.923076923076923,0.05,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.9743589743589745,0.9487179487179488,0.05,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,2,0.9743589743589745,0.9487179487179488,0.05,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,3,0.9743589743589745,0.9487179487179488,0.05,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.9487179487179487,0.9743589743589745,0.01,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.9743589743589745,0.8717948717948718,0.01,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.9743589743589745,0.9230769230769231,0.01,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.9743589743589745,0.9743589743589745,0.005,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.9230769230769231,0.9230769230769231,0.005,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.8717948717948718,0.8974358974358974,0.005,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.9487179487179487,0.8717948717948718,0.05,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,2,0.9743589743589745,0.8717948717948718,0.05,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,3,0.9743589743589745,0.8717948717948718,0.05,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.9487179487179487,1.0,0.05,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,2,0.9487179487179487,1.0,0.05,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,3,0.9487179487179487,1.0,0.05,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.9743589743589745,0.9743589743589745,0.05,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,2,0.9487179487179487,0.9743589743589745,0.05,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,3,0.9487179487179487,0.9743589743589745,0.05,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.8717948717948718,0.9743589743589745,0.01,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.8974358974358974,0.9230769230769231,0.01,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.8205128205128205,0.9487179487179487,0.01,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.7692307692307692,0.9487179487179487,0.005,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.9743589743589745,0.9487179487179487,0.005,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.923076923076923,0.8974358974358974,0.005,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9230769230769231,0.9743589743589745,0.05,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,2,0.9230769230769231,0.9743589743589745,0.05,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,3,0.9230769230769231,0.9743589743589745,0.05,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9487179487179487,0.846153846153846,0.05,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,2,0.9743589743589745,0.846153846153846,0.05,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,3,0.9743589743589745,0.846153846153846,0.05,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9743589743589745,0.9743589743589745,0.05,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,2,0.9743589743589745,0.9743589743589745,0.05,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,3,0.9743589743589745,0.9743589743589745,0.05,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9487179487179488,0.9230769230769231,0.01,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9743589743589745,0.9230769230769231,0.01,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9743589743589745,0.9743589743589745,0.01,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,1.0,0.9487179487179487,0.005,4,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9487179487179487,0.9487179487179487,0.005,4,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9487179487179488,0.7948717948717948,0.005,4,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,1.0,1.0,0.05,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,2,1.0,1.0,0.05,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,3,1.0,1.0,0.05,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,1.0,0.846153846153846,0.05,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,2,1.0,0.846153846153846,0.05,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,3,1.0,0.846153846153846,0.05,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,1.0,0.8974358974358975,0.05,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,2,1.0,0.8974358974358975,0.05,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,3,1.0,0.8974358974358975,0.05,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,1.0,1.0,0.01,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,1.0,0.7948717948717948,0.01,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,1.0,0.9230769230769231,0.01,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,1.0,0.7948717948717948,0.005,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,1.0,1.0,0.005,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.9487179487179487,0.923076923076923,0.005,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,1.0,0.9487179487179487,0.05,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,2,1.0,0.9487179487179487,0.05,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,3,1.0,0.9487179487179487,0.05,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.9743589743589745,1.0,0.05,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,2,1.0,1.0,0.05,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,3,1.0,1.0,0.05,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.9743589743589745,0.8974358974358974,0.05,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,2,0.9743589743589745,0.8974358974358974,0.05,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,3,0.9743589743589745,0.8974358974358974,0.05,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,1.0,0.9487179487179487,0.01,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.9230769230769231,0.9487179487179487,0.01,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,1.0,0.8974358974358974,0.01,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.8205128205128205,0.8717948717948717,0.005,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,1.0,1.0,0.005,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,0.9743589743589745,0.9487179487179487,0.005,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,1.0,0.7948717948717949,0.05,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,2,1.0,0.7948717948717949,0.05,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,3,1.0,0.7948717948717949,0.05,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.8717948717948718,0.8974358974358975,0.05,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,2,0.8974358974358974,0.8974358974358975,0.05,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,3,0.9487179487179487,0.8974358974358975,0.05,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,1.0,0.9230769230769231,0.05,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,2,1.0,0.9230769230769231,0.05,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,3,1.0,0.9230769230769231,0.05,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,0.9230769230769231,0.846153846153846,0.01,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,1.0,0.9743589743589745,0.01,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,1.0,1.0,0.01,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,1.0,0.9743589743589745,0.005,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,1.0,0.9743589743589745,0.005,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,1.0,1,1.0,1.0,0.005,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9743589743589745,1.0,0.05,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,2,1.0,1.0,0.05,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,3,1.0,1.0,0.05,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,1.0,0.9487179487179488,0.05,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,2,1.0,0.9487179487179488,0.05,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,3,1.0,0.9487179487179488,0.05,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,1.0,0.9743589743589745,0.05,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,2,1.0,0.9743589743589745,0.05,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,3,1.0,0.9743589743589745,0.05,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,1.0,1.0,0.01,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9743589743589745,1.0,0.01,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,1.0,0.9743589743589745,0.01,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,0.9743589743589745,0.9487179487179487,0.005,5,0.25,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,1.0,0.7435897435897436,0.005,5,0.5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1,1.0,1.0,0.005,5,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,1.0,0.9487179487179487,0.05,6,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,2,1.0,0.9487179487179487,0.05,6,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,3,1.0,0.9487179487179487,0.05,6,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.9230769230769231,1.0,0.05,6,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,2,0.9743589743589745,1.0,0.05,6,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,3,0.9743589743589745,1.0,0.05,6,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.9487179487179487,0.923076923076923,0.05,6,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,2,0.9743589743589745,0.923076923076923,0.05,6,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,3,0.9743589743589745,0.923076923076923,0.05,6,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.9230769230769231,0.923076923076923,0.01,6,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.9743589743589745,0.923076923076923,0.01,6,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,1.0,1.0,0.01,6,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.9743589743589745,1.0,0.005,6,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.923076923076923,0.846153846153846,0.005,6,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1,0.9743589743589745,0.9487179487179487,0.005,6,0.75,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,1.0,0.9487179487179487,0.05,6,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,2,1.0,0.9487179487179487,0.05,6,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,3,1.0,0.9487179487179487,0.05,6,0.25,svae,breast-tissue
32,8,3,relu,Dense,0.1,1,1.0,1.0,0.05,6,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,2,1.0,1.0,0.05,6,0.5,svae,breast-tissue
32,8,3,relu,Dense,0.1,3,1.0,1.0,0.05,6,0.5,svae,breast-tissue
