hidden,latent,layers,nonlinearity,layertype,memorysize,k,anomaliesSeen,f1,auc,rsTrn,rsTst,model,dataset
16,2,4,leakyrelu,Dense,1024,32,1,0.058823529411764705,0.9680032957978517,0.43644416332244873,0.4537411630153656,autoencoder,waveform-1.1
16,2,4,leakyrelu,Dense,1024,32,2,0.058823529411764705,0.9426897372516648,0.43644416332244873,0.4537411630153656,autoencoder,waveform-1.1
16,2,4,leakyrelu,Dense,1024,32,3,0.0,0.9016295889407612,0.43644416332244873,0.4537411630153656,autoencoder,waveform-1.1
16,2,4,leakyrelu,Dense,1024,32,4,0.0,0.8751716561384175,0.43644416332244873,0.4537411630153656,autoencoder,waveform-1.1
16,2,4,leakyrelu,Dense,1024,32,5,0.0,0.8660624370594099,0.43644416332244873,0.4537411630153656,autoencoder,waveform-1.1
16,2,4,leakyrelu,Dense,1024,32,1,0.0,0.9837956605328146,0.4334583580493927,0.43925631046295166,autoencoder,waveform-1.2
16,2,4,leakyrelu,Dense,1024,32,2,0.0,0.9818731117824744,0.4334583580493927,0.43925631046295166,autoencoder,waveform-1.2
16,2,4,leakyrelu,Dense,1024,32,3,0.0,0.9549116543074188,0.4334583580493927,0.43925631046295166,autoencoder,waveform-1.2
16,2,4,leakyrelu,Dense,1024,32,4,0.0,0.9575666025817025,0.4334583580493927,0.43925631046295166,autoencoder,waveform-1.2
16,2,4,leakyrelu,Dense,1024,32,5,0.0,0.904650736977015,0.4334583580493927,0.43925631046295166,autoencoder,waveform-1.2
16,2,4,leakyrelu,Dense,1024,32,1,0.0,0.9899752815160612,0.43416866660118103,0.44183623790740967,autoencoder,waveform-1.3
16,2,4,leakyrelu,Dense,1024,32,2,0.0,0.9899752815160612,0.43416866660118103,0.44183623790740967,autoencoder,waveform-1.3
16,2,4,leakyrelu,Dense,1024,32,3,0.0,0.9933626293142854,0.43416866660118103,0.44183623790740967,autoencoder,waveform-1.3
16,2,4,leakyrelu,Dense,1024,32,4,0.0,0.9259818731117765,0.43416866660118103,0.44183623790740967,autoencoder,waveform-1.3
16,2,4,leakyrelu,Dense,1024,32,5,0.0,0.9366474411791572,0.43416866660118103,0.44183623790740967,autoencoder,waveform-1.3
16,2,4,leakyrelu,Dense,1024,32,1,0.0,0.986404833836855,0.4277029037475586,0.45284488797187805,autoencoder,waveform-1.4
16,2,4,leakyrelu,Dense,1024,32,2,0.0,0.959214501510571,0.4277029037475586,0.45284488797187805,autoencoder,waveform-1.4
16,2,4,leakyrelu,Dense,1024,32,3,0.0,0.9194360523665599,0.4277029037475586,0.45284488797187805,autoencoder,waveform-1.4
16,2,4,leakyrelu,Dense,1024,32,4,0.0,0.8997985901309106,0.4277029037475586,0.45284488797187805,autoencoder,waveform-1.4
16,2,4,leakyrelu,Dense,1024,32,5,0.0,0.8624462144099546,0.4277029037475586,0.45284488797187805,autoencoder,waveform-1.4
16,2,4,leakyrelu,Dense,1024,32,1,0.0,0.999999999999997,0.42864134907722473,0.43957799673080444,autoencoder,waveform-1.5
16,2,4,leakyrelu,Dense,1024,32,2,0.0,0.9984894259818701,0.42864134907722473,0.43957799673080444,autoencoder,waveform-1.5
16,2,4,leakyrelu,Dense,1024,32,3,0.0,0.9536299551405233,0.42864134907722473,0.43957799673080444,autoencoder,waveform-1.5
16,2,4,leakyrelu,Dense,1024,32,4,0.0,0.9442460862400379,0.42864134907722473,0.43957799673080444,autoencoder,waveform-1.5
16,2,4,leakyrelu,Dense,1024,32,5,0.0,0.9271262473679331,0.42864134907722473,0.43957799673080444,autoencoder,waveform-1.5
16,2,4,leakyrelu,Dense,1024,32,1,0.0,0.999999999999997,0.43245428800582886,0.43335792422294617,autoencoder,waveform-1.6
16,2,4,leakyrelu,Dense,1024,32,2,0.0,0.999999999999997,0.43245428800582886,0.43335792422294617,autoencoder,waveform-1.6
16,2,4,leakyrelu,Dense,1024,32,3,0.0,0.999999999999997,0.43245428800582886,0.43335792422294617,autoencoder,waveform-1.6
16,2,4,leakyrelu,Dense,1024,32,4,0.0,0.9583905520461353,0.43245428800582886,0.43335792422294617,autoencoder,waveform-1.6
16,2,4,leakyrelu,Dense,1024,32,5,0.058823529411764705,0.9312459946900977,0.43245428800582886,0.43335792422294617,autoencoder,waveform-1.6
16,2,4,leakyrelu,Dense,1024,32,1,0.0,0.9870456834202999,0.4358278214931488,0.43302294611930847,autoencoder,waveform-1.7
16,2,4,leakyrelu,Dense,1024,32,2,0.0,0.9620525496658369,0.4358278214931488,0.43302294611930847,autoencoder,waveform-1.7
16,2,4,leakyrelu,Dense,1024,32,3,0.0,0.8903689462601792,0.4358278214931488,0.43302294611930847,autoencoder,waveform-1.7
16,2,4,leakyrelu,Dense,1024,32,4,0.0,0.8246360889865362,0.4358278214931488,0.43302294611930847,autoencoder,waveform-1.7
16,2,4,leakyrelu,Dense,1024,32,5,0.0,0.8426714272635665,0.4358278214931488,0.43302294611930847,autoencoder,waveform-1.7
16,2,4,leakyrelu,Dense,1024,32,1,0.05405405405405406,0.8728371326558577,0.44498002529144287,0.4615723788738251,autoencoder,waveform-1.8
16,2,4,leakyrelu,Dense,1024,32,2,0.15789473684210525,0.7488785132289619,0.44498002529144287,0.4615723788738251,autoencoder,waveform-1.8
16,2,4,leakyrelu,Dense,1024,32,3,0.2,0.7642589032317093,0.44498002529144287,0.4615723788738251,autoencoder,waveform-1.8
16,2,4,leakyrelu,Dense,1024,32,4,0.20512820512820512,0.7763434953767234,0.44498002529144287,0.4615723788738251,autoencoder,waveform-1.8
16,2,4,leakyrelu,Dense,1024,32,5,0.1891891891891892,0.7890231621349396,0.44498002529144287,0.4615723788738251,autoencoder,waveform-1.8
16,2,4,leakyrelu,Dense,1024,32,1,0.0,0.9984894259818701,0.4321814775466919,0.43859565258026123,autoencoder,waveform-1.9
16,2,4,leakyrelu,Dense,1024,32,2,0.0,0.9929506545820685,0.4321814775466919,0.43859565258026123,autoencoder,waveform-1.9
16,2,4,leakyrelu,Dense,1024,32,3,0.0,0.987228783301285,0.4321814775466919,0.43859565258026123,autoencoder,waveform-1.9
16,2,4,leakyrelu,Dense,1024,32,4,0.0,0.9770209649363668,0.4321814775466919,0.43859565258026123,autoencoder,waveform-1.9
16,2,4,leakyrelu,Dense,1024,32,5,0.0,0.9548201043669261,0.4321814775466919,0.43859565258026123,autoencoder,waveform-1.9
16,2,4,leakyrelu,Dense,1024,32,1,0.0,0.992859104641576,0.43194130063056946,0.45213302969932556,autoencoder,waveform-1.10
16,2,4,leakyrelu,Dense,1024,32,2,0.058823529411764705,0.9762885654124265,0.43194130063056946,0.45213302969932556,autoencoder,waveform-1.10
16,2,4,leakyrelu,Dense,1024,32,3,0.0,0.9674997711251427,0.43194130063056946,0.45213302969932556,autoencoder,waveform-1.10
16,2,4,leakyrelu,Dense,1024,32,4,0.058823529411764705,0.9694223198754863,0.43194130063056946,0.45213302969932556,autoencoder,waveform-1.10
16,2,4,leakyrelu,Dense,1024,32,5,0.0,0.96704202142268,0.43194130063056946,0.45213302969932556,autoencoder,waveform-1.10
16,2,4,leakyrelu,Dense,1024,32,1,0.0,0.9871372333607923,0.4299766719341278,0.44028371572494507,autoencoder,waveform-1.11
16,2,4,leakyrelu,Dense,1024,32,2,0.0,0.9890140071408893,0.4299766719341278,0.44028371572494507,autoencoder,waveform-1.11
16,2,4,leakyrelu,Dense,1024,32,3,0.0,0.9875949830632553,0.4299766719341278,0.44028371572494507,autoencoder,waveform-1.11
16,2,4,leakyrelu,Dense,1024,32,4,0.0,0.9664011718392325,0.4299766719341278,0.44028371572494507,autoencoder,waveform-1.11
16,2,4,leakyrelu,Dense,1024,32,5,0.05714285714285714,0.9603131007964786,0.4299766719341278,0.44028371572494507,autoencoder,waveform-1.11
16,2,4,leakyrelu,Dense,1024,32,1,0.0,0.9788519637462205,0.4352288544178009,0.43150681257247925,autoencoder,waveform-1.12
16,2,4,leakyrelu,Dense,1024,32,2,0.0,0.9349537672800454,0.4352288544178009,0.43150681257247925,autoencoder,waveform-1.12
16,2,4,leakyrelu,Dense,1024,32,3,0.0,0.9061155360248957,0.4352288544178009,0.43150681257247925,autoencoder,waveform-1.12
16,2,4,leakyrelu,Dense,1024,32,4,0.0,0.8538862949739023,0.4352288544178009,0.43150681257247925,autoencoder,waveform-1.12
16,2,4,leakyrelu,Dense,1024,32,5,0.05555555555555555,0.8272910372608199,0.4352288544178009,0.43150681257247925,autoencoder,waveform-1.12
16,2,4,leakyrelu,Dense,1024,32,1,0.0,0.9986267508926061,0.4355919659137726,0.46453550457954407,autoencoder,waveform-1.13
16,2,4,leakyrelu,Dense,1024,32,2,0.058823529411764705,0.9895175318135987,0.4355919659137726,0.46453550457954407,autoencoder,waveform-1.13
16,2,4,leakyrelu,Dense,1024,32,3,0.0,0.975281516067009,0.4355919659137726,0.46453550457954407,autoencoder,waveform-1.13
16,2,4,leakyrelu,Dense,1024,32,4,0.11428571428571428,0.9750526412157773,0.4355919659137726,0.46453550457954407,autoencoder,waveform-1.13
16,2,4,leakyrelu,Dense,1024,32,5,0.0,0.98471115993774,0.4355919659137726,0.46453550457954407,autoencoder,waveform-1.13
16,2,4,leakyrelu,Dense,1024,32,1,0.10256410256410256,0.8062345509475363,0.44470497965812683,0.45879969000816345,autoencoder,waveform-1.14
16,2,4,leakyrelu,Dense,1024,32,2,0.21818181818181817,0.8069669504714766,0.44470497965812683,0.45879969000816345,autoencoder,waveform-1.14
