dataset,anom_sel,anom_ratio,anom_seen,pxvita,f2,f3,knnauc
statlog-vehicle,rnd,0.05,3,0.6548500881834214,0.8940035273368607,0.8878306878306879,0.6740092002830856
statlog-vehicle,rnd,0.05,4,0.6548500881834214,0.8955026455026456,0.8900352733686064,0.6740092002830856
statlog-vehicle,rnd,0.05,5,0.6548500881834214,0.901410934744268,0.8992945326278662,0.6740092002830856
statlog-vehicle,rnd,0.05,6,0.6548500881834214,0.8995590828924163,0.9033509700176365,0.6740092002830856
statlog-vehicle,rnd,0.05,7,0.6548500881834214,0.9154320987654321,0.9119047619047617,0.6740092002830856
statlog-vehicle,rnd,0.05,8,0.6548500881834214,0.9149029982363315,0.917989417989418,0.6740092002830856
statlog-vehicle,rnd,0.05,9,0.6548500881834214,0.9141975308641974,0.9158730158730162,0.6740092002830856
statlog-vehicle,rnd,0.05,10,0.6548500881834214,0.9162257495590829,0.9200176366843034,0.6740092002830856
statlog-vehicle,best,0.05,1,0.6548500881834214,0.8634038800705468,0.9006172839506172,0.6740092002830856
statlog-vehicle,best,0.05,2,0.6548500881834214,0.8708994708994708,0.9009700176366842,0.6740092002830856
statlog-vehicle,best,0.05,3,0.6548500881834214,0.872310405643739,0.901763668430335,0.6740092002830856
statlog-vehicle,best,0.05,4,0.6548500881834214,0.8897707231040565,0.902821869488536,0.6740092002830856
statlog-vehicle,best,0.05,5,0.6548500881834214,0.8900352733686068,0.9031746031746032,0.6740092002830856
statlog-vehicle,best,0.05,6,0.6548500881834214,0.8970899470899472,0.9049382716049383,0.6740092002830856
statlog-vehicle,best,0.05,7,0.6548500881834214,0.9027336860670193,0.9019400352733686,0.6740092002830856
statlog-vehicle,best,0.05,8,0.6548500881834214,0.8987654320987655,0.9033509700176368,0.6740092002830856
statlog-vehicle,best,0.05,9,0.6548500881834214,0.903968253968254,0.9035273368606701,0.6740092002830856
statlog-vehicle,best,0.05,10,0.6548500881834214,0.9045855379188712,0.9044973544973546,0.6740092002830856
synthetic-control-chart,rnd,0.05,1,0.9581089743589744,0.784871794871795,0.7991025641025641,0.9710544217687076
synthetic-control-chart,rnd,0.05,2,0.9581089743589744,0.8562179487179487,0.8880128205128205,0.9710544217687076
synthetic-control-chart,rnd,0.05,3,0.9581089743589744,0.896025641025641,0.9053846153846156,0.9710544217687076
synthetic-control-chart,rnd,0.05,4,0.9581089743589744,0.9108974358974358,0.9244230769230768,0.9710544217687076
synthetic-control-chart,rnd,0.05,5,0.9581089743589744,0.9156089743589743,0.9343910256410256,0.9710544217687076
synthetic-control-chart,rnd,0.05,6,0.9581089743589744,0.9235576923076924,0.9411538461538461,0.9710544217687076
synthetic-control-chart,rnd,0.05,7,0.9581089743589744,0.9319551282051283,0.9474358974358973,0.9710544217687076
synthetic-control-chart,rnd,0.05,8,0.9581089743589744,0.9426282051282053,0.9561538461538464,0.9710544217687076
synthetic-control-chart,rnd,0.05,9,0.9581089743589744,0.9488461538461539,0.9594230769230769,0.9710544217687076
synthetic-control-chart,rnd,0.05,10,0.9581089743589744,0.9503205128205128,0.9608012820512819,0.9710544217687076
synthetic-control-chart,best,0.05,1,0.9581089743589744,0.808974358974359,0.8009935897435898,0.9710544217687076
synthetic-control-chart,best,0.05,2,0.9581089743589744,0.8127564102564102,0.8033974358974361,0.9710544217687076
synthetic-control-chart,best,0.05,3,0.9581089743589744,0.8217628205128206,0.8209615384615386,0.9710544217687076
synthetic-control-chart,best,0.05,4,0.9581089743589744,0.824871794871795,0.8177564102564101,0.9710544217687076
synthetic-control-chart,best,0.05,5,0.9581089743589744,0.8245512820512821,0.8315705128205128,0.9710544217687076
synthetic-control-chart,best,0.05,6,0.9581089743589744,0.8292948717948718,0.8336858974358974,0.9710544217687076
synthetic-control-chart,best,0.05,7,0.9581089743589744,0.8531089743589743,0.8485897435897437,0.9710544217687076
synthetic-control-chart,best,0.05,8,0.9581089743589744,0.8616346153846155,0.879102564102564,0.9710544217687076
synthetic-control-chart,best,0.05,9,0.9581089743589744,0.8875961538461539,0.9014423076923078,0.9710544217687076
synthetic-control-chart,best,0.05,10,0.9581089743589744,0.9033333333333335,0.915801282051282,0.9710544217687076
wall-following-robot,rnd,0.05,1,0.6500905797101447,0.615327945001858,0.6385744147157191,0.7238461309700827
wall-following-robot,rnd,0.05,2,0.6500905797101447,0.6453228353771832,0.6563099219620959,0.7238461309700827
wall-following-robot,rnd,0.05,3,0.6500905797101447,0.6729714790040877,0.692761519881085,0.7238461309700827
wall-following-robot,rnd,0.05,4,0.6500905797101447,0.6866230026012634,0.7000450575994054,0.7238461309700827
wall-following-robot,rnd,0.05,5,0.6500905797101447,0.6940496098104794,0.7109940542549239,0.7238461309700827
wall-following-robot,rnd,0.05,6,0.6500905797101447,0.7008825715347453,0.7085098476402824,0.7238461309700827
wall-following-robot,rnd,0.05,7,0.6500905797101447,0.7212667224080268,0.7260233184689706,0.7238461309700827
wall-following-robot,rnd,0.05,8,0.6500905797101447,0.7219569862504644,0.72978121516165,0.7238461309700827
wall-following-robot,rnd,0.05,9,0.6500905797101447,0.7273694723151245,0.7324837421033074,0.7238461309700827
wall-following-robot,rnd,0.05,10,0.6500905797101447,0.7301862690449645,0.7273494983277592,0.7238461309700827
wall-following-robot,best,0.05,1,0.6500905797101447,0.572694165737644,0.5874177814938684,0.7238461309700827
wall-following-robot,best,0.05,2,0.6500905797101447,0.5934726867335562,0.6101286696395392,0.7238461309700827
wall-following-robot,best,0.05,3,0.6500905797101447,0.600867707172055,0.6113447603121517,0.7238461309700827
wall-following-robot,best,0.05,4,0.6500905797101447,0.6047826086956523,0.6103567447045709,0.7238461309700827
wall-following-robot,best,0.05,5,0.6500905797101447,0.6099995354886658,0.6158458751393534,0.7238461309700827
wall-following-robot,best,0.05,6,0.6500905797101447,0.6082622630992196,0.620795707915273,0.7238461309700827
wall-following-robot,best,0.05,7,0.6500905797101447,0.6161083240431067,0.6225970828688221,0.7238461309700827
wall-following-robot,best,0.05,8,0.6500905797101447,0.6165505388331475,0.6308876811594202,0.7238461309700827
wall-following-robot,best,0.05,9,0.6500905797101447,0.6159016164994425,0.6275455221107396,0.7238461309700827
wall-following-robot,best,0.05,10,0.6500905797101447,0.6153372352285397,0.6298657562244518,0.7238461309700827
waveform-1,rnd,0.05,1,0.7165592180840046,0.8852078769122604,0.8972517435546544,0.7567269714350068
waveform-1,rnd,0.05,2,0.7165592180840046,0.9166370581477832,0.9035944532677134,0.7567269714350068
waveform-1,rnd,0.05,3,0.7165592180840046,0.9355164123263506,0.9163388804841149,0.7567269714350068
waveform-1,rnd,0.05,4,0.7165592180840046,0.9366168448408988,0.9189603329545953,0.7567269714350068
waveform-1,rnd,0.05,5,0.7165592180840046,0.9417178799881984,0.9276376168385635,0.7567269714350068
waveform-1,rnd,0.05,6,0.7165592180840046,0.947953245742337,0.9390832449262717,0.7567269714350068
waveform-1,rnd,0.05,7,0.7165592180840046,0.9518898186452063,0.9435753698972384,0.7567269714350068
waveform-1,rnd,0.05,8,0.7165592180840046,0.9568339181800491,0.9451064337323682,0.7567269714350068
waveform-1,rnd,0.05,9,0.7165592180840046,0.9599789078536857,0.9477705726894371,0.7567269714350068
waveform-1,rnd,0.05,10,0.7165592180840046,0.9599902072177826,0.9483951764270155,0.7567269714350068
waveform-1,best,0.05,1,0.7165592180840046,0.8904332050646261,0.8919353927470638,0.7567269714350068
waveform-1,best,0.05,2,0.7165592180840046,0.8997576914143665,0.8959893534880511,0.7567269714350068
waveform-1,best,0.05,3,0.7165592180840046,0.9024262245685838,0.9051933132874244,0.7567269714350068
waveform-1,best,0.05,4,0.7165592180840046,0.9075278874583335,0.9115579939862274,0.7567269714350068
waveform-1,best,0.05,5,0.7165592180840046,0.9116414837320544,0.9184016421742486,0.7567269714350068
waveform-1,best,0.05,6,0.7165592180840046,0.9149396425634491,0.9209891965524383,0.7567269714350068
waveform-1,best,0.05,7,0.7165592180840046,0.9159321033766267,0.924903170727114,0.7567269714350068
waveform-1,best,0.05,8,0.7165592180840046,0.9205679813686041,0.9287405603229107,0.7567269714350068
waveform-1,best,0.05,9,0.7165592180840046,0.9220281103069032,0.9285698143765577,0.7567269714350068
waveform-1,best,0.05,10,0.7165592180840046,0.9244618677848851,0.9296319546016661,0.7567269714350068
waveform-2,rnd,0.05,1,0.7044105184524893,0.8936616844840899,0.9067024061368102,0.7604346823475153
waveform-2,rnd,0.05,2,0.7044105184524893,0.9238372640473067,0.9239176150808847,0.7604346823475153
waveform-2,rnd,0.05,3,0.7044105184524893,0.9324272917307486,0.9262772989497868,0.7604346823475153
waveform-2,rnd,0.05,4,0.7044105184524893,0.936634421629494,0.9234078882116246,0.7604346823475153
waveform-2,rnd,0.05,5,0.7044105184524893,0.9437053125843529,0.9317876221743742,0.7604346823475153
waveform-2,rnd,0.05,6,0.7044105184524893,0.9449852794395515,0.9358610429313062,0.7604346823475153
waveform-2,rnd,0.05,7,0.7044105184524893,0.9468842003502802,0.9389407473901608,0.7604346823475153
waveform-2,rnd,0.05,8,0.7044105184524893,0.9509871250023542,0.9426670265723379,0.7604346823475153
waveform-2,rnd,0.05,9,0.7044105184524893,0.9528496368509927,0.943085730786373,0.7604346823475153
waveform-2,rnd,0.05,10,0.7044105184524893,0.9534535250877271,0.9451139666417664,0.7604346823475153
waveform-2,best,0.05,1,0.7044105184524893,0.8996516029403457,0.8982749637478735,0.7604346823475153
waveform-2,best,0.05,2,0.7044105184524893,0.8964620435527714,0.9032165523129171,0.7604346823475153
waveform-2,best,0.05,3,0.7044105184524893,0.9013816611320706,0.9076295817352058,0.7604346823475153
waveform-2,best,0.05,4,0.7044105184524893,0.9076182823711088,0.9026352628043768,0.7604346823475153
waveform-2,best,0.05,5,0.7044105184524893,0.9107161913610085,0.916987966177237,0.7604346823475153
waveform-2,best,0.05,6,0.7044105184524893,0.9088794169528127,0.9192214738137239,0.7604346823475153
waveform-2,best,0.05,7,0.7044105184524893,0.9118392226037499,0.9242308585633486,0.7604346823475153
waveform-2,best,0.05,8,0.7044105184524893,0.915348302898287,0.9256966371836961,0.7604346823475153
waveform-2,best,0.05,9,0.7044105184524893,0.9186131913798405,0.9250645005367197,0.7604346823475153
waveform-2,best,0.05,10,0.7044105184524893,0.9211919573637329,0.9274486663611654,0.7604346823475153
wine,rnd,0.05,1,0.8956043956043956,0.9014652014652015,0.9439560439560439,0.9795524691358025
wine,rnd,0.05,2,0.8956043956043956,0.9501831501831504,0.9721611721611723,0.9795524691358025
wine,rnd,0.05,3,0.8956043956043956,0.968864468864469,0.9835164835164836,0.9795524691358025
wine,rnd,0.05,4,0.8956043956043956,0.9721611721611723,0.9871794871794872,0.9795524691358025
wine,rnd,0.05,5,0.8956043956043956,0.9761904761904763,0.9956043956043956,0.9795524691358025
wine,best,0.05,1,0.8956043956043956,0.9282051282051282,0.9527472527472529,0.9795524691358025
wine,best,0.05,2,0.8956043956043956,0.9637362637362636,0.9824175824175825,0.9795524691358025
wine,best,0.05,3,0.8956043956043956,0.9706959706959708,0.9893772893772894,0.9795524691358025
wine,best,0.05,4,0.8956043956043956,0.9758241758241759,0.9908424908424909,0.9795524691358025
wine,best,0.05,5,0.8956043956043956,0.9831501831501832,0.9904761904761905,0.9795524691358025
yeast,rnd,0.05,1,0.7247428571428571,0.6732,0.6459809523809523,0.763217279174726
yeast,rnd,0.05,2,0.7247428571428571,0.7838285714285714,0.7564952380952381,0.763217279174726
yeast,rnd,0.05,3,0.7247428571428571,0.7862857142857143,0.7607238095238096,0.763217279174726
yeast,rnd,0.05,4,0.7247428571428571,0.8101904761904762,0.7827999999999999,0.763217279174726
yeast,rnd,0.05,5,0.7247428571428571,0.8284190476190476,0.7869142857142857,0.763217279174726
yeast,rnd,0.05,6,0.7247428571428571,0.8420571428571428,0.8062095238095237,0.763217279174726
yeast,rnd,0.05,7,0.7247428571428571,0.8562285714285714,0.8133142857142858,0.763217279174726
yeast,rnd,0.05,8,0.7247428571428571,0.8506857142857143,0.8230476190476189,0.763217279174726
yeast,rnd,0.05,9,0.7247428571428571,0.8625904761904761,0.8345714285714285,0.763217279174726
yeast,rnd,0.05,10,0.7247428571428571,0.8588952380952382,0.8386095238095239,0.763217279174726
yeast,best,0.05,1,0.7247428571428571,0.6419999999999999,0.6363809523809525,0.763217279174726
yeast,best,0.05,2,0.7247428571428571,0.6579619047619047,0.6223047619047619,0.763217279174726
yeast,best,0.05,3,0.7247428571428571,0.6703809523809524,0.6425904761904763,0.763217279174726
yeast,best,0.05,4,0.7247428571428571,0.6878666666666666,0.659847619047619,0.763217279174726
yeast,best,0.05,5,0.7247428571428571,0.6816,0.6951238095238095,0.763217279174726
yeast,best,0.05,6,0.7247428571428571,0.6962095238095238,0.6940571428571428,0.763217279174726
yeast,best,0.05,7,0.7247428571428571,0.7153142857142857,0.7208380952380953,0.763217279174726
yeast,best,0.05,8,0.7247428571428571,0.7227428571428571,0.731752380952381,0.763217279174726
yeast,best,0.05,9,0.7247428571428571,0.7414095238095239,0.7493904761904762,0.763217279174726
yeast,best,0.05,10,0.7247428571428571,0.7612380952380953,0.7866095238095239,0.763217279174726
