dataset,anom_sel,anom_ratio,anom_seen,pxvita,f2,f3,knnauc
pima-indians,best,0.05,5,0.86385,0.8539,0.82935,0.9029333333333334
pima-indians,best,0.05,6,0.86385,0.85975,0.8319000000000001,0.9029333333333334
pima-indians,best,0.05,7,0.86385,0.8633,0.8472000000000002,0.9029333333333334
pima-indians,best,0.05,8,0.86385,0.8733999999999998,0.84615,0.9029333333333334
pima-indians,best,0.05,9,0.86385,0.8794499999999997,0.8552,0.9029333333333334
pima-indians,best,0.05,10,0.86385,0.8852499999999999,0.8607000000000001,0.9029333333333334
sonar,rnd,0.05,1,0.49669421487603305,0.797107438016529,0.8053719008264464,0.5586734693877551
sonar,rnd,0.05,2,0.49669421487603305,0.8475206611570248,0.849586776859504,0.5586734693877551
sonar,rnd,0.05,3,0.49669421487603305,0.828512396694215,0.8545454545454545,0.5586734693877551
sonar,rnd,0.05,4,0.49669421487603305,0.8561983471074381,0.8900826446280993,0.5586734693877551
sonar,rnd,0.05,5,0.49669421487603305,0.8578512396694216,0.9152892561983471,0.5586734693877551
sonar,best,0.05,1,0.49669421487603305,0.771900826446281,0.7739669421487603,0.5586734693877551
sonar,best,0.05,2,0.49669421487603305,0.8074380165289256,0.8202479338842975,0.5586734693877551
sonar,best,0.05,3,0.49669421487603305,0.8413223140495868,0.8549586776859505,0.5586734693877551
sonar,best,0.05,4,0.49669421487603305,0.853305785123967,0.8747933884297519,0.5586734693877551
sonar,best,0.05,5,0.49669421487603305,0.8545454545454545,0.9264462809917354,0.5586734693877551
spect-heart,rnd,0.05,1,0.49523809523809526,0.9071428571428571,0.9571428571428573,0.3679245283018868
spect-heart,rnd,0.05,2,0.49523809523809526,0.9214285714285715,0.9261904761904762,0.3679245283018868
spect-heart,rnd,0.05,3,0.49523809523809526,0.9333333333333333,0.9285714285714285,0.3679245283018868
spect-heart,rnd,0.05,4,0.49523809523809526,0.9380952380952381,0.9238095238095237,0.3679245283018868
spect-heart,rnd,0.05,5,0.49523809523809526,0.9428571428571428,0.9261904761904762,0.3679245283018868
spect-heart,rnd,0.05,6,0.49523809523809526,0.9571428571428571,0.9238095238095237,0.3679245283018868
spect-heart,best,0.05,1,0.49523809523809526,0.85,0.8547619047619047,0.3679245283018868
spect-heart,best,0.05,2,0.49523809523809526,0.9214285714285715,0.9071428571428573,0.3679245283018868
spect-heart,best,0.05,3,0.49523809523809526,0.9357142857142857,0.9238095238095237,0.3679245283018868
spect-heart,best,0.05,4,0.49523809523809526,0.9333333333333333,0.9380952380952381,0.3679245283018868
spect-heart,best,0.05,5,0.49523809523809526,0.9452380952380952,0.9357142857142857,0.3679245283018868
spect-heart,best,0.05,6,0.49523809523809526,0.9619047619047618,0.9476190476190476,0.3679245283018868
statlog-satimage,rnd,0.05,1,0.7859689935315803,0.9622651610481932,0.9689835971477141,0.8082140205748224
statlog-satimage,rnd,0.05,2,0.7859689935315803,0.973898933704219,0.9810859438814932,0.8082140205748224
statlog-satimage,rnd,0.05,3,0.7859689935315803,0.9758684349956951,0.9778026138596374,0.8082140205748224
statlog-satimage,rnd,0.05,4,0.7859689935315803,0.9757351480230477,0.981434476896925,0.8082140205748224
statlog-satimage,rnd,0.05,5,0.7859689935315803,0.9779014062741462,0.9808480694085701,0.8082140205748224
statlog-satimage,rnd,0.05,6,0.7859689935315803,0.9781075457535818,0.9797094730335342,0.8082140205748224
statlog-satimage,rnd,0.05,7,0.7859689935315803,0.9788385544296533,0.9798286862264609,0.8082140205748224
statlog-satimage,rnd,0.05,8,0.7859689935315803,0.9806369627127625,0.9839906616332208,0.8082140205748224
statlog-satimage,rnd,0.05,9,0.7859689935315803,0.9815672119566419,0.9854766871978278,0.8082140205748224
statlog-satimage,rnd,0.05,10,0.7859689935315803,0.9820468242929994,0.9847100801377575,0.8082140205748224
statlog-satimage,best,0.05,1,0.7859689935315803,0.9414936419630437,0.9434832880764729,0.8082140205748224
statlog-satimage,best,0.05,2,0.7859689935315803,0.9515012031701879,0.9503013444598979,0.8082140205748224
statlog-satimage,best,0.05,3,0.7859689935315803,0.9610622668167872,0.9672663200653465,0.8082140205748224
statlog-satimage,best,0.05,4,0.7859689935315803,0.9619191116409475,0.9670030575976334,0.8082140205748224
statlog-satimage,best,0.05,5,0.7859689935315803,0.9626112104554387,0.9656401086164648,0.8082140205748224
statlog-satimage,best,0.05,6,0.7859689935315803,0.9642655694637614,0.9706473386758507,0.8082140205748224
statlog-satimage,best,0.05,7,0.7859689935315803,0.9656287944013953,0.9704249177649734,0.8082140205748224
statlog-satimage,best,0.05,8,0.7859689935315803,0.9656138927522795,0.9729849658917809,0.8082140205748224
statlog-satimage,best,0.05,9,0.7859689935315803,0.9676788749806831,0.9729308784246198,0.8082140205748224
statlog-satimage,best,0.05,10,0.7859689935315803,0.9667022650506656,0.9707066693158486,0.8082140205748224
statlog-vehicle,rnd,0.05,1,0.6548500881834214,0.8895943562610229,0.9049382716049383,0.6740092002830856
statlog-vehicle,rnd,0.05,2,0.6548500881834214,0.8982363315696649,0.880952380952381,0.6740092002830856
