hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,aucpxv,aucf2,aucf3,ar,i,κ,anom_sel,model,dataset
32,8,3,relu,Dense,32,0,0.01,7,0.8925129725722758,0.985544848035582,0.9570051890289104,0.05,1,1.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,7,0.8925129725722758,0.9744255003706448,0.9547813194959229,0.05,1,3.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,7,0.8925129725722758,0.9651593773165308,0.9536693847294293,0.05,1,5.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,7,0.8925129725722758,0.9447739065974796,0.9499629355077837,0.05,1,10.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,7,0.8925129725722758,0.935137138621201,0.9403261675315048,0.05,1,50.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,8,0.8925129725722758,0.9788732394366197,0.9495922905856191,0.05,1,0.5,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,8,0.8925129725722758,0.9762787249814677,0.9492216456634543,0.05,1,1.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,8,0.8925129725722758,0.9792438843587843,0.9484803558191253,0.05,1,3.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,8,0.8925129725722758,0.9636767976278725,0.9477390659747962,0.05,1,5.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,8,0.8925129725722758,0.9418087472201631,0.9440326167531505,0.05,1,10.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,8,0.8925129725722758,0.9199406968124537,0.933283914010378,0.05,1,50.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,9,0.8925129725722758,0.9907338769458858,0.9592290585618978,0.05,1,0.5,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,9,0.8925129725722758,0.9844329132690883,0.9584877687175686,0.05,1,1.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,9,0.8925129725722758,0.983691623424759,0.957375833951075,0.05,1,3.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,9,0.8925129725722758,0.971830985915493,0.9562638991845812,0.05,1,5.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,9,0.8925129725722758,0.9677538917716826,0.9532987398072648,0.05,1,10.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,9,0.8925129725722758,0.9314306893995552,0.9451445515196442,0.05,1,50.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,10,0.8925129725722758,0.9959229058561897,0.9577464788732395,0.05,1,0.5,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,10,0.8925129725722758,0.9940696812453669,0.958117123795404,0.05,1,1.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,10,0.8925129725722758,0.9799851742031134,0.9629355077835433,0.05,1,3.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,10,0.8925129725722758,0.9814677538917717,0.9655300222386953,0.05,1,5.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,10,0.8925129725722758,0.9770200148257969,0.9670126019273536,0.05,1,10.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,10,0.8925129725722758,0.9432913269088212,0.9618235730170497,0.05,1,50.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.8925129725722758,0.8914010378057821,0.9117865085248332,0.05,1,0.5,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.8925129725722758,0.9002965159377316,0.745366938472943,0.05,1,0.5,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.8925129725722758,0.9503335804299481,0.823943661971831,0.05,1,0.5,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.8925129725722758,0.9733135656041512,0.8647146034099333,0.05,1,0.5,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,5,0.8925129725722758,0.9810971089696071,0.8710155670867309,0.05,1,0.5,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,6,0.8925129725722758,0.9929577464788732,0.9392142327650111,0.05,1,0.5,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,7,0.8925129725722758,0.9836916234247591,0.9436619718309859,0.05,1,0.5,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,8,0.8925129725722758,0.9944403261675315,0.9458858413639732,0.05,1,0.5,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,9,0.8925129725722758,0.9922164566345442,0.9673832468495183,0.05,1,0.5,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,10,0.8925129725722758,0.9833209785025946,0.96590066716086,0.05,1,0.5,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.8925129725722758,0.8524833209785025,0.9032616753150482,0.05,1,1.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.8925129725722758,0.8480355819125278,0.7498146775389177,0.05,1,1.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.8925129725722758,0.9477390659747962,0.8083765752409191,0.05,1,1.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.8925129725722758,0.9529280948851001,0.8584136397331357,0.05,1,1.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,5,0.8925129725722758,0.9636767976278725,0.8699036323202373,0.05,1,1.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,6,0.8925129725722758,0.9788732394366197,0.9125277983691624,0.05,1,1.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,7,0.8925129725722758,0.9592290585618977,0.9295774647887324,0.05,1,1.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,8,0.8925129725722758,0.9951816160118606,0.941067457375834,0.05,1,1.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,9,0.8925129725722758,0.9814677538917718,0.9584877687175686,0.05,1,1.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,10,0.8925129725722758,0.9962935507783544,0.9629355077835434,0.05,1,1.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.8925129725722758,0.8124536693847294,0.896590066716086,0.05,1,3.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.8925129725722758,0.8320978502594514,0.7312824314306895,0.05,1,3.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.8925129725722758,0.9343958487768718,0.8020756115641215,0.05,1,3.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.8925129725722758,0.9659006671608599,0.8502594514455152,0.05,1,3.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,5,0.8925129725722758,0.9681245366938473,0.8636026686434396,0.05,1,3.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,6,0.8925129725722758,0.9848035581912529,0.9562638991845811,0.05,1,3.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,7,0.8925129725722758,0.9870274277242401,0.9722016308376575,0.05,1,3.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,8,0.8925129725722758,0.9877687175685693,0.969236471460341,0.05,1,3.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,9,0.8925129725722758,0.9810971089696071,0.9699777613046702,0.05,1,3.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,10,0.8925129725722758,0.9896219421793921,0.969236471460341,0.05,1,3.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.8925129725722758,0.8369162342475908,0.9084507042253521,0.05,1,5.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.8925129725722758,0.823943661971831,0.7531504818383988,0.05,1,5.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.8925129725722758,0.9369903632320237,0.815418828762046,0.05,1,5.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.8925129725722758,0.9544106745737584,0.8758339510748703,0.05,1,5.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,5,0.8925129725722758,0.9677538917716828,0.8750926612305412,0.05,1,5.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,6,0.8925129725722758,0.9699777613046701,0.9347664936990363,0.05,1,5.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,7,0.8925129725722758,0.9807264640474425,0.9562638991845811,0.05,1,5.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,8,0.8925129725722758,0.9933283914010378,0.9666419570051891,0.05,1,5.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,9,0.8925129725722758,0.9770200148257968,0.9684951816160119,0.05,1,5.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,10,0.8925129725722758,0.9803558191252779,0.9744255003706449,0.05,1,5.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.8925129725722758,0.812824314306894,0.9125277983691623,0.05,1,10.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.8925129725722758,0.7776130467012602,0.7613046701260192,0.05,1,10.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.8925129725722758,0.9002965159377316,0.8613787991104521,0.05,1,10.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.8925129725722758,0.9325426241660489,0.8787991104521868,0.05,1,10.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,5,0.8925129725722758,0.9184581171237953,0.9321719792438844,0.05,1,10.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,6,0.8925129725722758,0.9373610081541882,0.93587842846553,0.05,1,10.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,7,0.8925129725722758,0.9595997034840624,0.9544106745737584,0.05,1,10.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,8,0.8925129725722758,0.9432913269088213,0.958117123795404,0.05,1,10.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,9,0.8925129725722758,0.9699777613046702,0.9607116382505559,0.05,1,10.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,10,0.8925129725722758,0.9651593773165308,0.9670126019273536,0.05,1,10.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.8925129725722758,0.8465530022238695,0.9032616753150482,0.05,1,50.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.8925129725722758,0.9488510007412898,0.9662713120830244,0.05,1,50.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.8925129725722758,0.9540400296515938,0.9722016308376575,0.05,1,50.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.8925129725722758,0.9154929577464789,0.9280948851000741,0.05,1,50.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,5,0.8925129725722758,0.9477390659747962,0.9547813194959229,0.05,1,50.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,6,0.8925129725722758,0.9499629355077834,0.9766493699036323,0.05,1,50.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,7,0.8925129725722758,0.9288361749444033,0.9625648628613789,0.05,1,50.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,8,0.8925129725722758,0.9329132690882136,0.9647887323943661,0.05,1,50.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,9,0.8925129725722758,0.9447739065974796,0.9651593773165308,0.05,1,50.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,10,0.8925129725722758,0.9403261675315048,0.9610822831727205,0.05,1,50.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9636767976278725,0.787249814677539,0.6682727946627132,0.01,1,0.5,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9636767976278725,0.804299481097109,0.6708673091178651,0.01,1,1.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9636767976278725,0.7850259451445515,0.6793921423276502,0.01,1,3.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9636767976278725,0.7839140103780579,0.6830985915492958,0.01,1,5.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9636767976278725,0.7186805040770942,0.6986656782802075,0.01,1,10.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9636767976278725,0.7891030392883618,0.7464788732394366,0.01,1,50.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.9636767976278725,0.9143810229799851,0.8991845811712379,0.01,1,0.5,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.9636767976278725,0.9429206819866568,0.905114899925871,0.01,1,1.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.9636767976278725,0.9544106745737583,0.9154929577464788,0.01,1,3.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.9636767976278725,0.9088213491475167,0.9306893995552261,0.01,1,5.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.9636767976278725,0.896590066716086,0.9484803558191254,0.01,1,10.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.9636767976278725,0.9221645663454411,0.9577464788732395,0.01,1,50.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.9636767976278725,0.9736842105263157,0.8999258710155671,0.01,1,0.5,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.9636767976278725,0.9614529280948851,0.9043736100815419,0.01,1,1.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.9636767976278725,0.9447739065974796,0.9240177909562639,0.01,1,3.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.9636767976278725,0.957375833951075,0.9347664936990363,0.01,1,5.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.9636767976278725,0.9484803558191253,0.9529280948851001,0.01,1,10.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.9636767976278725,0.9173461823573017,0.9670126019273536,0.01,1,50.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.9636767976278725,0.959970348406227,0.8921423276501113,0.01,1,0.5,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.9636767976278725,0.9540400296515938,0.8984432913269088,0.01,1,1.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.9636767976278725,0.9607116382505559,0.9180874722016308,0.01,1,3.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.9636767976278725,0.9458858413639732,0.9292068198665678,0.01,1,5.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.9636767976278725,0.9503335804299481,0.9473684210526316,0.01,1,10.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.9636767976278725,0.9529280948851,0.9625648628613788,0.01,1,50.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9636767976278725,0.8054114158636027,0.6430689399555226,0.01,1,0.5,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.9636767976278725,0.9173461823573017,0.799110452186805,0.01,1,0.5,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.9636767976278725,0.9621942179392142,0.8102297998517419,0.01,1,0.5,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.9636767976278725,0.9458858413639732,0.8083765752409192,0.01,1,0.5,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9636767976278725,0.8361749444032617,0.6604892512972572,0.01,1,1.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.9636767976278725,0.913639733135656,0.8487768717568569,0.01,1,1.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.9636767976278725,0.9629355077835434,0.843587842846553,0.01,1,1.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.9636767976278725,0.9759080800593032,0.8454410674573758,0.01,1,1.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9636767976278725,0.7242401779095626,0.6630837657524092,0.01,1,3.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.9636767976278725,0.8939955522609341,0.896590066716086,0.01,1,3.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.9636767976278725,0.9332839140103781,0.9080800593031876,0.01,1,3.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.9636767976278725,0.9355077835433655,0.9040029651593773,0.01,1,3.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9636767976278725,0.712008895478132,0.6441808747220162,0.01,1,5.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.9636767976278725,0.9140103780578207,0.8365455893254262,0.01,1,5.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.9636767976278725,0.9343958487768718,0.8469236471460342,0.01,1,5.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.9636767976278725,0.9191994069681245,0.8398813936249074,0.01,1,5.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9636767976278725,0.7079318013343217,0.6645663454410674,0.01,1,10.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.9636767976278725,0.8302446256486287,0.8636026686434395,0.01,1,10.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.9636767976278725,0.9199406968124537,0.8869532987398072,0.01,1,10.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.9636767976278725,0.9028910303928837,0.8843587842846552,0.01,1,10.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9636767976278725,0.7212750185322461,0.734988880652335,0.01,1,50.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,2,0.9636767976278725,0.893254262416605,0.9592290585618977,0.01,1,50.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,3,0.9636767976278725,0.9088213491475168,0.9625648628613788,0.01,1,50.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,4,0.9636767976278725,0.8999258710155671,0.9729429206819866,0.01,1,50.0,best,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9521868050407709,0.9280948851000741,0.8817642698295033,0.005,1,0.5,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9521868050407709,0.9392142327650111,0.882876204595997,0.005,1,1.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9521868050407709,0.927353595255745,0.8921423276501113,0.005,1,3.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9521868050407709,0.955522609340252,0.9028910303928837,0.005,1,5.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9521868050407709,0.9021497405485545,0.9173461823573017,0.005,1,10.0,rnd,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,32,0,0.01,1,0.9521868050407709,0.911045218680504,0.9492216456634546,0.005,1,50.0,rnd,svae,breast-cancer-wisconsin
