dataset,prname,k,auc,anom_ratio
pendigits,px_δ,5,0.6983064532278883,0.05
pendigits,px_γ,5,0.9050630722149098,0.05
pendigits,px_κ,9,0.9355653014522357,0.05
pendigits,px_δ,9,0.6859041928595225,0.05
pendigits,px_γ,9,0.9224840749256771,0.05
pendigits,px_κ,15,0.9444893508176904,0.05
pendigits,px_δ,15,0.6726801458607552,0.05
pendigits,px_γ,15,0.9347055567995833,0.05
pendigits,px_κ,21,0.9478619711591852,0.05
pendigits,px_δ,21,0.6622705906341084,0.05
pendigits,px_γ,21,0.9408696847390545,0.05
pendigits,px_κ,29,0.9496561931653713,0.05
pendigits,px_δ,29,0.6488571631430337,0.05
pendigits,px_γ,29,0.9460702068666699,0.05
pendigits,px_κ,39,0.9476344050785467,0.05
pendigits,px_δ,39,0.6333634630824099,0.05
pendigits,px_γ,39,0.9489902437869908,0.05
pendigits,px_κ,1,0.9364271124049003,0.01
pendigits,px_δ,1,0.7084519134666325,0.01
pendigits,px_γ,1,0.9364271124049003,0.01
pendigits,px_κ,3,0.9790441678454591,0.01
pendigits,px_δ,3,0.6660243204421701,0.01
pendigits,px_γ,3,0.9725868801782662,0.01
pendigits,px_κ,5,0.9849286989956143,0.01
pendigits,px_δ,5,0.6423975543018181,0.01
pendigits,px_γ,5,0.9807370410219718,0.01
pendigits,px_κ,9,0.9857487561238033,0.01
pendigits,px_δ,9,0.6167028405708451,0.01
pendigits,px_γ,9,0.9852503317913456,0.01
pendigits,px_κ,15,0.9813682365085172,0.01
pendigits,px_δ,15,0.5970645887152712,0.01
pendigits,px_γ,15,0.9857165327667847,0.01
pendigits,px_κ,21,0.975421224815262,0.01
pendigits,px_δ,21,0.5877650371114764,0.01
pendigits,px_γ,21,0.9840278103955825,0.01
pendigits,px_κ,29,0.9691282489609334,0.01
pendigits,px_δ,29,0.5820621310016002,0.01
pendigits,px_γ,29,0.981078444758789,0.01
pendigits,px_κ,39,0.9614342397745457,0.01
pendigits,px_δ,39,0.5779863405735757,0.01
pendigits,px_γ,39,0.9776934903357237,0.01
pendigits,px_κ,1,0.9595868310239928,0.005
pendigits,px_δ,1,0.6990999579457885,0.005
pendigits,px_γ,1,0.9595868310239928,0.005
pendigits,px_κ,3,0.9890003659262575,0.005
pendigits,px_δ,3,0.6419703490499572,0.005
pendigits,px_γ,3,0.9858247540920934,0.005
pendigits,px_κ,5,0.9906901806146466,0.005
pendigits,px_δ,5,0.6170448450821151,0.005
pendigits,px_γ,5,0.9895576115392386,0.005
pendigits,px_κ,9,0.9882590102513967,0.005
pendigits,px_δ,9,0.5960996630201478,0.005
pendigits,px_γ,9,0.990265760771613,0.005
pendigits,px_κ,15,0.9836411301113618,0.005
pendigits,px_δ,15,0.5852966460400771,0.005
pendigits,px_γ,15,0.9890884613073945,0.005
pendigits,px_κ,21,0.977894094387128,0.005
pendigits,px_δ,21,0.5807672162842646,0.005
pendigits,px_γ,21,0.9872505830242986,0.005
pendigits,px_κ,29,0.9713038990261994,0.005
pendigits,px_δ,29,0.577158582609218,0.005
pendigits,px_γ,29,0.9842646247617383,0.005
pendigits,px_κ,39,0.9636361873760902,0.005
pendigits,px_δ,39,0.5745070645614073,0.005
pendigits,px_γ,39,0.9806491094884132,0.005
pima-indians,px_κ,1,0.8878933333333333,0.05
pima-indians,px_δ,1,0.60064,0.05
pima-indians,px_γ,1,0.8878933333333333,0.05
pima-indians,px_κ,3,0.8990933333333334,0.05
pima-indians,px_δ,3,0.46848,0.05
pima-indians,px_γ,3,0.9029333333333334,0.05
pima-indians,px_κ,5,0.8897066666666666,0.05
pima-indians,px_δ,5,0.44149333333333335,0.05
pima-indians,px_γ,5,0.9010133333333332,0.05
pima-indians,px_κ,9,0.88416,0.05
pima-indians,px_δ,9,0.41328000000000004,0.05
pima-indians,px_γ,9,0.8940266666666666,0.05
pima-indians,px_κ,15,0.8810133333333333,0.05
pima-indians,px_δ,15,0.41359999999999997,0.05
pima-indians,px_γ,15,0.8902933333333333,0.05
pima-indians,px_κ,21,0.8814933333333334,0.05
pima-indians,px_δ,21,0.4386666666666667,0.05
pima-indians,px_γ,21,0.8882133333333333,0.05
pima-indians,px_κ,29,0.8826666666666666,0.05
pima-indians,px_δ,29,0.47167999999999993,0.05
pima-indians,px_γ,29,0.8866666666666667,0.05
pima-indians,px_κ,39,0.8796266666666667,0.05
pima-indians,px_δ,39,0.5166933333333333,0.05
pima-indians,px_γ,39,0.8862933333333333,0.05
pima-indians,px_κ,1,0.9013760000000002,0.01
pima-indians,px_δ,1,0.547008,0.01
pima-indians,px_γ,1,0.9013760000000002,0.01
pima-indians,px_κ,3,0.902496,0.01
pima-indians,px_δ,3,0.4429760000000001,0.01
pima-indians,px_γ,3,0.909376,0.01
pima-indians,px_κ,5,0.892544,0.01
pima-indians,px_δ,5,0.41552000000000006,0.01
pima-indians,px_γ,5,0.9059839999999999,0.01
pima-indians,px_κ,9,0.8864639999999999,0.01
pima-indians,px_δ,9,0.40771199999999996,0.01
pima-indians,px_γ,9,0.89824,0.01
pima-indians,px_κ,15,0.885152,0.01
pima-indians,px_δ,15,0.43523199999999995,0.01
pima-indians,px_γ,15,0.893248,0.01
pima-indians,px_κ,21,0.883488,0.01
pima-indians,px_δ,21,0.46691200000000005,0.01
pima-indians,px_γ,21,0.89024,0.01
pima-indians,px_κ,29,0.8815999999999999,0.01
pima-indians,px_δ,29,0.507264,0.01
pima-indians,px_γ,29,0.8885759999999999,0.01
pima-indians,px_κ,39,0.8782400000000001,0.01
pima-indians,px_δ,39,0.554944,0.01
pima-indians,px_γ,39,0.8862080000000001,0.01
pima-indians,px_κ,1,0.90384,0.005
pima-indians,px_δ,1,0.5898559999999999,0.005
pima-indians,px_γ,1,0.90384,0.005
pima-indians,px_κ,3,0.9066880000000002,0.005
pima-indians,px_δ,3,0.4645119999999999,0.005
pima-indians,px_γ,3,0.9128639999999999,0.005
pima-indians,px_κ,5,0.8983999999999999,0.005
pima-indians,px_δ,5,0.45164800000000005,0.005
pima-indians,px_γ,5,0.911136,0.005
pima-indians,px_κ,9,0.8928960000000001,0.005
pima-indians,px_δ,9,0.4393600000000001,0.005
pima-indians,px_γ,9,0.904768,0.005
pima-indians,px_κ,15,0.892288,0.005
pima-indians,px_δ,15,0.44806400000000013,0.005
pima-indians,px_γ,15,0.8997119999999998,0.005
pima-indians,px_κ,21,0.8911680000000001,0.005
pima-indians,px_δ,21,0.483104,0.005
pima-indians,px_γ,21,0.896992,0.005
pima-indians,px_κ,29,0.889824,0.005
pima-indians,px_δ,29,0.527104,0.005
pima-indians,px_γ,29,0.8961279999999998,0.005
pima-indians,px_κ,39,0.8862720000000002,0.005
pima-indians,px_δ,39,0.574688,0.005
pima-indians,px_γ,39,0.8941440000000002,0.005
sonar,px_κ,1,0.5586734693877551,0.05
sonar,px_δ,1,0.4868197278911565,0.05
sonar,px_γ,1,0.5586734693877551,0.05
sonar,px_κ,3,0.52593537414966,0.05
sonar,px_δ,3,0.4375,0.05
sonar,px_γ,3,0.5463435374149661,0.05
sonar,px_κ,5,0.45833333333333326,0.05
sonar,px_δ,5,0.45280612244897966,0.05
sonar,px_γ,5,0.5246598639455783,0.05
sonar,px_κ,9,0.42559523809523814,0.05
sonar,px_δ,9,0.4948979591836735,0.05
sonar,px_γ,9,0.4791666666666667,0.05
sonar,px_κ,15,0.407312925170068,0.05
sonar,px_δ,15,0.5089285714285715,0.05
sonar,px_γ,15,0.4489795918367347,0.05
sonar,px_κ,21,0.42772108843537415,0.05
sonar,px_δ,21,0.5114795918367347,0.05
sonar,px_γ,21,0.4387755102040816,0.05
sonar,px_κ,29,0.4506802721088435,0.05
sonar,px_δ,29,0.5063775510204082,0.05
sonar,px_γ,29,0.4362244897959184,0.05
sonar,px_κ,39,0.4804421768707483,0.05
sonar,px_δ,39,0.4889455782312926,0.05
sonar,px_γ,39,0.44472789115646266,0.05
sonar,px_κ,1,0.6331632653061225,0.01
sonar,px_δ,1,0.39260204081632655,0.01
sonar,px_γ,1,0.6331632653061225,0.01
sonar,px_κ,3,0.5415816326530613,0.01
sonar,px_δ,3,0.425,0.01
sonar,px_γ,3,0.6007653061224489,0.01
sonar,px_κ,5,0.4762755102040817,0.01
sonar,px_δ,5,0.4670918367346939,0.01
sonar,px_γ,5,0.5668367346938774,0.01
sonar,px_κ,9,0.4369897959183674,0.01
sonar,px_δ,9,0.5051020408163266,0.01
sonar,px_γ,9,0.5178571428571429,0.01
sonar,px_κ,15,0.43443877551020416,0.01
sonar,px_δ,15,0.5244897959183673,0.01
sonar,px_γ,15,0.47857142857142854,0.01
sonar,px_κ,21,0.461734693877551,0.01
sonar,px_δ,21,0.5142857142857145,0.01
sonar,px_γ,21,0.4691326530612246,0.01
sonar,px_κ,29,0.4665816326530612,0.01
sonar,px_δ,29,0.49948979591836745,0.01
sonar,px_γ,29,0.47117346938775506,0.01
sonar,px_κ,39,0.498469387755102,0.01
sonar,px_δ,39,0.4854591836734694,0.01
sonar,px_γ,39,0.4767857142857143,0.01
sonar,px_κ,1,0.610969387755102,0.005
sonar,px_δ,1,0.4219387755102041,0.005
sonar,px_γ,1,0.610969387755102,0.005
sonar,px_κ,3,0.55,0.005
sonar,px_δ,3,0.4158163265306122,0.005
sonar,px_γ,3,0.5836734693877552,0.005
sonar,px_κ,5,0.4982142857142858,0.005
sonar,px_δ,5,0.4642857142857143,0.005
sonar,px_γ,5,0.5607142857142857,0.005
sonar,px_κ,9,0.4627551020408164,0.005
sonar,px_δ,9,0.48392857142857143,0.005
sonar,px_γ,9,0.5229591836734695,0.005
sonar,px_κ,15,0.45229591836734684,0.005
sonar,px_δ,15,0.5061224489795919,0.005
sonar,px_γ,15,0.49158163265306126,0.005
sonar,px_κ,21,0.4660714285714286,0.005
sonar,px_δ,21,0.5183673469387755,0.005
sonar,px_γ,21,0.47882653061224484,0.005
sonar,px_κ,29,0.47857142857142865,0.005
sonar,px_δ,29,0.5178571428571429,0.005
sonar,px_γ,29,0.4806122448979592,0.005
sonar,px_κ,39,0.5165816326530612,0.005
sonar,px_δ,39,0.5033163265306123,0.005
sonar,px_γ,39,0.4892857142857143,0.005
spect-heart,px_κ,1,0.26257861635220126,0.05
spect-heart,px_δ,1,0.2610062893081761,0.05
spect-heart,px_γ,1,0.26257861635220126,0.05
spect-heart,px_κ,3,0.2311320754716981,0.05
spect-heart,px_δ,3,0.28144654088050314,0.05
spect-heart,px_γ,3,0.25,0.05
spect-heart,px_κ,5,0.2421383647798742,0.05
spect-heart,px_δ,5,0.2735849056603774,0.05
spect-heart,px_γ,5,0.24056603773584903,0.05
spect-heart,px_κ,9,0.2641509433962264,0.05
spect-heart,px_δ,9,0.29874213836477986,0.05
spect-heart,px_γ,9,0.24842767295597482,0.05
spect-heart,px_κ,15,0.2578616352201258,0.05
spect-heart,px_δ,15,0.30660377358490565,0.05
spect-heart,px_γ,15,0.25471698113207547,0.05
spect-heart,px_κ,21,0.2452830188679245,0.05
spect-heart,px_δ,21,0.3223270440251572,0.05
spect-heart,px_γ,21,0.2578616352201258,0.05
spect-heart,px_κ,29,0.27201257861635225,0.05
spect-heart,px_δ,29,0.3522012578616352,0.05
spect-heart,px_γ,29,0.25943396226415094,0.05
spect-heart,px_κ,39,0.27044025157232704,0.05
spect-heart,px_δ,39,0.3679245283018868,0.05
spect-heart,px_γ,39,0.25471698113207547,0.05
spect-heart,px_κ,1,0.29150943396226414,0.01
spect-heart,px_δ,1,0.23113207547169812,0.01
spect-heart,px_γ,1,0.29150943396226414,0.01
spect-heart,px_κ,3,0.2716981132075472,0.01
spect-heart,px_δ,3,0.30566037735849055,0.01
spect-heart,px_γ,3,0.2792452830188679,0.01
spect-heart,px_κ,5,0.2669811320754717,0.01
spect-heart,px_δ,5,0.3179245283018868,0.01
spect-heart,px_γ,5,0.269811320754717,0.01
spect-heart,px_κ,9,0.28867924528301886,0.01
spect-heart,px_δ,9,0.3424528301886792,0.01
spect-heart,px_γ,9,0.27641509433962264,0.01
spect-heart,px_κ,15,0.289622641509434,0.01
spect-heart,px_δ,15,0.360377358490566,0.01
spect-heart,px_γ,15,0.279245283018868,0.01
spect-heart,px_κ,21,0.28113207547169816,0.01
spect-heart,px_δ,21,0.38773584905660374,0.01
spect-heart,px_γ,21,0.28018867924528307,0.01
spect-heart,px_κ,29,0.29056603773584905,0.01
spect-heart,px_δ,29,0.4018867924528302,0.01
spect-heart,px_γ,29,0.28679245283018867,0.01
spect-heart,px_κ,39,0.2924528301886792,0.01
spect-heart,px_δ,39,0.41792452830188676,0.01
spect-heart,px_γ,39,0.2867924528301887,0.01
spect-heart,px_κ,1,0.32452830188679244,0.005
spect-heart,px_δ,1,0.2726415094339622,0.005
spect-heart,px_γ,1,0.32452830188679244,0.005
spect-heart,px_κ,3,0.29622641509433967,0.005
spect-heart,px_δ,3,0.3009433962264151,0.005
spect-heart,px_γ,3,0.3037735849056603,0.005
spect-heart,px_κ,5,0.3,0.005
spect-heart,px_δ,5,0.3122641509433962,0.005
spect-heart,px_γ,5,0.30188679245283023,0.005
spect-heart,px_κ,9,0.3047169811320755,0.005
spect-heart,px_δ,9,0.3320754716981132,0.005
spect-heart,px_γ,9,0.30094339622641514,0.005
spect-heart,px_κ,15,0.30188679245283023,0.005
spect-heart,px_δ,15,0.3547169811320755,0.005
spect-heart,px_γ,15,0.30188679245283023,0.005
spect-heart,px_κ,21,0.29339622641509433,0.005
spect-heart,px_δ,21,0.3669811320754718,0.005
spect-heart,px_γ,21,0.3009433962264151,0.005
spect-heart,px_κ,29,0.2952830188679245,0.005
spect-heart,px_δ,29,0.3905660377358491,0.005
spect-heart,px_γ,29,0.30188679245283023,0.005
spect-heart,px_κ,39,0.3009433962264151,0.005
spect-heart,px_δ,39,0.4047169811320755,0.005
spect-heart,px_γ,39,0.3,0.005
statlog-satimage,px_κ,1,0.6459324660326888,0.05
statlog-satimage,px_δ,1,0.6942414654552739,0.05
statlog-satimage,px_γ,1,0.6459324660326888,0.05
statlog-satimage,px_κ,3,0.6747406052250152,0.05
statlog-satimage,px_δ,3,0.7026920493512923,0.05
statlog-satimage,px_γ,3,0.665344504542723,0.05
statlog-satimage,px_κ,5,0.6870670861762177,0.05
statlog-satimage,px_δ,5,0.7045235738442867,0.05
statlog-satimage,px_γ,5,0.675083077031852,0.05
statlog-satimage,px_κ,9,0.705218091938582,0.05
statlog-satimage,px_δ,9,0.7056471759701158,0.05
statlog-satimage,px_γ,9,0.6879726847432862,0.05
statlog-satimage,px_κ,15,0.7290071410895465,0.05
statlog-satimage,px_δ,15,0.7063553929366848,0.05
statlog-satimage,px_γ,15,0.7036084007965968,0.05
statlog-satimage,px_κ,21,0.7503302459315823,0.05
statlog-satimage,px_δ,21,0.7068815474717479,0.05
statlog-satimage,px_γ,21,0.7173654564523161,0.05
statlog-satimage,px_κ,29,0.7757338471146936,0.05
statlog-satimage,px_δ,29,0.7071673088933669,0.05
statlog-satimage,px_γ,29,0.7344288012161063,0.05
statlog-satimage,px_κ,39,0.8082140205748224,0.05
statlog-satimage,px_δ,39,0.7066069808274708,0.05
statlog-satimage,px_γ,39,0.7558150976302426,0.05
statlog-satimage,px_κ,1,0.7779237812422667,0.01
statlog-satimage,px_δ,1,0.6918439565878318,0.01
statlog-satimage,px_γ,1,0.7779237812422667,0.01
statlog-satimage,px_κ,3,0.8328125994272988,0.01
statlog-satimage,px_δ,3,0.6954270512956482,0.01
statlog-satimage,px_γ,3,0.8175463110262665,0.01
statlog-satimage,px_κ,5,0.8634720896524908,0.01
statlog-satimage,px_δ,5,0.6949757839290134,0.01
statlog-satimage,px_γ,5,0.8410281224590802,0.01
statlog-satimage,px_κ,9,0.8891309612189344,0.01
statlog-satimage,px_δ,9,0.6913758970551844,0.01
statlog-satimage,px_γ,9,0.8684136705907308,0.01
statlog-satimage,px_κ,15,0.9074951391098385,0.01
statlog-satimage,px_δ,15,0.6852941280446849,0.01
statlog-satimage,px_γ,15,0.8913605189663096,0.01
statlog-satimage,px_κ,21,0.9092461201258528,0.01
statlog-satimage,px_δ,21,0.6784365609644007,0.01
statlog-satimage,px_γ,21,0.9005985081486196,0.01
statlog-satimage,px_κ,29,0.9069971188178314,0.01
statlog-satimage,px_δ,29,0.6721578817124475,0.01
statlog-satimage,px_γ,29,0.9038588397497085,0.01
statlog-satimage,px_κ,39,0.9053153392017534,0.01
statlog-satimage,px_δ,39,0.6677878530773854,0.01
statlog-satimage,px_γ,39,0.9044258846820095,0.01
statlog-satimage,px_κ,1,0.8378104783115919,0.005
statlog-satimage,px_δ,1,0.6892995015378088,0.005
statlog-satimage,px_γ,1,0.8378104783115919,0.005
statlog-satimage,px_κ,3,0.8897807296638032,0.005
statlog-satimage,px_δ,3,0.6921497507689044,0.005
statlog-satimage,px_γ,3,0.876092374589034,0.005
statlog-satimage,px_κ,5,0.9120725068052463,0.005
statlog-satimage,px_δ,5,0.6899657086294056,0.005
statlog-satimage,px_γ,5,0.8975122847951358,0.005
statlog-satimage,px_κ,9,0.9276112701947892,0.005
statlog-satimage,px_δ,9,0.6832997490013082,0.005
statlog-satimage,px_γ,9,0.9186979884752716,0.005
statlog-satimage,px_κ,15,0.9230547601371655,0.005
statlog-satimage,px_δ,15,0.673017287093011,0.005
statlog-satimage,px_γ,15,0.9242933149503306,0.005
statlog-satimage,px_κ,21,0.9158109732385901,0.005
statlog-satimage,px_δ,21,0.6678380528157811,0.005
statlog-satimage,px_γ,21,0.9224603174603174,0.005
statlog-satimage,px_κ,29,0.9105495457277195,0.005
statlog-satimage,px_δ,29,0.6649043730335491,0.005
statlog-satimage,px_γ,29,0.9188185385512779,0.005
statlog-satimage,px_κ,39,0.9081284689079789,0.005
statlog-satimage,px_δ,39,0.6633110616184114,0.005
statlog-satimage,px_γ,39,0.9152729168876161,0.005
statlog-vehicle,px_κ,1,0.6607395612172683,0.05
statlog-vehicle,px_δ,1,0.4587756546355273,0.05
statlog-vehicle,px_γ,1,0.6607395612172683,0.05
statlog-vehicle,px_κ,3,0.663658881811748,0.05
statlog-vehicle,px_δ,3,0.4233899504600142,0.05
statlog-vehicle,px_γ,3,0.6672859164897381,0.05
statlog-vehicle,px_κ,5,0.6740092002830856,0.05
statlog-vehicle,px_δ,5,0.40799716914366607,0.05
statlog-vehicle,px_γ,5,0.6720629865534323,0.05
statlog-vehicle,px_κ,9,0.6485314932767162,0.05
statlog-vehicle,px_δ,9,0.3783616418966737,0.05
statlog-vehicle,px_γ,9,0.6672859164897381,0.05
statlog-vehicle,px_κ,15,0.6250000000000001,0.05
statlog-vehicle,px_δ,15,0.3666843595187544,0.05
statlog-vehicle,px_γ,15,0.6529547062986554,0.05
statlog-vehicle,px_κ,21,0.6224345364472754,0.05
statlog-vehicle,px_δ,21,0.3661535739561217,0.05
statlog-vehicle,px_γ,21,0.6406581740976646,0.05
statlog-vehicle,px_κ,29,0.622169143665959,0.05
statlog-vehicle,px_δ,29,0.3779193205944799,0.05
statlog-vehicle,px_γ,29,0.6352618542108989,0.05
statlog-vehicle,px_κ,39,0.6423389950460013,0.05
statlog-vehicle,px_δ,39,0.38818117480537867,0.05
statlog-vehicle,px_γ,39,0.6362349610757255,0.05
statlog-vehicle,px_κ,1,0.7739384288747345,0.01
statlog-vehicle,px_δ,1,0.42717622080679407,0.01
statlog-vehicle,px_γ,1,0.7739384288747345,0.01
statlog-vehicle,px_κ,3,0.7650743099787685,0.01
statlog-vehicle,px_δ,3,0.3811571125265393,0.01
statlog-vehicle,px_γ,3,0.7858280254777071,0.01
statlog-vehicle,px_κ,5,0.7562101910828025,0.01
statlog-vehicle,px_δ,5,0.36618895966029724,0.01
statlog-vehicle,px_γ,5,0.7796178343949045,0.01
statlog-vehicle,px_κ,9,0.7187898089171976,0.01
statlog-vehicle,px_δ,9,0.3542993630573249,0.01
statlog-vehicle,px_γ,9,0.7626326963906582,0.01
statlog-vehicle,px_κ,15,0.7135350318471338,0.01
statlog-vehicle,px_δ,15,0.3609872611464968,0.01
statlog-vehicle,px_γ,15,0.744267515923567,0.01
statlog-vehicle,px_κ,21,0.7006369426751593,0.01
statlog-vehicle,px_δ,21,0.3792993630573248,0.01
statlog-vehicle,px_γ,21,0.7332271762208068,0.01
statlog-vehicle,px_κ,29,0.6990976645435245,0.01
statlog-vehicle,px_δ,29,0.3890658174097664,0.01
statlog-vehicle,px_γ,29,0.7239384288747346,0.01
statlog-vehicle,px_κ,39,0.7075371549893844,0.01
statlog-vehicle,px_δ,39,0.40621019108280254,0.01
statlog-vehicle,px_γ,39,0.7193736730360933,0.01
statlog-vehicle,px_κ,1,0.7795647558386413,0.005
statlog-vehicle,px_δ,1,0.4315817409766455,0.005
statlog-vehicle,px_γ,1,0.7795647558386413,0.005
statlog-vehicle,px_κ,3,0.7693736730360935,0.005
statlog-vehicle,px_δ,3,0.38455414012738853,0.005
statlog-vehicle,px_γ,3,0.7861464968152866,0.005
statlog-vehicle,px_κ,5,0.7576963906581742,0.005
statlog-vehicle,px_δ,5,0.381687898089172,0.005
statlog-vehicle,px_γ,5,0.7818471337579619,0.005
statlog-vehicle,px_κ,9,0.7239915074309979,0.005
statlog-vehicle,px_δ,9,0.3692675159235669,0.005
statlog-vehicle,px_γ,9,0.7668259023354566,0.005
statlog-vehicle,px_κ,15,0.7157643312101911,0.005
statlog-vehicle,px_δ,15,0.3750530785562633,0.005
statlog-vehicle,px_γ,15,0.748407643312102,0.005
statlog-vehicle,px_κ,21,0.7026539278131636,0.005
statlog-vehicle,px_δ,21,0.3975053078556264,0.005
statlog-vehicle,px_γ,21,0.7368895966029724,0.005
statlog-vehicle,px_κ,29,0.7111995753715499,0.005
statlog-vehicle,px_δ,29,0.4131104033970276,0.005
statlog-vehicle,px_γ,29,0.7298301486199577,0.005
statlog-vehicle,px_κ,39,0.7209129511677282,0.005
statlog-vehicle,px_δ,39,0.4276008492569002,0.005
statlog-vehicle,px_γ,39,0.7257430997876858,0.005
synthetic-control-chart,px_κ,1,0.94,0.05
synthetic-control-chart,px_δ,1,0.8013605442176871,0.05
synthetic-control-chart,px_γ,1,0.94,0.05
synthetic-control-chart,px_κ,3,0.968061224489796,0.05
synthetic-control-chart,px_δ,3,0.7930442176870748,0.05
synthetic-control-chart,px_γ,3,0.9663265306122448,0.05
synthetic-control-chart,px_κ,5,0.9701360544217686,0.05
synthetic-control-chart,px_δ,5,0.7793537414965986,0.05
synthetic-control-chart,px_γ,5,0.9709863945578232,0.05
synthetic-control-chart,px_κ,9,0.9686734693877551,0.05
synthetic-control-chart,px_δ,9,0.7738095238095237,0.05
synthetic-control-chart,px_γ,9,0.9710544217687076,0.05
synthetic-control-chart,px_κ,15,0.966156462585034,0.05
synthetic-control-chart,px_δ,15,0.7729251700680274,0.05
synthetic-control-chart,px_γ,15,0.9701700680272108,0.05
synthetic-control-chart,px_κ,21,0.9634353741496599,0.05
synthetic-control-chart,px_δ,21,0.7734693877551021,0.05
synthetic-control-chart,px_γ,21,0.9690136054421769,0.05
synthetic-control-chart,px_κ,29,0.9599319727891156,0.05
synthetic-control-chart,px_δ,29,0.773639455782313,0.05
synthetic-control-chart,px_γ,29,0.9668707482993196,0.05
synthetic-control-chart,px_κ,39,0.9529251700680272,0.05
synthetic-control-chart,px_δ,39,0.7729931972789116,0.05
synthetic-control-chart,px_γ,39,0.9650340136054423,0.05
synthetic-control-chart,px_κ,1,0.9524285714285714,0.01
synthetic-control-chart,px_δ,1,0.7523877551020408,0.01
synthetic-control-chart,px_γ,1,0.9524285714285714,0.01
synthetic-control-chart,px_κ,3,0.9686530612244899,0.01
synthetic-control-chart,px_δ,3,0.752938775510204,0.01
synthetic-control-chart,px_γ,3,0.9690204081632652,0.01
synthetic-control-chart,px_κ,5,0.9671224489795917,0.01
synthetic-control-chart,px_δ,5,0.7552244897959184,0.01
synthetic-control-chart,px_γ,5,0.969265306122449,0.01
synthetic-control-chart,px_κ,9,0.9673265306122449,0.01
synthetic-control-chart,px_δ,9,0.7586122448979591,0.01
synthetic-control-chart,px_γ,9,0.9697142857142858,0.01
synthetic-control-chart,px_κ,15,0.9650612244897958,0.01
synthetic-control-chart,px_δ,15,0.7594489795918369,0.01
synthetic-control-chart,px_γ,15,0.9686326530612245,0.01
synthetic-control-chart,px_κ,21,0.9619591836734693,0.01
synthetic-control-chart,px_δ,21,0.7594285714285716,0.01
synthetic-control-chart,px_γ,21,0.9675306122448978,0.01
synthetic-control-chart,px_κ,29,0.9582857142857144,0.01
synthetic-control-chart,px_δ,29,0.7591836734693878,0.01
synthetic-control-chart,px_γ,29,0.9658163265306122,0.01
synthetic-control-chart,px_κ,39,0.952795918367347,0.01
synthetic-control-chart,px_δ,39,0.7589999999999999,0.01
synthetic-control-chart,px_γ,39,0.9635714285714286,0.01
synthetic-control-chart,px_κ,1,0.9730000000000001,0.005
synthetic-control-chart,px_δ,1,0.734469387755102,0.005
synthetic-control-chart,px_γ,1,0.9730000000000001,0.005
synthetic-control-chart,px_κ,3,0.9783469387755103,0.005
synthetic-control-chart,px_δ,3,0.7472244897959184,0.005
synthetic-control-chart,px_γ,3,0.979795918367347,0.005
synthetic-control-chart,px_κ,5,0.9783469387755103,0.005
synthetic-control-chart,px_δ,5,0.7495306122448979,0.005
synthetic-control-chart,px_γ,5,0.9800408163265304,0.005
synthetic-control-chart,px_κ,9,0.9775306122448979,0.005
synthetic-control-chart,px_δ,9,0.7519387755102039,0.005
synthetic-control-chart,px_γ,9,0.9796326530612246,0.005
synthetic-control-chart,px_κ,15,0.9746326530612244,0.005
synthetic-control-chart,px_δ,15,0.7526530612244897,0.005
synthetic-control-chart,px_γ,15,0.9786530612244899,0.005
synthetic-control-chart,px_κ,21,0.9720816326530611,0.005
synthetic-control-chart,px_δ,21,0.7533265306122449,0.005
synthetic-control-chart,px_γ,21,0.9772040816326528,0.005
synthetic-control-chart,px_κ,29,0.9689387755102041,0.005
synthetic-control-chart,px_δ,29,0.7537755102040816,0.005
synthetic-control-chart,px_γ,29,0.9760408163265307,0.005
synthetic-control-chart,px_κ,39,0.9631632653061226,0.005
synthetic-control-chart,px_δ,39,0.753061224489796,0.005
synthetic-control-chart,px_γ,39,0.9735918367346941,0.005
wall-following-robot,px_κ,1,0.7070089613196138,0.05
wall-following-robot,px_δ,1,0.4984332560122127,0.05
wall-following-robot,px_γ,1,0.7070089613196138,0.05
wall-following-robot,px_κ,3,0.7157963084121414,0.05
wall-following-robot,px_δ,3,0.460333769503757,0.05
wall-following-robot,px_γ,3,0.7238461309700827,0.05
wall-following-robot,px_κ,5,0.7064905132932848,0.05
wall-following-robot,px_δ,5,0.44630841214139855,0.05
wall-following-robot,px_γ,5,0.7217316957116516,0.05
wall-following-robot,px_κ,9,0.6884365272903903,0.05
wall-following-robot,px_δ,9,0.43316679553520093,0.05
wall-following-robot,px_γ,9,0.7145834572453854,0.05
wall-following-robot,px_κ,15,0.6685132040682804,0.05
wall-following-robot,px_δ,15,0.44035319891353913,0.05
wall-following-robot,px_γ,15,0.702226947401812,0.05
wall-following-robot,px_κ,21,0.6613657090743275,0.05
wall-following-robot,px_δ,21,0.4501050774202502,0.05
wall-following-robot,px_γ,21,0.6927952576379389,0.05
wall-following-robot,px_κ,29,0.6417786831618391,0.05
wall-following-robot,px_δ,29,0.462546343107516,0.05
wall-following-robot,px_γ,29,0.6838839984932293,0.05
wall-following-robot,px_κ,39,0.6219096334185849,0.05
wall-following-robot,px_δ,39,0.47369917127619504,0.05
wall-following-robot,px_γ,39,0.6718843553599397,0.05
wall-following-robot,px_κ,1,0.8100835662879915,0.01
wall-following-robot,px_δ,1,0.5029594658894903,0.01
wall-following-robot,px_γ,1,0.8100835662879915,0.01
wall-following-robot,px_κ,3,0.7892574198536846,0.01
