hidden,latent,layers,nonlinearity,layertype,memorysize,k,anomaliesSeen,f1,auc,rsTrn,rsTst,model,dataset
32,2,3,relu,Dense,1024,64,3,0.7894736842105263,0.9840835901868965,0.5040414363181156,0.5457335040154374,svae,waveform-1
32,2,3,relu,Dense,1024,64,4,0.8115449915110357,0.979899686765148,0.5040414363181156,0.5457335040154374,svae,waveform-1
32,2,3,relu,Dense,1024,64,5,0.7973199329983249,0.9770120714927766,0.5040414363181156,0.5457335040154374,svae,waveform-1
32,4,3,relu,Dense,1024,64,1,0.30612244897959184,0.9583241787552419,0.43015690365085013,0.4719246570539716,svae,waveform-1
32,4,3,relu,Dense,1024,64,2,0.3111111111111111,0.7963697654166201,0.43015690365085013,0.4719246570539716,svae,waveform-1
32,4,3,relu,Dense,1024,64,3,0.3523809523809524,0.8170319081323717,0.43015690365085013,0.4719246570539716,svae,waveform-1
32,4,3,relu,Dense,1024,64,4,0.7079934747145188,0.8605940954490254,0.43015690365085013,0.4719246570539716,svae,waveform-1
32,4,3,relu,Dense,1024,64,5,0.6883116883116883,0.845117105349596,0.43015690365085013,0.4719246570539716,svae,waveform-1
32,8,3,relu,Dense,1024,64,1,0.7272727272727273,0.933220758189793,0.38085236901912733,0.4127315404273891,svae,waveform-1
32,8,3,relu,Dense,1024,64,2,0.605080831408776,0.9113094079828203,0.38085236901912733,0.4127315404273891,svae,waveform-1
32,8,3,relu,Dense,1024,64,3,0.652452025586354,0.9098656003403607,0.38085236901912733,0.4127315404273891,svae,waveform-1
32,8,3,relu,Dense,1024,64,4,0.7738317757009345,0.9315854891089177,0.38085236901912733,0.4127315404273891,svae,waveform-1
32,8,3,relu,Dense,1024,64,5,0.7293354943273906,0.9095015097231245,0.38085236901912733,0.4127315404273891,svae,waveform-1
