bes,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,f1,auc,bestof10auc,rsTrn,rsTst,knnauc,knnprec,knnrecall,ar,i,model,dataset,mpwmutualinf,knn5auc,bestof10knn5auc,knn9auc,knn15auc,knnsqrtauc,knn5a3auc,knn5a5auc,knn5a9auc,knn5asqrtauc,Betterauc,BetteraucBestof10
64,8,3,relu,Dense,128,32,0.1,5,0.271544715,0.757963072,,0.047515253,0.144363966,0.870328974,1,0.270577105,0.01,1,svae,pendigits,0.944002055,0.978908019,,0.983577764,0.98429415,0.964101281,0.991210394,0.991120739,0.990456438,0.967813852,Worse,
64,8,3,relu,Dense,128,32,0.1,5,0.192893401,0.788510668,,0.047106259,0.148493787,0.855911595,0.995614035,0.214758751,0.01,1,svae,pendigits,0.93648957,0.983938092,,0.988203109,0.988939987,0.974489308,0.994994689,0.994988712,0.994296234,0.977874852,Worse,
64,8,3,relu,Dense,128,32,0.1,5,0.17555938,0.675220039,,0.047138275,0.150397657,0.874161512,1,0.281929991,0.01,1,svae,pendigits,0.926137278,0.983792082,,0.986938546,0.987296312,0.974018833,0.994831602,0.994430289,0.993192196,0.976892062,Worse,
64,8,3,relu,Dense,128,32,0.1,1,0.005660377,0.552672317,0.710433537,0.050159082,0.102120759,0.966793493,0.988505747,0.162724693,0.05,1,svae,pendigits,0.908349846,0.897707906,0.917532763,0.916419333,0.929244268,0.950740977,0.993224643,0.993368945,0.991891772,0.97402481,Worse,Worse
64,8,3,relu,Dense,128,32,0.1,1,0.062328139,0.568522895,,0.051177634,0.095976935,0.976630782,0.98136646,0.149479659,0.05,1,svae,pendigits,0.925318139,0.914530601,,0.933462323,0.945372777,0.954488557,0.995190222,0.995163753,0.994466151,0.975367073,Worse,
64,8,3,relu,Dense,128,32,0.1,1,0.040778499,0.648375622,,0.053038869,0.107903462,0.960095837,0.974522293,0.14474929,0.05,1,svae,pendigits,0.933599483,0.903298963,,0.921414397,0.933544293,0.94170546,0.994607038,0.994141686,0.992788322,0.9679462,Worse,
64,8,3,relu,Dense,128,32,0.1,1,0.016869728,0.621071403,,0.049898573,0.095683325,0.969661599,1,0.122989593,0.05,1,svae,pendigits,0.927900626,0.882569871,,0.897387709,0.909129954,0.927925059,0.991201855,0.990759557,0.988904125,0.961619972,Worse,
64,8,3,relu,Dense,128,32,0.1,1,0.029822926,0.710433537,,0.051033233,0.100867719,0.970179891,1,0.142857143,0.05,1,svae,pendigits,0.922138448,0.917532763,,0.934726031,0.945973892,0.949214281,0.993421884,0.993347598,0.992588519,0.972464813,Worse,
64,8,3,relu,Dense,128,32,0.1,1,0.022429907,0.596404749,,0.052021469,0.097903944,0.973047143,0.992857143,0.131504257,0.05,1,svae,pendigits,0.930420036,0.910158425,,0.925908248,0.936551578,0.948894938,0.994788056,0.994446513,0.993582409,0.972812332,Worse,
64,8,3,relu,Dense,128,32,0.1,1,0.031627907,0.541463306,,0.050536088,0.100910638,0.968298843,0.98757764,0.150425733,0.05,1,svae,pendigits,0.906674819,0.907230975,,0.922597843,0.933973783,0.951763044,0.992997517,0.992789176,0.991819194,0.975606153,Worse,
64,8,3,relu,Dense,128,32,0.1,1,0.029767442,0.580324056,,0.052383215,0.101567053,0.975746186,0.982142857,0.156102176,0.05,1,svae,pendigits,0.914305732,0.882860183,,0.901889244,0.916732698,0.934892534,0.991290656,0.991108785,0.99045473,0.967444132,Worse,
64,8,3,relu,Dense,128,32,0.1,1,0.055147059,0.580721953,,0.053542991,0.098100108,0.964045353,1,0.112582781,0.05,1,svae,pendigits,0.915150706,0.909949657,,0.927511792,0.939658765,0.951291715,0.993559355,0.994181817,0.993863328,0.977207989,Worse,
64,8,3,relu,Dense,128,32,0.1,1,0.018726592,0.497845291,,0.048324541,0.090394765,0.968464491,1,0.157994324,0.05,1,svae,pendigits,0.926145462,0.905297842,,0.926450447,0.941737907,0.956117716,0.995346478,0.994814525,0.993508124,0.97677423,Worse,
64,8,3,relu,Dense,128,32,0.1,2,0.113777778,0.698282722,0.745549696,0.050159082,0.102120759,0.966793493,0.988505747,0.162724693,0.05,1,svae,pendigits,0.908349846,0.897707906,0.917532763,0.916419333,0.929244268,0.950740977,0.993224643,0.993368945,0.991891772,0.97402481,Worse,Worse
64,8,3,relu,Dense,128,32,0.1,2,0.120888889,0.558751353,,0.051177634,0.095976935,0.976630782,0.98136646,0.149479659,0.05,1,svae,pendigits,0.925318139,0.914530601,,0.933462323,0.945372777,0.954488557,0.995190222,0.995163753,0.994466151,0.975367073,Worse,
64,8,3,relu,Dense,128,32,0.1,2,0.072859745,0.739352401,,0.053038869,0.107903462,0.960095837,0.974522293,0.14474929,0.05,1,svae,pendigits,0.933599483,0.903298963,,0.921414397,0.933544293,0.94170546,0.994607038,0.994141686,0.992788322,0.9679462,Worse,
64,8,3,relu,Dense,128,32,0.1,2,0.085144928,0.702544324,,0.049898573,0.095683325,0.969661599,1,0.122989593,0.05,1,svae,pendigits,0.927900626,0.882569871,,0.897387709,0.909129954,0.927925059,0.991201855,0.990759557,0.988904125,0.961619972,Worse,
64,8,3,relu,Dense,128,32,0.1,2,0.062043796,0.745549696,,0.051033233,0.100867719,0.970179891,1,0.142857143,0.05,1,svae,pendigits,0.922138448,0.917532763,,0.934726031,0.945973892,0.949214281,0.993421884,0.993347598,0.992588519,0.972464813,Worse,
64,8,3,relu,Dense,128,32,0.1,2,0.056985294,0.668243172,,0.052021469,0.097903944,0.973047143,0.992857143,0.131504257,0.05,1,svae,pendigits,0.930420036,0.910158425,,0.925908248,0.936551578,0.948894938,0.994788056,0.994446513,0.993582409,0.972812332,Worse,
64,8,3,relu,Dense,128,32,0.1,2,0.038961039,0.589948307,,0.050536088,0.100910638,0.968298843,0.98757764,0.150425733,0.05,1,svae,pendigits,0.906674819,0.907230975,,0.922597843,0.933973783,0.951763044,0.992997517,0.992789176,0.991819194,0.975606153,Worse,
64,8,3,relu,Dense,128,32,0.1,2,0.06221409,0.622215145,,0.052383215,0.101567053,0.975746186,0.982142857,0.156102176,0.05,1,svae,pendigits,0.914305732,0.882860183,,0.901889244,0.916732698,0.934892534,0.991290656,0.991108785,0.99045473,0.967444132,Worse,
64,8,3,relu,Dense,128,32,0.1,2,0.202380952,0.715449522,,0.053542991,0.098100108,0.964045353,1,0.112582781,0.05,1,svae,pendigits,0.915150706,0.909949657,,0.927511792,0.939658765,0.951291715,0.993559355,0.994181817,0.993863328,0.977207989,Worse,
64,8,3,relu,Dense,128,32,0.1,2,0.027932961,0.600530587,,0.048324541,0.090394765,0.968464491,1,0.157994324,0.05,1,svae,pendigits,0.926145462,0.905297842,,0.926450447,0.941737907,0.956117716,0.995346478,0.994814525,0.993508124,0.97677423,Worse,
64,8,3,relu,Dense,128,32,0.1,3,0.142355009,0.693098101,0.796046812,0.050159082,0.102120759,0.966793493,0.988505747,0.162724693,0.05,1,svae,pendigits,0.908349846,0.897707906,0.917532763,0.916419333,0.929244268,0.950740977,0.993224643,0.993368945,0.991891772,0.97402481,Worse,Worse
64,8,3,relu,Dense,128,32,0.1,3,0.133567663,0.671801195,,0.051177634,0.095976935,0.976630782,0.98136646,0.149479659,0.05,1,svae,pendigits,0.925318139,0.914530601,,0.933462323,0.945372777,0.954488557,0.995190222,0.995163753,0.994466151,0.975367073,Worse,
64,8,3,relu,Dense,128,32,0.1,3,0.079854809,0.739424551,,0.053038869,0.107903462,0.960095837,0.974522293,0.14474929,0.05,1,svae,pendigits,0.933599483,0.903298963,,0.921414397,0.933544293,0.94170546,0.994607038,0.994141686,0.992788322,0.9679462,Worse,
64,8,3,relu,Dense,128,32,0.1,3,0.103942652,0.696566469,,0.049898573,0.095683325,0.969661599,1,0.122989593,0.05,1,svae,pendigits,0.927900626,0.882569871,,0.897387709,0.909129954,0.927925059,0.991201855,0.990759557,0.988904125,0.961619972,Worse,
64,8,3,relu,Dense,128,32,0.1,3,0.107142857,0.796046812,,0.051033233,0.100867719,0.970179891,1,0.142857143,0.05,1,svae,pendigits,0.922138448,0.917532763,,0.934726031,0.945973892,0.949214281,0.993421884,0.993347598,0.992588519,0.972464813,Worse,
64,8,3,relu,Dense,128,32,0.1,3,0.092057762,0.629297463,,0.052021469,0.097903944,0.973047143,0.992857143,0.131504257,0.05,1,svae,pendigits,0.930420036,0.910158425,,0.925908248,0.936551578,0.948894938,0.994788056,0.994446513,0.993582409,0.972812332,Worse,
64,8,3,relu,Dense,128,32,0.1,3,0.04432133,0.572483939,,0.050536088,0.100910638,0.968298843,0.98757764,0.150425733,0.05,1,svae,pendigits,0.906674819,0.907230975,,0.922597843,0.933973783,0.951763044,0.992997517,0.992789176,0.991819194,0.975606153,Worse,
64,8,3,relu,Dense,128,32,0.1,3,0.0760181,0.644552049,,0.052383215,0.101567053,0.975746186,0.982142857,0.156102176,0.05,1,svae,pendigits,0.914305732,0.882860183,,0.901889244,0.916732698,0.934892534,0.991290656,0.991108785,0.99045473,0.967444132,Worse,
64,8,3,relu,Dense,128,32,0.1,3,0.26272578,0.740559755,,0.053542991,0.098100108,0.964045353,1,0.112582781,0.05,1,svae,pendigits,0.915150706,0.909949657,,0.927511792,0.939658765,0.951291715,0.993559355,0.994181817,0.993863328,0.977207989,Worse,
64,8,3,relu,Dense,128,32,0.1,3,0.042435424,0.587776522,,0.048324541,0.090394765,0.968464491,1,0.157994324,0.05,1,svae,pendigits,0.926145462,0.905297842,,0.926450447,0.941737907,0.956117716,0.995346478,0.994814525,0.993508124,0.97677423,Worse,
64,8,3,relu,Dense,128,32,0.1,4,0.189258312,0.706468651,0.807821076,0.050159082,0.102120759,0.966793493,0.988505747,0.162724693,0.05,1,svae,pendigits,0.908349846,0.897707906,0.917532763,0.916419333,0.929244268,0.950740977,0.993224643,0.993368945,0.991891772,0.97402481,Worse,Worse
64,8,3,relu,Dense,128,32,0.1,4,0.198473282,0.696475961,,0.051177634,0.095976935,0.976630782,0.98136646,0.149479659,0.05,1,svae,pendigits,0.925318139,0.914530601,,0.933462323,0.945372777,0.954488557,0.995190222,0.995163753,0.994466151,0.975367073,Worse,
64,8,3,relu,Dense,128,32,0.1,4,0.10044843,0.750043547,,0.053038869,0.107903462,0.960095837,0.974522293,0.14474929,0.05,1,svae,pendigits,0.933599483,0.903298963,,0.921414397,0.933544293,0.94170546,0.994607038,0.994141686,0.992788322,0.9679462,Worse,
64,8,3,relu,Dense,128,32,0.1,4,0.147110333,0.746231501,,0.049898573,0.095683325,0.969661599,1,0.122989593,0.05,1,svae,pendigits,0.927900626,0.882569871,,0.897387709,0.909129954,0.927925059,0.991201855,0.990759557,0.988904125,0.961619972,Worse,
64,8,3,relu,Dense,128,32,0.1,4,0.2,0.807821076,,0.051033233,0.100867719,0.970179891,1,0.142857143,0.05,1,svae,pendigits,0.922138448,0.917532763,,0.934726031,0.945973892,0.949214281,0.993421884,0.993347598,0.992588519,0.972464813,Worse,
64,8,3,relu,Dense,128,32,0.1,4,0.112399643,0.60495186,,0.052021469,0.097903944,0.973047143,0.992857143,0.131504257,0.05,1,svae,pendigits,0.930420036,0.910158425,,0.925908248,0.936551578,0.948894938,0.994788056,0.994446513,0.993582409,0.972812332,Worse,
64,8,3,relu,Dense,128,32,0.1,4,0.069028156,0.650237885,,0.050536088,0.100910638,0.968298843,0.98757764,0.150425733,0.05,1,svae,pendigits,0.906674819,0.907230975,,0.922597843,0.933973783,0.951763044,0.992997517,0.992789176,0.991819194,0.975606153,Worse,
64,8,3,relu,Dense,128,32,0.1,4,0.153979239,0.738144193,,0.052383215,0.101567053,0.975746186,0.982142857,0.156102176,0.05,1,svae,pendigits,0.914305732,0.882860183,,0.901889244,0.916732698,0.934892534,0.991290656,0.991108785,0.99045473,0.967444132,Worse,
64,8,3,relu,Dense,128,32,0.1,4,0.255354201,0.69990249,,0.053542991,0.098100108,0.964045353,1,0.112582781,0.05,1,svae,pendigits,0.915150706,0.909949657,,0.927511792,0.939658765,0.951291715,0.993559355,0.994181817,0.993863328,0.977207989,Worse,
64,8,3,relu,Dense,128,32,0.1,4,0.049769585,0.592624723,,0.048324541,0.090394765,0.968464491,1,0.157994324,0.05,1,svae,pendigits,0.926145462,0.905297842,,0.926450447,0.941737907,0.956117716,0.995346478,0.994814525,0.993508124,0.97677423,Worse,
64,8,3,relu,Dense,128,32,0.1,5,0.197468354,0.706672296,0.81872099,0.050159082,0.102120759,0.966793493,0.988505747,0.162724693,0.05,1,svae,pendigits,0.908349846,0.897707906,0.917532763,0.916419333,0.929244268,0.950740977,0.993224643,0.993368945,0.991891772,0.97402481,Worse,Worse
64,8,3,relu,Dense,128,32,0.1,5,0.213624895,0.655753802,,0.051177634,0.095976935,0.976630782,0.98136646,0.149479659,0.05,1,svae,pendigits,0.925318139,0.914530601,,0.933462323,0.945372777,0.954488557,0.995190222,0.995163753,0.994466151,0.975367073,Worse,
64,8,3,relu,Dense,128,32,0.1,5,0.156521739,0.796972393,,0.053038869,0.107903462,0.960095837,0.974522293,0.14474929,0.05,1,svae,pendigits,0.933599483,0.903298963,,0.921414397,0.933544293,0.94170546,0.994607038,0.994141686,0.992788322,0.9679462,Worse,
64,8,3,relu,Dense,128,32,0.1,5,0.151832461,0.81872099,,0.049898573,0.095683325,0.969661599,1,0.122989593,0.05,1,svae,pendigits,0.927900626,0.882569871,,0.897387709,0.909129954,0.927925059,0.991201855,0.990759557,0.988904125,0.961619972,Worse,
64,8,3,relu,Dense,128,32,0.1,5,0.261865794,0.79620136,,0.051033233,0.100867719,0.970179891,1,0.142857143,0.05,1,svae,pendigits,0.922138448,0.917532763,,0.934726031,0.945973892,0.949214281,0.993421884,0.993347598,0.992588519,0.972464813,Worse,
64,8,3,relu,Dense,128,32,0.1,5,0.165946413,0.660362923,,0.052021469,0.097903944,0.973047143,0.992857143,0.131504257,0.05,1,svae,pendigits,0.930420036,0.910158425,,0.925908248,0.936551578,0.948894938,0.994788056,0.994446513,0.993582409,0.972812332,Worse,
64,8,3,relu,Dense,128,32,0.1,5,0.081374322,0.689455546,,0.050536088,0.100910638,0.968298843,0.98757764,0.150425733,0.05,1,svae,pendigits,0.906674819,0.907230975,,0.922597843,0.933973783,0.951763044,0.992997517,0.992789176,0.991819194,0.975606153,Worse,
64,8,3,relu,Dense,128,32,0.1,5,0.168096055,0.701430894,,0.052383215,0.101567053,0.975746186,0.982142857,0.156102176,0.05,1,svae,pendigits,0.914305732,0.882860183,,0.901889244,0.916732698,0.934892534,0.991290656,0.991108785,0.99045473,0.967444132,Worse,
64,8,3,relu,Dense,128,32,0.1,5,0.290088638,0.742720013,,0.053542991,0.098100108,0.964045353,1,0.112582781,0.05,1,svae,pendigits,0.915150706,0.909949657,,0.927511792,0.939658765,0.951291715,0.993559355,0.994181817,0.993863328,0.977207989,Worse,
64,8,3,relu,Dense,128,32,0.1,5,0.063985375,0.651475551,,0.048324541,0.090394765,0.968464491,1,0.157994324,0.05,1,svae,pendigits,0.926145462,0.905297842,,0.926450447,0.941737907,0.956117716,0.995346478,0.994814525,0.993508124,0.97677423,Worse,
64,8,3,relu,Dense,1024,16,0.1,1,0.022450889,0.558236477,0.603763717,0.051857786,0.1868404,0.72158107,1,0.146641438,0.005,1,svae,pendigits,0.947973438,0.989518903,0.992474956,0.989485602,0.988156147,0.973098375,0.993832589,0.993835151,0.992292231,0.974478208,Worse,Worse
64,8,3,relu,Dense,1024,16,0.1,1,0.046210721,0.539043475,,0.046138213,0.159393431,0.786526304,1,0.14474929,0.005,1,svae,pendigits,0.93369448,0.992346878,,0.992628651,0.991387142,0.97405811,0.994851241,0.994876003,0.994250979,0.975597615,Worse,
64,8,3,relu,Dense,1024,16,0.1,1,0.033488372,0.5361933,,0.049815319,0.1814832,0.74985271,1,0.150425733,0.005,1,svae,pendigits,0.947323783,0.990780904,,0.990378737,0.988547213,0.966506597,0.993819781,0.993581555,0.992316993,0.967916315,Worse,
64,8,3,relu,Dense,1024,16,0.1,1,0.015023474,0.547776727,,0.050651084,0.180569619,0.770630044,1,0.122989593,0.005,1,svae,pendigits,0.924001569,0.986246922,,0.986240945,0.984800488,0.960318694,0.991085731,0.99070491,0.988888756,0.962010185,Worse,
64,8,3,relu,Dense,1024,16,0.1,1,0.064102564,0.562924154,,0.052370337,0.194055707,0.739601727,0.994382022,0.167455061,0.005,1,svae,pendigits,0.938084471,0.989922777,,0.990456438,0.989332762,0.971216473,0.99294287,0.993216104,0.992538142,0.972675715,Worse,
64,8,3,relu,Dense,1024,16,0.1,1,0.029822926,0.572051033,,0.047077962,0.157565088,0.744325265,1,0.156102176,0.005,1,svae,pendigits,0.948572967,0.992407502,,0.992235022,0.990919229,0.97193969,0.994984443,0.994495183,0.993535447,0.97300872,Worse,
64,8,3,relu,Dense,1024,16,0.1,1,0.053406998,0.535049985,,0.047001544,0.165063702,0.767265847,1,0.187322611,0.005,1,svae,pendigits,0.927027696,0.988290202,,0.989004881,0.988138216,0.974329637,0.993068387,0.99271489,0.991763693,0.975846087,Worse,
64,8,3,relu,Dense,1024,16,0.1,1,0.007540057,0.523949841,,0.048742074,0.175327463,0.724515778,1,0.090823084,0.005,1,svae,pendigits,0.941637649,0.989131252,,0.989243107,0.988104061,0.966925841,0.991813217,0.991382873,0.990628917,0.968053786,Worse,
64,8,3,relu,Dense,1024,16,0.1,1,0.011288805,0.548371865,,0.047734685,0.170226971,0.744391012,1,0.203405866,0.005,1,svae,pendigits,0.922657496,0.992474956,,0.992908716,0.99207279,0.976729829,0.994727432,0.994777809,0.994190356,0.977669072,Worse,
64,8,3,relu,Dense,1024,16,0.1,1,0.042553191,0.603763717,,0.046401887,0.153049115,0.807473983,1,0.207190161,0.005,1,svae,pendigits,0.927703465,0.987852173,,0.990353548,0.989610265,0.975561753,0.994357712,0.994085331,0.992866877,0.976645297,Worse,
64,8,3,relu,Dense,1024,16,0.1,2,0.103849597,0.622335112,0.677719279,0.051857786,0.1868404,0.72158107,1,0.146641438,0.005,1,svae,pendigits,0.947973438,0.989518903,0.992474956,0.989485602,0.988156147,0.973098375,0.993832589,0.993835151,0.992292231,0.974478208,Worse,Worse
64,8,3,relu,Dense,1024,16,0.1,2,0.069406393,0.564829963,,0.046138213,0.159393431,0.786526304,1,0.14474929,0.005,1,svae,pendigits,0.93369448,0.992346878,,0.992628651,0.991387142,0.97405811,0.994851241,0.994876003,0.994250979,0.975597615,Worse,
64,8,3,relu,Dense,1024,16,0.1,2,0.046210721,0.559727739,,0.049815319,0.1814832,0.74985271,1,0.150425733,0.005,1,svae,pendigits,0.947323783,0.990780904,,0.990378737,0.988547213,0.966506597,0.993819781,0.993581555,0.992316993,0.967916315,Worse,
64,8,3,relu,Dense,1024,16,0.1,2,0.038961039,0.601070652,,0.050651084,0.180569619,0.770630044,1,0.122989593,0.005,1,svae,pendigits,0.924001569,0.986246922,,0.986240945,0.984800488,0.960318694,0.991085731,0.99070491,0.988888756,0.962010185,Worse,
64,8,3,relu,Dense,1024,16,0.1,2,0.072859745,0.587174552,,0.052370337,0.194055707,0.739601727,0.994382022,0.167455061,0.005,1,svae,pendigits,0.938084471,0.989922777,,0.990456438,0.989332762,0.971216473,0.99294287,0.993216104,0.992538142,0.972675715,Worse,
64,8,3,relu,Dense,1024,16,0.1,2,0.046210721,0.583683984,,0.047077962,0.157565088,0.744325265,1,0.156102176,0.005,1,svae,pendigits,0.948572967,0.992407502,,0.992235022,0.990919229,0.97193969,0.994984443,0.994495183,0.993535447,0.97300872,Worse,
64,8,3,relu,Dense,1024,16,0.1,2,0.069406393,0.550187166,,0.047001544,0.165063702,0.767265847,1,0.187322611,0.005,1,svae,pendigits,0.927027696,0.988290202,,0.989004881,0.988138216,0.974329637,0.993068387,0.99271489,0.991763693,0.975846087,Worse,
64,8,3,relu,Dense,1024,16,0.1,2,0.040740741,0.574318024,,0.048742074,0.175327463,0.724515778,1,0.090823084,0.005,1,svae,pendigits,0.941637649,0.989131252,,0.989243107,0.988104061,0.966925841,0.991813217,0.991382873,0.990628917,0.968053786,Worse,
64,8,3,relu,Dense,1024,16,0.1,2,0.046210721,0.585798988,,0.047734685,0.170226971,0.744391012,1,0.203405866,0.005,1,svae,pendigits,0.922657496,0.992474956,,0.992908716,0.99207279,0.976729829,0.994727432,0.994777809,0.994190356,0.977669072,Worse,
64,8,3,relu,Dense,1024,16,0.1,2,0.062328139,0.677719279,,0.046401887,0.153049115,0.807473983,1,0.207190161,0.005,1,svae,pendigits,0.927703465,0.987852173,,0.990353548,0.989610265,0.975561753,0.994357712,0.994085331,0.992866877,0.976645297,Worse,
64,8,3,relu,Dense,1024,16,0.1,3,0.135802469,0.661670606,0.709879811,0.051857786,0.1868404,0.72158107,1,0.146641438,0.005,1,svae,pendigits,0.947973438,0.989518903,0.992474956,0.989485602,0.988156147,0.973098375,0.993832589,0.993835151,0.992292231,0.974478208,Worse,Worse
64,8,3,relu,Dense,1024,16,0.1,3,0.102333932,0.605996127,,0.046138213,0.159393431,0.786526304,1,0.14474929,0.005,1,svae,pendigits,0.93369448,0.992346878,,0.992628651,0.991387142,0.97405811,0.994851241,0.994876003,0.994250979,0.975597615,Worse,
64,8,3,relu,Dense,1024,16,0.1,3,0.065873742,0.568162141,,0.049815319,0.1814832,0.74985271,1,0.150425733,0.005,1,svae,pendigits,0.947323783,0.990780904,,0.990378737,0.988547213,0.966506597,0.993819781,0.993581555,0.992316993,0.967916315,Worse,
64,8,3,relu,Dense,1024,16,0.1,3,0.037140204,0.602947857,,0.050651084,0.180569619,0.770630044,1,0.122989593,0.005,1,svae,pendigits,0.924001569,0.986246922,,0.986240945,0.984800488,0.960318694,0.991085731,0.99070491,0.988888756,0.962010185,Worse,
64,8,3,relu,Dense,1024,16,0.1,3,0.117437722,0.626921606,,0.052370337,0.194055707,0.739601727,0.994382022,0.167455061,0.005,1,svae,pendigits,0.938084471,0.989922777,,0.990456438,0.989332762,0.971216473,0.99294287,0.993216104,0.992538142,0.972675715,Worse,
64,8,3,relu,Dense,1024,16,0.1,3,0.076363636,0.662945842,,0.047077962,0.157565088,0.744325265,1,0.156102176,0.005,1,svae,pendigits,0.948572967,0.992407502,,0.992235022,0.990919229,0.97193969,0.994984443,0.994495183,0.993535447,0.97300872,Worse,
64,8,3,relu,Dense,1024,16,0.1,3,0.081595648,0.548580206,,0.047001544,0.165063702,0.767265847,1,0.187322611,0.005,1,svae,pendigits,0.927027696,0.988290202,,0.989004881,0.988138216,0.974329637,0.993068387,0.99271489,0.991763693,0.975846087,Worse,
64,8,3,relu,Dense,1024,16,0.1,3,0.153577661,0.642197111,,0.048742074,0.175327463,0.724515778,1,0.090823084,0.005,1,svae,pendigits,0.941637649,0.989131252,,0.989243107,0.988104061,0.966925841,0.991813217,0.991382873,0.990628917,0.968053786,Worse,
64,8,3,relu,Dense,1024,16,0.1,3,0.15371179,0.670144712,,0.047734685,0.170226971,0.744391012,1,0.203405866,0.005,1,svae,pendigits,0.922657496,0.992474956,,0.992908716,0.99207279,0.976729829,0.994727432,0.994777809,0.994190356,0.977669072,Worse,
64,8,3,relu,Dense,1024,16,0.1,3,0.100628931,0.709879811,,0.046401887,0.153049115,0.807473983,1,0.207190161,0.005,1,svae,pendigits,0.927703465,0.987852173,,0.990353548,0.989610265,0.975561753,0.994357712,0.994085331,0.992866877,0.976645297,Worse,
64,8,3,relu,Dense,1024,16,0.1,4,0.153577661,0.684290564,0.774802417,0.051857786,0.1868404,0.72158107,1,0.146641438,0.005,1,svae,pendigits,0.947973438,0.989518903,0.992474956,0.989485602,0.988156147,0.973098375,0.993832589,0.993835151,0.992292231,0.974478208,Worse,Worse
64,8,3,relu,Dense,1024,16,0.1,4,0.120888889,0.631467541,,0.046138213,0.159393431,0.786526304,1,0.14474929,0.005,1,svae,pendigits,0.93369448,0.992346878,,0.992628651,0.991387142,0.97405811,0.994851241,0.994876003,0.994250979,0.975597615,Worse,
64,8,3,relu,Dense,1024,16,0.1,4,0.076363636,0.608076123,,0.049815319,0.1814832,0.74985271,1,0.150425733,0.005,1,svae,pendigits,0.947323783,0.990780904,,0.990378737,0.988547213,0.966506597,0.993819781,0.993581555,0.992316993,0.967916315,Worse,
64,8,3,relu,Dense,1024,16,0.1,4,0.083408885,0.654811998,,0.050651084,0.180569619,0.770630044,1,0.122989593,0.005,1,svae,pendigits,0.924001569,0.986246922,,0.986240945,0.984800488,0.960318694,0.991085731,0.99070491,0.988888756,0.962010185,Worse,
64,8,3,relu,Dense,1024,16,0.1,4,0.147239264,0.647368924,,0.052370337,0.194055707,0.739601727,0.994382022,0.167455061,0.005,1,svae,pendigits,0.938084471,0.989922777,,0.990456438,0.989332762,0.971216473,0.99294287,0.993216104,0.992538142,0.972675715,Worse,
64,8,3,relu,Dense,1024,16,0.1,4,0.115761354,0.707516334,,0.047077962,0.157565088,0.744325265,1,0.156102176,0.005,1,svae,pendigits,0.948572967,0.992407502,,0.992235022,0.990919229,0.97193969,0.994984443,0.994495183,0.993535447,0.97300872,Worse,
64,8,3,relu,Dense,1024,16,0.1,4,0.090252708,0.625713398,,0.047001544,0.165063702,0.767265847,1,0.187322611,0.005,1,svae,pendigits,0.927027696,0.988290202,,0.989004881,0.988138216,0.974329637,0.993068387,0.99271489,0.991763693,0.975846087,Worse,
64,8,3,relu,Dense,1024,16,0.1,4,0.183690987,0.675976556,,0.048742074,0.175327463,0.724515778,1,0.090823084,0.005,1,svae,pendigits,0.941637649,0.989131252,,0.989243107,0.988104061,0.966925841,0.991813217,0.991382873,0.990628917,0.968053786,Worse,
64,8,3,relu,Dense,1024,16,0.1,4,0.203908241,0.736818152,,0.047734685,0.170226971,0.744391012,1,0.203405866,0.005,1,svae,pendigits,0.922657496,0.992474956,,0.992908716,0.99207279,0.976729829,0.994727432,0.994777809,0.994190356,0.977669072,Worse,
64,8,3,relu,Dense,1024,16,0.1,4,0.134157105,0.774802417,,0.046401887,0.153049115,0.807473983,1,0.207190161,0.005,1,svae,pendigits,0.927703465,0.987852173,,0.990353548,0.989610265,0.975561753,0.994357712,0.994085331,0.992866877,0.976645297,Worse,
64,8,3,relu,Dense,1024,16,0.1,5,0.16173913,0.731437998,0.771830567,0.051857786,0.1868404,0.72158107,1,0.146641438,0.005,1,svae,pendigits,0.947973438,0.989518903,0.992474956,0.989485602,0.988156147,0.973098375,0.993832589,0.993835151,0.992292231,0.974478208,Worse,Worse
64,8,3,relu,Dense,1024,16,0.1,5,0.127546501,0.633812233,,0.046138213,0.159393431,0.786526304,1,0.14474929,0.005,1,svae,pendigits,0.93369448,0.992346878,,0.992628651,0.991387142,0.97405811,0.994851241,0.994876003,0.994250979,0.975597615,Worse,
64,8,3,relu,Dense,1024,16,0.1,5,0.1125,0.677616389,,0.049815319,0.1814832,0.74985271,1,0.150425733,0.005,1,svae,pendigits,0.947323783,0.990780904,,0.990378737,0.988547213,0.966506597,0.993819781,0.993581555,0.992316993,0.967916315,Worse,
64,8,3,relu,Dense,1024,16,0.1,5,0.109123435,0.681401111,,0.050651084,0.180569619,0.770630044,1,0.122989593,0.005,1,svae,pendigits,0.924001569,0.986246922,,0.986240945,0.984800488,0.960318694,0.991085731,0.99070491,0.988888756,0.962010185,Worse,
64,8,3,relu,Dense,1024,16,0.1,5,0.153443766,0.650331809,,0.052370337,0.194055707,0.739601727,0.994382022,0.167455061,0.005,1,svae,pendigits,0.938084471,0.989922777,,0.990456438,0.989332762,0.971216473,0.99294287,0.993216104,0.992538142,0.972675715,Worse,
64,8,3,relu,Dense,1024,16,0.1,5,0.120567376,0.744921257,,0.047077962,0.157565088,0.744325265,1,0.156102176,0.005,1,svae,pendigits,0.948572967,0.992407502,,0.992235022,0.990919229,0.97193969,0.994984443,0.994495183,0.993535447,0.97300872,Worse,
