bes,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,f1,auc,bestof10auc,rsTrn,rsTst,knnauc,knnprec,knnrecall,ar,i,model,dataset,mpwmutualinf,knn5auc,bestof10knn5auc,knn9auc,knn15auc,knnsqrtauc,knn5a3auc,knn5a5auc,knn5a9auc,knn5asqrtauc,Betterauc,BetteraucBestof10
64,8,3,relu,Dense,32,16,0.1,2,0.666666667,0.939955523,,0.063640117,0.185646675,0.928650852,1,0.236842105,0.05,1,svae,breast-cancer-wisconsin,0.749824759,0.889918458,,0.898072646,0.899925871,0.901779096,0.899555226,0.906226835,0.907709414,0.909191994,Better,
64,8,3,relu,Dense,32,16,0.1,2,0.1,0.904002965,,0.067033145,0.198924557,0.776315789,1,0.052631579,0.05,1,svae,breast-cancer-wisconsin,0.75257177,0.921423277,,0.92698295,0.925500371,0.924759081,0.930318755,0.931430689,0.9306894,0.92772424,Worse,
64,8,3,relu,Dense,32,16,0.1,2,0.555555556,0.964788732,,0.059393477,0.273771426,0.957561156,1,0.263157895,0.05,1,svae,breast-cancer-wisconsin,0.759287219,0.907338769,,0.909191994,0.908821349,0.908450704,0.915122313,0.915863603,0.917716827,0.916975537,Better,
64,8,3,relu,Dense,32,16,0.1,2,0.222222222,0.919199407,,0.066479009,0.230121072,0.843587843,1,0.210526316,0.05,1,svae,breast-cancer-wisconsin,0.772722485,0.886953299,,0.890659748,0.895848777,0.895848777,0.900667161,0.901779096,0.902149741,0.900296516,Better,
64,8,3,relu,Dense,32,16,0.1,2,0.311111111,0.942550037,,0.071521937,0.23617122,0.921052632,1,0.184210526,0.05,1,svae,breast-cancer-wisconsin,0.770898189,0.912898443,,0.920311342,0.922905856,0.924388436,0.924017791,0.92772424,0.9306894,0.92994811,Better,
64,8,3,relu,Dense,32,16,0.1,2,0.255319149,0.944773907,,0.062428463,0.222475877,0.902149741,1,0.184210526,0.05,1,svae,breast-cancer-wisconsin,0.753377999,0.915863603,,0.923276501,0.92772424,0.928836175,0.92994811,0.936249073,0.938843588,0.939214233,Better,
64,8,3,relu,Dense,32,16,0.1,2,0.304347826,0.914751668,,0.066409367,0.20719139,0.947368421,1,0.157894737,0.05,1,svae,breast-cancer-wisconsin,0.752598119,0.912157153,,0.925129726,0.935878428,0.936619718,0.92698295,0.937361008,0.943291327,0.945885841,Better,
64,8,3,relu,Dense,32,16,0.1,3,0.326530612,0.849888807,0.982209044,0.067349111,0.248117542,0.890289103,1,0.236842105,0.05,1,svae,breast-cancer-wisconsin,0.75446256,0.918087472,0.921423277,0.921052632,0.923276501,0.924388436,0.936990363,0.936249073,0.934395849,0.932913269,Worse,Better
64,8,3,relu,Dense,32,16,0.1,3,0.29787234,0.958487769,,0.056491825,0.308219169,0.954225352,0.857142857,0.157894737,0.05,1,svae,breast-cancer-wisconsin,0.761477304,0.887694589,,0.891771683,0.893995552,0.894366197,0.900667161,0.904002965,0.904002965,0.904744255,Better,
64,8,3,relu,Dense,32,16,0.1,3,0.571428571,0.972201631,,0.064757739,0.17893314,0.956263899,1,0.263157895,0.05,1,svae,breast-cancer-wisconsin,0.749798253,0.917346182,,0.92772424,0.930318755,0.931801334,0.935137139,0.944773907,0.948480356,0.945885841,Better,
64,8,3,relu,Dense,32,16,0.1,3,0.78125,0.976278725,,0.063640117,0.185646675,0.928650852,1,0.236842105,0.05,1,svae,breast-cancer-wisconsin,0.749824759,0.889918458,,0.898072646,0.899925871,0.901779096,0.899555226,0.906226835,0.907709414,0.909191994,Better,
64,8,3,relu,Dense,32,16,0.1,3,0.509803922,0.944403262,,0.067033145,0.198924557,0.776315789,1,0.052631579,0.05,1,svae,breast-cancer-wisconsin,0.75257177,0.921423277,,0.92698295,0.925500371,0.924759081,0.930318755,0.931430689,0.9306894,0.92772424,Better,
64,8,3,relu,Dense,32,16,0.1,3,0.581818182,0.963306153,,0.059393477,0.273771426,0.957561156,1,0.263157895,0.05,1,svae,breast-cancer-wisconsin,0.759287219,0.907338769,,0.909191994,0.908821349,0.908450704,0.915122313,0.915863603,0.917716827,0.916975537,Better,
64,8,3,relu,Dense,32,16,0.1,3,0.392156863,0.931801334,,0.066479009,0.230121072,0.843587843,1,0.210526316,0.05,1,svae,breast-cancer-wisconsin,0.772722485,0.886953299,,0.890659748,0.895848777,0.895848777,0.900667161,0.901779096,0.902149741,0.900296516,Better,
64,8,3,relu,Dense,32,16,0.1,3,0.272727273,0.899555226,,0.071521937,0.23617122,0.921052632,1,0.184210526,0.05,1,svae,breast-cancer-wisconsin,0.770898189,0.912898443,,0.920311342,0.922905856,0.924388436,0.924017791,0.92772424,0.9306894,0.92994811,Worse,
64,8,3,relu,Dense,32,16,0.1,3,0.452830189,0.982209044,,0.062428463,0.222475877,0.902149741,1,0.184210526,0.05,1,svae,breast-cancer-wisconsin,0.753377999,0.915863603,,0.923276501,0.92772424,0.928836175,0.92994811,0.936249073,0.938843588,0.939214233,Better,
64,8,3,relu,Dense,32,16,0.1,3,0.227272727,0.853224611,,0.066409367,0.20719139,0.947368421,1,0.157894737,0.05,1,svae,breast-cancer-wisconsin,0.752598119,0.912157153,,0.925129726,0.935878428,0.936619718,0.92698295,0.937361008,0.943291327,0.945885841,Worse,
64,8,3,relu,Dense,32,16,0.1,4,0.408163265,0.871756857,0.987027428,0.067349111,0.248117542,0.890289103,1,0.236842105,0.05,1,svae,breast-cancer-wisconsin,0.75446256,0.918087472,0.921423277,0.921052632,0.923276501,0.924388436,0.936990363,0.936249073,0.934395849,0.932913269,Worse,Better
64,8,3,relu,Dense,32,16,0.1,4,0.481481481,0.977761305,,0.056491825,0.308219169,0.954225352,0.857142857,0.157894737,0.05,1,svae,breast-cancer-wisconsin,0.761477304,0.887694589,,0.891771683,0.893995552,0.894366197,0.900667161,0.904002965,0.904002965,0.904744255,Better,
64,8,3,relu,Dense,32,16,0.1,4,0.551724138,0.960340993,,0.064757739,0.17893314,0.956263899,1,0.263157895,0.05,1,svae,breast-cancer-wisconsin,0.749798253,0.917346182,,0.92772424,0.930318755,0.931801334,0.935137139,0.944773907,0.948480356,0.945885841,Better,
64,8,3,relu,Dense,32,16,0.1,4,0.735294118,0.971089696,,0.063640117,0.185646675,0.928650852,1,0.236842105,0.05,1,svae,breast-cancer-wisconsin,0.749824759,0.889918458,,0.898072646,0.899925871,0.901779096,0.899555226,0.906226835,0.907709414,0.909191994,Better,
64,8,3,relu,Dense,32,16,0.1,4,0.618181818,0.949962936,,0.067033145,0.198924557,0.776315789,1,0.052631579,0.05,1,svae,breast-cancer-wisconsin,0.75257177,0.921423277,,0.92698295,0.925500371,0.924759081,0.930318755,0.931430689,0.9306894,0.92772424,Better,
64,8,3,relu,Dense,32,16,0.1,4,0.490566038,0.936990363,,0.059393477,0.273771426,0.957561156,1,0.263157895,0.05,1,svae,breast-cancer-wisconsin,0.759287219,0.907338769,,0.909191994,0.908821349,0.908450704,0.915122313,0.915863603,0.917716827,0.916975537,Better,
64,8,3,relu,Dense,32,16,0.1,4,0.25,0.968865827,,0.066479009,0.230121072,0.843587843,1,0.210526316,0.05,1,svae,breast-cancer-wisconsin,0.772722485,0.886953299,,0.890659748,0.895848777,0.895848777,0.900667161,0.901779096,0.902149741,0.900296516,Better,
64,8,3,relu,Dense,32,16,0.1,4,0.44,0.958487769,,0.071521937,0.23617122,0.921052632,1,0.184210526,0.05,1,svae,breast-cancer-wisconsin,0.770898189,0.912898443,,0.920311342,0.922905856,0.924388436,0.924017791,0.92772424,0.9306894,0.92994811,Better,
64,8,3,relu,Dense,32,16,0.1,4,0.392156863,0.987027428,,0.062428463,0.222475877,0.902149741,1,0.184210526,0.05,1,svae,breast-cancer-wisconsin,0.753377999,0.915863603,,0.923276501,0.92772424,0.928836175,0.92994811,0.936249073,0.938843588,0.939214233,Better,
64,8,3,relu,Dense,32,16,0.1,4,0.41509434,0.876575241,,0.066409367,0.20719139,0.947368421,1,0.157894737,0.05,1,svae,breast-cancer-wisconsin,0.752598119,0.912157153,,0.925129726,0.935878428,0.936619718,0.92698295,0.937361008,0.943291327,0.945885841,Worse,
64,8,3,relu,Dense,32,16,0.1,5,0.444444444,0.890659748,0.987027428,0.067349111,0.248117542,0.890289103,1,0.236842105,0.05,1,svae,breast-cancer-wisconsin,0.75446256,0.918087472,0.921423277,0.921052632,0.923276501,0.924388436,0.936990363,0.936249073,0.934395849,0.932913269,Worse,Better
64,8,3,relu,Dense,32,16,0.1,5,0.526315789,0.978502595,,0.056491825,0.308219169,0.954225352,0.857142857,0.157894737,0.05,1,svae,breast-cancer-wisconsin,0.761477304,0.887694589,,0.891771683,0.893995552,0.894366197,0.900667161,0.904002965,0.904002965,0.904744255,Better,
64,8,3,relu,Dense,32,16,0.1,5,0.634920635,0.971830986,,0.064757739,0.17893314,0.956263899,1,0.263157895,0.05,1,svae,breast-cancer-wisconsin,0.749798253,0.917346182,,0.92772424,0.930318755,0.931801334,0.935137139,0.944773907,0.948480356,0.945885841,Better,
64,8,3,relu,Dense,32,16,0.1,5,0.835443038,0.984432913,,0.063640117,0.185646675,0.928650852,1,0.236842105,0.05,1,svae,breast-cancer-wisconsin,0.749824759,0.889918458,,0.898072646,0.899925871,0.901779096,0.899555226,0.906226835,0.907709414,0.909191994,Better,
64,8,3,relu,Dense,32,16,0.1,5,0.631578947,0.944773907,,0.067033145,0.198924557,0.776315789,1,0.052631579,0.05,1,svae,breast-cancer-wisconsin,0.75257177,0.921423277,,0.92698295,0.925500371,0.924759081,0.930318755,0.931430689,0.9306894,0.92772424,Better,
64,8,3,relu,Dense,32,16,0.1,5,0.68852459,0.958117124,,0.059393477,0.273771426,0.957561156,1,0.263157895,0.05,1,svae,breast-cancer-wisconsin,0.759287219,0.907338769,,0.909191994,0.908821349,0.908450704,0.915122313,0.915863603,0.917716827,0.916975537,Better,
64,8,3,relu,Dense,32,16,0.1,5,0.551724138,0.961823573,,0.066479009,0.230121072,0.843587843,1,0.210526316,0.05,1,svae,breast-cancer-wisconsin,0.772722485,0.886953299,,0.890659748,0.895848777,0.895848777,0.900667161,0.901779096,0.902149741,0.900296516,Better,
64,8,3,relu,Dense,32,16,0.1,5,0.5,0.981838399,,0.071521937,0.23617122,0.921052632,1,0.184210526,0.05,1,svae,breast-cancer-wisconsin,0.770898189,0.912898443,,0.920311342,0.922905856,0.924388436,0.924017791,0.92772424,0.9306894,0.92994811,Better,
64,8,3,relu,Dense,32,16,0.1,5,0.545454545,0.987027428,,0.062428463,0.222475877,0.902149741,1,0.184210526,0.05,1,svae,breast-cancer-wisconsin,0.753377999,0.915863603,,0.923276501,0.92772424,0.928836175,0.92994811,0.936249073,0.938843588,0.939214233,Better,
64,8,3,relu,Dense,32,16,0.1,5,0.461538462,0.945144552,,0.066409367,0.20719139,0.947368421,1,0.157894737,0.05,1,svae,breast-cancer-wisconsin,0.752598119,0.912157153,,0.925129726,0.935878428,0.936619718,0.92698295,0.937361008,0.943291327,0.945885841,Better,
64,8,3,relu,Dense,32,32,0.1,1,0.509803922,0.984062268,0.99851742,0.062688226,0.436699414,0.815789474,NaN,0,0.005,1,svae,breast-cancer-wisconsin,0.781085104,0.945515196,0.960711638,0.943291327,0.937731653,0.936619718,0.945885841,0.945515196,0.943291327,0.936619718,Better,Better
64,8,3,relu,Dense,32,32,0.1,1,0.566037736,0.959970348,,0.053421343,0.532206984,0.706449222,NaN,0,0.005,1,svae,breast-cancer-wisconsin,0.798726999,0.916604893,,0.914010378,0.911786509,0.911415864,0.917716827,0.916604893,0.914010378,0.911415864,Better,
64,8,3,relu,Dense,32,32,0.1,1,0.848484848,0.99851742,,0.064054335,0.273539089,0.881578947,NaN,0,0.005,1,svae,breast-cancer-wisconsin,0.785860838,0.960711638,,0.959599703,0.958487769,0.957375834,0.961823573,0.960711638,0.959599703,0.957375834,Better,
