hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,f1,auc,rsTrn,rsTst,ar,i,model,dataset
32,8,3,relu,Dense,128,32,0.1,6,0.3372093023255814,0.846455759945496,0.382083450229945,0.3818127207576897,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,7,0.40217391304347827,0.8390577327527473,0.382083450229945,0.3818127207576897,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,8,0.37714285714285717,0.8478850084421933,0.382083450229945,0.3818127207576897,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,9,0.39378238341968913,0.8386282176604756,0.382083450229945,0.3818127207576897,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,10,0.4577114427860697,0.8591264551675108,0.382083450229945,0.3818127207576897,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,1,0.015503875968992248,0.3998156047276282,0.3400354903384384,0.34307687395774006,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,2,0.015625,0.4186772416244557,0.3400354903384384,0.34307687395774006,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,3,0.14084507042253522,0.7154906839657573,0.3400354903384384,0.34307687395774006,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,4,0.16216216216216217,0.7485411297728013,0.3400354903384384,0.34307687395774006,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,5,0.21656050955414013,0.7636556177611896,0.3400354903384384,0.34307687395774006,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,6,0.2289156626506024,0.740265558813946,0.3400354903384384,0.34307687395774006,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,7,0.2543352601156069,0.7295536005213425,0.3400354903384384,0.34307687395774006,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,8,0.3225806451612903,0.7380698480405224,0.3400354903384384,0.34307687395774006,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,9,0.3711340206185567,0.7437053822684322,0.3400354903384384,0.34307687395774006,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,10,0.35714285714285715,0.6433617701946148,0.3400354903384384,0.34307687395774006,0.005,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,1,0.07453416149068323,0.7780888059480434,0.3335904057704686,0.33169967019851554,0.05,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,2,0.062111801242236024,0.7383216327497852,0.3335904057704686,0.33169967019851554,0.05,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,3,0.08743169398907104,0.7954249237240439,0.3335904057704686,0.33169967019851554,0.05,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,4,0.23036649214659685,0.8067404247756154,0.3335904057704686,0.33169967019851554,0.05,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,5,0.16346153846153846,0.8275348795876655,0.3335904057704686,0.33169967019851554,0.05,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,6,0.1724137931034483,0.784990669154892,0.3335904057704686,0.33169967019851554,0.05,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,7,0.23376623376623376,0.7885823039781986,0.3335904057704686,0.33169967019851554,0.05,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,8,0.32967032967032966,0.8527799994075652,0.3335904057704686,0.33169967019851554,0.05,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,9,0.36363636363636365,0.8660061020764833,0.3335904057704686,0.33169967019851554,0.05,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,10,0.3956043956043956,0.8760256524186143,0.3335904057704686,0.33169967019851554,0.05,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,1,0.06201550387596899,0.80089013300157,0.33516229983971124,0.3343904004713433,0.01,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,2,0.1897810218978102,0.8089250274001007,0.33516229983971124,0.3343904004713433,0.01,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,3,0.22695035460992907,0.8069477768891259,0.33516229983971124,0.3343904004713433,0.01,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,4,0.27450980392156865,0.8130276370745579,0.33516229983971124,0.3343904004713433,0.01,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,5,0.2631578947368421,0.805977665215202,0.33516229983971124,0.3343904004713433,0.01,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,6,0.32727272727272727,0.7971355786605053,0.33516229983971124,0.3343904004713433,0.01,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,7,0.41916167664670656,0.8007790515121893,0.33516229983971124,0.3343904004713433,0.01,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,8,0.4327485380116959,0.810080274889659,0.33516229983971124,0.3343904004713433,0.01,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,9,0.43820224719101125,0.811324387570722,0.33516229983971124,0.3343904004713433,0.01,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,10,0.49473684210526314,0.8137829912023461,0.33516229983971124,0.3343904004713433,0.01,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,1,0.05442176870748299,0.37364850854586923,0.3412540340583823,0.34285281642641396,0.005,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,2,0.05714285714285714,0.3351920969223022,0.3412540340583823,0.34285281642641396,0.005,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,3,0.13541666666666666,0.46437986907195117,0.3412540340583823,0.34285281642641396,0.005,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,4,0.07746478873239436,0.341227524511982,0.3412540340583823,0.34285281642641396,0.005,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,5,0.125,0.48831422731715984,0.3412540340583823,0.34285281642641396,0.005,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,6,0.16883116883116883,0.6795002814064398,0.3412540340583823,0.34285281642641396,0.005,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,7,0.20253164556962025,0.7625003702716313,0.3412540340583823,0.34285281642641396,0.005,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,8,0.22157434402332363,0.8063849640095975,0.3412540340583823,0.34285281642641396,0.005,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,9,0.1871345029239766,0.8265277407506146,0.3412540340583823,0.34285281642641396,0.005,5,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,10,0.1864406779661017,0.8272238514173998,0.3412540340583823,0.34285281642641396,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,1,0.04838709677419355,0.8624811161468053,0.34593859612546196,0.34483202832179294,0.05,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,2,0.03225806451612903,0.7621967475339909,0.34593859612546196,0.34483202832179294,0.05,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,3,0.0,0.6940778755294884,0.34593859612546196,0.34483202832179294,0.05,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,4,0.07741935483870968,0.6847729494357061,0.34593859612546196,0.34483202832179294,0.05,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,5,0.08860759493670886,0.7055711069640689,0.34593859612546196,0.34483202832179294,0.05,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,6,0.21818181818181817,0.714772357001096,0.34593859612546196,0.34483202832179294,0.05,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,7,0.30337078651685395,0.7531102817026571,0.34593859612546196,0.34483202832179294,0.05,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,8,0.3448275862068966,0.7982537989869368,0.34593859612546196,0.34483202832179294,0.05,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,9,0.38095238095238093,0.7969504428448709,0.34593859612546196,0.34483202832179294,0.05,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,10,0.3711340206185567,0.7987573684054622,0.34593859612546196,0.34483202832179294,0.05,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,1,0.031496062992125984,0.3540463283865044,0.35273014239030215,0.35218066471524,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,2,0.06153846153846154,0.6844915429959418,0.35273014239030215,0.35218066471524,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,3,0.15384615384615385,0.7386956070973667,0.35273014239030215,0.35218066471524,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,4,0.14492753623188406,0.7023053111762789,0.35273014239030215,0.35218066471524,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,5,0.18181818181818182,0.7108141532628337,0.35273014239030215,0.35218066471524,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,6,0.18181818181818182,0.7018054444740662,0.35273014239030215,0.35218066471524,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,7,0.20253164556962025,0.713743001866169,0.35273014239030215,0.35218066471524,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,8,0.18292682926829268,0.719774726739536,0.35273014239030215,0.35218066471524,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,9,0.2658959537572254,0.7177419354838709,0.35273014239030215,0.35218066471524,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,10,0.29213483146067415,0.7281317574572707,0.35273014239030215,0.35218066471524,0.01,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,1,0.030303030303030304,0.7439497615450694,0.3398151107534248,0.34194757082554,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,2,0.046153846153846156,0.8188483071181019,0.3398151107534248,0.34194757082554,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,3,0.174496644295302,0.8229509167925589,0.3398151107534248,0.34194757082554,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,4,0.33532934131736525,0.8249281673035338,0.3398151107534248,0.34194757082554,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,5,0.3163841807909605,0.8379172961284398,0.3398151107534248,0.34194757082554,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,6,0.32085561497326204,0.8306451612903226,0.3398151107534248,0.34194757082554,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,7,0.3422459893048128,0.8336813886667259,0.3398151107534248,0.34194757082554,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,8,0.40609137055837563,0.8427271246186203,0.3398151107534248,0.34194757082554,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,9,0.4307692307692308,0.8383134867738973,0.3398151107534248,0.34194757082554,0.005,5,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,10,0.43,0.835680855475577,0.3398151107534248,0.34194757082554,0.005,5,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,1,0.1323529411764706,0.7973910660860807,0.34827102173957947,0.35917054871937354,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,2,0.14965986394557823,0.7703871560176545,0.34827102173957947,0.35917054871937354,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,3,0.15789473684210525,0.6227968837939513,0.34827102173957947,0.35917054871937354,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,4,0.2,0.6761345122782074,0.34827102173957947,0.35917054871937354,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,5,0.12195121951219512,0.6748126425545781,0.34827102173957947,0.35917054871937354,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,6,0.13186813186813187,0.7984759619656979,0.34827102173957947,0.35917054871937354,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,7,0.14444444444444443,0.7713350513937024,0.34827102173957947,0.35917054871937354,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,8,0.26200873362445415,0.8026674368316598,0.34827102173957947,0.35917054871937354,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,9,0.2555066079295154,0.7737714387274505,0.34827102173957947,0.35917054871937354,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,10,0.2222222222222222,0.7574202434906246,0.34827102173957947,0.35917054871937354,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,1,0.12307692307692308,0.7815915755798454,0.3470118745784473,0.36228943344755954,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,2,0.3287671232876712,0.8034894398530763,0.3470118745784473,0.36228943344755954,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,3,0.35526315789473684,0.8238951094522942,0.3470118745784473,0.36228943344755954,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,4,0.3008849557522124,0.7915296661630973,0.3470118745784473,0.36228943344755954,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,5,0.30833333333333335,0.794395568589117,0.3470118745784473,0.36228943344755954,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,6,0.36220472440944884,0.7946436505820671,0.3470118745784473,0.36228943344755954,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,7,0.39215686274509803,0.7921739388015049,0.3470118745784473,0.36228943344755954,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,8,0.39552238805970147,0.826098225658343,0.3470118745784473,0.36228943344755954,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,9,0.3931034482758621,0.821980805118635,0.3470118745784473,0.36228943344755954,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,10,0.4412811387900356,0.8166414881957405,0.3470118745784473,0.36228943344755954,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,1,0.08955223880597014,0.7527992535323914,0.3535486825364601,0.37273405679078603,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,2,0.16783216783216784,0.775078497585829,0.3535486825364601,0.37273405679078603,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,3,0.2550335570469799,0.7888340886874612,0.3535486825364601,0.37273405679078603,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,4,0.2235294117647059,0.6881165022660626,0.3535486825364601,0.37273405679078603,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,5,0.2694300518134715,0.6998504102609674,0.3535486825364601,0.37273405679078603,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,6,0.20202020202020202,0.6510412038271276,0.3535486825364601,0.37273405679078603,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,7,0.2857142857142857,0.6855801415918719,0.3535486825364601,0.37273405679078603,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,8,0.3728813559322034,0.7022645812968394,0.3535486825364601,0.37273405679078603,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,9,0.34959349593495936,0.7002725199206137,0.3535486825364601,0.37273405679078603,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,32,0.1,10,0.3831417624521073,0.7999718593560236,0.3535486825364601,0.37273405679078603,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,1,0.0,0.806022097810954,0.3673974314418179,0.37899346124262695,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,2,0.07575757575757576,0.8276533665096717,0.3673974314418179,0.37899346124262695,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,3,0.07575757575757576,0.8131757457270654,0.3673974314418179,0.37899346124262695,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,4,0.15037593984962405,0.7111251814330993,0.3673974314418179,0.37899346124262695,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,5,0.15789473684210525,0.7407432092182825,0.3673974314418179,0.37899346124262695,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,6,0.25301204819277107,0.6909046476495156,0.3673974314418179,0.37899346124262695,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,7,0.19753086419753085,0.7062487040492905,0.3673974314418179,0.37899346124262695,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,8,0.25,0.7152018720933676,0.3673974314418179,0.37899346124262695,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,9,0.27058823529411763,0.6818255872508071,0.3673974314418179,0.37899346124262695,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,10,0.26519337016574585,0.6712432240291477,0.3673974314418179,0.37899346124262695,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,1,0.031746031746031744,0.7365443289196955,0.3364965057051827,0.3484907294035808,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,2,0.07751937984496124,0.7456678219141561,0.3364965057051827,0.3484907294035808,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,3,0.24113475177304963,0.8016899197251104,0.3364965057051827,0.3484907294035808,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,4,0.2482758620689655,0.7953027340857252,0.3364965057051827,0.3484907294035808,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,5,0.20512820512820512,0.6888459373796618,0.3364965057051827,0.3484907294035808,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,6,0.24675324675324675,0.6820810746763826,0.3364965057051827,0.3484907294035808,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,7,0.3005181347150259,0.6849284635208389,0.3364965057051827,0.3484907294035808,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,8,0.30927835051546393,0.697110400189579,0.3364965057051827,0.3484907294035808,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,9,0.2857142857142857,0.6850025178470927,0.3364965057051827,0.3484907294035808,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,10,0.39195979899497485,0.7273097544358541,0.3364965057051827,0.3484907294035808,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,1,0.19402985074626866,0.77113880742913,0.36185190210586,0.38162398427731736,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,2,0.20437956204379562,0.6886904232945289,0.36185190210586,0.38162398427731736,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,3,0.31645569620253167,0.7288537871382447,0.36185190210586,0.38162398427731736,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,4,0.3096774193548387,0.7073224917799699,0.36185190210586,0.38162398427731736,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,5,0.3954802259887006,0.7382920110192837,0.36185190210586,0.38162398427731736,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,6,0.35294117647058826,0.763840753576824,0.36185190210586,0.38162398427731736,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,7,0.504950495049505,0.7537323380431884,0.36185190210586,0.38162398427731736,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,8,0.5339805825242718,0.8019491098669985,0.36185190210586,0.38162398427731736,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,9,0.5096153846153846,0.801527000207352,0.36185190210586,0.38162398427731736,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,32,0.1,10,0.5023255813953489,0.8210514233241506,0.36185190210586,0.38162398427731736,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,1,0.032,0.7876492194674014,0.3302106368471414,0.3429167110007556,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,2,0.09022556390977443,0.7992090997956102,0.3302106368471414,0.3429167110007556,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,3,0.13414634146341464,0.7898412275245118,0.3302106368471414,0.3429167110007556,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,4,0.1414141414141414,0.7965505494831009,0.3302106368471414,0.3429167110007556,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,5,0.19,0.7945732989721259,0.3302106368471414,0.3429167110007556,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,6,0.2222222222222222,0.7891525222903522,0.3302106368471414,0.3429167110007556,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,7,0.2557077625570776,0.7895153884889956,0.3302106368471414,0.3429167110007556,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,8,0.27906976744186046,0.7882194377795549,0.3302106368471414,0.3429167110007556,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,9,0.2894736842105263,0.7889377647442163,0.3302106368471414,0.3429167110007556,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,10,0.26495726495726496,0.7847907224740069,0.3302106368471414,0.3429167110007556,0.05,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,1,0.1702127659574468,0.7712461862021981,0.33175991878310923,0.3462602505436253,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,2,0.23076923076923078,0.8025341390444031,0.33175991878310923,0.3462602505436253,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,3,0.27586206896551724,0.8054296632009241,0.33175991878310923,0.3462602505436253,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,4,0.38095238095238093,0.8033709529310703,0.33175991878310923,0.3462602505436253,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,5,0.3076923076923077,0.8061479901655855,0.33175991878310923,0.3462602505436253,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,6,0.37383177570093457,0.8019120827038716,0.33175991878310923,0.3462602505436253,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,7,0.3418803418803419,0.807962321158802,0.33175991878310923,0.3462602505436253,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,8,0.4140625,0.8100876803222844,0.33175991878310923,0.3462602505436253,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,9,0.3257328990228013,0.7965283331852246,0.33175991878310923,0.3462602505436253,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,10,0.35333333333333333,0.7925368050001482,0.33175991878310923,0.3462602505436253,0.01,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,1,0.174496644295302,0.7703723451524038,0.3128935248421218,0.3266806882341254,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,2,0.3146067415730337,0.7951731390147811,0.3128935248421218,0.3266806882341254,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,3,0.2840909090909091,0.8137459640392191,0.3128935248421218,0.3266806882341254,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,4,0.4020100502512563,0.8225436179981636,0.3128935248421218,0.3266806882341254,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,5,0.3761467889908257,0.8076661038537871,0.3128935248421218,0.3266806882341254,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,6,0.40707964601769914,0.8087917296128441,0.3128935248421218,0.3266806882341254,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,7,0.4017857142857143,0.8192407950472467,0.3128935248421218,0.3266806882341254,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,8,0.3788546255506608,0.8216771823809946,0.3128935248421218,0.3266806882341254,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,9,0.4083333333333333,0.810376492194674,0.3128935248421218,0.3266806882341254,0.005,6,svae,musk-2
32,8,3,relu,Dense,64,64,0.1,10,0.4034334763948498,0.8108282235848219,0.3128935248421218,0.3266806882341254,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,1,0.0,0.4552748896590539,0.34339877640232336,0.35607102656382045,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,2,0.06944444444444445,0.7044010486092597,0.34339877640232336,0.35607102656382045,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,3,0.09722222222222222,0.7274800793862378,0.34339877640232336,0.35607102656382045,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,4,0.15894039735099338,0.7423131609348617,0.34339877640232336,0.35607102656382045,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,5,0.19230769230769232,0.7830948784027963,0.34339877640232336,0.35607102656382045,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,6,0.2222222222222222,0.7914333955389674,0.34339877640232336,0.35607102656382045,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,7,0.20689655172413793,0.7776296691252703,0.34339877640232336,0.35607102656382045,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,8,0.15384615384615385,0.7683136348825498,0.34339877640232336,0.35607102656382045,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,9,0.2660098522167488,0.7587680322284428,0.34339877640232336,0.35607102656382045,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,10,0.2028985507246377,0.7757709055363015,0.34339877640232336,0.35607102656382045,0.05,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,1,0.16993464052287582,0.7603602002428983,0.35237113808513054,0.3678258770925053,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,2,0.27906976744186046,0.7893154418081104,0.35237113808513054,0.3678258770925053,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,3,0.30409356725146197,0.7665881690808377,0.35237113808513054,0.3678258770925053,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,4,0.2958579881656805,0.7631853727894783,0.35237113808513054,0.3678258770925053,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,5,0.2824858757062147,0.763663023193815,0.35237113808513054,0.3678258770925053,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,6,0.32432432432432434,0.7761633934654463,0.35237113808513054,0.3678258770925053,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,7,0.3229166666666667,0.8036782783850233,0.35237113808513054,0.3678258770925053,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,8,0.38613861386138615,0.8025119227465268,0.35237113808513054,0.3678258770925053,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,9,0.42718446601941745,0.8193296602387512,0.35237113808513054,0.3678258770925053,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,10,0.3981042654028436,0.8307192156165762,0.35237113808513054,0.3678258770925053,0.01,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,1,0.16783216783216784,0.7980057169939867,0.3348599216101835,0.3545402955484615,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,2,0.26666666666666666,0.7904188512692911,0.3348599216101835,0.3545402955484615,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,3,0.36363636363636365,0.7927367516810332,0.3348599216101835,0.3545402955484615,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,4,0.37254901960784315,0.8018232175123671,0.3348599216101835,0.3545402955484615,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,5,0.3448275862068966,0.8030154921650522,0.3348599216101835,0.3545402955484615,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,6,0.39069767441860465,0.8098099765988329,0.3348599216101835,0.3545402955484615,0.005,6,svae,musk-2
32,8,3,relu,Dense,128,64,0.1,7,0.4675324675324675,0.8131979620249415,0.3348599216101835,0.3545402955484615,0.005,6,svae,musk-2
