hidden,latent,layers,nonlinearity,layertype,β,method,anomaliesSeen,auc,i,model,dataset
32,3,3,relu,Dense,10.0,wass,0,0.6515804597701149,4,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,m1,0,0.6785201149425287,4,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,wass,0,0.7666427203065135,5,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,m1,0,0.7567049808429118,5,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,wass,0,0.8504549808429119,5,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,m1,0,0.818845785440613,5,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,wass,0,0.7758620689655172,5,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,m1,0,0.8008860153256706,5,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,wass,0,0.7684386973180077,5,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,m1,0,0.7946599616858238,5,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,wass,0,0.7173132183908046,5,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,m1,0,0.8418342911877396,5,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,wass,0,0.7369492337164751,6,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,m1,0,0.7505986590038314,6,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,wass,0,0.7310823754789272,6,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,m1,0,0.7788553639846744,6,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,wass,0,0.7538314176245211,6,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,m1,0,0.7582614942528736,6,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,wass,0,0.7564655172413792,6,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,m1,0,0.7607758620689655,6,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,wass,0,0.7517959770114943,6,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,m1,0,0.8214798850574713,6,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,wass,0,0.7713122605363985,7,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,m1,0,0.7717911877394635,7,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,wass,0,0.859794061302682,7,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,m1,0,0.7846024904214559,7,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,wass,0,0.7704741379310345,7,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,m1,0,0.8139367816091954,7,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,wass,0,0.7911877394636015,7,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,m1,0,0.8114224137931034,7,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,wass,0,0.7737068965517241,7,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,m1,0,0.776221264367816,7,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,wass,0,0.7968151340996168,8,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,m1,0,0.7225814176245211,8,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,wass,0,0.7240181992337165,8,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,m1,0,0.7778975095785441,8,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,wass,0,0.7235392720306514,8,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,m1,0,0.7319204980842913,8,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,wass,0,0.717911877394636,8,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,m1,0,0.7726293103448276,8,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,wass,0,0.6709770114942529,8,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,m1,0,0.7212643678160919,8,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,wass,0,0.711566091954023,9,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,m1,0,0.7430555555555556,9,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,wass,0,0.742816091954023,9,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,m1,0,0.7449712643678161,9,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,wass,0,0.7757423371647509,9,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,m1,0,0.7626915708812261,9,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,wass,0,0.7388649425287357,9,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,m1,0,0.7604166666666667,9,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,wass,0,0.631345785440613,9,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,m1,0,0.7353927203065134,9,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,wass,0,0.7274904214559387,10,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,m1,0,0.7261733716475095,10,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,wass,0,0.7419779693486589,10,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,m1,0,0.7726293103448276,10,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,wass,0,0.7634099616858238,10,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,m1,0,0.7828065134099617,10,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,wass,0,0.728927203065134,10,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,m1,0,0.7647270114942529,10,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,wass,0,0.7289272030651341,10,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,m1,0,0.7459291187739464,10,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,wass,0,0.5603448275862069,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,m1,0,0.5715197956577267,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,wass,0,0.6023839931885908,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,m1,0,0.5661983822903363,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,wass,0,0.6069604086845465,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,m1,0,0.5580034057045552,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,wass,0,0.5795019157088123,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,m1,0,0.5608769689229459,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,wass,0,0.5797147722435078,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,m1,0,0.5590676883780332,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,wass,0,0.4099616858237548,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,m1,0,0.6063218390804598,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,wass,0,0.6137718177948064,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,m1,0,0.6037675606641124,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,wass,0,0.6181353767560664,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,m1,0,0.6052575564069816,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,wass,0,0.5973818646232438,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,m1,0,0.6075989782886334,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,wass,0,0.6234567901234568,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,m1,0,0.603448275862069,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,wass,0,0.610046828437633,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,m1,0,0.5705619412515963,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,wass,0,0.34131545338441893,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,m1,0,0.5756704980842912,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,wass,0,0.5952532992762878,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,m1,0,0.5802469135802469,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,wass,0,0.5706683695189443,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,m1,0,0.5736483610046829,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,wass,0,0.6004682843763303,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,m1,0,0.5781183482332907,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,wass,0,0.6218603661132396,4,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,m1,0,0.6525117071094083,4,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,wass,0,0.6582588335461899,4,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,m1,0,0.6535759897828863,4,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,wass,0,0.6627288207747979,4,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,m1,0,0.5977011494252874,4,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,wass,0,0.6573009791400595,4,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,m1,0,0.6101532567049808,4,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,wass,0,0.6505959982971476,4,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,m1,0,0.6425074499787143,4,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,wass,0,0.6149425287356322,5,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,m1,0,0.5719455087271179,5,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,wass,0,0.5759897828863345,5,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,m1,0,0.5681140911025969,5,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,wass,0,0.6015325670498084,5,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,m1,0,0.5727969348659004,5,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,wass,0,0.5885483184333758,5,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,m1,0,0.569604086845466,5,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,wass,0,0.5924861643252448,5,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,m1,0,0.5754576415495956,5,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,wass,0,0.5758833546189868,6,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,m1,0,0.6103661132396764,6,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,wass,0,0.5784376330353342,6,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,m1,0,0.5911025968497233,6,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,wass,0,0.5795019157088122,6,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,m1,0,0.597381864623244,6,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,wass,0,0.5864197530864198,6,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,m1,0,0.5533205619412516,6,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,wass,0,0.5925925925925926,6,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,m1,0,0.5803533418475947,6,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,wass,0,0.58737760749255,7,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,m1,0,0.5688590889740315,7,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,wass,0,0.5946147296722009,7,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,m1,0,0.5693912303107704,7,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,wass,0,0.592911877394636,7,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,m1,0,0.5636441038739889,7,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,wass,0,0.5814176245210727,7,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,m1,0,0.5701362281822051,7,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,wass,0,0.590676883780332,7,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,m1,0,0.5548105576841209,7,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,wass,0,0.5889740315027671,8,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,m1,0,0.5911025968497232,8,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,wass,0,0.5918475947211578,8,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,m1,0,0.5895061728395062,8,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,wass,0,0.5732226479352915,8,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,m1,0,0.5900383141762452,8,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,wass,0,0.5755640698169434,8,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,m1,0,0.589612601106854,8,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,wass,0,0.5825883354618986,8,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,m1,0,0.5889740315027672,8,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,wass,0,0.2261600681140911,9,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,m1,0,0.6113239676458067,9,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,wass,0,0.5727969348659003,9,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,m1,0,0.5982332907620262,9,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,wass,0,0.6178160919540229,9,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,m1,0,0.6066411238825031,9,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,wass,0,0.6071732652192422,9,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,m1,0,0.5965304384844614,9,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,wass,0,0.6064282673478075,9,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,m1,0,0.6041932737335035,9,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,wass,0,0.3006598552575564,10,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,m1,0,0.5854618986802895,10,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,wass,0,0.4947850148999574,10,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,m1,0,0.5852490421455938,10,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,wass,0,0.6016389953171564,10,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,m1,0,0.5760962111536825,10,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,wass,0,0.5858876117496806,10,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,m1,0,0.584078331204768,10,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,wass,0,0.5739676458067263,10,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,m1,0,0.5841847594721157,10,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,wass,0,0.8943125839677563,1,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.890282131661442,1,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.8934169278996865,1,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8911777877295118,1,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.8925212718316167,1,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8911777877295118,1,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.8920734437975817,1,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.8911777877295118,1,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.8916256157635467,1,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.889834303627407,1,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.9032691446484549,2,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8943125839677564,2,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.8996865203761756,2,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8934169278996864,2,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.8996865203761756,2,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8934169278996864,2,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.8974473802060008,2,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.8925212718316167,2,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.8974473802060009,2,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.8947604120017913,2,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.8938647559337214,3,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8943125839677564,3,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.8969995521719659,3,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8938647559337214,3,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.9117778772951187,3,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8938647559337214,3,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.9117778772951187,3,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.8938647559337214,3,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.8956560680698612,3,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.8952082400358262,3,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.9019256605463501,4,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8934169278996864,4,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.8996865203761755,4,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8934169278996864,4,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.9005821764442453,4,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8925212718316167,4,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.8947604120017912,4,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.8947604120017912,4,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.8938647559337214,4,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.8934169278996864,4,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.8884908195253023,5,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8920734437975817,5,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.8961038961038961,5,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8916256157635467,5,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.890282131661442,5,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8920734437975817,5,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.890729959695477,5,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.8920734437975817,5,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.890729959695477,5,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.8916256157635467,5,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.8934169278996865,6,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8920734437975817,6,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.8934169278996865,6,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8920734437975817,6,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.8929690998656516,6,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8920734437975817,6,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.9005821764442453,6,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.8929690998656516,6,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.8920734437975817,6,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.8920734437975817,6,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.8934169278996865,7,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8934169278996865,7,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.8934169278996865,7,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8934169278996865,7,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.8938647559337215,7,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8920734437975818,7,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.8996865203761756,7,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.8934169278996865,7,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.8943125839677563,7,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.8934169278996865,7,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.8920734437975817,8,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8911777877295118,8,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.890282131661442,8,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8898343036274071,8,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.8934169278996865,8,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8916256157635468,8,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.8911777877295118,8,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.8898343036274071,8,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.8934169278996865,8,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.8893864755933721,8,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.8938647559337214,9,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8925212718316167,9,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.8925212718316167,9,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8920734437975817,9,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.8920734437975817,9,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8916256157635468,9,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.8929690998656516,9,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.8925212718316167,9,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.8929690998656516,9,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.8925212718316167,9,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.8956560680698612,10,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8965517241379309,10,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.8965517241379309,10,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8965517241379309,10,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.896999552171966,10,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8961038961038962,10,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.897447380206001,10,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.8965517241379309,10,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.8978952082400359,10,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.8965517241379309,10,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.8938647559337214,11,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8911777877295118,11,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.890282131661442,11,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.890729959695477,11,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.8916256157635467,11,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8920734437975817,11,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.8969995521719659,11,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.890729959695477,11,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.8920734437975817,11,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.890282131661442,11,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.8880429914912673,12,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8889386475593373,12,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.8875951634572324,12,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8880429914912673,12,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.8880429914912673,12,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8884908195253023,12,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.8889386475593373,12,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.8880429914912673,12,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.889834303627407,12,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.8884908195253023,12,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.889834303627407,13,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8889386475593373,13,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.8862516793551276,13,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8889386475593373,13,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.8889386475593373,13,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8875951634572324,13,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.8889386475593373,13,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.8889386475593373,13,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.889834303627407,13,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.8884908195253023,13,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.5,1,svae,ecoli cp-imS
32,3,3,relu,Dense,0.01,m1,0,0.5,1,svae,ecoli cp-imS
32,3,3,relu,Dense,0.1,wass,0,0.5,1,svae,ecoli cp-imS
32,3,3,relu,Dense,0.1,m1,0,0.5,1,svae,ecoli cp-imS
32,3,3,relu,Dense,0.5,wass,0,0.5,1,svae,ecoli cp-imS
32,3,3,relu,Dense,0.5,m1,0,0.5,1,svae,ecoli cp-imS
32,3,3,relu,Dense,1.0,wass,0,0.5,1,svae,ecoli cp-imS
32,3,3,relu,Dense,1.0,m1,0,0.5,1,svae,ecoli cp-imS
32,3,3,relu,Dense,10.0,wass,0,0.5,1,svae,ecoli cp-imS
32,3,3,relu,Dense,10.0,m1,0,0.5,1,svae,ecoli cp-imS
32,3,3,relu,Dense,0.01,wass,0,0.5172413793103448,2,svae,ecoli cp-imS
32,3,3,relu,Dense,0.01,m1,0,0.5172413793103448,2,svae,ecoli cp-imS
