hidden,latent,layers,nonlinearity,layertype,β,method,anomaliesSeen,auc,i,model,dataset
32,3,3,relu,Dense,0.01,m1,0,1.0,1,svae,libras 1-4
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,libras 1-5
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,libras 1-5
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,libras 1-6
32,3,3,relu,Dense,-1.0,m1,0,0.4083333333333333,1,svae,libras 1-6
32,3,3,relu,Dense,0.01,wass,0,0.8,1,svae,libras 1-7
32,3,3,relu,Dense,0.01,m1,0,0.6833333333333333,1,svae,libras 1-7
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,libras 1-8
32,3,3,relu,Dense,0.01,m1,0,0.875,1,svae,libras 1-8
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,libras 1-9
32,3,3,relu,Dense,-1.0,m1,0,0.6,1,svae,libras 1-9
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,libras 1-10
32,3,3,relu,Dense,-1.0,m1,0,0.9500000000000001,1,svae,libras 1-10
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,libras 1-11
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,libras 1-11
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,libras 1-12
32,3,3,relu,Dense,0.01,m1,0,0.9,1,svae,libras 1-12
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,libras 1-13
32,3,3,relu,Dense,0.01,m1,0,1.0,1,svae,libras 1-13
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,libras 1-14
32,3,3,relu,Dense,0.01,m1,0,1.0,1,svae,libras 1-14
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,libras 1-15
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,libras 1-15
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,multiple-features 0-1
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,multiple-features 0-1
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,multiple-features 0-2
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,multiple-features 0-2
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,multiple-features 0-3
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,multiple-features 0-3
32,3,3,relu,Dense,-1.0,wass,0,0.997125,1,svae,multiple-features 0-4
32,3,3,relu,Dense,0.01,m1,0,0.9990000000000001,1,svae,multiple-features 0-4
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,multiple-features 0-5
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,multiple-features 0-5
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,multiple-features 0-6
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,multiple-features 0-6
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,multiple-features 0-7
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,multiple-features 0-7
32,3,3,relu,Dense,1.0,wass,0,0.99775,1,svae,multiple-features 0-8
32,3,3,relu,Dense,-1.0,m1,0,0.997625,1,svae,multiple-features 0-8
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,multiple-features 0-9
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,multiple-features 0-9
32,3,3,relu,Dense,0.01,wass,0,0.9287059340088496,1,svae,page-blocks 1-2
32,3,3,relu,Dense,1.0,m1,0,0.9082301867306521,1,svae,page-blocks 1-2
32,3,3,relu,Dense,0.5,wass,0,0.9290668639600481,1,svae,page-blocks 1-4
32,3,3,relu,Dense,0.5,m1,0,0.937609821511144,1,svae,page-blocks 1-4
32,3,3,relu,Dense,1.0,wass,0,0.7646335530098634,1,svae,page-blocks 1-5
32,3,3,relu,Dense,0.1,m1,0,0.8154717148038391,1,svae,page-blocks 1-5
32,3,3,relu,Dense,0.01,wass,0,0.9673375962796105,1,svae,page-blocks 1-3
32,3,3,relu,Dense,0.1,m1,0,0.9702441505595117,1,svae,page-blocks 1-3
32,3,3,relu,Dense,10.0,wass,0,1.0,1,svae,pendigits 4-8
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,pendigits 4-8
32,3,3,relu,Dense,10.0,wass,0,0.9934808253482067,1,svae,pendigits 4-9
32,3,3,relu,Dense,0.5,m1,0,0.9942424305138765,1,svae,pendigits 4-9
32,3,3,relu,Dense,1.0,wass,0,0.9999388722697873,1,svae,pendigits 4-1
32,3,3,relu,Dense,0.1,m1,0,0.9999350517866489,1,svae,pendigits 4-1
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,pendigits 4-7
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,pendigits 4-7
32,3,3,relu,Dense,0.1,wass,0,0.998254039205798,1,svae,pendigits 4-0
32,3,3,relu,Dense,0.01,m1,0,0.9979063752402129,1,svae,pendigits 4-0
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,pendigits 4-2
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,pendigits 4-2
32,3,3,relu,Dense,0.5,wass,0,0.9991266375545852,1,svae,pendigits 4-5
32,3,3,relu,Dense,0.1,m1,0,0.9998592686106914,1,svae,pendigits 4-5
32,3,3,relu,Dense,10.0,wass,0,0.012963844450423236,1,svae,pendigits 4-3
32,3,3,relu,Dense,0.1,m1,0,0.017388604896624527,1,svae,pendigits 4-3
32,3,3,relu,Dense,0.01,wass,0,0.9974692338229456,1,svae,pendigits 4-6
32,3,3,relu,Dense,0.5,m1,0,0.9982011710996427,1,svae,pendigits 4-6
32,3,3,relu,Dense,0.01,wass,0,0.9899929480506398,1,svae,statlog-satimage 1-3
32,3,3,relu,Dense,1.0,m1,0,0.9773234254244362,1,svae,statlog-satimage 1-3
32,3,3,relu,Dense,0.01,wass,0,0.9966906370003434,1,svae,statlog-satimage 1-4
32,3,3,relu,Dense,10.0,m1,0,0.9958528894485436,1,svae,statlog-satimage 1-4
32,3,3,relu,Dense,0.01,wass,0,0.9553510958355025,1,svae,statlog-satimage 1-5
32,3,3,relu,Dense,10.0,m1,0,0.9436901344857611,1,svae,statlog-satimage 1-5
32,3,3,relu,Dense,0.1,wass,0,0.9999459991878278,1,svae,statlog-satimage 1-7
32,3,3,relu,Dense,0.5,m1,0,0.9992893493118137,1,svae,statlog-satimage 1-7
32,3,3,relu,Dense,10.0,wass,0,0.9955611363120364,1,svae,statlog-satimage 1-2
32,3,3,relu,Dense,1.0,m1,0,0.9980029746873567,1,svae,statlog-satimage 1-2
32,3,3,relu,Dense,0.01,wass,0,0.8007805325987144,1,svae,statlog-segment 6-3
32,3,3,relu,Dense,0.01,m1,0,0.8391184573002753,1,svae,statlog-segment 6-3
32,3,3,relu,Dense,10.0,wass,0,0.9785123966942149,1,svae,statlog-segment 6-2
32,3,3,relu,Dense,0.5,m1,0,0.9756198347107438,1,svae,statlog-segment 6-2
32,3,3,relu,Dense,0.1,wass,0,0.9987144168962351,1,svae,statlog-segment 6-7
32,3,3,relu,Dense,0.01,m1,0,0.9982093663911846,1,svae,statlog-segment 6-7
32,3,3,relu,Dense,10.0,wass,0,0.621900826446281,1,svae,statlog-segment 6-1
32,3,3,relu,Dense,-1.0,m1,0,0.830119375573921,1,svae,statlog-segment 6-1
32,3,3,relu,Dense,1.0,wass,0,0.3855371900826446,1,svae,statlog-segment 6-4
32,3,3,relu,Dense,0.01,m1,0,0.18402203856749313,1,svae,statlog-segment 6-4
32,3,3,relu,Dense,0.01,wass,0,0.9054362722704431,1,svae,statlog-vehicle bus-van
32,3,3,relu,Dense,0.01,m1,0,0.5536774783005939,1,svae,statlog-vehicle bus-van
32,3,3,relu,Dense,10.0,wass,0,0.737746124842899,1,svae,statlog-vehicle bus-saab
32,3,3,relu,Dense,0.01,m1,0,0.6936531210724759,1,svae,statlog-vehicle bus-saab
32,3,3,relu,Dense,10.0,wass,0,0.6568396226415094,1,svae,statlog-vehicle bus-opel
32,3,3,relu,Dense,10.0,m1,0,0.6137435677530018,1,svae,statlog-vehicle bus-opel
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,synthetic-control-chart 2-1
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,synthetic-control-chart 2-1
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,synthetic-control-chart 2-3
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,synthetic-control-chart 2-3
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,synthetic-control-chart 2-4
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,synthetic-control-chart 2-4
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,synthetic-control-chart 2-5
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,synthetic-control-chart 2-5
32,3,3,relu,Dense,-1.0,wass,0,0.9523809523809523,1,svae,synthetic-control-chart 2-6
32,3,3,relu,Dense,-1.0,m1,0,0.9523809523809523,1,svae,synthetic-control-chart 2-6
32,3,3,relu,Dense,0.5,wass,0,0.39990830876337624,1,svae,wall-following-robot Move-Forward-Slight-Right-Turn
32,3,3,relu,Dense,0.01,m1,0,0.36755008702431735,1,svae,wall-following-robot Move-Forward-Slight-Right-Turn
32,3,3,relu,Dense,1.0,wass,0,0.43242316796373614,1,svae,wall-following-robot Move-Forward-Sharp-Right-Turn
32,3,3,relu,Dense,1.0,m1,0,0.4528486326973963,1,svae,wall-following-robot Move-Forward-Sharp-Right-Turn
32,3,3,relu,Dense,10.0,wass,0,0.7661149825783973,1,svae,wall-following-robot Move-Forward-Slight-Left-Turn
32,3,3,relu,Dense,10.0,m1,0,0.8200389912062385,1,svae,wall-following-robot Move-Forward-Slight-Left-Turn
32,3,3,relu,Dense,10.0,wass,0,0.976029501053609,1,svae,waveform-1 2-1
32,3,3,relu,Dense,0.01,m1,0,0.9761420050716096,1,svae,waveform-1 2-1
32,3,3,relu,Dense,1.0,wass,0,0.8664670391858051,1,svae,waveform-2 0-2
32,3,3,relu,Dense,0.01,m1,0,0.8922546319813919,1,svae,waveform-2 0-2
32,3,3,relu,Dense,-1.0,wass,0,0.8024854574299313,1,svae,yeast CYT-MIT
32,3,3,relu,Dense,0.5,m1,0,0.8034108937070333,1,svae,yeast CYT-MIT
