"hidden","latent","layers","nonlinearity","layertype","memorysize","k","β","anomaliesSeen","f1","auc","rsTrn","rsTst","knnauc","knnprec","knnrecall","model","dataset"
32,4,3,"relu","Dense",1024,16,0.1,1,0.0,0.4297520661157025,0.9816803931157274,1.0474018807072487,0.5454545454545455,0.3333333333333333,0.18181818181818182,"svae","sonar"
32,4,3,"relu","Dense",1024,16,0.1,2,0.08,0.6776859504132231,0.9816803931157274,1.0474018807072487,0.5454545454545455,0.3333333333333333,0.18181818181818182,"svae","sonar"
32,4,3,"relu","Dense",1024,16,0.1,3,0.09090909090909091,0.378099173553719,0.9816803931157274,1.0474018807072487,0.5454545454545455,0.3333333333333333,0.18181818181818182,"svae","sonar"
32,4,3,"relu","Dense",1024,16,0.1,4,0.0,0.4669421487603306,0.9816803931157274,1.0474018807072487,0.5454545454545455,0.3333333333333333,0.18181818181818182,"svae","sonar"
32,4,3,"relu","Dense",1024,16,0.1,5,0.0,0.43388429752066116,0.9816803931157274,1.0474018807072487,0.5454545454545455,0.3333333333333333,0.18181818181818182,"svae","sonar"
32,8,3,"relu","Dense",1024,16,0.1,1,0.0,0.5950413223140496,0.9816067424226845,1.0475825280674076,0.46694214876033063,0.3333333333333333,0.18181818181818182,"svae","sonar"
32,8,3,"relu","Dense",1024,16,0.1,2,0.0,0.5165289256198347,0.9816067424226845,1.0475825280674076,0.46694214876033063,0.3333333333333333,0.18181818181818182,"svae","sonar"
32,8,3,"relu","Dense",1024,16,0.1,3,0.08,0.6632231404958677,0.9816067424226845,1.0475825280674076,0.46694214876033063,0.3333333333333333,0.18181818181818182,"svae","sonar"
32,8,3,"relu","Dense",1024,16,0.1,4,0.0,0.4876033057851239,0.9816067424226845,1.0475825280674076,0.46694214876033063,0.3333333333333333,0.18181818181818182,"svae","sonar"
32,8,3,"relu","Dense",1024,16,0.1,5,0.0,0.42148760330578516,0.9816067424226845,1.0475825280674076,0.46694214876033063,0.3333333333333333,0.18181818181818182,"svae","sonar"
32,2,3,"relu","Dense",1024,16,0.01,1,0.14485981308411214,0.5706057227796358,0.5894897494746796,0.5745256355233604,0.599763099219621,0.5033783783783784,0.4048913043478261,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.01,2,0.20956719817767655,0.5815217391304348,0.5894897494746796,0.5745256355233604,0.599763099219621,0.5033783783783784,0.4048913043478261,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.01,3,0.15207373271889402,0.5910117056856188,0.5894897494746796,0.5745256355233604,0.599763099219621,0.5033783783783784,0.4048913043478261,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.01,4,0.13392857142857142,0.5550724637681159,0.5894897494746796,0.5745256355233604,0.599763099219621,0.5033783783783784,0.4048913043478261,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.01,5,0.10648148148148148,0.5709099777034559,0.5894897494746796,0.5745256355233604,0.599763099219621,0.5033783783783784,0.4048913043478261,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.01,1,0.472168905950096,0.8179394277220364,0.4530224436649502,0.44086171558678067,0.8353911185432925,0.6586538461538461,0.37228260869565216,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.01,2,0.43052837573385516,0.823197696023783,0.4530224436649502,0.44086171558678067,0.8353911185432925,0.6586538461538461,0.37228260869565216,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.01,3,0.4866920152091255,0.8211933296172426,0.4530224436649502,0.44086171558678067,0.8353911185432925,0.6586538461538461,0.37228260869565216,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.01,4,0.49242424242424243,0.8159652545522111,0.4530224436649502,0.44086171558678067,0.8353911185432925,0.6586538461538461,0.37228260869565216,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.01,5,0.4935064935064935,0.8221595131921219,0.4530224436649502,0.44086171558678067,0.8353911185432925,0.6586538461538461,0.37228260869565216,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.01,1,0.3593073593073593,0.8108022110739502,0.39172096779610427,0.3811862073553201,0.8843482905982907,0.7079207920792079,0.38858695652173914,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.01,2,0.4317718940936864,0.826662950575994,0.39172096779610427,0.3811862073553201,0.8843482905982907,0.7079207920792079,0.38858695652173914,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.01,3,0.3574468085106383,0.8322370865849125,0.39172096779610427,0.3811862073553201,0.8843482905982907,0.7079207920792079,0.38858695652173914,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.01,4,0.36673773987206826,0.8367196209587513,0.39172096779610427,0.3811862073553201,0.8843482905982907,0.7079207920792079,0.38858695652173914,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.01,5,0.37735849056603776,0.8409373838721665,0.39172096779610427,0.3811862073553201,0.8843482905982907,0.7079207920792079,0.38858695652173914,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.05,1,0.1648590021691974,0.6060688405797102,0.6546561049432525,0.6410328937144574,0.5905332590115199,0.45733788395904434,0.3641304347826087,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.05,2,0.17391304347826086,0.6198253437383872,0.6546561049432525,0.6410328937144574,0.5905332590115199,0.45733788395904434,0.3641304347826087,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.05,3,0.19246861924686193,0.5747352285395764,0.6546561049432525,0.6410328937144574,0.5905332590115199,0.45733788395904434,0.3641304347826087,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.05,4,0.1900647948164147,0.5855072463768116,0.6546561049432525,0.6410328937144574,0.5905332590115199,0.45733788395904434,0.3641304347826087,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.05,5,0.1771058315334773,0.6106001486436269,0.6546561049432525,0.6410328937144574,0.5905332590115199,0.45733788395904434,0.3641304347826087,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.05,1,0.12669683257918551,0.5435107766629506,0.833687479937918,0.8169183479427935,0.5382966369379413,0.4312977099236641,0.3070652173913043,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.05,2,0.1308411214953271,0.49555462653288734,0.833687479937918,0.8169183479427935,0.5382966369379413,0.4312977099236641,0.3070652173913043,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.05,3,0.12413793103448276,0.5216276477146042,0.833687479937918,0.8169183479427935,0.5382966369379413,0.4312977099236641,0.3070652173913043,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.05,4,0.09324009324009325,0.5091230026012635,0.833687479937918,0.8169183479427935,0.5382966369379413,0.4312977099236641,0.3070652173913043,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.05,5,0.11241217798594848,0.5097059643255295,0.833687479937918,0.8169183479427935,0.5382966369379413,0.4312977099236641,0.3070652173913043,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.05,1,0.14782608695652175,0.48417177629134145,1.0021636664551135,0.9908154257285251,0.4890700483091787,0.33955223880597013,0.24728260869565216,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.05,2,0.2127659574468085,0.514509011519881,1.0021636664551135,0.9908154257285251,0.4890700483091787,0.33955223880597013,0.24728260869565216,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.05,3,0.17105263157894737,0.48729561501300633,1.0021636664551135,0.9908154257285251,0.4890700483091787,0.33955223880597013,0.24728260869565216,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.05,4,0.17057569296375266,0.48803418803418797,1.0021636664551135,0.9908154257285251,0.4890700483091787,0.33955223880597013,0.24728260869565216,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.05,5,0.1752136752136752,0.5124837421033073,1.0021636664551135,0.9908154257285251,0.4890700483091787,0.33955223880597013,0.24728260869565216,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.1,1,0.1493212669683258,0.5046009847640283,0.8960477899401859,0.879071243730357,0.5045382757339278,0.4340277777777778,0.33967391304347827,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.1,2,0.14578587699316628,0.49601913786696394,0.8960477899401859,0.879071243730357,0.5045382757339278,0.4340277777777778,0.33967391304347827,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.1,3,0.13574660633484162,0.4951830174656261,0.8960477899401859,0.879071243730357,0.5045382757339278,0.4340277777777778,0.33967391304347827,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.1,4,0.15317286652078774,0.5220712560386473,0.8960477899401859,0.879071243730357,0.5045382757339278,0.4340277777777778,0.33967391304347827,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.1,5,0.12416851441241686,0.49533630620587144,0.8960477899401859,0.879071243730357,0.5045382757339278,0.4340277777777778,0.33967391304347827,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.1,1,0.17842323651452283,0.48189334819769597,1.0021421709753187,0.9907934887763528,0.486905425492382,0.4532871972318339,0.35597826086956524,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.1,2,0.17813765182186234,0.5096014492753623,1.0021421709753187,0.9907934887763528,0.486905425492382,0.4532871972318339,0.35597826086956524,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.1,3,0.19461697722567287,0.5227703455964325,1.0021421709753187,0.9907934887763528,0.486905425492382,0.4532871972318339,0.35597826086956524,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.1,4,0.21181262729124237,0.5279078409513192,1.0021421709753187,0.9907934887763528,0.486905425492382,0.4532871972318339,0.35597826086956524,"svae","wall-following-robot"
32,4,3,"relu","Dense",1024,16,0.1,5,0.22626262626262628,0.5018348197696024,1.0021421709753187,0.9907934887763528,0.486905425492382,0.4532871972318339,0.35597826086956524,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.1,1,0.11085450346420324,0.4808691007060572,1.0021348436183055,0.9906765867209076,0.5278730026012635,0.4157303370786517,0.3016304347826087,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.1,2,0.09767441860465116,0.5004528985507246,1.0021348436183055,0.9906765867209076,0.5278730026012635,0.4157303370786517,0.3016304347826087,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.1,3,0.15384615384615385,0.4916898922333705,1.0021348436183055,0.9906765867209076,0.5278730026012635,0.4157303370786517,0.3016304347826087,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.1,4,0.10068649885583524,0.48777870680044594,1.0021348436183055,0.9906765867209076,0.5278730026012635,0.4157303370786517,0.3016304347826087,"svae","wall-following-robot"
32,8,3,"relu","Dense",1024,16,0.1,5,0.1342281879194631,0.5058389074693422,1.0021348436183055,0.9906765867209076,0.5278730026012635,0.4157303370786517,0.3016304347826087,"svae","wall-following-robot"
32,2,3,"relu","Dense",1024,16,0.01,1,0.6467391304347826,0.9639864156533856,0.5103901227814899,0.5168996110468376,0.9305497140633141,0.6933333333333334,0.2157676348547718,"svae","waveform-1"
32,2,3,"relu","Dense",1024,16,0.01,2,0.6136986301369863,0.9681954287794803,0.5103901227814899,0.5168996110468376,0.9305497140633141,0.6933333333333334,0.2157676348547718,"svae","waveform-1"
32,2,3,"relu","Dense",1024,16,0.01,3,0.5826330532212886,0.9756561477956824,0.5103901227814899,0.5168996110468376,0.9305497140633141,0.6933333333333334,0.2157676348547718,"svae","waveform-1"
32,2,3,"relu","Dense",1024,16,0.01,4,0.6505376344086021,0.9698683624082712,0.5103901227814899,0.5168996110468376,0.9305497140633141,0.6933333333333334,0.2157676348547718,"svae","waveform-1"
32,2,3,"relu","Dense",1024,16,0.01,5,0.6060606060606061,0.9739424109076529,0.5103901227814899,0.5168996110468376,0.9305497140633141,0.6933333333333334,0.2157676348547718,"svae","waveform-1"
