hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,f1,auc,rsTrn,rsTst,knnauc,knnprec,knnrecall,ar,i,model,dataset,mpwmutualinf,knn5auc,knn9auc,knn15auc,knnsqrtauc,knn5a3auc,knn5a5auc,knn5a9auc,knn5asqrtauc
32,8,3,relu,Dense,128,16,0.1,9,0.0,0.4314306893995552,0.09772103473727127,0.772078533738918,0.5730170496664195,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.8005145214337622,0.9036323202372127,0.8988139362490735,0.8954781319495924,0.8947368421052632,0.9114158636026686,0.9036323202372127,0.8988139362490735,0.8947368421052632
32,8,3,relu,Dense,128,16,0.1,10,0.0,0.4527427724240178,0.09772103473727127,0.772078533738918,0.5730170496664195,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.8005145214337622,0.9036323202372127,0.8988139362490735,0.8954781319495924,0.8947368421052632,0.9114158636026686,0.9036323202372127,0.8988139362490735,0.8947368421052632
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.4859154929577465,0.12505696457066967,0.2731680735186359,0.9121571534469977,0.9333333333333333,0.3684210526315789,0.05,1,svae,breast-cancer-wisconsin,0.7674519670954786,0.8787991104521868,0.8821349147516679,0.8832468495181616,0.8839881393624908,0.8999258710155671,0.8951074870274278,0.8954781319495924,0.8928836174944403
32,8,3,relu,Dense,1024,16,0.1,2,0.0,0.47887323943661975,0.12505696457066967,0.2731680735186359,0.9121571534469977,0.9333333333333333,0.3684210526315789,0.05,1,svae,breast-cancer-wisconsin,0.7674519670954786,0.8787991104521868,0.8821349147516679,0.8832468495181616,0.8839881393624908,0.8999258710155671,0.8951074870274278,0.8954781319495924,0.8928836174944403
32,8,3,relu,Dense,1024,16,0.1,3,0.0,0.47887323943661975,0.12505696457066967,0.2731680735186359,0.9121571534469977,0.9333333333333333,0.3684210526315789,0.05,1,svae,breast-cancer-wisconsin,0.7674519670954786,0.8787991104521868,0.8821349147516679,0.8832468495181616,0.8839881393624908,0.8999258710155671,0.8951074870274278,0.8954781319495924,0.8928836174944403
32,8,3,relu,Dense,1024,16,0.1,4,0.0,0.4647887323943662,0.12505696457066967,0.2731680735186359,0.9121571534469977,0.9333333333333333,0.3684210526315789,0.05,1,svae,breast-cancer-wisconsin,0.7674519670954786,0.8787991104521868,0.8821349147516679,0.8832468495181616,0.8839881393624908,0.8999258710155671,0.8951074870274278,0.8954781319495924,0.8928836174944403
32,8,3,relu,Dense,1024,16,0.1,5,0.0,0.45774647887323944,0.12505696457066967,0.2731680735186359,0.9121571534469977,0.9333333333333333,0.3684210526315789,0.05,1,svae,breast-cancer-wisconsin,0.7674519670954786,0.8787991104521868,0.8821349147516679,0.8832468495181616,0.8839881393624908,0.8999258710155671,0.8951074870274278,0.8954781319495924,0.8928836174944403
32,8,3,relu,Dense,1024,16,0.1,6,0.0,0.45774647887323944,0.12505696457066967,0.2731680735186359,0.9121571534469977,0.9333333333333333,0.3684210526315789,0.05,1,svae,breast-cancer-wisconsin,0.7674519670954786,0.8787991104521868,0.8821349147516679,0.8832468495181616,0.8839881393624908,0.8999258710155671,0.8951074870274278,0.8954781319495924,0.8928836174944403
32,8,3,relu,Dense,1024,16,0.1,7,0.0,0.45774647887323944,0.12505696457066967,0.2731680735186359,0.9121571534469977,0.9333333333333333,0.3684210526315789,0.05,1,svae,breast-cancer-wisconsin,0.7674519670954786,0.8787991104521868,0.8821349147516679,0.8832468495181616,0.8839881393624908,0.8999258710155671,0.8951074870274278,0.8954781319495924,0.8928836174944403
32,8,3,relu,Dense,1024,16,0.1,8,0.0,0.4507042253521127,0.12505696457066967,0.2731680735186359,0.9121571534469977,0.9333333333333333,0.3684210526315789,0.05,1,svae,breast-cancer-wisconsin,0.7674519670954786,0.8787991104521868,0.8821349147516679,0.8832468495181616,0.8839881393624908,0.8999258710155671,0.8951074870274278,0.8954781319495924,0.8928836174944403
32,8,3,relu,Dense,1024,16,0.1,9,0.0,0.44366197183098594,0.12505696457066967,0.2731680735186359,0.9121571534469977,0.9333333333333333,0.3684210526315789,0.05,1,svae,breast-cancer-wisconsin,0.7674519670954786,0.8787991104521868,0.8821349147516679,0.8832468495181616,0.8839881393624908,0.8999258710155671,0.8951074870274278,0.8954781319495924,0.8928836174944403
32,8,3,relu,Dense,1024,16,0.1,10,0.0,0.44366197183098594,0.12505696457066967,0.2731680735186359,0.9121571534469977,0.9333333333333333,0.3684210526315789,0.05,1,svae,breast-cancer-wisconsin,0.7674519670954786,0.8787991104521868,0.8821349147516679,0.8832468495181616,0.8839881393624908,0.8999258710155671,0.8951074870274278,0.8954781319495924,0.8928836174944403
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.49295774647887325,0.10840338963622076,0.3679291003948836,0.7236842105263158,1.0,0.18421052631578946,0.01,1,svae,breast-cancer-wisconsin,0.8042806740134544,0.9028910303928837,0.8977020014825797,0.8954781319495924,0.8947368421052632,0.9054855448480356,0.9028910303928837,0.8977020014825797,0.8947368421052632
32,8,3,relu,Dense,1024,16,0.1,2,0.0,0.49295774647887325,0.10840338963622076,0.3679291003948836,0.7236842105263158,1.0,0.18421052631578946,0.01,1,svae,breast-cancer-wisconsin,0.8042806740134544,0.9028910303928837,0.8977020014825797,0.8954781319495924,0.8947368421052632,0.9054855448480356,0.9028910303928837,0.8977020014825797,0.8947368421052632
32,8,3,relu,Dense,1024,16,0.1,3,0.0,0.47183098591549294,0.10840338963622076,0.3679291003948836,0.7236842105263158,1.0,0.18421052631578946,0.01,1,svae,breast-cancer-wisconsin,0.8042806740134544,0.9028910303928837,0.8977020014825797,0.8954781319495924,0.8947368421052632,0.9054855448480356,0.9028910303928837,0.8977020014825797,0.8947368421052632
32,8,3,relu,Dense,1024,16,0.1,4,0.0,0.47887323943661975,0.10840338963622076,0.3679291003948836,0.7236842105263158,1.0,0.18421052631578946,0.01,1,svae,breast-cancer-wisconsin,0.8042806740134544,0.9028910303928837,0.8977020014825797,0.8954781319495924,0.8947368421052632,0.9054855448480356,0.9028910303928837,0.8977020014825797,0.8947368421052632
32,8,3,relu,Dense,1024,16,0.1,5,0.0,0.4859154929577465,0.10840338963622076,0.3679291003948836,0.7236842105263158,1.0,0.18421052631578946,0.01,1,svae,breast-cancer-wisconsin,0.8042806740134544,0.9028910303928837,0.8977020014825797,0.8954781319495924,0.8947368421052632,0.9054855448480356,0.9028910303928837,0.8977020014825797,0.8947368421052632
32,8,3,relu,Dense,1024,16,0.1,6,0.0,0.47183098591549294,0.10840338963622076,0.3679291003948836,0.7236842105263158,1.0,0.18421052631578946,0.01,1,svae,breast-cancer-wisconsin,0.8042806740134544,0.9028910303928837,0.8977020014825797,0.8954781319495924,0.8947368421052632,0.9054855448480356,0.9028910303928837,0.8977020014825797,0.8947368421052632
32,8,3,relu,Dense,1024,16,0.1,7,0.0,0.47016308376575244,0.10840338963622076,0.3679291003948836,0.7236842105263158,1.0,0.18421052631578946,0.01,1,svae,breast-cancer-wisconsin,0.8042806740134544,0.9028910303928837,0.8977020014825797,0.8954781319495924,0.8947368421052632,0.9054855448480356,0.9028910303928837,0.8977020014825797,0.8947368421052632
32,8,3,relu,Dense,1024,16,0.1,8,0.0,0.4507042253521127,0.10840338963622076,0.3679291003948836,0.7236842105263158,1.0,0.18421052631578946,0.01,1,svae,breast-cancer-wisconsin,0.8042806740134544,0.9028910303928837,0.8977020014825797,0.8954781319495924,0.8947368421052632,0.9054855448480356,0.9028910303928837,0.8977020014825797,0.8947368421052632
32,8,3,relu,Dense,1024,16,0.1,9,0.0,0.44366197183098594,0.10840338963622076,0.3679291003948836,0.7236842105263158,1.0,0.18421052631578946,0.01,1,svae,breast-cancer-wisconsin,0.8042806740134544,0.9028910303928837,0.8977020014825797,0.8954781319495924,0.8947368421052632,0.9054855448480356,0.9028910303928837,0.8977020014825797,0.8947368421052632
32,8,3,relu,Dense,1024,16,0.1,10,0.0,0.45774647887323944,0.10840338963622076,0.3679291003948836,0.7236842105263158,1.0,0.18421052631578946,0.01,1,svae,breast-cancer-wisconsin,0.8042806740134544,0.9028910303928837,0.8977020014825797,0.8954781319495924,0.8947368421052632,0.9054855448480356,0.9028910303928837,0.8977020014825797,0.8947368421052632
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.49295774647887325,0.10292508796553793,0.537559817302533,0.5263157894736842,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.7951304027262796,0.905114899925871,0.8995552260934025,0.8962194217939214,0.8954781319495924,0.9095626389918458,0.905114899925871,0.8995552260934025,0.8954781319495924
32,8,3,relu,Dense,1024,16,0.1,2,0.0,0.5131578947368421,0.10292508796553793,0.537559817302533,0.5263157894736842,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.7951304027262796,0.905114899925871,0.8995552260934025,0.8962194217939214,0.8954781319495924,0.9095626389918458,0.905114899925871,0.8995552260934025,0.8954781319495924
32,8,3,relu,Dense,1024,16,0.1,3,0.0,0.47887323943661975,0.10292508796553793,0.537559817302533,0.5263157894736842,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.7951304027262796,0.905114899925871,0.8995552260934025,0.8962194217939214,0.8954781319495924,0.9095626389918458,0.905114899925871,0.8995552260934025,0.8954781319495924
32,8,3,relu,Dense,1024,16,0.1,4,0.0,0.47887323943661975,0.10292508796553793,0.537559817302533,0.5263157894736842,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.7951304027262796,0.905114899925871,0.8995552260934025,0.8962194217939214,0.8954781319495924,0.9095626389918458,0.905114899925871,0.8995552260934025,0.8954781319495924
32,8,3,relu,Dense,1024,16,0.1,5,0.0,0.4859154929577465,0.10292508796553793,0.537559817302533,0.5263157894736842,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.7951304027262796,0.905114899925871,0.8995552260934025,0.8962194217939214,0.8954781319495924,0.9095626389918458,0.905114899925871,0.8995552260934025,0.8954781319495924
32,8,3,relu,Dense,1024,16,0.1,6,0.0,0.47887323943661975,0.10292508796553793,0.537559817302533,0.5263157894736842,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.7951304027262796,0.905114899925871,0.8995552260934025,0.8962194217939214,0.8954781319495924,0.9095626389918458,0.905114899925871,0.8995552260934025,0.8954781319495924
32,8,3,relu,Dense,1024,16,0.1,7,0.0,0.4647887323943662,0.10292508796553793,0.537559817302533,0.5263157894736842,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.7951304027262796,0.905114899925871,0.8995552260934025,0.8962194217939214,0.8954781319495924,0.9095626389918458,0.905114899925871,0.8995552260934025,0.8954781319495924
32,8,3,relu,Dense,1024,16,0.1,8,0.0,0.47887323943661975,0.10292508796553793,0.537559817302533,0.5263157894736842,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.7951304027262796,0.905114899925871,0.8995552260934025,0.8962194217939214,0.8954781319495924,0.9095626389918458,0.905114899925871,0.8995552260934025,0.8954781319495924
32,8,3,relu,Dense,1024,16,0.1,9,0.0,0.47739065974796147,0.10292508796553793,0.537559817302533,0.5263157894736842,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.7951304027262796,0.905114899925871,0.8995552260934025,0.8962194217939214,0.8954781319495924,0.9095626389918458,0.905114899925871,0.8995552260934025,0.8954781319495924
32,8,3,relu,Dense,1024,16,0.1,10,0.0,0.47183098591549294,0.10292508796553793,0.537559817302533,0.5263157894736842,NaN,0.0,0.005,1,svae,breast-cancer-wisconsin,0.7951304027262796,0.905114899925871,0.8995552260934025,0.8962194217939214,0.8954781319495924,0.9095626389918458,0.905114899925871,0.8995552260934025,0.8954781319495924
32,8,3,relu,Dense,128,16,0.1,1,0.0,0.5926612305411416,0.11138006080633417,0.30970250386673726,0.881578947368421,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7765470571541346,0.8988139362490734,0.9006671608598962,0.9010378057820608,0.9006671608598963,0.911045218680504,0.9114158636026686,0.9106745737583395,0.9114158636026687
32,8,3,relu,Dense,128,16,0.1,2,0.0,0.5796886582653817,0.11138006080633417,0.30970250386673726,0.881578947368421,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7765470571541346,0.8988139362490734,0.9006671608598962,0.9010378057820608,0.9006671608598963,0.911045218680504,0.9114158636026686,0.9106745737583395,0.9114158636026687
32,8,3,relu,Dense,128,16,0.1,3,0.0,0.5441067457375833,0.11138006080633417,0.30970250386673726,0.881578947368421,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7765470571541346,0.8988139362490734,0.9006671608598962,0.9010378057820608,0.9006671608598963,0.911045218680504,0.9114158636026686,0.9106745737583395,0.9114158636026687
32,8,3,relu,Dense,128,16,0.1,4,0.0,0.5322461082283172,0.11138006080633417,0.30970250386673726,0.881578947368421,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7765470571541346,0.8988139362490734,0.9006671608598962,0.9010378057820608,0.9006671608598963,0.911045218680504,0.9114158636026686,0.9106745737583395,0.9114158636026687
32,8,3,relu,Dense,128,16,0.1,5,0.0,0.5759822090437362,0.11138006080633417,0.30970250386673726,0.881578947368421,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7765470571541346,0.8988139362490734,0.9006671608598962,0.9010378057820608,0.9006671608598963,0.911045218680504,0.9114158636026686,0.9106745737583395,0.9114158636026687
32,8,3,relu,Dense,128,16,0.1,6,0.0,0.5589325426241659,0.11138006080633417,0.30970250386673726,0.881578947368421,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7765470571541346,0.8988139362490734,0.9006671608598962,0.9010378057820608,0.9006671608598963,0.911045218680504,0.9114158636026686,0.9106745737583395,0.9114158636026687
32,8,3,relu,Dense,128,16,0.1,7,0.0,0.5022238695329874,0.11138006080633417,0.30970250386673726,0.881578947368421,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7765470571541346,0.8988139362490734,0.9006671608598962,0.9010378057820608,0.9006671608598963,0.911045218680504,0.9114158636026686,0.9106745737583395,0.9114158636026687
32,8,3,relu,Dense,128,16,0.1,8,0.0,0.5007412898443291,0.11138006080633417,0.30970250386673726,0.881578947368421,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7765470571541346,0.8988139362490734,0.9006671608598962,0.9010378057820608,0.9006671608598963,0.911045218680504,0.9114158636026686,0.9106745737583395,0.9114158636026687
32,8,3,relu,Dense,128,16,0.1,9,0.0,0.49981467753891773,0.11138006080633417,0.30970250386673726,0.881578947368421,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7765470571541346,0.8988139362490734,0.9006671608598962,0.9010378057820608,0.9006671608598963,0.911045218680504,0.9114158636026686,0.9106745737583395,0.9114158636026687
32,8,3,relu,Dense,128,16,0.1,10,0.0,0.4966641957005189,0.11138006080633417,0.30970250386673726,0.881578947368421,1.0,0.21052631578947367,0.05,1,svae,breast-cancer-wisconsin,0.7765470571541346,0.8988139362490734,0.9006671608598962,0.9010378057820608,0.9006671608598963,0.911045218680504,0.9114158636026686,0.9106745737583395,0.9114158636026687
32,8,3,relu,Dense,128,16,0.1,1,0.0,0.6426982950333581,0.10383103782340568,0.44824572448125166,0.7236842105263158,1.0,0.13157894736842105,0.01,1,svae,breast-cancer-wisconsin,0.7824482110252686,0.9173461823573017,0.9151223128243143,0.9140103780578206,0.9147516679021498,0.9166048925129725,0.9173461823573017,0.9151223128243143,0.9147516679021498
32,8,3,relu,Dense,128,16,0.1,2,0.0,0.6426982950333581,0.10383103782340568,0.44824572448125166,0.7236842105263158,1.0,0.13157894736842105,0.01,1,svae,breast-cancer-wisconsin,0.7824482110252686,0.9173461823573017,0.9151223128243143,0.9140103780578206,0.9147516679021498,0.9166048925129725,0.9173461823573017,0.9151223128243143,0.9147516679021498
32,8,3,relu,Dense,128,16,0.1,3,0.0,0.6048925129725723,0.10383103782340568,0.44824572448125166,0.7236842105263158,1.0,0.13157894736842105,0.01,1,svae,breast-cancer-wisconsin,0.7824482110252686,0.9173461823573017,0.9151223128243143,0.9140103780578206,0.9147516679021498,0.9166048925129725,0.9173461823573017,0.9151223128243143,0.9147516679021498
32,8,3,relu,Dense,128,16,0.1,4,0.0,0.5518902891030393,0.10383103782340568,0.44824572448125166,0.7236842105263158,1.0,0.13157894736842105,0.01,1,svae,breast-cancer-wisconsin,0.7824482110252686,0.9173461823573017,0.9151223128243143,0.9140103780578206,0.9147516679021498,0.9166048925129725,0.9173461823573017,0.9151223128243143,0.9147516679021498
32,8,3,relu,Dense,128,16,0.1,5,0.0,0.5930318754633062,0.10383103782340568,0.44824572448125166,0.7236842105263158,1.0,0.13157894736842105,0.01,1,svae,breast-cancer-wisconsin,0.7824482110252686,0.9173461823573017,0.9151223128243143,0.9140103780578206,0.9147516679021498,0.9166048925129725,0.9173461823573017,0.9151223128243143,0.9147516679021498
32,8,3,relu,Dense,128,16,0.1,6,0.0,0.593587842846553,0.10383103782340568,0.44824572448125166,0.7236842105263158,1.0,0.13157894736842105,0.01,1,svae,breast-cancer-wisconsin,0.7824482110252686,0.9173461823573017,0.9151223128243143,0.9140103780578206,0.9147516679021498,0.9166048925129725,0.9173461823573017,0.9151223128243143,0.9147516679021498
