hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,f1,auc,rsTrn,rsTst,knnauc,knnprec,knnrecall,ar,i,model,dataset,mpwmutualinf,knn5auc,knn9auc,knn15auc,knnsqrtauc,knn5a3auc,knn5a5auc,knn5a9auc,knn5asqrtauc
32,8,3,relu,Dense,1024,16,0.1,9,0.0,0.4927454305634068,0.24445755098433455,0.26444425311438985,0.5290182777463727,0.5,0.034482758620689655,0.005,1,svae,cardiotocography,0.8705751538741844,0.52280007537215,0.5028264556246467,0.47993216506500846,0.46938006406632743,0.5555869606180516,0.525343885434332,0.5067834934991521,0.4755982664405502
32,8,3,relu,Dense,1024,16,0.1,10,0.0,0.5107876389674014,0.24445755098433455,0.26444425311438985,0.5290182777463727,0.5,0.034482758620689655,0.005,1,svae,cardiotocography,0.8705751538741844,0.52280007537215,0.5028264556246467,0.47993216506500846,0.46938006406632743,0.5555869606180516,0.525343885434332,0.5067834934991521,0.4755982664405502
32,8,3,relu,Dense,128,16,0.1,1,0.0,0.49863387978142076,0.20336456352574026,0.21045089526679142,0.8808177878273978,0.6666666666666666,0.3448275862068966,0.05,1,svae,cardiotocography,0.8659307364900286,0.3647069907669116,0.34209534576973805,0.3306010928961749,0.3282457132089693,0.5292067081213492,0.4848313548143961,0.4589221782551347,0.4420576596947428
32,8,3,relu,Dense,128,16,0.1,2,0.0,0.49863387978142076,0.20336456352574026,0.21045089526679142,0.8808177878273978,0.6666666666666666,0.3448275862068966,0.05,1,svae,cardiotocography,0.8659307364900286,0.3647069907669116,0.34209534576973805,0.3306010928961749,0.3282457132089693,0.5292067081213492,0.4848313548143961,0.4589221782551347,0.4420576596947428
32,8,3,relu,Dense,128,16,0.1,3,0.0,0.49863387978142076,0.20336456352574026,0.21045089526679142,0.8808177878273978,0.6666666666666666,0.3448275862068966,0.05,1,svae,cardiotocography,0.8659307364900286,0.3647069907669116,0.34209534576973805,0.3306010928961749,0.3282457132089693,0.5292067081213492,0.4848313548143961,0.4589221782551347,0.4420576596947428
32,8,3,relu,Dense,128,16,0.1,4,0.0,0.49863387978142076,0.20336456352574026,0.21045089526679142,0.8808177878273978,0.6666666666666666,0.3448275862068966,0.05,1,svae,cardiotocography,0.8659307364900286,0.3647069907669116,0.34209534576973805,0.3306010928961749,0.3282457132089693,0.5292067081213492,0.4848313548143961,0.4589221782551347,0.4420576596947428
32,8,3,relu,Dense,128,16,0.1,5,0.0,0.49863387978142076,0.20336456352574026,0.21045089526679142,0.8808177878273978,0.6666666666666666,0.3448275862068966,0.05,1,svae,cardiotocography,0.8659307364900286,0.3647069907669116,0.34209534576973805,0.3306010928961749,0.3282457132089693,0.5292067081213492,0.4848313548143961,0.4589221782551347,0.4420576596947428
32,8,3,relu,Dense,128,16,0.1,6,0.0,0.49863387978142076,0.20336456352574026,0.21045089526679142,0.8808177878273978,0.6666666666666666,0.3448275862068966,0.05,1,svae,cardiotocography,0.8659307364900286,0.3647069907669116,0.34209534576973805,0.3306010928961749,0.3282457132089693,0.5292067081213492,0.4848313548143961,0.4589221782551347,0.4420576596947428
32,8,3,relu,Dense,128,16,0.1,7,0.05555555555555555,0.4918032786885246,0.20336456352574026,0.21045089526679142,0.8808177878273978,0.6666666666666666,0.3448275862068966,0.05,1,svae,cardiotocography,0.8659307364900286,0.3647069907669116,0.34209534576973805,0.3306010928961749,0.3282457132089693,0.5292067081213492,0.4848313548143961,0.4589221782551347,0.4420576596947428
32,8,3,relu,Dense,128,16,0.1,8,0.10256410256410256,0.5407009609949124,0.20336456352574026,0.21045089526679142,0.8808177878273978,0.6666666666666666,0.3448275862068966,0.05,1,svae,cardiotocography,0.8659307364900286,0.3647069907669116,0.34209534576973805,0.3306010928961749,0.3282457132089693,0.5292067081213492,0.4848313548143961,0.4589221782551347,0.4420576596947428
32,8,3,relu,Dense,128,16,0.1,9,0.05263157894736842,0.5111173921236103,0.20336456352574026,0.21045089526679142,0.8808177878273978,0.6666666666666666,0.3448275862068966,0.05,1,svae,cardiotocography,0.8659307364900286,0.3647069907669116,0.34209534576973805,0.3306010928961749,0.3282457132089693,0.5292067081213492,0.4848313548143961,0.4589221782551347,0.4420576596947428
32,8,3,relu,Dense,128,16,0.1,10,0.05,0.5115884680610514,0.20336456352574026,0.21045089526679142,0.8808177878273978,0.6666666666666666,0.3448275862068966,0.05,1,svae,cardiotocography,0.8659307364900286,0.3647069907669116,0.34209534576973805,0.3306010928961749,0.3282457132089693,0.5292067081213492,0.4848313548143961,0.4589221782551347,0.4420576596947428
32,8,3,relu,Dense,128,16,0.1,1,0.0,0.49863387978142076,0.24618055579080322,0.246597865830742,0.6565385340116826,0.8571428571428571,0.20689655172413793,0.01,1,svae,cardiotocography,0.8351428849537841,0.4266063689466742,0.4110608630111174,0.40229885057471265,0.3958922178255134,0.5265686828716789,0.4869983041266252,0.46090069719238747,0.4390427736951196
32,8,3,relu,Dense,128,16,0.1,2,0.0,0.49863387978142076,0.24618055579080322,0.246597865830742,0.6565385340116826,0.8571428571428571,0.20689655172413793,0.01,1,svae,cardiotocography,0.8351428849537841,0.4266063689466742,0.4110608630111174,0.40229885057471265,0.3958922178255134,0.5265686828716789,0.4869983041266252,0.46090069719238747,0.4390427736951196
32,8,3,relu,Dense,128,16,0.1,3,0.0,0.49863387978142076,0.24618055579080322,0.246597865830742,0.6565385340116826,0.8571428571428571,0.20689655172413793,0.01,1,svae,cardiotocography,0.8351428849537841,0.4266063689466742,0.4110608630111174,0.40229885057471265,0.3958922178255134,0.5265686828716789,0.4869983041266252,0.46090069719238747,0.4390427736951196
32,8,3,relu,Dense,128,16,0.1,4,0.0,0.4972677595628415,0.24618055579080322,0.246597865830742,0.6565385340116826,0.8571428571428571,0.20689655172413793,0.01,1,svae,cardiotocography,0.8351428849537841,0.4266063689466742,0.4110608630111174,0.40229885057471265,0.3958922178255134,0.5265686828716789,0.4869983041266252,0.46090069719238747,0.4390427736951196
32,8,3,relu,Dense,128,16,0.1,5,0.0,0.4972677595628415,0.24618055579080322,0.246597865830742,0.6565385340116826,0.8571428571428571,0.20689655172413793,0.01,1,svae,cardiotocography,0.8351428849537841,0.4266063689466742,0.4110608630111174,0.40229885057471265,0.3958922178255134,0.5265686828716789,0.4869983041266252,0.46090069719238747,0.4390427736951196
32,8,3,relu,Dense,128,16,0.1,6,0.0,0.49863387978142076,0.24618055579080322,0.246597865830742,0.6565385340116826,0.8571428571428571,0.20689655172413793,0.01,1,svae,cardiotocography,0.8351428849537841,0.4266063689466742,0.4110608630111174,0.40229885057471265,0.3958922178255134,0.5265686828716789,0.4869983041266252,0.46090069719238747,0.4390427736951196
32,8,3,relu,Dense,128,16,0.1,7,0.0,0.4782833992839645,0.24618055579080322,0.246597865830742,0.6565385340116826,0.8571428571428571,0.20689655172413793,0.01,1,svae,cardiotocography,0.8351428849537841,0.4266063689466742,0.4110608630111174,0.40229885057471265,0.3958922178255134,0.5265686828716789,0.4869983041266252,0.46090069719238747,0.4390427736951196
32,8,3,relu,Dense,128,16,0.1,8,0.0,0.4745147917844356,0.24618055579080322,0.246597865830742,0.6565385340116826,0.8571428571428571,0.20689655172413793,0.01,1,svae,cardiotocography,0.8351428849537841,0.4266063689466742,0.4110608630111174,0.40229885057471265,0.3958922178255134,0.5265686828716789,0.4869983041266252,0.46090069719238747,0.4390427736951196
32,8,3,relu,Dense,128,16,0.1,9,0.0,0.49976446203127944,0.24618055579080322,0.246597865830742,0.6565385340116826,0.8571428571428571,0.20689655172413793,0.01,1,svae,cardiotocography,0.8351428849537841,0.4266063689466742,0.4110608630111174,0.40229885057471265,0.3958922178255134,0.5265686828716789,0.4869983041266252,0.46090069719238747,0.4390427736951196
32,8,3,relu,Dense,128,16,0.1,10,0.0625,0.48746938006406626,0.24618055579080322,0.246597865830742,0.6565385340116826,0.8571428571428571,0.20689655172413793,0.01,1,svae,cardiotocography,0.8351428849537841,0.4266063689466742,0.4110608630111174,0.40229885057471265,0.3958922178255134,0.5265686828716789,0.4869983041266252,0.46090069719238747,0.4390427736951196
32,8,3,relu,Dense,128,16,0.1,1,0.0,0.49863387978142076,0.2405535809025124,0.23161843025177833,0.49453551912568305,NaN,0.0,0.005,1,svae,cardiotocography,0.8456943955628091,0.48991897493876013,0.46090069719238747,0.4500659506312418,0.44215187488223096,0.5307141511211607,0.48991897493876013,0.46090069719238747,0.44299981156962503
32,8,3,relu,Dense,128,16,0.1,2,0.0,0.49863387978142076,0.2405535809025124,0.23161843025177833,0.49453551912568305,NaN,0.0,0.005,1,svae,cardiotocography,0.8456943955628091,0.48991897493876013,0.46090069719238747,0.4500659506312418,0.44215187488223096,0.5307141511211607,0.48991897493876013,0.46090069719238747,0.44299981156962503
32,8,3,relu,Dense,128,16,0.1,3,0.0,0.4972677595628415,0.2405535809025124,0.23161843025177833,0.49453551912568305,NaN,0.0,0.005,1,svae,cardiotocography,0.8456943955628091,0.48991897493876013,0.46090069719238747,0.4500659506312418,0.44215187488223096,0.5307141511211607,0.48991897493876013,0.46090069719238747,0.44299981156962503
32,8,3,relu,Dense,128,16,0.1,4,0.0,0.49863387978142076,0.2405535809025124,0.23161843025177833,0.49453551912568305,NaN,0.0,0.005,1,svae,cardiotocography,0.8456943955628091,0.48991897493876013,0.46090069719238747,0.4500659506312418,0.44215187488223096,0.5307141511211607,0.48991897493876013,0.46090069719238747,0.44299981156962503
32,8,3,relu,Dense,128,16,0.1,5,0.0,0.49863387978142076,0.2405535809025124,0.23161843025177833,0.49453551912568305,NaN,0.0,0.005,1,svae,cardiotocography,0.8456943955628091,0.48991897493876013,0.46090069719238747,0.4500659506312418,0.44215187488223096,0.5307141511211607,0.48991897493876013,0.46090069719238747,0.44299981156962503
32,8,3,relu,Dense,128,16,0.1,6,0.0,0.49863387978142076,0.2405535809025124,0.23161843025177833,0.49453551912568305,NaN,0.0,0.005,1,svae,cardiotocography,0.8456943955628091,0.48991897493876013,0.46090069719238747,0.4500659506312418,0.44215187488223096,0.5307141511211607,0.48991897493876013,0.46090069719238747,0.44299981156962503
32,8,3,relu,Dense,128,16,0.1,7,0.06451612903225806,0.4802148106274732,0.2405535809025124,0.23161843025177833,0.49453551912568305,NaN,0.0,0.005,1,svae,cardiotocography,0.8456943955628091,0.48991897493876013,0.46090069719238747,0.4500659506312418,0.44215187488223096,0.5307141511211607,0.48991897493876013,0.46090069719238747,0.44299981156962503
32,8,3,relu,Dense,128,16,0.1,8,0.06451612903225806,0.5519125683060111,0.2405535809025124,0.23161843025177833,0.49453551912568305,NaN,0.0,0.005,1,svae,cardiotocography,0.8456943955628091,0.48991897493876013,0.46090069719238747,0.4500659506312418,0.44215187488223096,0.5307141511211607,0.48991897493876013,0.46090069719238747,0.44299981156962503
32,8,3,relu,Dense,128,16,0.1,9,0.0625,0.5704729602411909,0.2405535809025124,0.23161843025177833,0.49453551912568305,NaN,0.0,0.005,1,svae,cardiotocography,0.8456943955628091,0.48991897493876013,0.46090069719238747,0.4500659506312418,0.44215187488223096,0.5307141511211607,0.48991897493876013,0.46090069719238747,0.44299981156962503
32,8,3,relu,Dense,128,16,0.1,10,0.06060606060606061,0.5538439796495195,0.2405535809025124,0.23161843025177833,0.49453551912568305,NaN,0.0,0.005,1,svae,cardiotocography,0.8456943955628091,0.48991897493876013,0.46090069719238747,0.4500659506312418,0.44215187488223096,0.5307141511211607,0.48991897493876013,0.46090069719238747,0.44299981156962503
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.49863387978142076,0.24338087892811874,0.24570561470397534,0.8559449783305069,0.45454545454545453,0.3448275862068966,0.05,1,svae,cardiotocography,0.8795721196323779,0.3652722818918409,0.34624081401921986,0.3368192952703976,0.33192010552101,0.5162992274354625,0.47776521575277936,0.4544940644431883,0.43847748257019026
32,8,3,relu,Dense,1024,16,0.1,2,0.0,0.49863387978142076,0.24338087892811874,0.24570561470397534,0.8559449783305069,0.45454545454545453,0.3448275862068966,0.05,1,svae,cardiotocography,0.8795721196323779,0.3652722818918409,0.34624081401921986,0.3368192952703976,0.33192010552101,0.5162992274354625,0.47776521575277936,0.4544940644431883,0.43847748257019026
32,8,3,relu,Dense,1024,16,0.1,3,0.0,0.49863387978142076,0.24338087892811874,0.24570561470397534,0.8559449783305069,0.45454545454545453,0.3448275862068966,0.05,1,svae,cardiotocography,0.8795721196323779,0.3652722818918409,0.34624081401921986,0.3368192952703976,0.33192010552101,0.5162992274354625,0.47776521575277936,0.4544940644431883,0.43847748257019026
32,8,3,relu,Dense,1024,16,0.1,4,0.0,0.49863387978142076,0.24338087892811874,0.24570561470397534,0.8559449783305069,0.45454545454545453,0.3448275862068966,0.05,1,svae,cardiotocography,0.8795721196323779,0.3652722818918409,0.34624081401921986,0.3368192952703976,0.33192010552101,0.5162992274354625,0.47776521575277936,0.4544940644431883,0.43847748257019026
32,8,3,relu,Dense,1024,16,0.1,5,0.0,0.49863387978142076,0.24338087892811874,0.24570561470397534,0.8559449783305069,0.45454545454545453,0.3448275862068966,0.05,1,svae,cardiotocography,0.8795721196323779,0.3652722818918409,0.34624081401921986,0.3368192952703976,0.33192010552101,0.5162992274354625,0.47776521575277936,0.4544940644431883,0.43847748257019026
32,8,3,relu,Dense,1024,16,0.1,6,0.0,0.49863387978142076,0.24338087892811874,0.24570561470397534,0.8559449783305069,0.45454545454545453,0.3448275862068966,0.05,1,svae,cardiotocography,0.8795721196323779,0.3652722818918409,0.34624081401921986,0.3368192952703976,0.33192010552101,0.5162992274354625,0.47776521575277936,0.4544940644431883,0.43847748257019026
32,8,3,relu,Dense,1024,16,0.1,7,0.06060606060606061,0.5038628226870172,0.24338087892811874,0.24570561470397534,0.8559449783305069,0.45454545454545453,0.3448275862068966,0.05,1,svae,cardiotocography,0.8795721196323779,0.3652722818918409,0.34624081401921986,0.3368192952703976,0.33192010552101,0.5162992274354625,0.47776521575277936,0.4544940644431883,0.43847748257019026
32,8,3,relu,Dense,1024,16,0.1,8,0.06451612903225806,0.49604296212549465,0.24338087892811874,0.24570561470397534,0.8559449783305069,0.45454545454545453,0.3448275862068966,0.05,1,svae,cardiotocography,0.8795721196323779,0.3652722818918409,0.34624081401921986,0.3368192952703976,0.33192010552101,0.5162992274354625,0.47776521575277936,0.4544940644431883,0.43847748257019026
32,8,3,relu,Dense,1024,16,0.1,9,0.06451612903225806,0.5183719615602035,0.24338087892811874,0.24570561470397534,0.8559449783305069,0.45454545454545453,0.3448275862068966,0.05,1,svae,cardiotocography,0.8795721196323779,0.3652722818918409,0.34624081401921986,0.3368192952703976,0.33192010552101,0.5162992274354625,0.47776521575277936,0.4544940644431883,0.43847748257019026
32,8,3,relu,Dense,1024,16,0.1,10,0.06451612903225806,0.4934049368758244,0.24338087892811874,0.24570561470397534,0.8559449783305069,0.45454545454545453,0.3448275862068966,0.05,1,svae,cardiotocography,0.8795721196323779,0.3652722818918409,0.34624081401921986,0.3368192952703976,0.33192010552101,0.5162992274354625,0.47776521575277936,0.4544940644431883,0.43847748257019026
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.49863387978142076,0.2152639712368695,0.22393838905010074,0.6979932165065008,0.75,0.10344827586206896,0.01,1,svae,cardiotocography,0.8480451043840466,0.449312229131336,0.42340305257207467,0.4109666478236292,0.40974185038628225,0.51856039193518,0.47522140569059734,0.4499717354437535,0.4359336725080083
32,8,3,relu,Dense,1024,16,0.1,2,0.0,0.49863387978142076,0.2152639712368695,0.22393838905010074,0.6979932165065008,0.75,0.10344827586206896,0.01,1,svae,cardiotocography,0.8480451043840466,0.449312229131336,0.42340305257207467,0.4109666478236292,0.40974185038628225,0.51856039193518,0.47522140569059734,0.4499717354437535,0.4359336725080083
32,8,3,relu,Dense,1024,16,0.1,3,0.0,0.49863387978142076,0.2152639712368695,0.22393838905010074,0.6979932165065008,0.75,0.10344827586206896,0.01,1,svae,cardiotocography,0.8480451043840466,0.449312229131336,0.42340305257207467,0.4109666478236292,0.40974185038628225,0.51856039193518,0.47522140569059734,0.4499717354437535,0.4359336725080083
32,8,3,relu,Dense,1024,16,0.1,4,0.0,0.49863387978142076,0.2152639712368695,0.22393838905010074,0.6979932165065008,0.75,0.10344827586206896,0.01,1,svae,cardiotocography,0.8480451043840466,0.449312229131336,0.42340305257207467,0.4109666478236292,0.40974185038628225,0.51856039193518,0.47522140569059734,0.4499717354437535,0.4359336725080083
32,8,3,relu,Dense,1024,16,0.1,5,0.0,0.49863387978142076,0.2152639712368695,0.22393838905010074,0.6979932165065008,0.75,0.10344827586206896,0.01,1,svae,cardiotocography,0.8480451043840466,0.449312229131336,0.42340305257207467,0.4109666478236292,0.40974185038628225,0.51856039193518,0.47522140569059734,0.4499717354437535,0.4359336725080083
32,8,3,relu,Dense,1024,16,0.1,6,0.0,0.49863387978142076,0.2152639712368695,0.22393838905010074,0.6979932165065008,0.75,0.10344827586206896,0.01,1,svae,cardiotocography,0.8480451043840466,0.449312229131336,0.42340305257207467,0.4109666478236292,0.40974185038628225,0.51856039193518,0.47522140569059734,0.4499717354437535,0.4359336725080083
32,8,3,relu,Dense,1024,16,0.1,7,0.0,0.5065950631241756,0.2152639712368695,0.22393838905010074,0.6979932165065008,0.75,0.10344827586206896,0.01,1,svae,cardiotocography,0.8480451043840466,0.449312229131336,0.42340305257207467,0.4109666478236292,0.40974185038628225,0.51856039193518,0.47522140569059734,0.4499717354437535,0.4359336725080083
32,8,3,relu,Dense,1024,16,0.1,8,0.0625,0.5065950631241756,0.2152639712368695,0.22393838905010074,0.6979932165065008,0.75,0.10344827586206896,0.01,1,svae,cardiotocography,0.8480451043840466,0.449312229131336,0.42340305257207467,0.4109666478236292,0.40974185038628225,0.51856039193518,0.47522140569059734,0.4499717354437535,0.4359336725080083
32,8,3,relu,Dense,1024,16,0.1,9,0.0,0.5151686451856038,0.2152639712368695,0.22393838905010074,0.6979932165065008,0.75,0.10344827586206896,0.01,1,svae,cardiotocography,0.8480451043840466,0.449312229131336,0.42340305257207467,0.4109666478236292,0.40974185038628225,0.51856039193518,0.47522140569059734,0.4499717354437535,0.4359336725080083
32,8,3,relu,Dense,1024,16,0.1,10,0.0625,0.49858677218767666,0.2152639712368695,0.22393838905010074,0.6979932165065008,0.75,0.10344827586206896,0.01,1,svae,cardiotocography,0.8480451043840466,0.449312229131336,0.42340305257207467,0.4109666478236292,0.40974185038628225,0.51856039193518,0.47522140569059734,0.4499717354437535,0.4359336725080083
32,8,3,relu,Dense,1024,16,0.1,1,0.0,0.49863387978142076,0.2221135744339114,0.23132312857316628,0.5293951384963256,1.0,0.034482758620689655,0.005,1,svae,cardiotocography,0.8708060172022519,0.48464292443941964,0.4579800263802525,0.4427171660071604,0.43866591294516677,0.5247785943094027,0.4865272281891841,0.4611833427548521,0.4428113811946486
32,8,3,relu,Dense,1024,16,0.1,2,0.0,0.49863387978142076,0.2221135744339114,0.23132312857316628,0.5293951384963256,1.0,0.034482758620689655,0.005,1,svae,cardiotocography,0.8708060172022519,0.48464292443941964,0.4579800263802525,0.4427171660071604,0.43866591294516677,0.5247785943094027,0.4865272281891841,0.4611833427548521,0.4428113811946486
32,8,3,relu,Dense,1024,16,0.1,3,0.0,0.49863387978142076,0.2221135744339114,0.23132312857316628,0.5293951384963256,1.0,0.034482758620689655,0.005,1,svae,cardiotocography,0.8708060172022519,0.48464292443941964,0.4579800263802525,0.4427171660071604,0.43866591294516677,0.5247785943094027,0.4865272281891841,0.4611833427548521,0.4428113811946486
32,8,3,relu,Dense,1024,16,0.1,4,0.0,0.49863387978142076,0.2221135744339114,0.23132312857316628,0.5293951384963256,1.0,0.034482758620689655,0.005,1,svae,cardiotocography,0.8708060172022519,0.48464292443941964,0.4579800263802525,0.4427171660071604,0.43866591294516677,0.5247785943094027,0.4865272281891841,0.4611833427548521,0.4428113811946486
32,8,3,relu,Dense,1024,16,0.1,5,0.0,0.49863387978142076,0.2221135744339114,0.23132312857316628,0.5293951384963256,1.0,0.034482758620689655,0.005,1,svae,cardiotocography,0.8708060172022519,0.48464292443941964,0.4579800263802525,0.4427171660071604,0.43866591294516677,0.5247785943094027,0.4865272281891841,0.4611833427548521,0.4428113811946486
32,8,3,relu,Dense,1024,16,0.1,6,0.0,0.49863387978142076,0.2221135744339114,0.23132312857316628,0.5293951384963256,1.0,0.034482758620689655,0.005,1,svae,cardiotocography,0.8708060172022519,0.48464292443941964,0.4579800263802525,0.4427171660071604,0.43866591294516677,0.5247785943094027,0.4865272281891841,0.4611833427548521,0.4428113811946486
32,8,3,relu,Dense,1024,16,0.1,7,0.0625,0.5193612210288298,0.2221135744339114,0.23132312857316628,0.5293951384963256,1.0,0.034482758620689655,0.005,1,svae,cardiotocography,0.8708060172022519,0.48464292443941964,0.4579800263802525,0.4427171660071604,0.43866591294516677,0.5247785943094027,0.4865272281891841,0.4611833427548521,0.4428113811946486
32,8,3,relu,Dense,1024,16,0.1,8,0.0,0.524495948746938,0.2221135744339114,0.23132312857316628,0.5293951384963256,1.0,0.034482758620689655,0.005,1,svae,cardiotocography,0.8708060172022519,0.48464292443941964,0.4579800263802525,0.4427171660071604,0.43866591294516677,0.5247785943094027,0.4865272281891841,0.4611833427548521,0.4428113811946486
32,8,3,relu,Dense,1024,16,0.1,9,0.0625,0.5271339739966082,0.2221135744339114,0.23132312857316628,0.5293951384963256,1.0,0.034482758620689655,0.005,1,svae,cardiotocography,0.8708060172022519,0.48464292443941964,0.4579800263802525,0.4427171660071604,0.43866591294516677,0.5247785943094027,0.4865272281891841,0.4611833427548521,0.4428113811946486
32,8,3,relu,Dense,1024,16,0.1,10,0.0,0.5034388543433201,0.2221135744339114,0.23132312857316628,0.5293951384963256,1.0,0.034482758620689655,0.005,1,svae,cardiotocography,0.8708060172022519,0.48464292443941964,0.4579800263802525,0.4427171660071604,0.43866591294516677,0.5247785943094027,0.4865272281891841,0.4611833427548521,0.4428113811946486
32,8,3,relu,Dense,128,16,0.1,1,0.0,0.49863387978142076,0.24997179795192173,0.2590437982186325,0.8221217260222348,0.6363636363636364,0.2413793103448276,0.05,1,svae,cardiotocography,0.8659994346787423,0.4318824194460147,0.4141699641982287,0.4016393442622951,0.39683436970039565,0.5737704918032787,0.5458827963067647,0.5226116449971736,0.4837007725645375
32,8,3,relu,Dense,128,16,0.1,2,0.0,0.49863387978142076,0.24997179795192173,0.2590437982186325,0.8221217260222348,0.6363636363636364,0.2413793103448276,0.05,1,svae,cardiotocography,0.8659994346787423,0.4318824194460147,0.4141699641982287,0.4016393442622951,0.39683436970039565,0.5737704918032787,0.5458827963067647,0.5226116449971736,0.4837007725645375
32,8,3,relu,Dense,128,16,0.1,3,0.0,0.49863387978142076,0.24997179795192173,0.2590437982186325,0.8221217260222348,0.6363636363636364,0.2413793103448276,0.05,1,svae,cardiotocography,0.8659994346787423,0.4318824194460147,0.4141699641982287,0.4016393442622951,0.39683436970039565,0.5737704918032787,0.5458827963067647,0.5226116449971736,0.4837007725645375
32,8,3,relu,Dense,128,16,0.1,4,0.0,0.49863387978142076,0.24997179795192173,0.2590437982186325,0.8221217260222348,0.6363636363636364,0.2413793103448276,0.05,1,svae,cardiotocography,0.8659994346787423,0.4318824194460147,0.4141699641982287,0.4016393442622951,0.39683436970039565,0.5737704918032787,0.5458827963067647,0.5226116449971736,0.4837007725645375
32,8,3,relu,Dense,128,16,0.1,5,0.0,0.49863387978142076,0.24997179795192173,0.2590437982186325,0.8221217260222348,0.6363636363636364,0.2413793103448276,0.05,1,svae,cardiotocography,0.8659994346787423,0.4318824194460147,0.4141699641982287,0.4016393442622951,0.39683436970039565,0.5737704918032787,0.5458827963067647,0.5226116449971736,0.4837007725645375
32,8,3,relu,Dense,128,16,0.1,6,0.0,0.49863387978142076,0.24997179795192173,0.2590437982186325,0.8221217260222348,0.6363636363636364,0.2413793103448276,0.05,1,svae,cardiotocography,0.8659994346787423,0.4318824194460147,0.4141699641982287,0.4016393442622951,0.39683436970039565,0.5737704918032787,0.5458827963067647,0.5226116449971736,0.4837007725645375
32,8,3,relu,Dense,128,16,0.1,7,0.0,0.5319389485585077,0.24997179795192173,0.2590437982186325,0.8221217260222348,0.6363636363636364,0.2413793103448276,0.05,1,svae,cardiotocography,0.8659994346787423,0.4318824194460147,0.4141699641982287,0.4016393442622951,0.39683436970039565,0.5737704918032787,0.5458827963067647,0.5226116449971736,0.4837007725645375
32,8,3,relu,Dense,128,16,0.1,8,0.0,0.5822498586772188,0.24997179795192173,0.2590437982186325,0.8221217260222348,0.6363636363636364,0.2413793103448276,0.05,1,svae,cardiotocography,0.8659994346787423,0.4318824194460147,0.4141699641982287,0.4016393442622951,0.39683436970039565,0.5737704918032787,0.5458827963067647,0.5226116449971736,0.4837007725645375
32,8,3,relu,Dense,128,16,0.1,9,0.0,0.5625588844921802,0.24997179795192173,0.2590437982186325,0.8221217260222348,0.6363636363636364,0.2413793103448276,0.05,1,svae,cardiotocography,0.8659994346787423,0.4318824194460147,0.4141699641982287,0.4016393442622951,0.39683436970039565,0.5737704918032787,0.5458827963067647,0.5226116449971736,0.4837007725645375
32,8,3,relu,Dense,128,16,0.1,10,0.0,0.5338232523082721,0.24997179795192173,0.2590437982186325,0.8221217260222348,0.6363636363636364,0.2413793103448276,0.05,1,svae,cardiotocography,0.8659994346787423,0.4318824194460147,0.4141699641982287,0.4016393442622951,0.39683436970039565,0.5737704918032787,0.5458827963067647,0.5226116449971736,0.4837007725645375
32,8,3,relu,Dense,128,16,0.1,1,0.0,0.4972677595628415,0.23020486828406914,0.22408634583818574,0.6091011871113623,0.6666666666666666,0.06896551724137931,0.01,1,svae,cardiotocography,0.847162566981802,0.5125306199359336,0.5005652911249293,0.48728094968908986,0.47578669681552666,0.5617109478047861,0.5342943282457132,0.5173355944978331,0.48615036743923123
32,8,3,relu,Dense,128,16,0.1,2,0.0,0.4959016393442623,0.23020486828406914,0.22408634583818574,0.6091011871113623,0.6666666666666666,0.06896551724137931,0.01,1,svae,cardiotocography,0.847162566981802,0.5125306199359336,0.5005652911249293,0.48728094968908986,0.47578669681552666,0.5617109478047861,0.5342943282457132,0.5173355944978331,0.48615036743923123
32,8,3,relu,Dense,128,16,0.1,3,0.0,0.4959016393442623,0.23020486828406914,0.22408634583818574,0.6091011871113623,0.6666666666666666,0.06896551724137931,0.01,1,svae,cardiotocography,0.847162566981802,0.5125306199359336,0.5005652911249293,0.48728094968908986,0.47578669681552666,0.5617109478047861,0.5342943282457132,0.5173355944978331,0.48615036743923123
32,8,3,relu,Dense,128,16,0.1,4,0.0,0.4959016393442623,0.23020486828406914,0.22408634583818574,0.6091011871113623,0.6666666666666666,0.06896551724137931,0.01,1,svae,cardiotocography,0.847162566981802,0.5125306199359336,0.5005652911249293,0.48728094968908986,0.47578669681552666,0.5617109478047861,0.5342943282457132,0.5173355944978331,0.48615036743923123
32,8,3,relu,Dense,128,16,0.1,5,0.0,0.4959016393442623,0.23020486828406914,0.22408634583818574,0.6091011871113623,0.6666666666666666,0.06896551724137931,0.01,1,svae,cardiotocography,0.847162566981802,0.5125306199359336,0.5005652911249293,0.48728094968908986,0.47578669681552666,0.5617109478047861,0.5342943282457132,0.5173355944978331,0.48615036743923123
32,8,3,relu,Dense,128,16,0.1,6,0.0,0.4931693989071038,0.23020486828406914,0.22408634583818574,0.6091011871113623,0.6666666666666666,0.06896551724137931,0.01,1,svae,cardiotocography,0.847162566981802,0.5125306199359336,0.5005652911249293,0.48728094968908986,0.47578669681552666,0.5617109478047861,0.5342943282457132,0.5173355944978331,0.48615036743923123
