hidden,latent,layers,nonlinearity,layertype,β,aucpxv,aucpz,ar,i,model,dataset
32,8,3,relu,Dense,1.0,0.5223151367068589,0.87822982243888,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.4127595602670864,0.7049704030806727,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.44827586207620035,0.5272949356411726,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.5929719064116884,0.8096401390532181,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.4469604434958659,0.16940712205543557,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.4962886404084751,0.3065864887802875,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.47768486328878135,0.8607535469478155,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.4711077703733064,0.7753452973804096,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.5077515738110588,0.9006858968404867,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.5645964483672649,0.5396034952503995,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.44977919757556145,0.8824579535932444,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.6275486235067556,0.6927558019397163,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.5142347082561685,0.7356948229076388,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.5656299915378747,0.7591844404743963,0.05,7,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.463027341898102,0.25472141313996055,0.01,7,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.4666917222617025,0.19825237243250965,0.005,7,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.5607441510861788,0.18547402047002726,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.5266372263512731,0.649628864060312,0.01,8,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.6223809076414357,0.40430329793939684,0.005,8,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.5740862538838203,0.5255097247054027,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.6120454758933572,0.3345861129343605,0.01,8,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.640702809375195,0.5666635347110401,0.005,8,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.5670393685947478,0.33702903318663907,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.6862726674742742,0.8304049609987597,0.01,8,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.6684205581111059,0.6926618434587334,0.005,8,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.5954148266463403,0.7543925585024147,0.05,8,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.526449309410373,0.8674245983431833,0.01,8,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.537536408922522,0.4467725265428827,0.005,8,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.42412853518350085,0.8821760781806163,0.05,9,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.49985906229455046,0.5925021140539793,0.01,9,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.4721413135362961,0.42647749695097253,0.005,9,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.46002067086298976,0.6038710889847412,0.05,9,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.5022080240569294,0.7031851921612422,0.01,9,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.42403457673374984,0.8083247204790569,0.005,9,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.43671897021180117,0.33411632058591567,0.05,9,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.4880202950245137,0.7041247768545899,0.01,9,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.5533214319150334,0.5914685708861788,0.005,9,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.5128253311990228,0.8051301324896927,0.05,9,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.44028939209151563,0.7697077891457577,0.01,9,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.44827586208065406,0.7158695856564409,0.005,9,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.42488020295092555,0.3242506811750352,0.05,10,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.4254439537697359,0.5631870713192897,0.01,10,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.4803157004670675,0.40871934606052807,0.005,10,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.32791506154952554,0.8600958376336841,0.05,10,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.4749600676571174,0.9138400826965706,0.01,10,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.4174574837848633,0.5119797049681293,0.005,10,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.40505496570582544,0.8270224560898148,0.05,10,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.4123837263916283,0.48003382505416703,0.01,10,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.4887719627994738,0.43267875597700844,0.005,10,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.4550408719373862,0.7415202480547683,0.05,10,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.4895236305454759,0.7759090482143854,0.01,10,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.5209057596583389,0.7960161608633938,0.005,10,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.90396341464375,0.14786585365,0.05,1,svae,ecoli
32,8,3,relu,Dense,0.01,0.78810975610625,0.23170731704999997,0.01,1,svae,ecoli
32,8,3,relu,Dense,0.01,0.86128048781875,0.25152439025,0.005,1,svae,ecoli
32,8,3,relu,Dense,0.1,0.8506097561125,0.6890243902562502,0.05,1,svae,ecoli
32,8,3,relu,Dense,0.1,0.85060975610625,0.70426829268125,0.01,1,svae,ecoli
32,8,3,relu,Dense,0.1,0.8521341463500001,0.693597560975,0.005,1,svae,ecoli
32,8,3,relu,Dense,1.0,0.7774390244124999,0.4756097560937499,0.05,1,svae,ecoli
32,8,3,relu,Dense,1.0,0.8414634146500001,0.6996951219750001,0.01,1,svae,ecoli
32,8,3,relu,Dense,1.0,0.8155487805,0.7240853658812499,0.005,1,svae,ecoli
32,8,3,relu,Dense,10.0,0.7667682926875,0.3871951219499999,0.05,1,svae,ecoli
32,8,3,relu,Dense,10.0,0.882621951225,0.6478658536749999,0.01,1,svae,ecoli
32,8,3,relu,Dense,10.0,0.8810975609875,0.59451219513125,0.005,1,svae,ecoli
32,8,3,relu,Dense,0.01,0.82774390245625,0.66463414634375,0.05,2,svae,ecoli
32,8,3,relu,Dense,0.01,0.8384146341625,0.5625000000062499,0.01,2,svae,ecoli
32,8,3,relu,Dense,0.01,0.82774390245,0.21036585364375,0.005,2,svae,ecoli
32,8,3,relu,Dense,0.1,0.8628048780625001,0.44359756097499997,0.05,2,svae,ecoli
32,8,3,relu,Dense,0.1,0.8307926829375,0.9192073170812499,0.01,2,svae,ecoli
32,8,3,relu,Dense,0.1,0.8368902439125,0.4451219511937499,0.005,2,svae,ecoli
32,8,3,relu,Dense,1.0,0.85518292684375,0.78658536585,0.05,2,svae,ecoli
32,8,3,relu,Dense,1.0,0.84756097561875,0.4725609756187499,0.01,2,svae,ecoli
32,8,3,relu,Dense,1.0,0.8810975609874999,0.833841463425,0.005,2,svae,ecoli
32,8,3,relu,Dense,10.0,0.7926829268375001,0.585365853675,0.05,2,svae,ecoli
32,8,3,relu,Dense,10.0,0.8384146341625,0.78353658536875,0.01,2,svae,ecoli
32,8,3,relu,Dense,10.0,0.8490853658687499,0.7789634146500001,0.005,2,svae,ecoli
32,8,3,relu,Dense,0.01,0.81707317074375,0.4832317073312499,0.05,3,svae,ecoli
32,8,3,relu,Dense,0.01,0.847560975625,0.40091463414375,0.01,3,svae,ecoli
32,8,3,relu,Dense,0.01,0.8841463414749999,0.08231707316249999,0.005,3,svae,ecoli
32,8,3,relu,Dense,0.1,0.8018292683125,0.24085365852499996,0.05,3,svae,ecoli
32,8,3,relu,Dense,0.1,0.8810975609875,0.56554878049375,0.01,3,svae,ecoli
32,8,3,relu,Dense,0.1,0.88871951220625,0.7652439024437501,0.005,3,svae,ecoli
32,8,3,relu,Dense,1.0,0.84603658538125,0.8490853658687499,0.05,3,svae,ecoli
32,8,3,relu,Dense,1.0,0.84603658538125,0.81859756099375,0.01,3,svae,ecoli
32,8,3,relu,Dense,1.0,0.87652439025625,0.51829268293125,0.005,3,svae,ecoli
32,8,3,relu,Dense,10.0,0.8460365853749999,0.80182926830625,0.05,3,svae,ecoli
32,8,3,relu,Dense,10.0,0.8079268292875,0.6768292682875,0.01,3,svae,ecoli
32,8,3,relu,Dense,10.0,0.9054878048875,0.7256097561,0.005,3,svae,ecoli
32,8,3,relu,Dense,0.01,0.69054878050625,0.47408536584999994,0.05,4,svae,ecoli
32,8,3,relu,Dense,0.01,0.8231707317125,0.5716463414562499,0.01,4,svae,ecoli
32,8,3,relu,Dense,0.01,0.88719512195625,0.14634146339999998,0.005,4,svae,ecoli
32,8,3,relu,Dense,0.1,0.8262195122124999,0.42378048781249994,0.05,4,svae,ecoli
32,8,3,relu,Dense,0.1,0.8201219512250001,0.82317073171875,0.01,4,svae,ecoli
32,8,3,relu,Dense,0.1,0.8612804878125,0.5442073170687499,0.005,4,svae,ecoli
32,8,3,relu,Dense,1.0,0.7606707317187503,0.76676829270625,0.05,4,svae,ecoli
32,8,3,relu,Dense,1.0,0.80182926830625,0.74695121953125,0.01,4,svae,ecoli
32,8,3,relu,Dense,1.0,0.7743902439187501,0.9176829268375001,0.005,4,svae,ecoli
32,8,3,relu,Dense,10.0,0.7317073170749999,0.760670731725,0.05,4,svae,ecoli
32,8,3,relu,Dense,10.0,0.84603658538125,0.7942073170937499,0.01,4,svae,ecoli
32,8,3,relu,Dense,10.0,0.7195121951250001,0.67682926831875,0.005,4,svae,ecoli
32,8,3,relu,Dense,0.01,0.85365853659375,0.16615853656875,0.05,5,svae,ecoli
32,8,3,relu,Dense,0.01,0.9176829268375,0.67682926831875,0.01,5,svae,ecoli
32,8,3,relu,Dense,0.01,0.8521341463562501,0.3673780487812499,0.005,5,svae,ecoli
32,8,3,relu,Dense,0.1,0.77286585366875,0.43750000000000006,0.05,5,svae,ecoli
32,8,3,relu,Dense,0.1,0.8628048780625001,0.42225609756875,0.01,5,svae,ecoli
32,8,3,relu,Dense,0.1,0.8445121951312501,0.6234756097624999,0.005,5,svae,ecoli
32,8,3,relu,Dense,1.0,0.7378048780562502,0.5990853658687499,0.05,5,svae,ecoli
32,8,3,relu,Dense,1.0,0.8810975609874999,0.871951219525,0.01,5,svae,ecoli
32,8,3,relu,Dense,1.0,0.88871951220625,0.730182926825,0.005,5,svae,ecoli
32,8,3,relu,Dense,10.0,0.705792682925,0.75152439025,0.05,5,svae,ecoli
32,8,3,relu,Dense,10.0,0.8780487805,0.83079268294375,0.01,5,svae,ecoli
32,8,3,relu,Dense,10.0,0.86737804879375,0.55335365854375,0.005,5,svae,ecoli
32,8,3,relu,Dense,0.01,0.8612804878125001,0.28810975609375,0.05,6,svae,ecoli
32,8,3,relu,Dense,0.01,0.8887195122,0.3887195121937499,0.01,6,svae,ecoli
32,8,3,relu,Dense,0.01,0.91920731708125,0.28201219511875,0.005,6,svae,ecoli
32,8,3,relu,Dense,0.1,0.84603658536875,0.40091463414374995,0.05,6,svae,ecoli
32,8,3,relu,Dense,0.1,0.8856707317125,0.7042682926999999,0.01,6,svae,ecoli
32,8,3,relu,Dense,0.1,0.9115853658624999,0.41158536584374994,0.005,6,svae,ecoli
32,8,3,relu,Dense,1.0,0.820121951225,0.7500000000000001,0.05,6,svae,ecoli
32,8,3,relu,Dense,1.0,0.858231707325,0.39176829268124996,0.01,6,svae,ecoli
32,8,3,relu,Dense,1.0,0.8658536585437501,0.91463414635,0.005,6,svae,ecoli
32,8,3,relu,Dense,10.0,0.7606707317125003,0.66006097561875,0.05,6,svae,ecoli
32,8,3,relu,Dense,10.0,0.94054878049375,0.5792682926875,0.01,6,svae,ecoli
32,8,3,relu,Dense,10.0,0.9085365853749999,0.85365853659375,0.005,6,svae,ecoli
32,8,3,relu,Dense,0.01,0.7881097561,0.32317073169374994,0.05,7,svae,ecoli
32,8,3,relu,Dense,0.01,0.78506097561875,0.18445121949374998,0.01,7,svae,ecoli
32,8,3,relu,Dense,0.01,0.846036585375,0.6402439024500001,0.005,7,svae,ecoli
32,8,3,relu,Dense,0.1,0.75914634148125,0.30945121951875004,0.05,7,svae,ecoli
32,8,3,relu,Dense,0.1,0.82621951220625,0.7835365853874999,0.01,7,svae,ecoli
32,8,3,relu,Dense,0.1,0.8719512195250001,0.63262195121875,0.005,7,svae,ecoli
32,8,3,relu,Dense,1.0,0.72713414635,0.77591463415625,0.05,7,svae,ecoli
32,8,3,relu,Dense,1.0,0.809451219525,0.6646341463375,0.01,7,svae,ecoli
32,8,3,relu,Dense,1.0,0.8246951219687501,0.701219512225,0.005,7,svae,ecoli
32,8,3,relu,Dense,10.0,0.8231707317062501,0.7911585366062499,0.05,7,svae,ecoli
32,8,3,relu,Dense,10.0,0.7149390244000002,0.62500000000625,0.01,7,svae,ecoli
32,8,3,relu,Dense,10.0,0.7637195122000001,0.5381097561,0.005,7,svae,ecoli
32,8,3,relu,Dense,0.01,0.8750000000124999,0.8445121951375,0.05,8,svae,ecoli
32,8,3,relu,Dense,0.01,0.91006097561875,0.23628048778125,0.01,8,svae,ecoli
32,8,3,relu,Dense,0.01,0.945121951225,0.8750000000125,0.005,8,svae,ecoli
32,8,3,relu,Dense,0.1,0.8689024390375,0.5076219512125,0.05,8,svae,ecoli
32,8,3,relu,Dense,0.1,0.9359756097624999,0.43902439024374995,0.01,8,svae,ecoli
32,8,3,relu,Dense,0.1,0.95274390244375,0.16920731706249997,0.005,8,svae,ecoli
32,8,3,relu,Dense,1.0,0.78353658538125,0.32774390244374996,0.05,8,svae,ecoli
32,8,3,relu,Dense,1.0,0.9115853658625,0.48018292681249997,0.01,8,svae,ecoli
32,8,3,relu,Dense,1.0,0.94969512195625,0.786585365875,0.005,8,svae,ecoli
32,8,3,relu,Dense,10.0,0.8079268292750003,0.19207317071875,0.05,8,svae,ecoli
32,8,3,relu,Dense,10.0,0.92835365854375,0.45579268291249997,0.01,8,svae,ecoli
32,8,3,relu,Dense,10.0,0.9435975609812499,0.80182926830625,0.005,8,svae,ecoli
32,8,3,relu,Dense,0.01,0.8231707317125001,0.5792682926875,0.05,9,svae,ecoli
32,8,3,relu,Dense,0.01,0.85975609756875,0.5868902439125,0.01,9,svae,ecoli
32,8,3,relu,Dense,0.01,0.9009146341562501,0.5198170731749999,0.005,9,svae,ecoli
32,8,3,relu,Dense,0.1,0.7774390243999999,0.8079268292687499,0.05,9,svae,ecoli
32,8,3,relu,Dense,0.1,0.86890243903125,0.1737804877875,0.01,9,svae,ecoli
32,8,3,relu,Dense,0.1,0.88567073171875,0.8429878048937499,0.005,9,svae,ecoli
32,8,3,relu,Dense,1.0,0.7987804878249999,0.7347560975874999,0.05,9,svae,ecoli
32,8,3,relu,Dense,1.0,0.7774390243999999,0.88262195123125,0.01,9,svae,ecoli
32,8,3,relu,Dense,1.0,0.84603658536875,0.5701219512187499,0.005,9,svae,ecoli
32,8,3,relu,Dense,10.0,0.7225609756125,0.742378048775,0.05,9,svae,ecoli
32,8,3,relu,Dense,10.0,0.8429878048937499,0.81250000001875,0.01,9,svae,ecoli
32,8,3,relu,Dense,10.0,0.82317073171875,0.750000000025,0.005,9,svae,ecoli
32,8,3,relu,Dense,0.01,0.8643292683,0.78353658538125,0.05,10,svae,ecoli
32,8,3,relu,Dense,0.01,0.88109756098125,0.26676829266874996,0.01,10,svae,ecoli
32,8,3,relu,Dense,0.01,0.86280487805625,0.19512195120624998,0.005,10,svae,ecoli
32,8,3,relu,Dense,0.1,0.80030487805625,0.19359756096875,0.05,10,svae,ecoli
32,8,3,relu,Dense,0.1,0.86737804879375,0.62500000000625,0.01,10,svae,ecoli
32,8,3,relu,Dense,0.1,0.8917682926875,0.5899390243937499,0.005,10,svae,ecoli
32,8,3,relu,Dense,1.0,0.7896341463437502,0.7149390244125,0.05,10,svae,ecoli
32,8,3,relu,Dense,1.0,0.8506097561,0.8094512195187503,0.01,10,svae,ecoli
32,8,3,relu,Dense,1.0,0.9054878048875,0.64176829270625,0.005,10,svae,ecoli
32,8,3,relu,Dense,10.0,0.7987804878125002,0.8201219512375,0.05,10,svae,ecoli
32,8,3,relu,Dense,10.0,0.8780487804937501,0.59451219511875,0.01,10,svae,ecoli
32,8,3,relu,Dense,10.0,0.9283536585437501,0.4344512195125,0.005,10,svae,ecoli
32,8,3,relu,Dense,0.01,1.0,0.35555555559999996,0.05,1,svae,haberman
32,8,3,relu,Dense,0.01,1.0,0.24444444440000002,0.01,1,svae,haberman
32,8,3,relu,Dense,0.01,1.0,0.19999999999999996,0.005,1,svae,haberman
32,8,3,relu,Dense,0.1,1.0,0.26666666670000005,0.05,1,svae,haberman
32,8,3,relu,Dense,0.1,1.0,0.6222222222,0.01,1,svae,haberman
32,8,3,relu,Dense,0.1,1.0,0.0,0.005,1,svae,haberman
32,8,3,relu,Dense,1.0,1.0,0.7555555556,0.05,1,svae,haberman
32,8,3,relu,Dense,1.0,0.9555555555999999,0.7555555556,0.01,1,svae,haberman
32,8,3,relu,Dense,1.0,0.9333333333,0.0,0.005,1,svae,haberman
32,8,3,relu,Dense,10.0,0.9111111111000001,0.6,0.05,1,svae,haberman
32,8,3,relu,Dense,10.0,1.0,0.02222222220000003,0.01,1,svae,haberman
32,8,3,relu,Dense,10.0,1.0,0.9555555555999999,0.005,1,svae,haberman
32,8,3,relu,Dense,0.01,1.0,0.9555555555999999,0.05,2,svae,haberman
32,8,3,relu,Dense,0.01,1.0,0.04444444439999995,0.01,2,svae,haberman
32,8,3,relu,Dense,0.01,1.0,0.33333333330000003,0.005,2,svae,haberman
32,8,3,relu,Dense,0.1,0.9777777778000001,0.9333333333,0.05,2,svae,haberman
32,8,3,relu,Dense,0.1,1.0,0.42222222220000005,0.01,2,svae,haberman
32,8,3,relu,Dense,0.1,0.9111111111000001,0.8888888889,0.005,2,svae,haberman
32,8,3,relu,Dense,1.0,1.0,0.8222222222,0.05,2,svae,haberman
32,8,3,relu,Dense,1.0,1.0,0.9111111111000001,0.01,2,svae,haberman
32,8,3,relu,Dense,1.0,0.9333333333,0.9555555555999999,0.005,2,svae,haberman
32,8,3,relu,Dense,10.0,1.0,0.8444444444,0.05,2,svae,haberman
32,8,3,relu,Dense,10.0,1.0,0.9777777778000001,0.01,2,svae,haberman
32,8,3,relu,Dense,10.0,0.9555555555999999,0.48888888890000004,0.005,2,svae,haberman
32,8,3,relu,Dense,0.01,0.7555555556,0.8888888889,0.05,3,svae,haberman
32,8,3,relu,Dense,0.01,0.6666666667,0.6444444443999999,0.01,3,svae,haberman
32,8,3,relu,Dense,0.01,0.9555555555999999,0.7555555556,0.005,3,svae,haberman
32,8,3,relu,Dense,0.1,0.6666666667,0.8444444444,0.05,3,svae,haberman
32,8,3,relu,Dense,0.1,0.1555555556,1.0,0.01,3,svae,haberman
32,8,3,relu,Dense,0.1,0.8222222222,0.9111111111000001,0.005,3,svae,haberman
32,8,3,relu,Dense,1.0,0.7777777778,0.02222222220000003,0.05,3,svae,haberman
32,8,3,relu,Dense,1.0,0.9555555555999999,0.8666666667,0.01,3,svae,haberman
32,8,3,relu,Dense,1.0,0.1555555556,0.6444444443999999,0.005,3,svae,haberman
32,8,3,relu,Dense,10.0,0.8888888889,0.9333333333,0.05,3,svae,haberman
32,8,3,relu,Dense,10.0,0.9111111111000001,0.8666666667,0.01,3,svae,haberman
32,8,3,relu,Dense,10.0,0.9333333333,0.7999999999999999,0.005,3,svae,haberman
32,8,3,relu,Dense,0.01,0.6888888889,0.9111111111000001,0.05,4,svae,haberman
32,8,3,relu,Dense,0.01,0.08888888890000002,0.0,0.01,4,svae,haberman
32,8,3,relu,Dense,0.01,0.6888888889,0.6444444443999999,0.005,4,svae,haberman
32,8,3,relu,Dense,0.1,0.7555555556,0.8222222222000001,0.05,4,svae,haberman
32,8,3,relu,Dense,0.1,0.8222222222,0.42222222220000005,0.01,4,svae,haberman
32,8,3,relu,Dense,0.1,0.7777777778,0.8888888889000001,0.005,4,svae,haberman
32,8,3,relu,Dense,1.0,0.48888888890000004,0.7999999999999999,0.05,4,svae,haberman
32,8,3,relu,Dense,1.0,0.7777777778,0.8888888889000001,0.01,4,svae,haberman
32,8,3,relu,Dense,1.0,0.33333333330000003,0.2888888889,0.005,4,svae,haberman
32,8,3,relu,Dense,10.0,0.7555555556,0.7333333333,0.05,4,svae,haberman
32,8,3,relu,Dense,10.0,0.9777777778,0.8888888889000001,0.01,4,svae,haberman
32,8,3,relu,Dense,10.0,0.9777777778000001,0.9555555555999999,0.005,4,svae,haberman
32,8,3,relu,Dense,0.01,1.0,0.1555555556,0.05,5,svae,haberman
32,8,3,relu,Dense,0.01,0.9777777778,0.7333333333,0.01,5,svae,haberman
32,8,3,relu,Dense,0.01,1.0,0.44444444439999997,0.005,5,svae,haberman
32,8,3,relu,Dense,0.1,1.0,0.9777777778,0.05,5,svae,haberman
32,8,3,relu,Dense,0.1,1.0,0.7999999999999999,0.01,5,svae,haberman
32,8,3,relu,Dense,0.1,0.8888888889000001,0.13333333329999997,0.005,5,svae,haberman
32,8,3,relu,Dense,1.0,1.0,0.6888888889,0.05,5,svae,haberman
32,8,3,relu,Dense,1.0,0.9777777778,0.9555555556,0.01,5,svae,haberman
32,8,3,relu,Dense,1.0,0.9777777778,0.8444444444,0.005,5,svae,haberman
32,8,3,relu,Dense,10.0,1.0,0.9555555556,0.05,5,svae,haberman
32,8,3,relu,Dense,10.0,1.0,0.9777777778,0.01,5,svae,haberman
32,8,3,relu,Dense,10.0,0.9777777778,0.7999999999999999,0.005,5,svae,haberman
32,8,3,relu,Dense,0.01,0.6666666667,0.8444444444,0.05,6,svae,haberman
32,8,3,relu,Dense,0.01,0.7333333333,0.22222222219999999,0.01,6,svae,haberman
32,8,3,relu,Dense,0.01,0.9111111111000001,0.4,0.005,6,svae,haberman
32,8,3,relu,Dense,0.1,0.13333333329999997,0.7999999999999999,0.05,6,svae,haberman
32,8,3,relu,Dense,0.1,0.33333333330000003,0.6,0.01,6,svae,haberman
32,8,3,relu,Dense,0.1,0.8888888889,0.6666666667,0.005,6,svae,haberman
32,8,3,relu,Dense,1.0,0.9555555555999999,0.6666666667,0.05,6,svae,haberman
32,8,3,relu,Dense,1.0,0.7333333333,0.4,0.01,6,svae,haberman
32,8,3,relu,Dense,1.0,0.8444444444,0.11111111110000005,0.005,6,svae,haberman
32,8,3,relu,Dense,10.0,0.7555555556,0.5333333333,0.05,6,svae,haberman
32,8,3,relu,Dense,10.0,0.6666666667,0.8666666667,0.01,6,svae,haberman
32,8,3,relu,Dense,10.0,0.8888888889,0.5777777778,0.005,6,svae,haberman
32,8,3,relu,Dense,0.01,0.1555555556,0.5111111111,0.05,7,svae,haberman
32,8,3,relu,Dense,0.01,0.8888888889000001,0.33333333330000003,0.01,7,svae,haberman
32,8,3,relu,Dense,0.01,0.7555555556,0.8666666667,0.005,7,svae,haberman
32,8,3,relu,Dense,0.1,0.6666666667,0.9777777778,0.05,7,svae,haberman
32,8,3,relu,Dense,0.1,0.8888888889,0.9333333333,0.01,7,svae,haberman
32,8,3,relu,Dense,0.1,0.9111111111000001,0.17777777780000004,0.005,7,svae,haberman
32,8,3,relu,Dense,1.0,0.2888888889,0.9555555556,0.05,7,svae,haberman
32,8,3,relu,Dense,1.0,0.7111111111,0.6888888889,0.01,7,svae,haberman
32,8,3,relu,Dense,1.0,0.9111111111,0.8444444444,0.005,7,svae,haberman
32,8,3,relu,Dense,10.0,0.8666666667,0.9111111111,0.05,7,svae,haberman
32,8,3,relu,Dense,10.0,0.8888888889000001,0.4666666667,0.01,7,svae,haberman
32,8,3,relu,Dense,10.0,0.9111111111,0.9111111111000001,0.005,7,svae,haberman
32,8,3,relu,Dense,0.01,0.8666666667,0.1555555556,0.05,8,svae,haberman
32,8,3,relu,Dense,0.01,0.2888888889,0.11111111110000005,0.01,8,svae,haberman
32,8,3,relu,Dense,0.01,0.4666666667,0.02222222220000003,0.005,8,svae,haberman
32,8,3,relu,Dense,0.1,0.8222222222,0.5777777778,0.05,8,svae,haberman
32,8,3,relu,Dense,0.1,0.6444444443999999,0.35555555559999996,0.01,8,svae,haberman
32,8,3,relu,Dense,0.1,0.9111111111000001,0.7777777778,0.005,8,svae,haberman
32,8,3,relu,Dense,1.0,0.6,0.3777777778,0.05,8,svae,haberman
32,8,3,relu,Dense,1.0,0.44444444439999997,0.7333333333,0.01,8,svae,haberman
32,8,3,relu,Dense,1.0,0.7999999999999999,0.26666666670000005,0.005,8,svae,haberman
32,8,3,relu,Dense,10.0,0.7555555556,0.6666666667,0.05,8,svae,haberman
32,8,3,relu,Dense,10.0,0.08888888890000002,0.9555555555999999,0.01,8,svae,haberman
32,8,3,relu,Dense,10.0,0.6222222222,0.06666666669999999,0.005,8,svae,haberman
32,8,3,relu,Dense,0.01,0.7555555556,0.44444444439999997,0.05,9,svae,haberman
32,8,3,relu,Dense,0.01,0.9333333333,0.8666666667,0.01,9,svae,haberman
32,8,3,relu,Dense,0.01,1.0,0.8888888889,0.005,9,svae,haberman
32,8,3,relu,Dense,0.1,0.42222222220000005,0.44444444439999997,0.05,9,svae,haberman
32,8,3,relu,Dense,0.1,0.8444444444,0.1555555556,0.01,9,svae,haberman
32,8,3,relu,Dense,0.1,0.9111111111000001,0.04444444439999995,0.005,9,svae,haberman
32,8,3,relu,Dense,1.0,0.7555555556,0.26666666670000005,0.05,9,svae,haberman
32,8,3,relu,Dense,1.0,1.0,0.6666666667,0.01,9,svae,haberman
32,8,3,relu,Dense,1.0,1.0,0.7333333333,0.005,9,svae,haberman
32,8,3,relu,Dense,10.0,0.26666666670000005,0.11111111110000005,0.05,9,svae,haberman
32,8,3,relu,Dense,10.0,0.6444444443999999,0.3777777778,0.01,9,svae,haberman
32,8,3,relu,Dense,10.0,0.8444444444,0.3777777778,0.005,9,svae,haberman
32,8,3,relu,Dense,0.01,0.6444444443999999,0.8888888889,0.05,10,svae,haberman
32,8,3,relu,Dense,0.01,0.26666666670000005,0.6666666667,0.01,10,svae,haberman
32,8,3,relu,Dense,0.01,0.9111111111000001,0.3777777778,0.005,10,svae,haberman
32,8,3,relu,Dense,0.1,0.5111111111,0.02222222220000003,0.05,10,svae,haberman
32,8,3,relu,Dense,0.1,1.0,0.6222222222,0.01,10,svae,haberman
32,8,3,relu,Dense,0.1,0.6222222222,0.44444444439999997,0.005,10,svae,haberman
32,8,3,relu,Dense,1.0,0.0,0.6,0.05,10,svae,haberman
32,8,3,relu,Dense,1.0,0.9555555555999999,0.7777777778,0.01,10,svae,haberman
32,8,3,relu,Dense,1.0,0.48888888890000004,0.8222222222,0.005,10,svae,haberman
32,8,3,relu,Dense,10.0,0.8666666667,0.6222222222,0.05,10,svae,haberman
32,8,3,relu,Dense,10.0,0.8444444444,0.8888888889,0.01,10,svae,haberman
32,8,3,relu,Dense,10.0,0.9333333333,0.5777777778,0.005,10,svae,haberman
32,8,3,relu,Dense,0.01,0.917460317432381,0.5460317460555556,0.05,1,svae,ionosphere
32,8,3,relu,Dense,0.01,0.9238095237914287,0.41587301588730163,0.01,1,svae,ionosphere
32,8,3,relu,Dense,0.01,0.9365079364952381,0.3206349206634921,0.005,1,svae,ionosphere
32,8,3,relu,Dense,0.1,0.9301587301361905,0.04444444445396825,0.05,1,svae,ionosphere
32,8,3,relu,Dense,0.1,0.9460317460123809,0.6603174603146031,0.01,1,svae,ionosphere
