hidden,latent,layers,nonlinearity,layertype,β,aucpxv,aucpz,ar,i,model,dataset
32,8,3,relu,Dense,0.01,0.8902891030311711,0.2846553002157524,0.05,4,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9347664936985175,0.9725722757542253,0.01,4,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9558932542693847,0.6882876204616754,0.005,4,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.7979985174315419,0.5626389918341363,0.05,4,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.9151223128338399,0.8743513713823202,0.01,4,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.9477390659723127,0.9588584136419941,0.005,4,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.8717568569341364,0.8636026686441067,0.05,4,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.9114158635987398,0.8680504077265753,0.01,4,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.9592290585593772,0.9510748702796886,0.005,4,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.8547071905145293,0.892512972582728,0.05,4,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9199406968188287,0.948851000739029,0.01,4,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9514455152007414,0.6853224610920682,0.005,4,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.8687916975520386,0.955151964425315,0.05,5,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9410674574018162,0.5177909562527798,0.01,5,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9484803558160119,0.6868050407717569,0.005,5,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.9318013343276871,0.4710896960652335,0.05,5,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.9495922906152335,0.6111934766392142,0.01,5,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.9469977761448851,0.8732394366068569,0.005,5,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.8817642698502594,0.842475908081616,0.05,5,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.9581171238266865,0.9581171237880652,0.01,5,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.9644180874998146,0.9158636026645663,0.005,5,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9095626389905856,0.8528539659183099,0.05,5,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9318013343334323,0.9621942179396962,0.01,5,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9403261675387695,0.9188287620498518,0.005,5,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.892142327652854,0.8498888065251298,0.05,6,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9481097109135656,0.309117865076427,0.01,6,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9673832468573017,0.0389177168100074,0.005,6,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.8728687916994441,0.5470719051285025,0.05,6,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.9466271312254262,0.5463306152679019,0.01,6,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.9532987398276872,0.7183098591624908,0.005,6,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.8932542624266123,0.9577464788656042,0.05,6,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.9499629355094144,0.8083765752539659,0.01,6,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.9592290585788362,0.7961452928078948,0.005,6,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9336545589273907,0.9925871015547072,0.05,6,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9566345441065974,0.9562638991924018,0.01,6,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9607116382566345,0.9532987398157524,0.005,6,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.915492957739103,0.6912527798381394,0.05,7,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9277242401732395,0.42994810972564845,0.01,7,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9573758339427725,0.8217197924358414,0.005,7,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.8884358784421794,0.8443291327024461,0.05,7,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.9421793921424018,0.5426241660398442,0.01,7,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.9566345440990734,0.6371386212164938,0.005,7,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.89584877687639,0.9555226093411046,0.05,7,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.9499629354950333,0.9766493699153447,0.01,7,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.960340993333988,0.9444032616847665,0.005,7,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9191994069650852,0.833951074872424,0.05,7,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9058561897860268,0.9280948851144922,0.01,7,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9447739065949221,0.9684951816415864,0.005,7,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9036323202372869,0.10266864343313561,0.05,8,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9418087472264269,0.7453669384727576,0.01,8,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9547813195026686,0.35100074129258707,0.005,8,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.8884358784187917,0.503335804291401,0.05,8,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.9225352112564863,0.9540400296543735,0.01,8,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.9621942179474056,0.17642698296916232,0.005,8,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.8817642698126761,0.797627872502891,0.05,8,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.9132690882244626,0.9710896960755745,0.01,8,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.9555226093428836,0.7153446997881023,0.005,8,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.8799110452299852,0.9777613046873239,0.05,8,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9462564862894366,0.8028169014216086,0.01,8,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9340252038605634,0.9125277983581171,0.005,8,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.873610081546516,0.18902891029484803,0.05,9,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.8895478131825797,0.625648628616086,0.01,9,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9340252038779467,0.34432913268732385,0.005,9,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.8902891030487398,0.6464047442576355,0.05,9,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.9025203854772423,0.4736842105309859,0.01,9,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.9251297257352112,0.24388435878180134,0.005,9,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.8295033357944773,0.862861378795441,0.05,9,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.9028910304148258,0.9125277983840623,0.01,9,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.9258710155914011,0.9955522609339881,0.005,9,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.8617494440313566,0.9521868050453669,0.05,9,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9188287620503336,0.788732394360341,0.01,9,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9077094143861009,0.9521868050670866,0.005,9,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9191994069961823,0.46738324684751653,0.05,10,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9347664937308376,0.5885841364016308,0.01,10,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.9484803558293551,0.07931801335025944,0.005,10,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.8828762045945144,0.901037805778762,0.05,10,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.948851000759229,0.0441067457402891,0.01,10,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.1,0.9651593773319497,0.9166048925031877,0.005,10,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.9036323202313565,0.8947368420973685,0.05,10,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.9558932542657154,0.865826538173499,0.01,10,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,1.0,0.949221645675871,0.8602668643351371,0.005,10,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.8802816901334692,0.9518161601237584,0.05,10,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.946997776141401,0.8762045960094514,0.01,10,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,10.0,0.9455151964651964,0.9340252038740919,0.005,10,svae,breast-cancer-wisconsin
32,8,3,relu,Dense,0.01,0.8205128205179487,0.4102564102307692,0.05,1,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.9230769231,0.41025641026410253,0.01,1,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.8717948718051283,0.153846153825641,0.005,1,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.769230769225641,0.9743589743692308,0.05,1,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.923076923074359,1.0,0.01,1,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.8974358974615384,0.23076923077435899,0.005,1,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.8974358974435898,0.5128205128205128,0.05,1,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.8974358974358975,1.0,0.01,1,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.6923076923076923,0.7435897435692308,0.005,1,svae,breast-tissue
32,8,3,relu,Dense,10.0,0.923076923074359,0.8717948718051283,0.05,1,svae,breast-tissue
32,8,3,relu,Dense,10.0,0.8974358974435898,0.8205128205358975,0.01,1,svae,breast-tissue
32,8,3,relu,Dense,10.0,0.8974358974358975,0.7948717948564102,0.005,1,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.8974358974435898,0.48717948716410264,0.05,2,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.9743589743692308,0.8205128205435898,0.01,2,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.8974358974615384,0.10256410253846153,0.005,2,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.8461538461820513,0.8974358974358975,0.05,2,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.9743589743692308,0.6923076923,0.01,2,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.9487179487384616,0.4871794871897436,0.005,2,svae,breast-tissue
32,8,3,relu,Dense,1.0,1.0,0.9487179487307692,0.05,2,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.7692307692333333,0.17948717945641024,0.01,2,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.9487179487307692,0.9487179487307692,0.005,2,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.5384615384666667,0.05,2,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.9487179487307692,0.01,2,svae,breast-tissue
32,8,3,relu,Dense,10.0,0.923076923074359,0.6923076923076924,0.005,2,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.9743589743692308,0.5128205127871794,0.05,3,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.9743589743692308,0.7435897435692308,0.01,3,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.9230769231,0.307692307651282,0.005,3,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.9487179487384616,0.38461538458461536,0.05,3,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.9487179487307692,0.3333333333307692,0.01,3,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.9743589743692308,0.8974358974435898,0.005,3,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.9487179487307692,0.7179487179794872,0.05,3,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.9487179487384616,0.9487179487307692,0.01,3,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.9743589743692308,0.7692307692487179,0.005,3,svae,breast-tissue
32,8,3,relu,Dense,10.0,0.9230769231,0.6666666666692307,0.05,3,svae,breast-tissue
32,8,3,relu,Dense,10.0,0.8974358974358975,0.7948717948871795,0.01,3,svae,breast-tissue
32,8,3,relu,Dense,10.0,0.8974358974358975,0.8974358974358975,0.005,3,svae,breast-tissue
32,8,3,relu,Dense,0.01,1.0,0.4615384615,0.05,4,svae,breast-tissue
32,8,3,relu,Dense,0.01,1.0,0.46153846152564104,0.01,4,svae,breast-tissue
32,8,3,relu,Dense,0.01,1.0,0.0769230769,0.005,4,svae,breast-tissue
32,8,3,relu,Dense,0.1,1.0,0.5641025640564102,0.05,4,svae,breast-tissue
32,8,3,relu,Dense,0.1,1.0,0.5384615385,0.01,4,svae,breast-tissue
32,8,3,relu,Dense,0.1,1.0,0.4615384615564102,0.005,4,svae,breast-tissue
32,8,3,relu,Dense,1.0,1.0,0.05128205126153846,0.05,4,svae,breast-tissue
32,8,3,relu,Dense,1.0,1.0,0.692307692325641,0.01,4,svae,breast-tissue
32,8,3,relu,Dense,1.0,1.0,0.8974358974692308,0.005,4,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.8205128205358975,0.05,4,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.9487179487384616,0.01,4,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,1.0,0.005,4,svae,breast-tissue
32,8,3,relu,Dense,0.01,1.0,0.10256410255641026,0.05,5,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.923076923074359,0.5897435897692307,0.01,5,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.9743589743692308,0.3333333333307692,0.005,5,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.9487179487307692,0.2820512820205128,0.05,5,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.9743589743692308,0.15384615381794872,0.01,5,svae,breast-tissue
32,8,3,relu,Dense,0.1,1.0,0.8461538462,0.005,5,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.9743589743692308,0.7435897435948717,0.05,5,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.9743589743692308,0.3333333333051282,0.01,5,svae,breast-tissue
32,8,3,relu,Dense,1.0,1.0,0.9487179487384616,0.005,5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.9230769231,0.05,5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.8205128205358975,0.01,5,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.846153846174359,0.005,5,svae,breast-tissue
32,8,3,relu,Dense,0.01,1.0,0.8461538462,0.05,6,svae,breast-tissue
32,8,3,relu,Dense,0.01,1.0,0.8974358974692308,0.01,6,svae,breast-tissue
32,8,3,relu,Dense,0.01,1.0,0.10256410253076922,0.005,6,svae,breast-tissue
32,8,3,relu,Dense,0.1,1.0,0.0,0.05,6,svae,breast-tissue
32,8,3,relu,Dense,0.1,1.0,0.3076923077,0.01,6,svae,breast-tissue
32,8,3,relu,Dense,0.1,1.0,0.9230769231,0.005,6,svae,breast-tissue
32,8,3,relu,Dense,1.0,1.0,0.7179487179641026,0.05,6,svae,breast-tissue
32,8,3,relu,Dense,1.0,1.0,0.4615384615333334,0.01,6,svae,breast-tissue
32,8,3,relu,Dense,1.0,1.0,0.8461538462,0.005,6,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.8461538462,0.05,6,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.9230769231,0.01,6,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,1.0,0.005,6,svae,breast-tissue
32,8,3,relu,Dense,0.01,1.0,0.9743589743692308,0.05,7,svae,breast-tissue
32,8,3,relu,Dense,0.01,1.0,0.1538461538,0.01,7,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.8717948718128206,0.10256410253076922,0.005,7,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.9487179487384616,0.6153846154,0.05,7,svae,breast-tissue
32,8,3,relu,Dense,0.1,1.0,0.20512820513589744,0.01,7,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.923076923074359,0.5384615385,0.005,7,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.7435897436102565,0.0,0.05,7,svae,breast-tissue
32,8,3,relu,Dense,1.0,1.0,0.7692307692,0.01,7,svae,breast-tissue
32,8,3,relu,Dense,1.0,1.0,0.9230769231,0.005,7,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.0769230769,0.05,7,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.9230769231,0.01,7,svae,breast-tissue
32,8,3,relu,Dense,10.0,0.6923076923076923,0.9743589743692308,0.005,7,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.9230769231,1.0,0.05,8,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.9743589743692308,0.5384615384666667,0.01,8,svae,breast-tissue
32,8,3,relu,Dense,0.01,1.0,0.6153846153820512,0.005,8,svae,breast-tissue
32,8,3,relu,Dense,0.1,1.0,0.41025641023846154,0.05,8,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.9743589743692308,0.2820512820384615,0.01,8,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.9487179487307692,0.9743589743692308,0.005,8,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.9487179487384616,1.0,0.05,8,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.9743589743692308,0.8974358974692308,0.01,8,svae,breast-tissue
32,8,3,relu,Dense,1.0,1.0,0.6923076923076923,0.005,8,svae,breast-tissue
32,8,3,relu,Dense,10.0,0.9230769231,0.9487179487307692,0.05,8,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.5897435897282052,0.01,8,svae,breast-tissue
32,8,3,relu,Dense,10.0,0.9487179487384616,0.8974358974358975,0.005,8,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.9487179487307692,0.41025641026410253,0.05,9,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.9487179487384616,0.3076923076923077,0.01,9,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.9230769231,0.538461538425641,0.005,9,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.8205128204948717,0.15384615383333333,0.05,9,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.923076923074359,0.20512820513589744,0.01,9,svae,breast-tissue
32,8,3,relu,Dense,0.1,0.9230769231,0.43589743589487184,0.005,9,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.8205128205358975,1.0,0.05,9,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.9743589743692308,0.8205128205358975,0.01,9,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.8974358974615384,0.8461538462,0.005,9,svae,breast-tissue
32,8,3,relu,Dense,10.0,0.8717948718128206,0.9743589743692308,0.05,9,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.6666666666692307,0.01,9,svae,breast-tissue
32,8,3,relu,Dense,10.0,0.8974358974358975,0.6923076923,0.005,9,svae,breast-tissue
32,8,3,relu,Dense,0.01,1.0,0.8974358974692308,0.05,10,svae,breast-tissue
32,8,3,relu,Dense,0.01,1.0,0.2307692308,0.01,10,svae,breast-tissue
32,8,3,relu,Dense,0.01,1.0,0.4615384615333334,0.005,10,svae,breast-tissue
32,8,3,relu,Dense,0.1,1.0,0.8205128205358975,0.05,10,svae,breast-tissue
32,8,3,relu,Dense,0.1,1.0,1.0,0.01,10,svae,breast-tissue
32,8,3,relu,Dense,0.1,1.0,0.9230769231,0.005,10,svae,breast-tissue
32,8,3,relu,Dense,1.0,1.0,0.9230769231,0.05,10,svae,breast-tissue
32,8,3,relu,Dense,1.0,1.0,1.0,0.01,10,svae,breast-tissue
32,8,3,relu,Dense,1.0,0.9743589743692308,0.5897435897358975,0.005,10,svae,breast-tissue
32,8,3,relu,Dense,10.0,0.9743589743692308,0.8717948718307692,0.05,10,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.8205128204948717,0.01,10,svae,breast-tissue
32,8,3,relu,Dense,10.0,1.0,0.923076923074359,0.005,10,svae,breast-tissue
32,8,3,relu,Dense,0.01,0.427698957066391,0.6741520247961478,0.05,1,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.4848257070363149,0.769519872235272,0.01,1,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.4287325002321902,0.5024898994682044,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.4360612609281687,0.6959503899259982,0.05,1,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.4479000281934793,0.8244855773718125,0.01,1,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.48914779667138963,0.8296532932373109,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.40684017664822897,0.7075072817745185,0.05,1,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.5678849948283661,0.6245419524542046,0.01,1,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.4873625857382505,0.8583106267048106,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.46086629709959587,0.16038710889087662,0.05,1,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.4563562905153622,0.7017758151022832,0.01,1,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.39584703559918255,0.24974161419238936,0.005,1,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.4513764915903975,0.4148266466170253,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.5175232547449496,0.6499107394506906,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.5196842995406464,0.42206144885725827,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.4645306774552946,0.5056844874614771,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.5049328196974068,0.4671615146136992,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.5399793291326507,0.3947195339821855,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.4614300479209434,0.36944470544460206,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.6389175984214412,0.6748097341117354,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.4930000939551912,0.4246922860058536,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.5411068307690032,0.8433712299191205,0.05,2,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.4872686272650662,0.455510664278211,0.01,2,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.4665038053226252,0.8125528516366813,0.005,2,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.5130132481560934,0.40665225969216384,0.05,3,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.6045287982799962,0.627360706561665,0.01,3,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.6173071502407499,0.42159165649382696,0.005,3,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.5195903410842714,0.23207742179002164,0.05,3,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.5793479282238562,0.779385511617016,0.01,3,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.6018040026318991,0.2510570327968712,0.005,3,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.6144883961190265,0.8350089260612514,0.05,3,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.5930658648781453,0.7661373672878324,0.01,3,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.6693601428306023,0.8992765197833412,0.005,3,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.4665977637837265,0.7281781452584046,0.05,3,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.4829465376323687,0.7577750634192427,0.01,3,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.5149863760136992,0.6677628488120362,0.005,3,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.42356478435707046,0.5688245795376021,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.4405712675037772,0.6747157756233017,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.4566381659358921,0.7953584515914783,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.36822324533335526,0.21309781076018983,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.45269191018036276,0.8234520342054684,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.47636944471834075,0.27294935637357887,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.4306116696306117,0.49901343605421405,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.4451752325399418,0.7060979047398853,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.5707037489417364,0.8598139622383913,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.4069341351063328,0.4285445832961947,0.05,4,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.5198722164584045,0.8748473174975289,0.01,4,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.4500610729925397,0.7140843747223998,0.005,4,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.45353753641669636,0.22860095836559238,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.5068119890955557,0.48294653763200224,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.5640326975555389,0.3346800714095368,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.43352438222887335,0.7399229540661656,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.541952457008522,0.332894860464681,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.5494691346466692,0.38109555576719906,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.497228225120624,0.42459832753149485,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.5963544113426008,0.6917222587567603,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.56807291177916,0.5179930470644367,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.5027717748853706,0.6677628488454571,0.05,5,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.5859250211489523,0.803344921531758,0.01,5,svae,cardiotocography
32,8,3,relu,Dense,10.0,0.6644743023497698,0.6569576247383069,0.005,5,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.42610166305364094,0.6110119327077703,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.5306774405612797,0.38391430987240444,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,0.01,0.5678849948250964,0.6861787090070846,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.44367189701180126,0.9020952738987128,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.46640984683746123,0.8955181809697171,0.01,6,svae,cardiotocography
32,8,3,relu,Dense,0.1,0.454195245692427,0.8278680823102695,0.005,6,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.4767452785740111,0.8135863948190076,0.05,6,svae,cardiotocography
32,8,3,relu,Dense,1.0,0.5338720285562906,0.7221648031665602,0.01,6,svae,cardiotocography
