hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,f1,auc,rsTrn,rsTst,knnauc,knnprec,knnrecall,ar,i,model,dataset,Column1,mean auc,std auc,mean knnauc,std auc2
32,8,3,relu,Dense,32,32,0.1,4,0.666666667,0.817073171,0.03086873,0.122218629,0.736280488,1,0.25,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,32,32,0.1,4,0.75,0.896341463,0.033642324,0.066377832,0.759908537,1,0.1875,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,32,32,0.1,4,0.666666667,0.855182927,0.032608704,0.10690546,0.833841463,0.833333333,0.3125,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,32,32,0.1,5,0.4,0.87347561,0.042706657,0.119167497,0.795731707,0.8,0.25,0.05,1,svae,ecoli,Better,0.785365854,0.139961569,0.795807927,0.0615157
32,8,3,relu,Dense,32,32,0.1,5,0.315789474,0.637195122,0.03669447,0.067777403,0.87195122,1,0.3125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,32,32,0.1,5,0.56,0.93445122,0.033641106,0.080480759,0.847560976,1,0.4375,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,32,32,0.1,5,0.272727273,0.698170732,0.035849843,0.085456763,0.672256098,1,0.0625,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,32,32,0.1,5,0.210526316,0.618902439,0.032960356,0.07855693,0.768292683,0.5,0.0625,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,32,32,0.1,5,0.111111111,0.573170732,0.029997719,0.091103933,0.832317073,1,0.125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,32,32,0.1,5,0.666666667,0.943597561,0.042909841,0.083806977,0.839939024,1,0.1875,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,32,32,0.1,5,0.8,0.853658537,0.03086873,0.122218629,0.736280488,1,0.25,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,32,32,0.1,5,0.8125,0.899390244,0.033642324,0.066377832,0.759908537,1,0.1875,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,32,32,0.1,5,0.733333333,0.821646341,0.032608704,0.10690546,0.833841463,0.833333333,0.3125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.210526316,0.608231707,0.041480148,0.135637168,0.59375,NaN,0,0.005,1,svae,ecoli,Better,0.647560976,0.111797972,0.604954268,0.08770217
32,8,3,relu,Dense,128,16,0.1,1,0.545454545,0.824695122,0.033864853,0.072625446,0.78125,NaN,0,0.005,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.105263158,0.580792683,0.034618918,0.117537461,0.5,NaN,0,0.005,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.222222222,0.589939024,0.039991688,0.102196767,0.59375,NaN,0,0.005,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.222222222,0.670731707,0.049670431,0.111585673,0.580792683,NaN,0,0.005,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.476190476,0.702743902,0.034010998,0.109566506,0.65625,NaN,0,0.005,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.476190476,0.746189024,0.0426677,0.116504723,0.6875,NaN,0,0.005,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.117647059,0.719512195,0.035906776,0.147963081,0.53125,NaN,0,0.005,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.117647059,0.613567073,0.033973818,0.079925652,0.625,NaN,0,0.005,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,1,0,0.419207317,0.034298248,0.153470874,0.5,NaN,0,0.005,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,1,0,0.723323171,0.03910858,0.117235742,0.755335366,NaN,0,0.01,1,svae,ecoli,Worse,0.686661585,0.095208616,0.652134146,0.123527457
32,8,3,relu,Dense,128,16,0.1,1,0.117647059,0.8125,0.032570428,0.073561951,0.53125,NaN,0,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.454545455,0.68902439,0.029576916,0.102067957,0.550304878,NaN,0,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,1,0,0.631097561,0.028897141,0.087148109,0.53125,1,0.0625,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.222222222,0.544207317,0.031236083,0.094574463,0.59375,1,0.125,0.01,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.222222222,0.760670732,0.035107455,0.092168532,0.625,1,0.125,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.117647059,0.78125,0.035088019,0.105326458,0.6875,1,0.3125,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.117647059,0.69054878,0.03221459,0.151540761,0.625,1,0.0625,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.117647059,0.708841463,0.033017916,0.096306784,0.6875,1,0.1875,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,1,0,0.525152439,0.034556238,0.098587919,0.93445122,NaN,0,0.01,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,2,0.117647059,0.870426829,0.03910858,0.117235742,0.755335366,NaN,0,0.01,1,svae,ecoli,Better,0.768292683,0.128943452,0.652134146,0.123527457
32,8,3,relu,Dense,128,16,0.1,2,0.476190476,0.842987805,0.032570428,0.073561951,0.53125,NaN,0,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,2,0.785714286,0.980182927,0.029576916,0.102067957,0.550304878,NaN,0,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,2,0.210526316,0.605182927,0.028897141,0.087148109,0.53125,1,0.0625,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,2,0.210526316,0.599085366,0.031236083,0.094574463,0.59375,1,0.125,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,2,0.222222222,0.758384146,0.035107455,0.092168532,0.625,1,0.125,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,2,0.222222222,0.766006098,0.035088019,0.105326458,0.6875,1,0.3125,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,2,0,0.670731707,0.03221459,0.151540761,0.625,1,0.0625,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,2,0,0.68902439,0.033017916,0.096306784,0.6875,1,0.1875,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,2,0.3,0.900914634,0.034556238,0.098587919,0.93445122,NaN,0,0.01,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.222222222,0.74695122,0.035478735,0.11565886,0.737804878,0.8,0.25,0.05,1,svae,ecoli,Better,0.695960366,0.076272382,0.864405488,0.069406226
32,8,3,relu,Dense,128,16,0.1,1,0.117647059,0.678353659,0.038124656,0.064722756,0.9375,1,0.375,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,1,0,0.588414634,0.031786359,0.083309729,0.849085366,0.8,0.25,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,1,0,0.55945122,0.033368765,0.082510488,0.800304878,1,0.5,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,1,0,0.745426829,0.03840194,0.071907881,0.971036585,0.9,0.5625,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,1,0,0.670731707,0.034800345,0.091375251,0.891006098,1,0.5,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.117647059,0.795731707,0.038144066,0.071343264,0.853658537,0.875,0.4375,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,1,0,0.696646341,0.04526894,0.139848053,0.807926829,1,0.125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,1,0.117647059,0.703506098,0.030996559,0.057930864,0.894817073,0.833333333,0.3125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,1,0,0.774390244,0.044992758,0.106693353,0.900914634,1,0.1875,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,2,0.380952381,0.798780488,0.035478735,0.11565886,0.737804878,0.8,0.25,0.05,1,svae,ecoli,Better,0.850381098,0.089383281,0.864405488,0.069406226
32,8,3,relu,Dense,128,16,0.1,2,0,0.844512195,0.038124656,0.064722756,0.9375,1,0.375,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,2,0.3,0.893292683,0.031786359,0.083309729,0.849085366,0.8,0.25,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,2,0.117647059,0.910060976,0.033368765,0.082510488,0.800304878,1,0.5,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,2,0.222222222,0.919207317,0.03840194,0.071907881,0.971036585,0.9,0.5625,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,2,0,0.737804878,0.034800345,0.091375251,0.891006098,1,0.5,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,2,0.222222222,0.972560976,0.038144066,0.071343264,0.853658537,0.875,0.4375,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,2,0.117647059,0.691310976,0.04526894,0.139848053,0.807926829,1,0.125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,2,0.4,0.920731707,0.030996559,0.057930864,0.894817073,0.833333333,0.3125,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,2,0,0.81554878,0.044992758,0.106693353,0.900914634,1,0.1875,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,3,0.545454545,0.721036585,0.035478735,0.11565886,0.737804878,0.8,0.25,0.05,1,svae,ecoli,Worse,0.852591463,0.105325941,0.864405488,0.069406226
32,8,3,relu,Dense,128,16,0.1,3,0.117647059,0.964939024,0.038124656,0.064722756,0.9375,1,0.375,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,3,0.315789474,0.849085366,0.031786359,0.083309729,0.849085366,0.8,0.25,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,3,0.210526316,0.899390244,0.033368765,0.082510488,0.800304878,1,0.5,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,3,0.111111111,0.983231707,0.03840194,0.071907881,0.971036585,0.9,0.5625,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,3,0.222222222,0.759146341,0.034800345,0.091375251,0.891006098,1,0.5,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,3,0.4,0.916920732,0.038144066,0.071343264,0.853658537,0.875,0.4375,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,3,0.222222222,0.663871951,0.04526894,0.139848053,0.807926829,1,0.125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,3,0.105263158,0.893292683,0.030996559,0.057930864,0.894817073,0.833333333,0.3125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,3,0.111111111,0.875,0.044992758,0.106693353,0.900914634,1,0.1875,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,4,0.285714286,0.887195122,0.035478735,0.11565886,0.737804878,0.8,0.25,0.05,1,svae,ecoli,Better,0.889176829,0.096474622,0.864405488,0.069406226
32,8,3,relu,Dense,128,16,0.1,4,0.222222222,0.977134146,0.038124656,0.064722756,0.9375,1,0.375,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,4,0.285714286,0.907012195,0.031786359,0.083309729,0.849085366,0.8,0.25,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,4,0.2,0.886432927,0.033368765,0.082510488,0.800304878,1,0.5,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,4,0.434782609,0.971036585,0.03840194,0.071907881,0.971036585,0.9,0.5625,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,4,0,0.702743902,0.034800345,0.091375251,0.891006098,1,0.5,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,4,0.476190476,0.938262195,0.038144066,0.071343264,0.853658537,0.875,0.4375,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,4,0.476190476,0.733231707,0.04526894,0.139848053,0.807926829,1,0.125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,16,0.1,4,0.692307692,0.971036585,0.030996559,0.057930864,0.894817073,0.833333333,0.3125,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,4,0.111111111,0.917682927,0.044992758,0.106693353,0.900914634,1,0.1875,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,5,0.5,0.879573171,0.035478735,0.11565886,0.737804878,0.8,0.25,0.05,1,svae,ecoli,Better,0.937347561,0.03059306,0.864405488,0.069406226
32,8,3,relu,Dense,128,16,0.1,5,0.315789474,0.94054878,0.038124656,0.064722756,0.9375,1,0.375,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,5,0.56,0.905487805,0.031786359,0.083309729,0.849085366,0.8,0.25,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,5,0.315789474,0.955792683,0.033368765,0.082510488,0.800304878,1,0.5,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,5,0.210526316,0.971036585,0.03840194,0.071907881,0.971036585,0.9,0.5625,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,5,0.4,0.919207317,0.034800345,0.091375251,0.891006098,1,0.5,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,5,0.72,0.977134146,0.038144066,0.071343264,0.853658537,0.875,0.4375,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,5,0.315789474,0.931402439,0.04526894,0.139848053,0.807926829,1,0.125,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,5,0.454545455,0.961890244,0.030996559,0.057930864,0.894817073,0.833333333,0.3125,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,16,0.1,5,0.111111111,0.931402439,0.044992758,0.106693353,0.900914634,1,0.1875,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.117647059,0.713414634,0.036151725,0.112078481,0.625,NaN,0,0.005,1,svae,ecoli,Better,0.691920732,0.094250117,0.587042683,0.062701893
32,8,3,relu,Dense,128,32,0.1,1,0.222222222,0.763719512,0.03607667,0.070784846,0.644817073,NaN,0,0.005,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.454545455,0.667682927,0.037226009,0.119151202,0.705792683,NaN,0,0.005,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.608695652,0.742378049,0.039112794,0.098963576,0.630335366,NaN,0,0.005,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.4,0.800304878,0.037141828,0.118165384,0.53125,NaN,0,0.005,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.210526316,0.59222561,0.033011277,0.124698545,0.582317073,NaN,0,0.005,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.2,0.707317073,0.034456487,0.112456902,0.550304878,NaN,0,0.005,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0,0.647103659,0.04065553,0.17431169,0.5625,NaN,0,0.005,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0,0.788109756,0.034258168,0.097690635,0.53125,NaN,0,0.005,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.210526316,0.49695122,0.034426951,0.122336274,0.506859756,NaN,0,0.005,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.222222222,0.682164634,0.040503796,0.128777879,0.740853659,NaN,0,0.01,1,svae,ecoli,Worse,0.646722561,0.081692282,0.644283537,0.065804366
32,8,3,relu,Dense,128,32,0.1,1,0.117647059,0.555640244,0.032731759,0.068230108,0.59375,NaN,0,0.01,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.380952381,0.775914634,0.031657466,0.099915099,0.6875,1,0.1875,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.117647059,0.647865854,0.032215643,0.101982594,0.551829268,NaN,0,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0,0.648628049,0.037571803,0.091072033,0.75,NaN,0,0.01,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.117647059,0.570121951,0.032153147,0.103670724,0.580792683,NaN,0,0.01,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.117647059,0.657012195,0.033320852,0.096947535,0.625,1,0.0625,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0,0.701219512,0.032848565,0.12650453,0.625,1,0.25,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.222222222,0.721036585,0.038505763,0.084511765,0.663109756,1,0.0625,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.315789474,0.507621951,0.039694272,0.122102036,0.625,NaN,0,0.01,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.363636364,0.913871951,0.040503796,0.128777879,0.740853659,NaN,0,0.01,1,svae,ecoli,Better,0.740929878,0.125645091,0.644283537,0.065804366
32,8,3,relu,Dense,128,32,0.1,2,0.315789474,0.528963415,0.032731759,0.068230108,0.59375,NaN,0,0.01,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.4,0.753810976,0.031657466,0.099915099,0.6875,1,0.1875,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,2,0,0.663871951,0.032215643,0.101982594,0.551829268,NaN,0,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,2,0,0.774390244,0.037571803,0.091072033,0.75,NaN,0,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.380952381,0.87195122,0.032153147,0.103670724,0.580792683,NaN,0,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,2,0,0.647103659,0.033320852,0.096947535,0.625,1,0.0625,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.210526316,0.655487805,0.032848565,0.12650453,0.625,1,0.25,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.3,0.700457317,0.038505763,0.084511765,0.663109756,1,0.0625,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.2,0.899390244,0.039694272,0.122102036,0.625,NaN,0,0.01,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.315789474,0.827743902,0.041036772,0.117984278,0.826219512,0.833333333,0.3125,0.05,1,svae,ecoli,Better,0.640243902,0.112794005,0.857621951,0.049588654
32,8,3,relu,Dense,128,32,0.1,1,0,0.506859756,0.034342858,0.059012518,0.898628049,1,0.3125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.363636364,0.650914634,0.03705546,0.082784176,0.794207317,1,0.1875,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0,0.557926829,0.036800337,0.087911988,0.839939024,1,0.25,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.117647059,0.761432927,0.032765755,0.072919806,0.825457317,0.833333333,0.3125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0,0.550304878,0.037704173,0.077391004,0.853658537,0.875,0.4375,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.117647059,0.620426829,0.037924432,0.089779572,0.929878049,1,0.5,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.210526316,0.742378049,0.036300757,0.098410227,0.875,1,0.375,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.454545455,0.682926829,0.036054958,0.076766813,0.801829268,NaN,0,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0,0.50152439,0.038468687,0.106480276,0.931402439,1,0.5625,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.3,0.839176829,0.041036772,0.117984278,0.826219512,0.833333333,0.3125,0.05,1,svae,ecoli,Better,0.735823171,0.149511696,0.857621951,0.049588654
32,8,3,relu,Dense,128,32,0.1,2,0.117647059,0.49847561,0.034342858,0.059012518,0.898628049,1,0.3125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.363636364,0.666158537,0.03705546,0.082784176,0.794207317,1,0.1875,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.4,0.890243902,0.036800337,0.087911988,0.839939024,1,0.25,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,2,0,0.831554878,0.032765755,0.072919806,0.825457317,0.833333333,0.3125,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,2,0,0.550304878,0.037704173,0.077391004,0.853658537,0.875,0.4375,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.222222222,0.611280488,0.037924432,0.089779572,0.929878049,1,0.5,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.117647059,0.701219512,0.036300757,0.098410227,0.875,1,0.375,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.476190476,0.903963415,0.036054958,0.076766813,0.801829268,NaN,0,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.363636364,0.865853659,0.038468687,0.106480276,0.931402439,1,0.5625,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.222222222,0.864329268,0.041036772,0.117984278,0.826219512,0.833333333,0.3125,0.05,1,svae,ecoli,Better,0.792378049,0.137749745,0.857621951,0.049588654
32,8,3,relu,Dense,128,32,0.1,3,0.3,0.505335366,0.034342858,0.059012518,0.898628049,1,0.3125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.363636364,0.842987805,0.03705546,0.082784176,0.794207317,1,0.1875,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.454545455,0.903963415,0.036800337,0.087911988,0.839939024,1,0.25,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.285714286,0.836128049,0.032765755,0.072919806,0.825457317,0.833333333,0.3125,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.210526316,0.573932927,0.037704173,0.077391004,0.853658537,0.875,0.4375,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.380952381,0.810213415,0.037924432,0.089779572,0.929878049,1,0.5,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.315789474,0.897865854,0.036300757,0.098410227,0.875,1,0.375,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.476190476,0.87347561,0.036054958,0.076766813,0.801829268,NaN,0,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.454545455,0.81554878,0.038468687,0.106480276,0.931402439,1,0.5625,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.285714286,0.838414634,0.041036772,0.117984278,0.826219512,0.833333333,0.3125,0.05,1,svae,ecoli,Better,0.822256098,0.045297453,0.857621951,0.049588654
32,8,3,relu,Dense,128,32,0.1,4,0.476190476,0.739329268,0.034342858,0.059012518,0.898628049,1,0.3125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.454545455,0.841463415,0.03705546,0.082784176,0.794207317,1,0.1875,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.380952381,0.856707317,0.036800337,0.087911988,0.839939024,1,0.25,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.2,0.887195122,0.032765755,0.072919806,0.825457317,0.833333333,0.3125,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.380952381,0.758384146,0.037704173,0.077391004,0.853658537,0.875,0.4375,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.4,0.836890244,0.037924432,0.089779572,0.929878049,1,0.5,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.4,0.839176829,0.036300757,0.098410227,0.875,1,0.375,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.545454545,0.832317073,0.036054958,0.076766813,0.801829268,NaN,0,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.315789474,0.792682927,0.038468687,0.106480276,0.931402439,1,0.5625,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,5,0.52173913,0.849085366,0.041036772,0.117984278,0.826219512,0.833333333,0.3125,0.05,1,svae,ecoli,Better,0.855411585,0.062999985,0.857621951,0.049588654
32,8,3,relu,Dense,128,32,0.1,5,0.52173913,0.864329268,0.034342858,0.059012518,0.898628049,1,0.3125,0.05,1,svae,ecoli,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,5,0.56,0.881097561,0.03705546,0.082784176,0.794207317,1,0.1875,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,5,0.4,0.890243902,0.036800337,0.087911988,0.839939024,1,0.25,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,5,0.434782609,0.920731707,0.032765755,0.072919806,0.825457317,0.833333333,0.3125,0.05,1,svae,ecoli,Better,,,,
32,8,3,relu,Dense,128,32,0.1,5,0.272727273,0.716463415,0.037704173,0.077391004,0.853658537,0.875,0.4375,0.05,1,svae,ecoli,Worse,,,,
