hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,fc,aucpxv,aucf2,aucf3,ar,i,κ,anom_disc,model,dataset
32,8,3,relu,Dense,128,0,0.1,3,0.9907192575406032,0.9907192575406032,1.0,0.05,1,10.0,1,svae,abalone
32,8,3,relu,Dense,128,0,0.1,4,0.9907192575406032,0.9976798143851509,1.0,0.05,1,10.0,2,svae,abalone
32,8,3,relu,Dense,128,0,0.1,5,0.9907192575406032,0.9953596287703016,1.0,0.05,1,10.0,2,svae,abalone
32,8,3,relu,Dense,128,0,0.1,6,0.9907192575406032,1.0,1.0,0.05,1,10.0,2,svae,abalone
32,8,3,relu,Dense,128,0,0.1,7,0.9907192575406032,0.9930394431554525,1.0,0.05,1,10.0,2,svae,abalone
32,8,3,relu,Dense,128,0,0.1,8,0.9907192575406032,0.9930394431554525,1.0,0.05,1,10.0,2,svae,abalone
32,8,3,relu,Dense,128,0,0.1,9,0.9907192575406032,0.9837587006960556,1.0,0.05,1,10.0,2,svae,abalone
32,8,3,relu,Dense,128,0,0.1,10,0.9907192575406032,1.0,1.0,0.05,1,10.0,2,svae,abalone
32,8,3,relu,Dense,128,0,0.1,1,0.9907192575406032,0.5,0.5,0.05,1,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,0.1,2,0.9907192575406032,0.5,0.5,0.05,1,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,0.1,3,0.9907192575406032,0.9930394431554525,0.9953596287703016,0.05,1,50.0,1,svae,abalone
32,8,3,relu,Dense,128,0,0.1,4,0.9907192575406032,0.9953596287703016,0.9953596287703016,0.05,1,50.0,2,svae,abalone
32,8,3,relu,Dense,128,0,0.1,5,0.9907192575406032,0.9837587006960556,0.9953596287703016,0.05,1,50.0,2,svae,abalone
32,8,3,relu,Dense,128,0,0.1,6,0.9907192575406032,0.9953596287703016,0.9953596287703016,0.05,1,50.0,2,svae,abalone
32,8,3,relu,Dense,128,0,0.1,7,0.9907192575406032,0.9907192575406032,0.9953596287703016,0.05,1,50.0,2,svae,abalone
32,8,3,relu,Dense,128,0,0.1,8,0.9907192575406032,0.9860788863109049,0.9953596287703016,0.05,1,50.0,2,svae,abalone
32,8,3,relu,Dense,128,0,0.1,9,0.9907192575406032,0.9814385150812065,0.9953596287703016,0.05,1,50.0,2,svae,abalone
32,8,3,relu,Dense,128,0,0.1,10,0.9907192575406032,0.9953596287703016,0.9953596287703016,0.05,1,50.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,1,0.988399071925754,0.5,0.5,0.05,1,0.5,0,svae,abalone
32,8,3,relu,Dense,256,0,0.1,2,0.988399071925754,0.5,0.5,0.05,1,0.5,0,svae,abalone
32,8,3,relu,Dense,256,0,0.1,3,0.988399071925754,0.9930394431554525,1.0,0.05,1,0.5,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,4,0.988399071925754,1.0,1.0,0.05,1,0.5,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,5,0.988399071925754,1.0,1.0,0.05,1,0.5,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,6,0.988399071925754,0.9976798143851509,1.0,0.05,1,0.5,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,7,0.988399071925754,0.974477958236659,1.0,0.05,1,0.5,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,8,0.988399071925754,1.0,1.0,0.05,1,0.5,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,9,0.988399071925754,0.9211136890951276,1.0,0.05,1,0.5,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,10,0.988399071925754,0.9907192575406032,1.0,0.05,1,0.5,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,1,0.988399071925754,0.5,0.5,0.05,1,1.0,0,svae,abalone
32,8,3,relu,Dense,256,0,0.1,2,0.988399071925754,0.5,0.5,0.05,1,1.0,0,svae,abalone
32,8,3,relu,Dense,256,0,0.1,3,0.988399071925754,0.9837587006960556,0.9721577726218098,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,4,0.988399071925754,0.988399071925754,0.9721577726218098,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,5,0.988399071925754,0.9907192575406032,0.9721577726218098,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,6,0.988399071925754,0.9953596287703016,0.9721577726218098,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,7,0.988399071925754,0.9767981438515081,0.9698375870069605,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,8,0.988399071925754,0.9698375870069605,0.9698375870069605,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,9,0.988399071925754,0.988399071925754,0.9698375870069605,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,10,0.988399071925754,0.9976798143851509,0.9698375870069605,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,1,0.988399071925754,0.5,0.5,0.05,1,3.0,0,svae,abalone
32,8,3,relu,Dense,256,0,0.1,2,0.988399071925754,0.5,0.5,0.05,1,3.0,0,svae,abalone
32,8,3,relu,Dense,256,0,0.1,3,0.988399071925754,0.9953596287703016,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,4,0.988399071925754,1.0,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,5,0.988399071925754,0.9976798143851509,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,6,0.988399071925754,1.0,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,7,0.988399071925754,0.9976798143851509,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,8,0.988399071925754,0.9953596287703016,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,9,0.988399071925754,0.9930394431554525,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,10,0.988399071925754,0.9976798143851509,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,1,0.988399071925754,0.5,0.5,0.05,1,5.0,0,svae,abalone
32,8,3,relu,Dense,256,0,0.1,2,0.988399071925754,0.5,0.5,0.05,1,5.0,0,svae,abalone
32,8,3,relu,Dense,256,0,0.1,3,0.988399071925754,0.9953596287703016,1.0,0.05,1,5.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,4,0.988399071925754,0.9953596287703016,1.0,0.05,1,5.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,5,0.988399071925754,0.9860788863109049,1.0,0.05,1,5.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,6,0.988399071925754,0.9837587006960556,1.0,0.05,1,5.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,7,0.988399071925754,0.974477958236659,1.0,0.05,1,5.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,8,0.988399071925754,0.9976798143851509,1.0,0.05,1,5.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,9,0.988399071925754,1.0,1.0,0.05,1,5.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,10,0.988399071925754,0.9837587006960556,1.0,0.05,1,5.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,1,0.988399071925754,0.5,0.5,0.05,1,10.0,0,svae,abalone
32,8,3,relu,Dense,256,0,0.1,2,0.988399071925754,0.5,0.5,0.05,1,10.0,0,svae,abalone
32,8,3,relu,Dense,256,0,0.1,3,0.988399071925754,0.9930394431554525,1.0,0.05,1,10.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,4,0.988399071925754,0.9976798143851509,1.0,0.05,1,10.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,5,0.988399071925754,0.9953596287703016,1.0,0.05,1,10.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,6,0.988399071925754,1.0,1.0,0.05,1,10.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,7,0.988399071925754,0.988399071925754,1.0,0.05,1,10.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,8,0.988399071925754,1.0,1.0,0.05,1,10.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,9,0.988399071925754,0.9953596287703016,1.0,0.05,1,10.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,10,0.988399071925754,0.9907192575406032,1.0,0.05,1,10.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,1,0.988399071925754,0.5,0.5,0.05,1,50.0,0,svae,abalone
32,8,3,relu,Dense,256,0,0.1,2,0.988399071925754,0.5,0.5,0.05,1,50.0,0,svae,abalone
32,8,3,relu,Dense,256,0,0.1,3,0.988399071925754,0.9976798143851509,0.9953596287703016,0.05,1,50.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,4,0.988399071925754,1.0,0.9953596287703016,0.05,1,50.0,1,svae,abalone
32,8,3,relu,Dense,256,0,0.1,5,0.988399071925754,0.8468677494199536,0.9071925754060325,0.05,1,50.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,6,0.988399071925754,0.988399071925754,0.9071925754060325,0.05,1,50.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,7,0.988399071925754,0.8677494199535962,0.9071925754060325,0.05,1,50.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,8,0.988399071925754,0.9976798143851509,0.9071925754060325,0.05,1,50.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,9,0.988399071925754,0.9234338747099768,0.9071925754060325,0.05,1,50.0,2,svae,abalone
32,8,3,relu,Dense,256,0,0.1,10,0.988399071925754,0.9350348027842228,0.9071925754060325,0.05,1,50.0,2,svae,abalone
32,8,3,relu,Dense,128,0,1.0,1,0.9930394431554525,0.5,0.5,0.05,1,0.5,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,2,0.9930394431554525,0.5,0.5,0.05,1,0.5,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,3,0.9930394431554525,0.5,0.5,0.05,1,0.5,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,4,0.9930394431554525,1.0,1.0,0.05,1,0.5,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,5,0.9930394431554525,0.9953596287703016,1.0,0.05,1,0.5,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,6,0.9930394431554525,0.9953596287703016,1.0,0.05,1,0.5,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,7,0.9930394431554525,1.0,1.0,0.05,1,0.5,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,8,0.9930394431554525,0.9976798143851509,1.0,0.05,1,0.5,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,9,0.9930394431554525,0.9976798143851509,1.0,0.05,1,0.5,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,10,0.9930394431554525,0.9907192575406032,1.0,0.05,1,0.5,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,1,0.9930394431554525,0.5,0.5,0.05,1,1.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,2,0.9930394431554525,0.5,0.5,0.05,1,1.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,3,0.9930394431554525,0.5,0.5,0.05,1,1.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,4,0.9930394431554525,1.0,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,5,0.9930394431554525,1.0,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,6,0.9930394431554525,0.9976798143851509,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,7,0.9930394431554525,1.0,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,8,0.9930394431554525,1.0,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,9,0.9930394431554525,0.988399071925754,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,10,0.9930394431554525,0.9930394431554525,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,1,0.9930394431554525,0.5,0.5,0.05,1,3.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,2,0.9930394431554525,0.5,0.5,0.05,1,3.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,3,0.9930394431554525,0.5,0.5,0.05,1,3.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,4,0.9930394431554525,1.0,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,5,0.9930394431554525,0.9698375870069605,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,6,0.9930394431554525,0.9953596287703016,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,7,0.9930394431554525,1.0,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,8,0.9930394431554525,0.9675174013921114,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,9,0.9930394431554525,1.0,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,10,0.9930394431554525,0.9976798143851509,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,1,0.9930394431554525,0.5,0.5,0.05,1,5.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,2,0.9930394431554525,0.5,0.5,0.05,1,5.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,3,0.9930394431554525,0.5,0.5,0.05,1,5.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,4,0.9930394431554525,0.9976798143851509,1.0,0.05,1,5.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,5,0.9930394431554525,0.9953596287703016,1.0,0.05,1,5.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,6,0.9930394431554525,0.9953596287703016,1.0,0.05,1,5.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,7,0.9930394431554525,0.9976798143851509,1.0,0.05,1,5.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,8,0.9930394431554525,0.9907192575406032,1.0,0.05,1,5.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,9,0.9930394431554525,0.9907192575406032,1.0,0.05,1,5.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,10,0.9930394431554525,0.9976798143851509,1.0,0.05,1,5.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,1,0.9930394431554525,0.5,0.5,0.05,1,10.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,2,0.9930394431554525,0.5,0.5,0.05,1,10.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,3,0.9930394431554525,0.5,0.5,0.05,1,10.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,4,0.9930394431554525,1.0,1.0,0.05,1,10.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,5,0.9930394431554525,1.0,1.0,0.05,1,10.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,6,0.9930394431554525,0.988399071925754,1.0,0.05,1,10.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,7,0.9930394431554525,1.0,1.0,0.05,1,10.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,8,0.9930394431554525,0.9930394431554525,1.0,0.05,1,10.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,9,0.9930394431554525,0.9976798143851509,1.0,0.05,1,10.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,10,0.9930394431554525,0.9976798143851509,1.0,0.05,1,10.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,1,0.9930394431554525,0.5,0.5,0.05,1,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,2,0.9930394431554525,0.5,0.5,0.05,1,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,3,0.9930394431554525,0.5,0.5,0.05,1,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,1.0,4,0.9930394431554525,0.9930394431554525,1.0,0.05,1,50.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,5,0.9930394431554525,0.9976798143851509,1.0,0.05,1,50.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,6,0.9930394431554525,0.988399071925754,1.0,0.05,1,50.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,7,0.9930394431554525,1.0,1.0,0.05,1,50.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,8,0.9930394431554525,0.988399071925754,1.0,0.05,1,50.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,9,0.9930394431554525,0.9953596287703016,1.0,0.05,1,50.0,1,svae,abalone
32,8,3,relu,Dense,128,0,1.0,10,0.9930394431554525,0.9953596287703016,1.0,0.05,1,50.0,1,svae,abalone
32,8,3,relu,Dense,256,0,1.0,1,0.9930394431554525,0.5,0.5,0.05,1,0.5,0,svae,abalone
32,8,3,relu,Dense,256,0,1.0,2,0.9930394431554525,1.0,0.9976798143851509,0.05,1,0.5,1,svae,abalone
32,8,3,relu,Dense,256,0,1.0,3,0.9930394431554525,0.9767981438515081,1.0,0.05,1,0.5,1,svae,abalone
32,8,3,relu,Dense,256,0,1.0,4,0.9930394431554525,0.9930394431554525,1.0,0.05,1,0.5,2,svae,abalone
32,8,3,relu,Dense,256,0,1.0,5,0.9930394431554525,0.9953596287703016,1.0,0.05,1,0.5,2,svae,abalone
32,8,3,relu,Dense,256,0,1.0,6,0.9930394431554525,0.9930394431554525,1.0,0.05,1,0.5,2,svae,abalone
32,8,3,relu,Dense,256,0,1.0,7,0.9930394431554525,0.9837587006960556,1.0,0.05,1,0.5,2,svae,abalone
32,8,3,relu,Dense,256,0,1.0,8,0.9930394431554525,0.9953596287703016,1.0,0.05,1,0.5,2,svae,abalone
32,8,3,relu,Dense,256,0,1.0,9,0.9930394431554525,0.9953596287703016,1.0,0.05,1,0.5,2,svae,abalone
32,8,3,relu,Dense,256,0,1.0,10,0.9930394431554525,1.0,1.0,0.05,1,0.5,2,svae,abalone
32,8,3,relu,Dense,256,0,1.0,1,0.9930394431554525,0.5,0.5,0.05,1,1.0,0,svae,abalone
32,8,3,relu,Dense,256,0,1.0,2,0.9930394431554525,1.0,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,1.0,3,0.9930394431554525,0.9976798143851509,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,1.0,4,0.9930394431554525,1.0,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,1.0,5,0.9930394431554525,0.9976798143851509,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,1.0,6,0.9930394431554525,0.9976798143851509,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,1.0,7,0.9930394431554525,0.9907192575406032,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,1.0,8,0.9930394431554525,0.9953596287703016,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,1.0,9,0.9930394431554525,0.9953596287703016,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,1.0,10,0.9930394431554525,0.9953596287703016,1.0,0.05,1,1.0,1,svae,abalone
32,8,3,relu,Dense,256,0,1.0,1,0.9930394431554525,0.5,0.5,0.05,1,3.0,0,svae,abalone
32,8,3,relu,Dense,256,0,1.0,2,0.9930394431554525,1.0,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,256,0,1.0,3,0.9930394431554525,1.0,1.0,0.05,1,3.0,1,svae,abalone
32,8,3,relu,Dense,256,0,1.0,4,0.9930394431554525,0.9907192575406032,1.0,0.05,1,3.0,1,svae,abalone
